gene,class,n_lines_screened_twice,between_screen_r,p,sd_screen1
KLK9,non-essential control,32,-0.11513890979674313,0.5303296229012264,0.1490372373420548
ERCC2,common essential,32,-0.1167698906127684,0.524481374247574,0.39806220243470347
KRTAP13-1,non-essential control,32,-0.11933274393372412,0.5153554974119697,0.13759178871393507
C20orf173,non-essential control,31,-0.12124896200532052,0.5158553634950617,0.12067072651626531
DEFB123,non-essential control,32,-0.12214244349596204,0.5054413846976611,0.14047271878249407
CETN1,non-essential control,32,-0.12493350634900843,0.4956883111604337,0.07063003043357384
KCNV1,non-essential control,32,-0.1294869527101739,0.4799839485381176,0.10900741700650628
ASIC5,non-essential control,32,-0.12958838862699176,0.4796370649119181,0.12647347516476234
EIF5,common essential,32,-0.1296905815665839,0.4792877237575743,0.21090442694762926
EEF2,common essential,32,-0.13062252653202805,0.4761080094172848,0.5551332934263313
HTR5A,non-essential control,32,-0.13343964353618792,0.4665633538901035,0.14528844137709865
CTCFL,non-essential control,32,-0.13494025404090682,0.4615206036743351,0.10422381047622709
ATOH1,non-essential control,32,-0.13517590737799048,0.46073133249624465,0.1235512116701918
KRTAP10-11,non-essential control,32,-0.138261650543974,0.450462664056227,0.18801469037742558
BOD1L1,common essential,32,-0.14091666587310553,0.44172679588784447,0.18881962432102334
ANAPC5,common essential,32,-0.14283736225817778,0.4354649238069083,0.20006369091905934
FUT9,non-essential control,32,-0.15406400865081765,0.39985136212369393,0.08972778078774073
B3GNT6,non-essential control,32,-0.15492358073681717,0.3971950320868609,0.16750911779684302
MS4A5,non-essential control,32,-0.1556001730487262,0.39511128636512716,0.13208636651137035
KRTAP10-8,non-essential control,32,-0.16290842211563225,0.37300612012505807,0.24532568545593
IL12B,non-essential control,32,-0.16441137686134347,0.3685520848182484,0.11915063598295185
CER1,non-essential control,32,-0.16590075758538972,0.36416941048013046,0.11814870338875823
FCRL4,non-essential control,32,-0.17787533363990043,0.3300674560259709,0.13527542005019233
COPB2,common essential,32,-0.18461549932434865,0.31176689702005367,0.36854128426458077
EXOSC9,common essential,32,-0.1848464068129468,0.3111514227504933,0.1891226892183325
GPR152,non-essential control,32,-0.1908429282824337,0.2954346548414112,0.11532933359363513
CLEC3A,non-essential control,32,-0.1970255749338408,0.279768251975462,0.16112098649797257
KRT28,non-essential control,32,-0.197638597087349,0.27824467027474703,0.12794462482140415
DCANP1,non-essential control,32,-0.20008081254187315,0.2722281749192157,0.09797573814131777
CFHR5,non-essential control,32,-0.20214029680019643,0.26722072904574357,0.10102047210091732
IQCF1,non-essential control,32,-0.22122482024026816,0.22368299462029714,0.0994043919825135
BPIFC,non-essential control,32,-0.2215216430933512,0.22304639294569795,0.09292475109830153
FABP2,non-essential control,32,-0.22301629542858697,0.21985948273459485,0.08601188137950745
BPIFA3,non-essential control,32,-0.2252090977976415,0.21524031898888507,0.13183191755601154
CDC123,common essential,32,-0.23403642929463409,0.19731837926150228,0.5241182520706935
DSG4,non-essential control,32,-0.2365545737947316,0.19240174690229098,0.0811644895432873
HTR3E,non-essential control,31,-0.24010150852425083,0.19325112871383646,0.09346294914309913
MUC7,non-essential control,32,-0.24100245667704062,0.18392737561715422,0.14826623025118185
CCT2,common essential,32,-0.2611360908056606,0.14884487297679636,0.3645492357337779
MC5R,non-essential control,32,-0.2646074063108331,0.1433239119023299,0.14215807286845533
DMRTC2,non-essential control,32,-0.2701431336898426,0.13483036823114544,0.15162535590703838
LRRC10,non-essential control,32,-0.275588119749011,0.1268420014052946,0.10695517050933628
CST5,non-essential control,32,-0.27778036131837475,0.12372645917364974,0.12587074782816401
DNTTIP2,common essential,32,-0.28305080418378953,0.11646864609733754,0.13560886374519743
CCDC172,non-essential control,32,-0.2836994222814532,0.11559786581367015,0.1095628306948259
CYP2C19,non-essential control,32,-0.28682705349465565,0.11146701327379602,0.15408886179630438
DMRT1,non-essential control,32,-0.289148761566013,0.1084728047293911,0.14418195637562745
CSE1L,common essential,32,-0.293231937108294,0.10335396185507048,0.284550398747892
CST4,non-essential control,32,-0.3020150614443817,0.0929629417339938,0.14455665438112456
MMD2,non-essential control,32,-0.30731783300474225,0.08708657692509572,0.12540570189870506
CEACAM7,non-essential control,32,-0.31593548697242924,0.07814887162523894,0.10289905890165427
DIMT1,common essential,32,-0.32344009865277745,0.07095793889401456,0.23788876485726437
DDX46,common essential,32,-0.3239567415879998,0.07048251021499752,0.16380716166449827
GLRA1,non-essential control,32,-0.32896674249926333,0.0659997250546814,0.12734497953778312
GPR139,non-essential control,32,-0.33793507790703103,0.058534794933386265,0.11027100001181184
MS4A13,non-essential control,32,-0.3393053089072675,0.05745536411978607,0.11304792773254034
CABP2,non-essential control,32,-0.6016796626267322,0.0002698387101133613,0.17835052678559826
