patient,sample_id,CLDN4,CLDN7,KLF4,KRT5,PECAM1,TACSTD2,sample_type
TCGA-43-3394,TCGA-43-3394-01A,7.188290138589144,6.962981581502984,7.125441368345076,11.442947278772577,5.468583317006828,9.86236676875398,01
TCGA-43-3920,TCGA-43-3920-01A,7.057553163431353,5.485281906327354,5.184518343267524,10.842349871944764,5.331146257351079,8.67084989359127,01
TCGA-43-5668,TCGA-43-5668-01A,7.777700467951455,6.339306663561268,2.7936878365407463,2.8309651372402493,5.999197277605636,9.552051737857097,01
TCGA-43-5670,TCGA-43-5670-01A,7.695763503418637,6.819543015076352,4.083885618139376,12.25408262747842,3.632698632871992,11.237505820356184,01
TCGA-43-6143,TCGA-43-6143-01A,7.3248196022387315,6.721673417462763,6.702233647901569,11.547131819628325,5.888356043335862,9.47643677594874,01
TCGA-43-6647,TCGA-43-6647-01A,3.8869695311677672,3.391726483799583,3.987157120756048,12.623080174068445,6.257274685702838,7.843120832238435,01
TCGA-43-6770,TCGA-43-6770-01A,6.2275889903943815,4.920855403423982,6.27909422900282,13.848137005227745,6.240581470347507,9.232318507783017,01
TCGA-43-6771,TCGA-43-6771-01A,7.232262617787874,5.542443792535781,6.772211626657451,13.787596964136482,4.833709839417612,10.286609161756616,01
TCGA-43-6773,TCGA-43-6773-01A,6.492796951267578,5.413685466447352,4.829976373455363,11.32879142641882,6.700792025640279,8.601342186762258,01
TCGA-43-7656,TCGA-43-7656-01A,6.387631366641874,5.769004707007167,4.024745190197137,10.00052358637115,5.985272714253447,7.927524949843265,01
TCGA-43-7657,TCGA-43-7657-01A,6.939699091121649,6.74936934050082,5.700151150275166,12.510591162687364,4.490146501206221,9.17914550330672,01
TCGA-43-7658,TCGA-43-7658-01A,7.9382010910587075,6.994158801340377,5.04463891956475,6.152836459931756,4.798921469526791,6.585456839631933,01
TCGA-43-8115,TCGA-43-8115-01A,6.382618839347466,5.743051731922937,5.754572212130849,10.408712603942467,6.546980864703657,9.199375923976888,01
TCGA-43-8116,TCGA-43-8116-01A,6.401203792785209,5.179566782447144,3.702225334980162,12.722911119783776,5.449911276513197,9.061981896548463,01
TCGA-43-8118,TCGA-43-8118-01A,7.05633749493798,7.181000150765599,6.522730598771675,12.682839555839802,6.270820441979391,10.274392248139153,01
TCGA-43-A474,TCGA-43-A474-01A,6.664246733331751,5.896971710702858,5.279400719238035,12.624515661015716,4.06848164873586,9.740778171062503,01
TCGA-43-A475,TCGA-43-A475-01A,7.3440446351449244,3.717243206834081,5.289922971360837,12.249404096257134,5.745132434381566,9.60293988165104,01
TCGA-43-A56U,TCGA-43-A56U-01A,6.336956369526851,5.194264382992005,5.8081945323078426,10.687541378252352,6.182088400088818,8.969861345304215,01
TCGA-43-A56V,TCGA-43-A56V-01A,7.404588111143735,5.884407437506299,5.055508042347809,12.189156694666828,5.251336595188366,9.663723355380688,01
TCGA-46-3765,TCGA-46-3765-01A,7.191474808806298,6.751001691267358,5.473673283542926,11.121663794331306,5.979963586678463,9.65922422765784,01
TCGA-46-3766,TCGA-46-3766-01A,6.891919765723741,5.32078791537483,3.653679165088731,9.953362302162647,7.191341555272998,8.445602153643582,01
TCGA-46-3767,TCGA-46-3767-01A,7.030407814024469,5.4978199097366325,4.825190316647225,12.136223755594044,7.064837594248778,9.383915281993376,01
TCGA-46-3768,TCGA-46-3768-01A,8.394553583678528,8.090924335815279,4.677322185186343,4.966421238163159,5.759616591534119,9.33074257927216,01
TCGA-46-3769,TCGA-46-3769-01A,8.546727421621009,7.0057109960343285,5.779133623525452,6.177750397977435,5.777559112312934,10.102268905998264,01
TCGA-46-6025,TCGA-46-6025-01A,6.23243435868833,3.886325775679439,5.866742340520298,13.415974748422766,4.807926734257811,9.272264458137723,01
TCGA-46-6026,TCGA-46-6026-01A,6.66566563837068,5.998807029279886,6.901409979999464,12.48991169143946,4.923629364886159,8.395795874648964,01
TCGA-51-4079,TCGA-51-4079-01A,7.7378496502203555,7.1795140359783565,7.710292618823539,13.57646666729694,5.257749885428863,11.171950740430615,01
TCGA-51-4080,TCGA-51-4080-01A,7.011027053616436,6.607379142601588,5.122316556111329,11.327637182411,5.222244279865035,9.73154034044192,01
TCGA-51-4081,TCGA-51-4081-01A,7.371120586139933,5.471148432941862,6.08453416998059,12.208314814088997,5.0409888408243,8.81303239850335,01
TCGA-51-6867,TCGA-51-6867-01A,8.933222662012906,6.963159656170161,6.433246581871982,6.15148949276864,6.228868703057086,10.366692349193295,01
TCGA-52-7622,TCGA-52-7622-01A,7.995394630296897,6.3575432076702825,5.539909437735879,11.38236264275137,6.31954929473237,9.410175082344056,01
TCGA-52-7809,TCGA-52-7809-01A,8.054196208839087,6.223372348216937,5.342298724036103,10.490649647352845,5.928318205015356,8.410343224826038,01
TCGA-52-7810,TCGA-52-7810-01A,7.833869195797392,6.26307385398699,4.568792178041528,13.208681289809956,3.262869087555485,10.257553318809922,01
TCGA-52-7811,TCGA-52-7811-01A,8.00636198764833,7.241587575440074,6.820512148190941,13.067425201025705,6.984166641679213,10.209795965019094,01
TCGA-52-7812,TCGA-52-7812-01A,8.52378931942388,6.631492849460852,4.876099425462095,2.4453294308592763,5.441835345898407,9.13595599792028,01
TCGA-56-1622,TCGA-56-1622-01A,9.575544352037308,7.795928603051093,8.12266806028642,11.664422706077437,4.715327819874188,10.737550725022183,01
TCGA-56-5897,TCGA-56-5897-01A,6.874788360841232,5.167454275481227,5.334053344155521,12.96944064837401,6.328412840100679,9.592795059236996,01
TCGA-56-5898,TCGA-56-5898-01A,8.883733827857967,6.958661747157176,6.121411258648334,11.53670453096013,5.975283960288766,10.449398979747569,01
TCGA-56-6545,TCGA-56-6545-01A,4.120592480087259,4.175588471066903,4.124344679575237,13.030636568304708,6.646263480963874,8.467764482307498,01
TCGA-56-6546,TCGA-56-6546-01A,6.717888870826054,6.607519701282633,3.931427773884652,4.798854092983932,5.622699056186783,6.378525495254738,01
TCGA-56-7221,TCGA-56-7221-01A,6.972500817944954,7.810493874917334,6.152355834340439,11.457807621785776,3.36779039279605,9.106210369436026,01
TCGA-56-7222,TCGA-56-7222-01A,7.954891893993057,7.113110783726028,6.740861466754391,12.133348934632538,4.902830916018734,10.203133479447851,01
TCGA-56-7223,TCGA-56-7223-01A,7.380315597730334,5.169195454520627,6.701256551645243,6.767588593752059,4.960113171734338,7.347606310429262,01
TCGA-56-7579,TCGA-56-7579-01A,8.54177539373988,6.28294940299026,7.903711362721403,11.008471342019387,5.15686983227224,11.020252159408846,01
