expression_rank,gene,median_log2tpm1,mean_log2tpm1,pct_log2tpm1_gt1,expression_percentile
1337,SLC5A4,0.7450221490372647,0.8590175987166714,36.23762376237624,50.26061057334326
1338,TLR6,0.744677789317074,0.8494212116209301,30.099009900990097,50.223380491437084
1339,CD200R1,0.7441610955704101,0.8543580843961632,30.693069306930692,50.186150409530896
1340,CCR10,0.7425236768123445,0.7936209362249436,27.722772277227726,50.14892032762472
1341,OR51E1,0.7404526984687185,0.8008068617329759,30.89108910891089,50.11169024571854
1342,TRABD2B,0.7404526984687185,0.8883902768637711,31.287128712871286,50.07446016381236
1343,HRH2,0.733788168625182,0.8740391764266027,29.7029702970297,50.03723008190618
1344,CD300E,0.7315308370541584,0.8760669929650315,32.475247524752476,50.0
1345,ASIC1,0.7298790121259352,0.8523386484824255,26.930693069306933,49.96276991809382
1346,HCAR2,0.7281382034189273,0.9767265386749377,37.42574257425743,49.92553983618764
1347,GFRA4,0.7243883366021198,0.8023940213458979,30.89108910891089,49.88830975428146
1348,FLRT1,0.7234275007085363,1.267942639361118,38.81188118811881,49.85107967237528
1349,THSD7B,0.7179121696444287,0.8358122477796088,32.87128712871287,49.8138495904691
1350,GPR35,0.7136958148433591,0.7680698279932603,23.564356435643564,49.776619508562916
1351,CRTAM,0.710966188696129,0.9300448838912362,34.45544554455445,49.73938942665674
1352,ICOS,0.7108780501958792,0.9751062371858918,38.81188118811881,49.70215934475056
1353,PCDHB7,0.7106136023826762,0.8165862961004938,26.930693069306933,49.66492926284438
1354,RGMA,0.7073480874832698,0.7832570602593903,27.32673267326733,49.6276991809382
1355,FASLG,0.7062874122430739,0.921744974172971,34.65346534653465,49.59046909903202
1356,SLC10A4,0.7021255761869156,0.8582717674041603,34.05940594059406,49.55323901712584
1357,CD244,0.6979516994692129,0.7846846094248633,24.356435643564357,49.51600893521966
1358,TECTA,0.6979516994692129,0.7474663284373425,21.18811881188119,49.47877885331348
1359,SLC51B,0.6977738195551858,0.7571898804747333,28.316831683168314,49.4415487714073
1360,CD40LG,0.6951029856404789,0.969167120402073,36.83168316831683,49.40431868950112
1361,F2RL2,0.6923379196441276,0.9486687646785601,36.633663366336634,49.36708860759494
1362,FCGR1B,0.689567543950467,0.7429314830709144,21.584158415841586,49.32985852568875
1363,VNN1,0.6883146606403853,0.7838033449961327,29.504950495049503,49.29262844378257
1364,PCDHB3,0.6829328027172157,0.8055878326149631,24.554455445544555,49.2553983618764
1365,PCDHB6,0.6806844229944818,0.766164975226706,22.970297029702973,49.21816827997022
1366,PTGER3,0.676628488242969,0.7353403788947876,22.772277227722775,49.18093819806404
1367,SLC26A8,0.6741894427915515,0.8808605875549418,35.84158415841584,49.14370811615786
1368,CLDN6,0.6726516293283846,0.814531207630401,32.07920792079208,49.10647803425168
1369,KCNA3,0.6708403358815619,0.8531413184656038,29.306930693069305,49.0692479523455
1370,SIDT1,0.6707497114874938,0.8141683996568672,23.16831683168317,49.03201787043932
1371,SLC6A14,0.6705684456195724,1.179672394821091,43.16831683168317,48.99478778853313
1372,SLC8A1,0.6705684456195724,0.7325938236014976,20.99009900990099,48.95755770662695
1373,PCDHGB3,0.6687545332150426,0.8338842241932672,33.26732673267327,48.92032762472077
1374,SIGLEC8,0.6671200598065821,0.8462871584443773,36.039603960396036,48.88309754281459
1375,PTGER1,0.6651198520939724,0.8133817646618765,32.27722772277228,48.84586746090841
1376,LILRB5,0.6628435174980628,0.7934995333968272,28.910891089108908,48.80863737900223
1377,IFNAR2,0.6623878192596837,0.6825918301995348,13.06930693069307,48.77140729709606
1378,FFAR4,0.6616584025515393,0.7450276256266557,26.930693069306933,48.73417721518988
1379,VSIG1,0.6602897514282212,0.7912347512570511,27.920792079207924,48.6969471332837
1380,CHODL,0.6584628611741093,0.743684426442845,23.16831683168317,48.65971705137751
1381,C3orf80,0.6548937574733228,0.7698999103799059,23.762376237623762,48.62248696947133
1382,IL20RA,0.653426951688062,0.8045570499183152,28.910891089108908,48.58525688756515
1383,CDHR3,0.6526929891713025,0.7446050355054412,21.980198019801982,48.54802680565897
1384,CNTFR,0.6510402069935914,1.5238865770097634,42.57425742574257,48.51079672375279
1385,SPNS3,0.6471763358077397,0.7109518096868901,19.405940594059405,48.47356664184661
1386,ADCY5,0.6446869428843434,0.7648400215741843,25.742574257425744,48.43633655994043
1387,RAET1E,0.6430249580134367,0.8175548185422241,27.920792079207924,48.39910647803425
1388,GABRG3,0.6396026312595017,0.9808217985033416,39.00990099009901,48.36187639612807
1389,CCR3,0.6371928869588478,0.771253292182599,28.316831683168314,48.32464631422189
1390,CD163L1,0.6355222414597538,0.7707739121205869,24.15841584158416,48.287416232315714
1391,GPR146,0.6354293710718179,0.6445742916048395,13.06930693069307,48.25018615040953
1392,SLC6A16,0.6341285575250407,0.7456286251556237,25.14851485148515,48.21295606850335
1393,SLC16A7,0.6333847085573432,0.7358983312037245,18.019801980198018,48.17572598659717
1394,CCKBR,0.6329196081178111,0.8274362133740046,32.27722772277228,48.13849590469099
1395,FAT2,0.6327335259505353,0.854573523424408,28.910891089108908,48.10126582278481
1396,UPK2,0.6307782127428617,0.9851883129626938,36.039603960396036,48.06403574087863
1397,L1CAM,0.6254575365733072,0.823846811629422,31.08910891089109,48.02680565897245
1398,NIPAL4,0.6221807042205927,0.7902719703966836,28.316831683168314,47.98957557706627
1399,TNFSF11,0.6216182134573858,0.8576678548905246,36.633663366336634,47.95234549516009
1400,ICAM3,0.6215244436714578,0.8116129981619423,27.722772277227726,47.91511541325391
1401,CD1B,0.6127771052851992,0.9262944743366103,35.84158415841584,47.87788533134773
1402,NCR3,0.6121165522248829,0.8527999599618769,30.495049504950494,47.84065524944155
1403,MS4A1,0.609944031701695,1.3147773519378543,39.20792079207921,47.80342516753537
1404,TMPRSS5,0.6070106659013291,0.6325533755274858,10.891089108910892,47.76619508562919
1405,UPK3B,0.6056839625384928,0.7605985682478781,25.940594059405942,47.72896500372301
1406,RET,0.6027419132823909,1.1531954582111388,36.43564356435643,47.69173492181683
1407,DPP6,0.6012210855849464,1.2026630260504514,40.396039603960396,47.65450483991065
1408,GPBAR1,0.6010308693488097,0.6751953996616417,17.227722772277225,47.61727475800447
1409,EGF,0.6000794117921392,0.8106829626034984,25.742574257425744,47.58004467609829
1410,SLC34A3,0.5956946068389204,0.7266352878505171,24.15841584158416,47.54281459419211
1411,CD80,0.5953126888907234,0.7216382211208346,25.940594059405942,47.50558451228593
1412,TLR10,0.5937840052606601,0.8084546135751908,24.356435643564357,47.46835443037975
1413,MMP17,0.5878450092542776,0.9231131144894508,30.693069306930692,47.43112434847356
1414,CLEC9A,0.5840003832857726,0.6760009528093593,22.17821782178218,47.39389426656738
1415,TNFRSF17,0.5833265191100258,1.3132926661479567,37.62376237623762,47.3566641846612
1416,CNR1,0.5811101752255496,0.8754027346751531,28.51485148514851,47.31943410275503
1417,DPEP1,0.5804349594016226,0.7544645713411088,25.742574257425744,47.28220402084885
1418,IL20RB,0.579469816844294,0.6584689883851477,10.891089108910892,47.24497393894267
1419,AVPR1B,0.5771508369744686,0.6267392650502511,13.861386138613863,47.20774385703649
1420,KLRC1,0.5744406408641337,0.6928850386049101,22.772277227722775,47.17051377513031
1421,GRIN3B,0.5740530540417639,0.7346975859037088,24.95049504950495,47.13328369322413
1422,TRPV6,0.5726956795752051,0.7944223384544848,27.920792079207924,47.09605361131794
1423,LRRC15,0.5712399312014884,1.282097402452149,40.5940594059406,47.05882352941176
1424,FGFR4,0.5691994125344207,0.6312100797920918,10.297029702970297,47.02159344750558
1425,OR4D10,0.5688104148803245,0.7364183856077763,31.485148514851485,46.9843633655994
1426,PCDHA12,0.5683240202697064,0.7419797552397384,31.08910891089109,46.94713328369322
1427,NPFFR1,0.5681294165004911,0.7437542685648484,27.524752475247528,46.90990320178704
1428,TAS2R4,0.5676427922030691,0.6242712094838548,12.673267326732674,46.87267311988086
1429,SLC2A5,0.5669612423144887,0.7672647252678649,28.118811881188122,46.83544303797469
1430,TNFRSF9,0.5621813564718671,0.791734505415894,28.71287128712871,46.79821295606851
1431,KREMEN2,0.5597365244329826,0.5769279617782036,10.495049504950495,46.76098287416232
1432,MSLN,0.5573855814235251,1.1347364728281961,37.227722772277225,46.72375279225614
1433,NMUR1,0.5554235315619,0.6323022294378613,14.85148514851485,46.68652271034996
1434,NLGN4X,0.5514914085474946,0.6231904286161359,17.425742574257423,46.64929262844378
1435,GPC5,0.5473511124556457,0.7685190372908773,28.316831683168314,46.6120625465376
1436,PCDHGA5,0.5464623581670918,0.6308456783298815,15.643564356435643,46.57483246463142
1437,TMEM26,0.545573056035032,0.7280489012282876,22.574257425742577,46.53760238272524
1438,ADRB1,0.5451776346152923,0.667852132026868,16.435643564356436,46.50037230081906
1439,NEGR1,0.5443864664896848,0.7567414702657049,25.346534653465348,46.46314221891288
1440,PCDHB9,0.5433968958075719,0.6711933661983464,21.980198019801982,46.4259121370067
1441,LILRA1,0.5429018558133899,0.5864312383786666,8.118811881188119,46.38868205510052
1442,LSAMP,0.5418121695288947,0.7269698625315218,24.15841584158416,46.351451973194344
1443,GRIK3,0.5394318114348329,0.7909584458177225,28.71287128712871,46.31422189128816
1444,CD177,0.5382401579742765,1.3221018693256559,36.83168316831683,46.27699180938198
1445,GPR174,0.5367492056480258,0.8278941989740318,25.742574257425744,46.2397617274758
1446,OR2T8,0.5350575948948424,0.726363358306878,27.722772277227726,46.20253164556962
1447,GPR82,0.5308697979314086,0.63212156109506,16.633663366336634,46.16530156366344
1448,MME,0.5280711645787354,0.8114699109819622,30.099009900990097,46.12807148175726
1449,SCN5A,0.5232608404527148,0.6796416846672398,23.564356435643564,46.09084139985108
1450,GALR2,0.5185351389821803,0.6324468000068386,17.62376237623762,46.0536113179449
1451,NTNG2,0.5169228512782866,0.6560703642714785,15.049504950495049,46.01638123603872
1452,ANO2,0.5165194976610958,0.6319083725056333,20.0,45.97915115413254
1453,SLC7A9,0.5150059164337295,0.5739778933274046,10.693069306930694,45.94192107222636
1454,PCDHGB1,0.5146020264420407,0.7253672717275806,27.32673267326733,45.90469099032018
1455,ACKR4,0.514501036274285,0.5998059527558475,12.475247524752476,45.867460908414
1456,NPFFR2,0.5142990347280451,0.8597931161829199,29.504950495049503,45.83023082650782
1457,ELFN2,0.5115692419724726,0.960526410328595,35.64356435643564,45.79300074460164
1458,GPR18,0.5070080777531,0.7194288602350376,18.415841584158414,45.75577066269546
1459,CDH23,0.5003941664157953,0.5627935052063621,8.316831683168317,45.71854058078928
1460,TACR2,0.4986593604988815,0.5564214856440822,9.306930693069306,45.6813104988831
1461,ACVR1C,0.4955928401983449,0.5600577401586319,8.514851485148515,45.64408041697692
1462,LTB4R2,0.4946716116475496,0.5532801891972177,10.099009900990099,45.60685033507074
1463,PTGDR,0.494466814281759,0.6043238726034955,15.049504950495049,45.56962025316456
1464,ACKR2,0.4913913600348422,0.5962691383880997,14.85148514851485,45.53239017125838
1465,GPR63,0.4910834537182559,0.5511847425497036,8.316831683168317,45.4951600893522
1466,ABCB4,0.4894401759258527,0.5449429650768605,5.346534653465347,45.45793000744601
1467,ANO3,0.4862509888841084,0.5914831981807065,14.653465346534652,45.42069992553983
1468,HTR1F,0.4862509888841084,0.5366918142073543,8.91089108910891,45.38346984363366
1469,GFRA1,0.4848083967653062,0.7351670026353182,27.12871287128713,45.34623976172748
1470,GPR20,0.4848083967653062,0.5510846806050974,10.099009900990099,45.3090096798213
1471,TPBGL,0.484189701148267,0.545216429728372,6.534653465346535,45.27177959791512
1472,TACR1,0.4828482830684654,0.5457190329004552,10.099009900990099,45.23454951600894
1473,NLGN3,0.4812989415475651,0.5353456832350999,7.128712871287128,45.19731943410276
1474,P2RX1,0.4786094684045116,0.6793505485992479,20.198019801980198,45.16008935219658
1475,GPR141,0.4765372258177103,0.711136343060908,21.18811881188119,45.12285927029039
1476,GPR85,0.4736310765512001,0.5239936288703105,4.554455445544554,45.08562918838421
1477,GABRR2,0.471759741653384,0.5498496500810883,10.099009900990099,45.04839910647803
1478,TMEM132E,0.4703025789458219,0.5428054304116365,7.920792079207921,45.01116902457185
1479,GGT1,0.4697818068068644,0.48616449138384277,3.9603960396039604,44.97393894266567
1480,SLC5A2,0.4690524098546894,0.5232922665844558,7.920792079207921,44.93670886075949
1481,GJA3,0.4686354459671369,0.6801229187840528,20.0,44.89947877885332
1482,IL18RAP,0.4678011564884071,0.5348696333650091,10.495049504950495,44.86224869694714
1483,UPK3A,0.4678011564884071,0.9003799343640411,28.118811881188122,44.82501861504096
1484,GPR55,0.4675925087129493,0.6692266232139608,21.584158415841586,44.78778853313477
1485,GPR19,0.4621570478473945,0.5071944325684974,5.544554455445545,44.75055845122859
1486,HEPHL1,0.4607949768263211,0.5334200120822483,8.118811881188119,44.71332836932241
1487,NCAM2,0.4595365380977914,0.5676149345955781,15.841584158415841,44.67609828741623
1488,SIGLEC16,0.4575417624078072,0.5146540754881251,5.9405940594059405,44.63886820551005
1489,PKD1L1,0.4556494273164153,0.4961999274990115,2.7722772277227725,44.60163812360387
1490,SLC9A3,0.4531224465958125,0.5188732867459056,6.9306930693069315,44.56440804169769
1491,ASGR2,0.4524900092184504,0.5406056896174056,8.712871287128712,44.52717795979151
1492,MUC3A,0.4478436443620853,0.5601155783094051,13.267326732673268,44.48994787788533
1493,ART4,0.4423331233297515,0.6465535542544965,21.782178217821784,44.45271779597915
1494,SLC26A5,0.4416959374345697,0.5023469703351542,9.702970297029703,44.415487714072974
1495,GPR150,0.4374408243635429,0.4891922763554348,8.316831683168317,44.37825763216679
1496,PTCRA,0.4362684647193904,0.5287055405882387,12.871287128712872,44.34102755026061
1497,DCHS2,0.4337072774958545,0.5646654237378119,16.03960396039604,44.30379746835443
1498,TAS2R19,0.4324249768047644,0.46282458307559654,2.5742574257425743,44.26656738644825
1499,IL10RB,0.4323180669495235,0.4535763172386555,0.7920792079207921,44.22933730454207
1500,ABCA6,0.4318903482861805,0.5789820295201166,16.237623762376238,44.19210722263589
1501,TREH,0.4316764413926329,0.6612592125625735,20.0,44.15487714072971
1502,CEACAM4,0.429749850800216,0.5755766543369104,17.02970297029703,44.11764705882353
1503,NALCN,0.4292142298395848,0.63976679335694,22.970297029702973,44.08041697691735
1504,PCDHGA1,0.4284640262579792,0.52009243617702,8.91089108910891,44.04318689501117
1505,CCR8,0.4271770546821001,0.6595269505373083,24.356435643564357,44.00595681310499
1506,TMIGD2,0.4263184353793338,0.5457582397332867,13.663366336633665,43.96872673119881
1507,SLC5A9,0.4234168167540797,0.5110156775771968,8.316831683168317,43.93149664929263
1508,CR2,0.421263700854267,1.0028438457440683,25.940594059405942,43.89426656738645
1509,GPR62,0.4188915560074607,0.5530721280359091,15.841584158415841,43.85703648548027
1510,GPR21,0.4161911938952142,0.4703835278409172,5.148514851485149,43.81980640357409
1511,CLDN20,0.4160830742083581,0.4650899599480262,6.9306930693069315,43.78257632166791
1512,GPR17,0.4144603058160982,0.49875096706329924,9.900990099009901,43.74534623976173
1513,SLC13A4,0.4130524285485273,0.4873251794697331,7.128712871287128,43.70811615785555
1514,PLXNB3,0.4116431760390139,0.47966246111508254,7.128712871287128,43.67088607594937
1515,KCNMB3,0.4067543369287121,0.4346399399771074,1.188118811881188,43.63365599404319
1516,SCN8A,0.4033768066870819,0.5257572160159393,13.06930693069307,43.59642591213701
1517,FAIM2,0.4023947505006149,0.5925333950121102,20.792079207920793,43.55919583023082
1518,SIRPB1,0.4013027923491141,0.5391006769432641,15.643564356435643,43.52196574832464
1519,PRIMA1,0.3979124601769055,0.735232786255278,24.15841584158416,43.48473566641846
1520,ZDHHC11,0.3963787269796456,0.4808088711302476,7.7227722772277225,43.44750558451228
1521,CSMD1,0.3940750656257374,0.7038403239452351,22.17821782178218,43.41027550260611
1522,PCDH9,0.3930866550235312,0.5427202376532284,15.049504950495049,43.37304542069993
1523,TRAT1,0.3927570342823945,0.692332970668519,24.15841584158416,43.33581533879375
1524,PROM1,0.3911077999745782,0.818394163314789,27.920792079207924,43.29858525688757
1525,TSPAN8,0.3908877595500094,0.6665690696938732,21.18811881188119,43.26135517498139
1526,SLC14A2,0.3861487547343566,0.9848709397897276,27.920792079207924,43.2241250930752
1527,SSTR1,0.3853758133599134,0.49506226559758104,10.495049504950495,43.18689501116902
1528,PTPRO,0.3823905828734694,0.43948423789466523,4.554455445544554,43.14966492926284
1529,NMUR2,0.377512488485005,0.6255033720280413,23.16831683168317,43.11243484735666
1530,BTLA,0.3766237874230145,0.6564068731613598,20.594059405940595,43.07520476545048
1531,ABCC11,0.3761792315175205,0.8350419250734291,25.742574257425744,43.0379746835443
1532,SLC39A5,0.3711685154984275,0.40683179437145134,2.7722772277227725,43.00074460163812
1533,OR52N4,0.3703875042820894,0.46469990983076126,10.297029702970297,42.96351451973194
1534,SLC38A4,0.3691593460645315,0.594551199708454,21.782178217821784,42.92628443782577
1535,CD160,0.367594721961029,0.40226117092311053,1.782178217821782,42.88905435591958
1536,SLC17A7,0.3671473746579443,0.43122067603306,5.742574257425743,42.8518242740134
1537,GJC3,0.3669236489785181,0.4052400888398602,2.5742574257425743,42.81459419210722
1538,FFAR2,0.3631149945893182,0.4823514833102995,9.504950495049505,42.77736411020104
1539,HTR1D,0.3627784536195042,0.48153603220559793,9.900990099009901,42.74013402829486
1540,SLC44A5,0.3627784536195042,0.888362151201761,28.71287128712871,42.70290394638868
1541,ABCA9,0.3605328386577613,0.508118058577053,13.861386138613863,42.6656738644825
1542,CLSTN2,0.360308084795196,0.5435796056863615,14.059405940594061,42.62844378257632
1543,CDH26,0.3595211704275953,0.3939069659867396,1.782178217821782,42.59121370067014
1544,ADAM11,0.3559183715122783,0.46559297475439887,7.7227722772277225,42.55398361876396
1545,SLC6A1,0.3538878362849074,0.47932833932970526,8.316831683168317,42.51675353685778
1546,GRIN2A,0.3535491357220443,0.4834727903934916,9.306930693069306,42.4795234549516
1547,CD226,0.3530974112437112,0.46522258311377235,9.702970297029703,42.44229337304542
1548,CHRNA6,0.3508366648108816,0.4183285727411923,5.346534653465347,42.40506329113924
1549,CXCR2,0.3507235344410223,0.45397179822611966,5.9405940594059405,42.36783320923306
1550,ATP13A5,0.350610395199237,0.4065327741735836,1.782178217821782,42.33060312732688
1551,LY9,0.3470986706222683,0.5967785097425644,19.207920792079207,42.2933730454207
1552,SLC23A1,0.3468718139442494,0.38280089636010317,1.5841584158415842,42.25614296351452
1553,LRRN4CL,0.3455099242513388,0.6301253207732888,22.17821782178218,42.21891288160834
1554,RXFP1,0.3450556751792961,0.4694847032847655,11.881188118811881,42.18168279970216
1555,ITLN1,0.3422133734583227,0.46299091134030335,8.118811881188119,42.14445271779598
1556,SLC5A5,0.3406192351293957,1.189293749125517,33.069306930693074,42.1072226358898
1557,OR2I1P,0.3379964635150159,0.8334609188932344,26.930693069306933,42.06999255398362
1558,ERVMER34-1,0.335711910320462,0.46443466611491674,10.495049504950495,42.03276247207744
1559,PCDHGC5,0.3352545652410609,0.4722699173179891,10.693069306930694,41.995532390171256
1560,SYNPR,0.3345682756661329,0.79000329423052,25.544554455445546,41.95830230826508
1561,LSMEM1,0.3343394399069267,0.37536403795942697,1.782178217821782,41.9210722263589
1562,CHRNB4,0.3341105678447527,0.5110488911421464,15.643564356435643,41.88384214445272
1563,IL12RB2,0.3339961181964527,0.4475184776726241,6.732673267326733,41.84661206254654
1564,DLL3,0.3309025407013538,0.5613088208453918,16.03960396039604,41.80938198064036
1565,TAS2R10,0.3302141772493017,0.38372349560126656,3.564356435643564,41.77215189873418
1566,CDH15,0.3280321903038625,0.48920603568619553,11.881188118811881,41.734921816828
1567,NETO1,0.3269974645657588,0.7352282986317731,21.584158415841586,41.69769173492182
1568,AMN,0.3252712707959596,0.44044984847714325,8.91089108910891,41.66046165301564
1569,BDKRB1,0.3212354350160643,0.43128233647651787,7.7227722772277225,41.62323157110946
1570,P2RY4,0.3207734769458704,0.39538608643975187,5.346534653465347,41.58600148920327
1571,OPCML,0.3203113709070413,0.9239838925239074,27.32673267326733,41.54877140729709
1572,NRG2,0.3193867145441028,0.4294003290957914,7.326732673267326,41.51154132539091
1573,OR10AD1,0.3186928331483354,0.3809074230679224,4.752475247524752,41.47431124348474
1574,GP6,0.3171882775965018,0.3670638081025875,2.7722772277227725,41.43708116157856
1575,GPC2,0.3151024530776683,0.41428847125663293,5.544554455445545,41.39985107967238
1576,IGSF11,0.3123166544019974,0.4537842667453329,8.514851485148515,41.3626209977662
1577,CHL1,0.3118518311870578,0.6863869787535507,20.0,41.32539091586002
1578,NRXN3,0.3118518311870578,0.46056362265537903,7.524752475247524,41.28816083395384
1579,PCDHB8,0.3097582714246352,0.4859397504935812,13.465346534653467,41.25093075204765
1580,LY6H,0.3056787432422875,0.44795927216516307,10.693069306930694,41.21370067014147
1581,RAET1L,0.3047446577186311,0.4219508692925687,9.108910891089108,41.17647058823529
1582,RXFP4,0.3038099670212855,0.34711956566491636,1.5841584158415842,41.13924050632911
1583,TMEM211,0.3025237777356443,0.3612037186710803,2.178217821782178,41.10201042442293
1584,OMG,0.3005337724953679,0.3331536931532636,0.9900990099009901,41.06478034251675
1585,SCARA5,0.3001823099801158,0.9280197595561058,33.26732673267327,41.02755026061057
1586,HCRTR1,0.2993618976515587,0.3368800886543098,1.782178217821782,40.9903201787044
1587,EREG,0.299127408412377,0.7392147693228671,26.732673267326735,40.95309009679822
1588,CNTN5,0.2959580677208221,0.5487614006168753,16.633663366336634,40.91586001489203
1589,KIR2DL4,0.29490007171757,0.41830908808846295,9.108910891089108,40.87862993298585
1590,TMEM145,0.29490007171757,0.4628125095825723,10.693069306930694,40.84139985107967
1591,PKD1L2,0.294429602109328,0.3716123171430106,4.356435643564356,40.80416976917349
1592,GRM8,0.2936059109417125,0.378745930425094,4.554455445544554,40.76693968726731
1593,LYPD1,0.2936059109417125,0.416587213290029,8.118811881188119,40.72970960536113
1594,GPR37,0.2907782513201796,0.5175405964460399,14.653465346534652,40.69247952345495
1595,GP5,0.2905423626602543,0.39079111250462245,7.326732673267326,40.65524944154877
1596,PCDHA3,0.2905423626602543,0.45324909942983116,12.871287128712872,40.61801935964259
1597,ADRA1D,0.2897164484862992,0.3761784847951093,4.9504950495049505,40.58078927773641
1598,SIGLEC12,0.2893623404769398,0.5221169280361603,18.217821782178216,40.54355919583023
1599,CRB2,0.2881813523290585,0.4077744370869279,7.128712871287128,40.50632911392405
1600,ICOSLG,0.2875904955239412,0.3813884698066264,4.9504950495049505,40.46909903201787
1601,OR11H7,0.2875904955239412,0.3444283059300342,1.5841584158415842,40.43186895011169
1602,GRM6,0.2820245812185474,0.3294008939204208,0.9900990099009901,40.39463886820551
1603,FCGR3B,0.2795307257299897,0.4085651064345052,7.326732673267326,40.35740878629933
1604,ACE2,0.2794118631106937,0.31119544029291935,0.39603960396039606,40.32017870439315
1605,GPA33,0.277746757355166,0.39594165669445724,8.118811881188119,40.28294862248697
1606,PCDHA13,0.2767944047892594,0.3639868988912869,4.752475247524752,40.24571854058079
1607,HTR1B,0.2742914841021026,0.3634116956363664,4.9504950495049505,40.20848845867461
1608,CD19,0.2735755656153798,0.794826413032542,23.96039603960396,40.17125837676843
1609,KEL,0.2729786953735745,0.3705029255932837,4.9504950495049505,40.13402829486225
1610,CORIN,0.2719037062632752,0.4027196590656037,7.7227722772277225,40.09679821295607
1611,SIGLEC11,0.2719037062632752,0.3410784153093589,3.1683168316831685,40.059568131049886
1612,FLT3,0.2708279155536642,0.4586050805056597,11.881188118811881,40.02233804914371
1613,CD300LG,0.2699906344883176,0.4826929017550718,15.049504950495049,39.98510796723753
1614,EPHA6,0.2684343935763835,0.3542375447867228,3.564356435643564,39.94787788533135
1615,OR1L8,0.2680750225343238,0.28765548551979464,0.19801980198019803,39.91064780342517
1616,SLC12A5,0.2669963719862158,0.37437011020871774,5.742574257425743,39.87341772151899
1617,ADAM23,0.2665167127545049,0.42674566357928023,9.702970297029703,39.83618763961281
1618,GRIN3A,0.2665167127545049,0.3035118725292803,0.39603960396039606,39.79895755770663
1619,PRND,0.2636354035683292,0.4631212806360369,11.881188118811881,39.76172747580045
1620,CDH20,0.2624331576313475,0.45067449000055965,13.267326732673268,39.72449739389427
1621,SLC15A1,0.2623128779163344,0.46761589504427087,12.475247524752476,39.68726731198808
1622,GABRQ,0.2614706390127821,0.40703117506376724,8.316831683168317,39.6500372300819
1623,HTR7,0.2611095289093015,0.32774428964777064,3.1683168316831685,39.61280714817572
1624,LRRN4,0.2609891387860716,0.421503251710646,9.702970297029703,39.57557706626954
1625,OR13A1,0.2606279081266985,0.40428096789438805,10.693069306930694,39.53834698436337
1626,PCDHGC4,0.2600256559614555,0.3351589162253359,4.356435643564356,39.50111690245719
1627,FZD9,0.2588203968764117,0.35039761298551947,4.356435643564356,39.46388682055101
1628,LINGO3,0.2585792241842939,0.3438050239918257,5.148514851485149,39.42665673864483
1629,CHRNA9,0.2572520532397878,0.39074148284422855,8.316831683168317,39.38942665673865
1630,AQP8,0.2551985664196895,0.41355177994913184,7.920792079207921,39.35219657483246
1631,LHFPL5,0.2549567874613745,0.27513818060973694,0.0,39.31496649292628
1632,LINGO2,0.2548358827857631,0.7843578066522509,28.118811881188122,39.2777364110201
1633,TDGF1,0.2536262784213768,0.44634018412685356,12.673267326732674,39.24050632911392
1634,LRRC37A,0.2504765525029692,0.27535291791791944,0.19801980198019803,39.20327624720774
1635,IGSF5,0.2487776936497124,0.3761220357292817,7.7227722772277225,39.16604616530156
1636,SCN9A,0.2482919377391001,0.37095201587829996,6.336633663366337,39.12881608339538
1637,ADAM21,0.2471983885758648,0.2919772765881789,0.39603960396039606,39.0915860014892
1638,SLC7A10,0.2452522521493773,0.4952934162816686,14.85148514851485,39.05435591958303
1639,LPAR3,0.2445217736320555,0.44708543624831504,13.267326732673268,39.01712583767684
1640,TREML2,0.2436690809668626,0.36194581932825054,5.9405940594059405,38.97989575577066
1641,VSTM5,0.2436690809668626,0.3140546794445892,2.5742574257425743,38.94266567386448
1642,CHRM4,0.2425720207671522,0.2685209635855229,0.39603960396039606,38.9054355919583
1643,PTPRH,0.2411079749340544,0.2863199543723112,1.9801980198019802,38.86820551005212
1644,IZUMO1,0.2395202468981173,0.28346900104056505,0.39603960396039606,38.83097542814594
1645,SPRN,0.2379307695958008,0.32213425444289323,3.762376237623762,38.79374534623976
1646,CLN3,0.2356045327632989,0.2511071156258446,0.0,38.75651526433358
1647,GPR1,0.2324151707754018,0.46603868140644145,13.267326732673268,38.7192851824274
1648,ABCA12,0.2304489762075063,0.30943382592756086,2.9702970297029703,38.68205510052122
1649,GPR25,0.2292187424492468,0.3985897529671455,10.693069306930694,38.64482501861504
1650,XPNPEP2,0.2270016745890373,0.38653104246643005,8.316831683168317,38.60759493670886
1651,NRG4,0.226385217270386,0.27598569527560435,1.188118811881188,38.57036485480268
1652,DPP10,0.2249046441060901,0.6025057252589398,23.36633663366337,38.5331347728965
1653,CSMD2,0.22391675051899,0.2986057849613034,1.9801980198019802,38.49590469099032
1654,LRIT3,0.2221863073221123,0.2539855123675943,0.39603960396039606,38.45867460908414
1655,OXGR1,0.2221863073221123,0.3042035616227165,3.762376237623762,38.42144452717796
1656,ATRNL1,0.2213203067570512,0.4570126066660498,11.08910891089109,38.38421444527178
1657,MUC4,0.2211965499445465,0.40580099144022386,8.316831683168317,38.3469843633656
1658,PCDH19,0.219338922698467,0.2679488714204624,1.5841584158415842,38.30975428145942
1659,CDH17,0.217727042033043,0.29382654730169283,3.762376237623762,38.27252419955324
1660,CLEC17A,0.2169824892687682,0.40218485451087416,8.514851485148515,38.23529411764706
1661,XCR1,0.2156164770772123,0.45531517109334013,13.663366336633665,38.19806403574088
