cohort,kind,gene,signature,n,adjustment,rho_crude,p_crude,rho_adj,p_adj,holds_after_purity,opposite_after_purity,verdict
GSE72094,atlas,CEACAM5,IFNg_Ayers,442,epithelial_score,-0.1537435255400996,0.0011852033115949,-0.1201006674546994,0.0115995535331367,True,False,HOLDS
GSE72094,atlas,CEACAM5,Myeloid,442,epithelial_score,-0.1078909771930998,0.0232999623629698,-0.0579779937671103,0.2243261945530382,False,False,NO_EVIDENCE
GSE72094,atlas,CEACAM5,Plasma_cell,442,epithelial_score,0.0559584139264318,0.2403762179913021,0.11923674848154,0.0122171090752247,False,True,OPPOSITE
GSE72094,atlas,CEACAM5,TLS_12chemokine,442,epithelial_score,-0.1288206201042667,0.0066891242100097,-0.0803664105836072,0.0918666840168969,False,False,NO_EVIDENCE
GSE72094,atlas,CEACAM5,TLS_Cabrita,442,epithelial_score,-0.0982675410848485,0.0389128792995733,-0.0315299735319644,0.5089879196639375,False,False,NO_EVIDENCE
GSE72094,atlas,CEACAM5,TLS_imprint,442,epithelial_score,-0.0623113631630808,0.1910148984905121,0.025465565973139,0.593794368974693,False,False,NO_EVIDENCE
GSE72094,atlas,CEACAM5,T_cell_CD8,442,epithelial_score,-0.1315331480743017,0.0056135923847899,-0.0615706228059699,0.1968639104072691,False,False,NO_EVIDENCE
GSE72094,atlas,CEACAM5,Tfh,442,epithelial_score,-0.1305076988253193,0.0060004165255159,-0.050064555011007,0.2941644624659645,False,False,NO_EVIDENCE
GSE72094,atlas,CLDN3,B_cell,442,epithelial_score,-0.1959065967070974,3.364303893063546e-05,-0.0904289546675575,0.0577609850510238,False,False,NO_EVIDENCE
GSE72094,atlas,CLDN3,Epithelial,442,epithelial_score,0.3582927875091693,7.797661499403249e-15,-0.0275052392274904,0.5645613330413922,False,False,NO_EVIDENCE
GSE72094,atlas,CLDN3,GC_reaction,442,epithelial_score,-0.2239062667956573,1.9891101055212453e-06,-0.1452140646298865,0.0022351963991882,True,False,HOLDS
GSE72094,atlas,CLDN3,HEV_stroma,442,epithelial_score,-0.2810457053111225,1.8151053988004782e-09,-0.2032658251657423,1.6968077778653226e-05,True,False,HOLDS
GSE72094,atlas,CLDN3,IFNg_Ayers,442,epithelial_score,-0.1706862984818862,0.0003123941909544,-0.1247147921878063,0.0087461399577021,True,False,HOLDS
GSE72094,atlas,CLDN3,Myeloid,442,epithelial_score,-0.2430468280383867,2.302821066079923e-07,-0.1831544789278015,0.0001096882283274,True,False,HOLDS
GSE72094,atlas,CLDN3,Plasma_cell,442,epithelial_score,-0.1061686004493827,0.0256111181423886,-0.0277760214338308,0.5607329261345526,False,False,NO_EVIDENCE
GSE72094,atlas,CLDN3,TLS_12chemokine,442,epithelial_score,-0.2192485954270578,3.269507952143142e-06,-0.1574609972810434,0.0009065884048294,True,False,HOLDS
GSE72094,atlas,CLDN3,TLS_Cabrita,442,epithelial_score,-0.202274137646029,1.828212112079396e-05,-0.1154171952396725,0.0153087621171389,True,False,HOLDS
GSE72094,atlas,CLDN3,TLS_imprint,442,epithelial_score,-0.2491262870836822,1.1166161608770861e-07,-0.1444244911827484,0.0023637342817867,True,False,HOLDS
GSE72094,atlas,CLDN3,T_cell_CD8,442,epithelial_score,-0.2690793976906616,9.063116839991131e-09,-0.1820320130384052,0.0001210521336059,True,False,HOLDS
GSE72094,atlas,CLDN3,Tfh,442,epithelial_score,-0.2962605427654653,2.096735480386596e-10,-0.1988999654391661,2.5860797141318235e-05,True,False,HOLDS
GSE72094,atlas,CLDN4,B_cell,442,epithelial_score,-0.1922094762544712,4.751651109237675e-05,-0.0544240319055256,0.2540754129611014,False,False,NO_EVIDENCE
GSE72094,atlas,CLDN4,Epithelial,442,epithelial_score,0.4516675918500756,1.3238417810353372e-23,-0.0145225272520618,0.7610337690921922,False,False,NO_EVIDENCE
GSE72094,atlas,CLDN4,GC_reaction,442,epithelial_score,-0.1795253958503005,0.0001479476869544,-0.0723252781293824,0.1293912670787998,False,False,NO_EVIDENCE
GSE72094,atlas,CLDN4,HEV_stroma,442,epithelial_score,-0.161961850202835,0.0006308221190665,-0.0439091875064919,0.3576147658322358,False,False,NO_EVIDENCE
GSE72094,atlas,CLDN4,IFNg_Ayers,442,epithelial_score,-0.1374404250326628,0.0037905255319364,-0.0763238790834991,0.1094682369304734,False,False,NO_EVIDENCE
GSE72094,atlas,CLDN4,Myeloid,442,epithelial_score,-0.1011194545538305,0.0335578308556412,-0.0061851194726819,0.8969461175567682,False,False,NO_EVIDENCE
GSE72094,atlas,CLDN4,Plasma_cell,442,epithelial_score,-0.2127529254452258,6.422949504210771e-06,-0.1274376460435969,0.0073725979321907,True,False,HOLDS
GSE72094,atlas,CLDN4,TLS_12chemokine,442,epithelial_score,-0.1416577049295148,0.0028375015736049,-0.0532295008604614,0.2646628273402739,False,False,NO_EVIDENCE
GSE72094,atlas,CLDN4,TLS_Cabrita,442,epithelial_score,-0.1019121314092575,0.032186029670345,0.0262273577756373,0.5827955932883739,False,False,NO_EVIDENCE
GSE72094,atlas,CLDN4,TLS_imprint,442,epithelial_score,-0.2143038149449743,5.4768815073770685e-06,-0.0715578473991009,0.133517615159839,False,False,NO_EVIDENCE
GSE72094,atlas,CLDN4,T_cell_CD8,442,epithelial_score,-0.2271607722790453,1.3966309019815946e-06,-0.108553399651374,0.0226140697641632,True,False,HOLDS
GSE72094,atlas,CLDN4,Tfh,442,epithelial_score,-0.2347472067486484,6.000034572303958e-07,-0.0970832011482837,0.041572271782763,True,False,HOLDS
GSE72094,atlas,CLDN7,B_cell,442,epithelial_score,-0.2949101849456573,2.5527597726119967e-10,-0.1621755047267584,0.0006292627047977,True,False,HOLDS
GSE72094,atlas,CLDN7,Epithelial,442,epithelial_score,0.5004626611888027,2.1487972561335814e-29,0.0275299704840523,0.5642111549597294,False,False,NO_EVIDENCE
GSE72094,atlas,CLDN7,GC_reaction,442,epithelial_score,-0.348335687808723,4.6984610116292286e-14,-0.2612906194477897,2.5685552309208635e-08,True,False,HOLDS
GSE72094,atlas,CLDN7,HEV_stroma,442,epithelial_score,-0.2894263452906774,5.617144730214866e-10,-0.1822580428944932,0.0001186784171135,True,False,HOLDS
GSE72094,atlas,CLDN7,IFNg_Ayers,442,epithelial_score,-0.3604548608816681,5.235306381298716e-15,-0.3305503871758589,1.0555720660351824e-12,True,False,HOLDS
GSE72094,atlas,CLDN7,Myeloid,442,epithelial_score,-0.3219456909348216,4.066739298934184e-12,-0.255147112976067,5.5394976755855554e-08,True,False,HOLDS
GSE72094,atlas,CLDN7,Plasma_cell,442,epithelial_score,-0.127389104626049,0.0073281604198808,-0.0170490916466686,0.7210613189688758,False,False,NO_EVIDENCE
GSE72094,atlas,CLDN7,TLS_12chemokine,442,epithelial_score,-0.3680193383135508,1.268120860026902e-15,-0.310171167369784,2.7370455681660368e-11,True,False,HOLDS
GSE72094,atlas,CLDN7,TLS_Cabrita,442,epithelial_score,-0.3241500107596433,2.8475395763221844e-12,-0.2238497129668847,2.055552670323891e-06,True,False,HOLDS
GSE72094,atlas,CLDN7,TLS_imprint,442,epithelial_score,-0.3347157928981629,4.953887992075664e-13,-0.2012413613150946,2.065312836128277e-05,True,False,HOLDS
GSE72094,atlas,CLDN7,T_cell_CD8,442,epithelial_score,-0.3707040725649523,7.597549086554663e-16,-0.2679621807955865,1.0899680586489168e-08,True,False,HOLDS
GSE72094,atlas,CLDN7,Tfh,442,epithelial_score,-0.4384429236184836,3.44395054789579e-22,-0.3298363001894225,1.1880814378261878e-12,True,False,HOLDS
GSE72094,atlas,EPCAM,B_cell,442,epithelial_score,-0.3889853909961275,2.0395123033846108e-17,-0.2691341229096999,9.353110017856412e-09,True,False,HOLDS
GSE72094,atlas,EPCAM,Epithelial,442,epithelial_score,0.5387309985636901,1.2358287867434871e-34,-0.0153446235410252,0.7479516475801767,False,False,NO_EVIDENCE
GSE72094,atlas,EPCAM,GC_reaction,442,epithelial_score,-0.4864511527826967,1.2329395860571788e-27,-0.4260602072599628,7.097057792894012e-21,True,False,HOLDS
GSE72094,atlas,EPCAM,HEV_stroma,442,epithelial_score,-0.412878678125183,1.2667377878151376e-19,-0.3267119760635298,1.9860077362585253e-12,True,False,HOLDS
GSE72094,atlas,EPCAM,IFNg_Ayers,442,epithelial_score,-0.3112638700210072,2.195673181019951e-11,-0.2734345045391505,5.3009184560814305e-09,True,False,HOLDS
GSE72094,atlas,EPCAM,Myeloid,442,epithelial_score,-0.4407920487173859,1.950611338837187e-22,-0.3966935730925809,4.515045148261189e-18,True,False,HOLDS
GSE72094,atlas,EPCAM,Plasma_cell,442,epithelial_score,-0.2577277481577802,3.8807802341747674e-08,-0.1658017072710747,0.0004719673162325,True,False,HOLDS
GSE72094,atlas,EPCAM,TLS_12chemokine,442,epithelial_score,-0.4381384434308538,3.706093713820244e-22,-0.3940880712140231,7.766999420323959e-18,True,False,HOLDS
GSE72094,atlas,EPCAM,TLS_Cabrita,442,epithelial_score,-0.4002126636381241,1.9712990295998952e-18,-0.310937847004982,2.432294239076411e-11,True,False,HOLDS
GSE72094,atlas,EPCAM,TLS_imprint,442,epithelial_score,-0.4834120486187181,2.896151605386218e-27,-0.3780884157906582,1.9584284995998412e-16,True,False,HOLDS
GSE72094,atlas,EPCAM,T_cell_CD8,442,epithelial_score,-0.4626090060959268,8.004124530680735e-25,-0.3754633956993994,3.270450929211358e-16,True,False,HOLDS
GSE72094,atlas,EPCAM,Tfh,442,epithelial_score,-0.4885729252631769,6.757733945153343e-28,-0.3858207107777148,4.208246959531002e-17,True,False,HOLDS
GSE72094,atlas,ERBB2,B_cell,442,epithelial_score,-0.2811895378050508,1.7795142706926e-09,-0.1453081985421412,0.0022203055559583,True,False,HOLDS
GSE72094,atlas,ERBB2,Epithelial,442,epithelial_score,0.5008531629356031,1.9142831921103357e-29,-0.0058553229400672,0.9024128894440284,False,False,NO_EVIDENCE
GSE72094,atlas,ERBB2,GC_reaction,442,epithelial_score,-0.2944157346911676,2.7427913521236883e-10,-0.1967308756153565,3.17761297985302e-05,True,False,HOLDS
GSE72094,atlas,ERBB2,HEV_stroma,442,epithelial_score,-0.3130714345123359,1.6584116574647106e-11,-0.2105922316317229,8.195994158594679e-06,True,False,HOLDS
GSE72094,atlas,ERBB2,IFNg_Ayers,442,epithelial_score,-0.3506622999955321,3.105690627876531e-14,-0.3191126996351481,6.762644193303414e-12,True,False,HOLDS
GSE72094,atlas,ERBB2,Myeloid,442,epithelial_score,-0.3711529411208831,6.97063260615562e-16,-0.3132894088946169,1.689846144490294e-11,True,False,HOLDS
GSE72094,atlas,ERBB2,Plasma_cell,442,epithelial_score,-0.1929871445018361,4.421164101062761e-05,-0.0947476602124125,0.0467531973476331,True,False,HOLDS
GSE72094,atlas,ERBB2,TLS_12chemokine,442,epithelial_score,-0.3879096351164185,2.5394325745500237e-17,-0.3336637331444521,6.280599760631015e-13,True,False,HOLDS
GSE72094,atlas,ERBB2,TLS_Cabrita,442,epithelial_score,-0.3100348317830344,2.6543821333116284e-11,-0.2068145620964724,1.1966211875812102e-05,True,False,HOLDS
GSE72094,atlas,ERBB2,TLS_imprint,442,epithelial_score,-0.3255077339148891,2.2830150215953933e-12,-0.1898102253090404,6.040454831407784e-05,True,False,HOLDS
GSE72094,atlas,ERBB2,T_cell_CD8,442,epithelial_score,-0.4070617307523808,4.533895595591987e-19,-0.3119004961799352,2.096216748511631e-11,True,False,HOLDS
GSE72094,atlas,ERBB2,Tfh,442,epithelial_score,-0.4464433455271325,4.878762523832912e-23,-0.3395860392604392,2.301298905699732e-13,True,False,HOLDS
GSE72094,atlas,FOLR1,B_cell,442,epithelial_score,0.0229939518783724,0.6297242678596914,0.0199150339074007,0.6766271268659975,False,False,NO_EVIDENCE
GSE72094,atlas,FOLR1,Epithelial,442,epithelial_score,-0.0128261757906843,0.7880048110677338,-0.0152835311236112,0.748921387327768,False,False,NO_EVIDENCE
GSE72094,atlas,FOLR1,GC_reaction,442,epithelial_score,-0.129550483155582,0.006382924994953,-0.1376037468850766,0.0037884260040038,True,False,HOLDS
GSE72094,atlas,FOLR1,HEV_stroma,442,epithelial_score,0.0475558169091564,0.3185038823722361,0.0457980766549158,0.337290040828682,False,False,NO_EVIDENCE
GSE72094,atlas,FOLR1,IFNg_Ayers,442,epithelial_score,-0.1949081073651895,3.6954664237485726e-05,-0.199337456226773,2.480167238579733e-05,True,False,HOLDS
GSE72094,atlas,FOLR1,Myeloid,442,epithelial_score,0.0219929611017874,0.6447110938006655,0.0197242470455704,0.6795525593282777,False,False,NO_EVIDENCE
GSE72094,atlas,FOLR1,Plasma_cell,442,epithelial_score,-0.0480541582842548,0.3134533142541564,-0.0523056360178234,0.2730563406745785,False,False,NO_EVIDENCE
GSE72094,atlas,FOLR1,TLS_12chemokine,442,epithelial_score,-0.1903875979980462,5.619610017552554e-05,-0.1975491765984445,2.940803432453276e-05,True,False,HOLDS
GSE72094,atlas,FOLR1,TLS_Cabrita,442,epithelial_score,0.0889545608137333,0.0616823204428055,0.0888662284450773,0.0622396395649225,False,False,NO_EVIDENCE
GSE72094,atlas,FOLR1,TLS_imprint,442,epithelial_score,0.0678028460906849,0.1547145037272844,0.0674865871769704,0.1571243903556126,False,False,NO_EVIDENCE
GSE72094,atlas,FOLR1,T_cell_CD8,442,epithelial_score,-0.0627664853057041,0.1877876591965567,-0.0697736559721953,0.1435025507485675,False,False,NO_EVIDENCE
GSE72094,atlas,FOLR1,Tfh,442,epithelial_score,-0.0657481954407045,0.1676310520276578,-0.0745287955314034,0.1180909812202612,False,False,NO_EVIDENCE
GSE72094,atlas,KRT18,B_cell,442,epithelial_score,-0.261567311418403,2.391094647755839e-08,0.0213278027048982,0.6551180423675933,False,False,NO_EVIDENCE
GSE72094,atlas,KRT18,Epithelial,442,epithelial_score,0.8413712420199891,1.1740765652749964e-119,-0.0532907597154818,0.2641126116351948,False,False,NO_EVIDENCE
GSE72094,atlas,KRT18,GC_reaction,442,epithelial_score,-0.1852452041764787,8.947722581191661e-05,0.0634009761483195,0.1838548845730253,False,False,NO_EVIDENCE
GSE72094,atlas,KRT18,HEV_stroma,442,epithelial_score,-0.2462943850921163,1.5680668063532105e-07,-0.0283843853974148,0.5521776536037246,False,False,NO_EVIDENCE
GSE72094,atlas,KRT18,IFNg_Ayers,442,epithelial_score,-0.0877594309124935,0.0652750556056612,0.0804614936058219,0.0914817228772696,False,False,NO_EVIDENCE
GSE72094,atlas,KRT18,Myeloid,442,epithelial_score,-0.2162668852920574,4.4689826201880565e-06,-0.0718438342808004,0.1319682067504076,False,False,NO_EVIDENCE
GSE72094,atlas,KRT18,Plasma_cell,442,epithelial_score,-0.1389832543540076,0.0034125577205686,0.0968808655370562,0.0420010708012685,False,True,OPPOSITE
GSE72094,atlas,KRT18,TLS_12chemokine,442,epithelial_score,-0.1270109710840404,0.0075058300480912,0.0953864661660146,0.0452850060909407,False,True,OPPOSITE
GSE72094,atlas,KRT18,TLS_Cabrita,442,epithelial_score,-0.2449508367333736,1.839486145909422e-07,-0.0254155878481179,0.5945192519700164,False,False,NO_EVIDENCE
GSE72094,atlas,KRT18,TLS_imprint,442,epithelial_score,-0.2882637340402387,6.625073540627903e-10,-0.0016308668726993,0.9727567203162064,False,False,NO_EVIDENCE
GSE72094,atlas,KRT18,T_cell_CD8,442,epithelial_score,-0.1883325304422863,6.777664047040029e-05,0.1213985177849843,0.0107236661420371,False,True,OPPOSITE
GSE72094,atlas,KRT18,Tfh,442,epithelial_score,-0.2613916551166394,2.4450774183407947e-08,0.0474485421239693,0.3201491651671581,False,False,NO_EVIDENCE
GSE72094,atlas,KRT19,B_cell,442,epithelial_score,-0.1919070805957389,4.886356399621599e-05,0.0631621422901774,0.1855154371628571,False,False,NO_EVIDENCE
GSE72094,atlas,KRT19,Epithelial,442,epithelial_score,0.7205448597219752,5.7093058886643e-72,-0.0234907326509086,0.6227382938616427,False,False,NO_EVIDENCE
GSE72094,atlas,KRT19,GC_reaction,442,epithelial_score,-0.0801304720533811,0.092455898047045,0.1595627276703645,0.0007713464731431,False,True,OPPOSITE
GSE72094,atlas,KRT19,HEV_stroma,442,epithelial_score,-0.0863233294707012,0.0698178527511869,0.167965308055488,0.0003964146196853,False,True,OPPOSITE
GSE72094,atlas,KRT19,IFNg_Ayers,442,epithelial_score,-0.0083411034147988,0.8611832606522385,0.1512498850900485,0.001444650801648,False,True,OPPOSITE
GSE72094,atlas,KRT19,Myeloid,442,epithelial_score,0.0112391544567123,0.813721326982457,0.2419393092511691,2.705204858689049e-07,False,True,OPPOSITE
GSE72094,atlas,KRT19,Plasma_cell,442,epithelial_score,-0.1756335803986467,0.0002065126854148,-0.0191364582040436,0.6885955355622565,False,False,NO_EVIDENCE
GSE72094,atlas,KRT19,TLS_12chemokine,442,epithelial_score,0.0025362463096021,0.9575959660494544,0.2278840005988467,1.3264208531937466e-06,False,True,OPPOSITE
GSE72094,atlas,KRT19,TLS_Cabrita,442,epithelial_score,-0.1368204861385429,0.0039527928056389,0.0924792116798116,0.0522932001754029,False,False,NO_EVIDENCE
GSE72094,atlas,KRT19,TLS_imprint,442,epithelial_score,-0.1744276109471397,0.0002286724249873,0.1100679423624894,0.0207834743789364,False,True,OPPOSITE
GSE72094,atlas,KRT19,T_cell_CD8,442,epithelial_score,-0.1531641654751847,0.0012376759630003,0.0933051591882273,0.0502158551540625,False,False,NO_EVIDENCE
GSE72094,atlas,KRT19,Tfh,442,epithelial_score,-0.1684123553918876,0.0003764404324024,0.1166705718802514,0.0142259933451022,False,True,OPPOSITE
GSE72094,atlas,KRT8,B_cell,442,epithelial_score,-0.1908253490665236,5.3983536539429525e-05,0.1181710037227068,0.0130188071777483,False,True,OPPOSITE
GSE72094,atlas,KRT8,Epithelial,442,epithelial_score,0.7975267898442586,1.2796998107665652e-98,-0.0347751776473683,0.4663525965935783,False,False,NO_EVIDENCE
GSE72094,atlas,KRT8,GC_reaction,442,epithelial_score,-0.1445766012604034,0.0023116448407403,0.1070731564154853,0.0245365307451791,False,True,OPPOSITE
GSE72094,atlas,KRT8,HEV_stroma,442,epithelial_score,-0.1370350536463934,0.0038959323716842,0.1421494539132137,0.0027727164762376,False,True,OPPOSITE
GSE72094,atlas,KRT8,IFNg_Ayers,442,epithelial_score,-0.056659927384741,0.2345228064546511,0.1128363138788633,0.0177682703688918,False,True,OPPOSITE
GSE72094,atlas,KRT8,Myeloid,442,epithelial_score,-0.1262768000063369,0.0078618151489119,0.0725114905243768,0.1284050702258954,False,False,NO_EVIDENCE
GSE72094,atlas,KRT8,Plasma_cell,442,epithelial_score,-0.1113114111767297,0.0192403982142087,0.117030326274841,0.0139279132064071,False,True,OPPOSITE
GSE72094,atlas,KRT8,TLS_12chemokine,442,epithelial_score,-0.0905249059165253,0.0572111804104578,0.1316466657857279,0.0056264281599773,False,True,OPPOSITE
GSE72094,atlas,KRT8,TLS_Cabrita,442,epithelial_score,-0.1553538935977238,0.001049922922402,0.1108992536433071,0.0198344930352279,False,True,OPPOSITE
GSE72094,atlas,KRT8,TLS_imprint,442,epithelial_score,-0.2004226590792594,2.1872995031958765e-05,0.12704734479306,0.0075568336671708,False,True,OPPOSITE
GSE72094,atlas,KRT8,T_cell_CD8,442,epithelial_score,-0.1539728237188259,0.0011650075852923,0.1457156689945865,0.0021568878817981,False,True,OPPOSITE
GSE72094,atlas,KRT8,Tfh,442,epithelial_score,-0.1756527580645038,0.0002061771076843,0.1673747203439173,0.0004158353640016,False,True,OPPOSITE
GSE72094,atlas,MET,B_cell,442,epithelial_score,-0.0656259030787171,0.1684245567602248,0.0271780139436402,0.5692044097034651,False,False,NO_EVIDENCE
GSE72094,atlas,MET,Epithelial,442,epithelial_score,0.2788968339549745,2.4367214035942762e-09,0.0100972985183647,0.8325386063821993,False,False,NO_EVIDENCE
GSE72094,atlas,MET,GC_reaction,442,epithelial_score,-0.0777270102345505,0.1026881017077348,-0.0057718303173945,0.9037976217424044,False,False,NO_EVIDENCE
GSE72094,atlas,MET,HEV_stroma,442,epithelial_score,-0.0013595992312535,0.9772609691455914,0.0816614147224745,0.0867338262332937,False,False,NO_EVIDENCE
GSE72094,atlas,MET,IFNg_Ayers,442,epithelial_score,0.0225678741717211,0.6360854090535566,0.0694642111693742,0.1452909404806446,False,False,NO_EVIDENCE
GSE72094,atlas,MET,Myeloid,442,epithelial_score,0.1329051849946438,0.0051311228942197,0.2045962737738892,1.4896211329825966e-05,False,True,OPPOSITE
GSE72094,atlas,MET,Plasma_cell,442,epithelial_score,-0.2204035634048722,2.893332461153366e-06,-0.1682765648890784,0.0003865224498558,True,False,HOLDS
GSE72094,atlas,MET,TLS_12chemokine,442,epithelial_score,-0.0005191171797769,0.9913168660642112,0.0620909082183993,0.1930995476922478,False,False,NO_EVIDENCE
GSE72094,atlas,MET,TLS_Cabrita,442,epithelial_score,0.0386102695983758,0.4180909000633621,0.1250350985576808,0.0085735190403407,False,True,OPPOSITE
GSE72094,atlas,MET,TLS_imprint,442,epithelial_score,-0.0696298661850571,0.1438746883519728,0.0284184462995607,0.5517005579654255,False,False,NO_EVIDENCE
GSE72094,atlas,MET,T_cell_CD8,442,epithelial_score,-0.0655523886929315,0.1689029115633437,0.0192388464071939,0.6870170816079685,False,False,NO_EVIDENCE
GSE72094,atlas,MET,Tfh,442,epithelial_score,-0.0462998187641092,0.3314674029284362,0.0535148884181924,0.2621062312878425,False,False,NO_EVIDENCE
GSE72094,atlas,MUC1,B_cell,442,epithelial_score,-0.1682654655889096,0.0003809719880289,-0.1133042407359826,0.017298280712223,True,False,HOLDS
GSE72094,atlas,MUC1,Epithelial,442,epithelial_score,0.1949188079468634,3.691759340704244e-05,0.0013038060149227,0.9782186790547348,False,False,NO_EVIDENCE
GSE72094,atlas,MUC1,GC_reaction,442,epithelial_score,-0.2134297024939512,5.992377697916772e-06,-0.1719222130681643,0.0002865537573522,True,False,HOLDS
GSE72094,atlas,MUC1,HEV_stroma,442,epithelial_score,-0.0871763186955629,0.0670894233230039,-0.0355634881043151,0.4563023780705295,False,False,NO_EVIDENCE
GSE72094,atlas,MUC1,IFNg_Ayers,442,epithelial_score,-0.29919945057377,1.3614027874606987e-10,-0.2775453346303604,3.0518539908872634e-09,True,False,HOLDS
GSE72094,atlas,MUC1,Myeloid,442,epithelial_score,-0.1960126297436842,3.330835788610884e-05,-0.1613932185072831,0.0006690280419092,True,False,HOLDS
GSE72094,atlas,MUC1,Plasma_cell,442,epithelial_score,-0.1405501252419704,0.0030640112840331,-0.1010326963562831,0.0339138108786375,True,False,HOLDS
GSE72094,atlas,MUC1,TLS_12chemokine,442,epithelial_score,-0.3649296495816593,2.273234796980115e-15,-0.3377568915559577,3.145155813618818e-13,True,False,HOLDS
GSE72094,atlas,MUC1,TLS_Cabrita,442,epithelial_score,-0.1623498505149585,0.0006118588829985,-0.1152444523948851,0.015463523086393,True,False,HOLDS
GSE72094,atlas,MUC1,TLS_imprint,442,epithelial_score,-0.1793016564153009,0.0001508402181837,-0.1222727170210522,0.0101672222321266,True,False,HOLDS
GSE72094,atlas,MUC1,T_cell_CD8,442,epithelial_score,-0.2731810557179983,5.2685862792164845e-09,-0.229703540986805,1.0857381135678104e-06,True,False,HOLDS
GSE72094,atlas,MUC1,Tfh,442,epithelial_score,-0.3280088906547165,1.5152103561867988e-12,-0.2838269726104044,1.2895273262971658e-09,True,False,HOLDS
GSE72094,atlas,TACSTD2,B_cell,442,epithelial_score,-0.2447467783603656,1.884479398028393e-07,-0.1151887700318196,0.0155137007360662,True,False,HOLDS
GSE72094,atlas,TACSTD2,Epithelial,442,epithelial_score,0.4563090355995881,4.0765558880227286e-24,-0.0374999553690341,0.4321368298946925,False,False,NO_EVIDENCE
GSE72094,atlas,TACSTD2,GC_reaction,442,epithelial_score,-0.1983187578430409,2.6763610993934305e-05,-0.0929854546891041,0.0510116195864762,False,False,NO_EVIDENCE
GSE72094,atlas,TACSTD2,HEV_stroma,442,epithelial_score,-0.1353868260543898,0.0043523848031951,-0.0114676447975839,0.810217890263798,False,False,NO_EVIDENCE
GSE72094,atlas,TACSTD2,IFNg_Ayers,442,epithelial_score,-0.100114371160124,0.0353686143025821,-0.0332429587287995,0.4862326637715414,False,False,NO_EVIDENCE
GSE72094,atlas,TACSTD2,Myeloid,442,epithelial_score,-0.132883932033236,0.0051383022628775,-0.041597742817758,0.383508193616988,False,False,NO_EVIDENCE
GSE72094,atlas,TACSTD2,Plasma_cell,442,epithelial_score,-0.2941745056539383,2.840431562275811e-10,-0.220496626789722,2.940279062621886e-06,True,False,HOLDS
GSE72094,atlas,TACSTD2,TLS_12chemokine,442,epithelial_score,-0.1596817341058138,0.0007537213167559,-0.0729674891187738,0.1260146522283601,False,False,NO_EVIDENCE
GSE72094,atlas,TACSTD2,TLS_Cabrita,442,epithelial_score,-0.14221477041692,0.002729433845485,-0.0193238388487113,0.6857078388381193,False,False,NO_EVIDENCE
GSE72094,atlas,TACSTD2,TLS_imprint,442,epithelial_score,-0.2553348656937944,5.227468588011369e-08,-0.1189154109487227,0.0124541139174636,True,False,HOLDS
GSE72094,atlas,TACSTD2,T_cell_CD8,442,epithelial_score,-0.2601779215021956,2.8516380935676048e-08,-0.1460867916142318,0.0021005719911413,True,False,HOLDS
GSE72094,atlas,TACSTD2,Tfh,442,epithelial_score,-0.2404118612481887,3.132916172485036e-07,-0.1022271325994076,0.0318488472575943,True,False,HOLDS
GSE81089,atlas,CD274,B_cell,197,epithelial_score,0.312501373415079,7.795173463337733e-06,0.3041025006491586,1.469071141393898e-05,False,True,OPPOSITE
GSE81089,atlas,CD274,Epithelial,197,epithelial_score,-0.0972864457273449,0.1738239001420626,0.0112865131589812,0.8752405211925148,False,False,NO_EVIDENCE
GSE81089,atlas,CD274,GC_reaction,197,epithelial_score,0.3020806846042524,1.6022483530149202e-05,0.2878955365761693,4.281773493184695e-05,False,True,OPPOSITE
GSE81089,atlas,CD274,HEV_stroma,197,epithelial_score,0.3046674138044696,1.3432748684370687e-05,0.3077951023113865,1.1409140946959498e-05,False,True,OPPOSITE
GSE81089,atlas,CD274,IFNg_Ayers,197,epithelial_score,0.690801101243451,2.8304143665749506e-29,0.690475709875396,4.267643632717838e-29,False,True,OPPOSITE
GSE81089,atlas,CD274,Myeloid,197,epithelial_score,0.5296940188165714,1.2103301378834354e-15,0.5374959425736409,4.560097394596608e-16,False,True,OPPOSITE
GSE81089,atlas,CD274,Plasma_cell,197,epithelial_score,0.1206988563768839,0.0911254606183823,0.1110647877131269,0.1211991600738346,False,False,NO_EVIDENCE
GSE81089,atlas,CD274,TLS_12chemokine,197,epithelial_score,0.6637832798093858,2.157248360756097e-26,0.6619249854679485,4.44068166869214e-26,False,True,OPPOSITE
GSE81089,atlas,CD274,TLS_Cabrita,197,epithelial_score,0.4158010227625892,1.2299756737146507e-09,0.4214609741313475,7.6658539407613e-10,False,True,OPPOSITE
GSE81089,atlas,CD274,TLS_imprint,197,epithelial_score,0.2997262587545401,1.8784034419924696e-05,0.2986208545480717,2.124754473725053e-05,False,True,OPPOSITE
GSE81089,atlas,CD274,T_cell_CD8,197,epithelial_score,0.6097460673240225,1.9176628252070184e-21,0.6076148577696966,3.630081914856585e-21,False,True,OPPOSITE
GSE81089,atlas,CD274,Tfh,197,epithelial_score,0.539670505950419,2.769777355117081e-16,0.5333630945894529,8.386613428890384e-16,False,True,OPPOSITE
GSE81089,atlas,CDH1,B_cell,197,epithelial_score,-0.1875567024225472,0.0083103405693927,-0.1425247457044801,0.0462868121114008,True,False,HOLDS
GSE81089,atlas,CDH1,Epithelial,197,epithelial_score,0.5567259668057348,1.9823545285020046e-17,-0.0033317486724384,0.9630342725762964,False,False,NO_EVIDENCE
