dataset,cell_line,ifn_type,timepoint,gene,sample_id,arm,value,scale
GSE109720,NCI-H1993,IFNG,unspecified,ISG15,GSM2949395,control,8.832890014164741,log2count
GSE109720,NCI-H1993,IFNG,unspecified,ISG15,GSM2949396,control,10.741466986401146,log2count
GSE109720,NCI-H1993,IFNG,unspecified,ISG15,GSM2949397,control,8.842350343413807,log2count
GSE109720,NCI-H1993,IFNG,unspecified,STAT1,GSM2949398,treated,11.940313597145968,log2count
GSE109720,NCI-H1993,IFNG,unspecified,STAT1,GSM2949399,treated,15.752903267475432,log2count
GSE109720,NCI-H1993,IFNG,unspecified,STAT1,GSM2949400,treated,12.019938156424795,log2count
GSE109720,NCI-H1993,IFNG,unspecified,STAT1,GSM2949395,control,11.768597882194374,log2count
GSE109720,NCI-H1993,IFNG,unspecified,STAT1,GSM2949396,control,15.690543681998593,log2count
GSE109720,NCI-H1993,IFNG,unspecified,STAT1,GSM2949397,control,11.767356854125685,log2count
GSE109720,NCI-H1993,IFNG,unspecified,CXCL10,GSM2949398,treated,3.4594316186372973,log2count
GSE109720,NCI-H1993,IFNG,unspecified,CXCL10,GSM2949399,treated,11.727069558023706,log2count
GSE109720,NCI-H1993,IFNG,unspecified,CXCL10,GSM2949400,treated,3.4594316186372973,log2count
GSE109720,NCI-H1993,IFNG,unspecified,CXCL10,GSM2949395,control,2.321928094887362,log2count
GSE109720,NCI-H1993,IFNG,unspecified,CXCL10,GSM2949396,control,12.401146182153498,log2count
GSE109720,NCI-H1993,IFNG,unspecified,CXCL10,GSM2949397,control,2.807354922057604,log2count
GSE109720,NCI-H596,IFNG,unspecified,TACSTD2,GSM2949410,treated,10.515699838284043,log2count
GSE109720,NCI-H596,IFNG,unspecified,TACSTD2,GSM2949411,treated,10.77313920671969,log2count
GSE109720,NCI-H596,IFNG,unspecified,TACSTD2,GSM2949412,treated,11.091435386323607,log2count
GSE109720,NCI-H596,IFNG,unspecified,TACSTD2,GSM2949401,control,12.550025257465784,log2count
GSE109720,NCI-H596,IFNG,unspecified,TACSTD2,GSM2949402,control,12.079484783826816,log2count
GSE109720,NCI-H596,IFNG,unspecified,TACSTD2,GSM2949403,control,12.713816080234498,log2count
GSE109720,NCI-H596,IFNG,unspecified,MX1,GSM2949410,treated,5.832890014164741,log2count
GSE109720,NCI-H596,IFNG,unspecified,MX1,GSM2949411,treated,5.554588851677638,log2count
GSE109720,NCI-H596,IFNG,unspecified,MX1,GSM2949412,treated,6.0,log2count
GSE109720,NCI-H596,IFNG,unspecified,MX1,GSM2949401,control,7.523561956057013,log2count
GSE109720,NCI-H596,IFNG,unspecified,MX1,GSM2949402,control,7.303780748177103,log2count
GSE109720,NCI-H596,IFNG,unspecified,MX1,GSM2949403,control,7.876516946564999,log2count
GSE109720,NCI-H596,IFNG,unspecified,ISG15,GSM2949410,treated,9.60733031374961,log2count
GSE109720,NCI-H596,IFNG,unspecified,ISG15,GSM2949411,treated,9.870364719583405,log2count
GSE109720,NCI-H596,IFNG,unspecified,ISG15,GSM2949412,treated,10.290018846932618,log2count
GSE109720,NCI-H596,IFNG,unspecified,ISG15,GSM2949401,control,9.068778277985412,log2count
GSE109720,NCI-H596,IFNG,unspecified,ISG15,GSM2949402,control,8.672425341971495,log2count
GSE109720,NCI-H596,IFNG,unspecified,ISG15,GSM2949403,control,8.888743248898258,log2count
GSE109720,NCI-H596,IFNG,unspecified,STAT1,GSM2949410,treated,10.727069558023706,log2count
GSE109720,NCI-H596,IFNG,unspecified,STAT1,GSM2949411,treated,10.73978060977326,log2count
GSE109720,NCI-H596,IFNG,unspecified,STAT1,GSM2949412,treated,11.158609688214478,log2count
GSE109720,NCI-H596,IFNG,unspecified,STAT1,GSM2949401,control,12.405407422219204,log2count
GSE109720,NCI-H596,IFNG,unspecified,STAT1,GSM2949402,control,11.978710459106358,log2count
GSE109720,NCI-H596,IFNG,unspecified,STAT1,GSM2949403,control,12.30463652380727,log2count
GSE109720,NCI-H596,IFNG,unspecified,CXCL10,GSM2949410,treated,0.0,log2count
GSE109720,NCI-H596,IFNG,unspecified,CXCL10,GSM2949411,treated,0.0,log2count
GSE109720,NCI-H596,IFNG,unspecified,CXCL10,GSM2949412,treated,1.0,log2count
GSE109720,NCI-H596,IFNG,unspecified,CXCL10,GSM2949401,control,3.700439718141092,log2count
GSE109720,NCI-H596,IFNG,unspecified,CXCL10,GSM2949402,control,3.4594316186372973,log2count
GSE109720,NCI-H596,IFNG,unspecified,CXCL10,GSM2949403,control,3.169925001442312,log2count
