sample	CLDN4	CD274	TACSTD2	HLA-A	HLA-B	HLA-C	B2M	MHC_I	ESTIMATE_Score	ESTIMATE_ImmuneScore	CD274_quartile
GSM1855184	10.783625	9.662083	12.13041	12.737308	13.331294	12.615741	13.260257	0.6323003914244458	13030.231170687846	7271.439794457121	Q4
GSM1855185	8.802445	10.562527	11.469683	12.480608	13.149662	12.667095	13.312022	0.49548557802284215	12765.007608639733	6845.56242968913	Q4
GSM1855186	10.749964	10.859808	12.238994	12.921417	13.353167	12.773486	13.324868	0.9691605718573221	12245.02559080539	7504.217556252135	Q4
GSM1855187	10.473318	5.389447	12.406447	11.338647	11.270922	11.086105	12.707197	-3.4137104930443822	3405.282206868396	2446.082160329193	Q1
GSM1855188	10.510088	7.602663	11.809737	12.099994	12.859105	12.407283	13.091276	-0.4066254414834174	10974.286220094291	5742.871722417811	Q1
GSM1855189	10.558745	7.397787	12.094652	12.076885	12.564141	12.33312	12.990443	-0.7928117980122089	8741.184345428233	4975.478703068973	Q1
GSM1855190	10.966192	9.848462	12.64004	12.486382	13.215729	12.785385	13.26906	0.5810080594045895	12560.508498944864	7113.949119722543	Q4
GSM1855191	11.424352	5.648079	12.272313	12.481809	12.681006	12.43751	12.997368	-0.40001655274001746	5417.279436263443	2387.1929492314384	Q1
GSM1855192	11.139528	7.936788	12.651382	12.687882	13.053358	12.534211	13.227387	0.32661408794120783	10747.710106308958	5581.673974760415	Q2
GSM1855193	10.972817	9.727891	12.394994	12.017648	12.951378	12.351799	13.158141	-0.35533261089878326	9708.662839972672	5596.870450342276	Q4
GSM1855194	10.798373	9.843531	12.053224	12.399154	12.911278	12.60045	13.140026	0.021074688876938318	12737.590729612903	7445.862715232412	Q4
GSM1855195	10.881108	8.133853	13.040412	12.702758	12.778609	12.51803	12.999773	-0.1474061531595849	9104.842867985972	4525.586206339589	Q2
GSM1855196	11.064521	9.599347	12.01702	12.668757	12.795096	12.56011	12.941265	-0.1992911394122679	9839.15926937535	5345.112917891125	Q4
GSM1855197	10.094034	8.922406	11.696197	12.512336	13.116175	12.587083	13.338879	0.46112429777054603	12783.686649552958	7138.821182977026	Q3
GSM1855198	10.879098	7.881777	13.282248	12.039914	12.799453	12.321695	13.034469	-0.6247540066121611	8063.812719319654	5089.475442960787	Q2
GSM1855199	10.751556	8.297951	12.348474	12.345971	12.578803	12.299791	13.071134	-0.5544436917744395	8148.084456091878	4421.567856656156	Q3
GSM1855200	10.411391	6.45253	12.592214	11.818539	12.578782	12.190779	13.121551	-0.8731342376794969	7801.455562892403	4614.73593728034	Q1
GSM1855201	10.202164	7.558795	12.831326	12.176952	11.955199	11.956003	12.890347	-1.5538375496440546	7987.833718936885	4549.355696827273	Q1
GSM1855202	9.079572	6.026107	12.125647	11.406421	11.484247	11.932985	12.810239	-2.38837182162108	6116.067124698043	3387.3053515640786	Q1
GSM1855203	10.452745	7.976276	11.351372	11.77269	12.659085	12.305207	13.141414	-0.7267544445047964	10219.060821773037	5927.046791503466	Q2
GSM1855204	11.200414	7.209614	12.992394	12.360144	12.762081	12.574879	13.004665	-0.29266109751076624	8580.731184470347	3863.361367328103	Q1
GSM1855205	10.832857	8.613509	12.141573	12.161325	12.97024	12.648499	13.298424	0.17759234381234604	10949.515084129554	7275.684413498981	Q3
GSM1855206	11.151431	9.81669	13.150114	11.591116	12.860801	12.663441	13.201239	-0.32221058010930886	5468.611735642038	4125.013918385934	Q4
GSM1855207	8.368598	10.129728	9.779296	12.145459	13.184443	12.762359	13.152547	0.1965869151914494	7933.025223957202	6286.54213216045	Q4
GSM1855208	10.227044	10.302437	11.693407	13.27129	13.430468	12.993983	13.30854	1.3757876678037007	11938.032248761921	7380.742870083161	Q4
GSM1855209	4.084548	5.342812	4.343211	10.590619	11.197698	11.0266	12.213436	-4.5876301662670596	2719.4059548631803	1676.8131285480322	Q1
GSM1855210	9.713855	7.969605	11.621659	12.393198	12.978825	12.75287	13.497171	0.6679030193063941	10186.085575518788	6451.739233911361	Q2
GSM1855211	10.548659	8.26604	10.853979	12.498087	13.182069	12.85452	13.190856	0.5215038320418538	8595.083173303276	5337.395726254349	Q3
GSM1855212	10.121426	8.479233	12.313091	12.648275	13.289536	12.69915	13.305117	0.6895757315170927	11571.06316740749	7200.760420957156	Q3
GSM1855213	11.434567	7.616554	12.599441	12.833062	13.258244	12.601898	13.196364	0.5446510114852751	7796.165557796364	4794.345546131608	Q1
GSM1855214	10.770874	7.784813	12.074094	12.656366	13.20328	12.673422	13.179253	0.4519044144857228	10703.616739458921	5773.967191509059	Q2
GSM1855215	10.50186	8.484603	12.164427	12.530693	13.160498	12.668083	13.319944	0.5412479631410736	9919.274575335357	6387.241594628938	Q3
GSM1855216	10.869206	7.659121	12.601716	12.348994	12.958847	12.59121	13.138038	0.010751699080243251	10373.957270786717	5849.863589998979	Q2
GSM1855217	11.136678	7.535452	12.547859	11.997501	12.997987	12.440501	13.11846	-0.3165867332055138	9752.791466686704	5110.796937669514	Q1
GSM1855218	11.205461	7.9407	12.836819	12.172585	12.909097	12.718829	12.951374	-0.258777018087811	10502.091558084676	5868.55043769882	Q2
GSM1855219	10.698851	7.179858	12.791722	12.413373	12.899498	12.401495	13.027356	-0.29927228633129566	9361.691366169338	4788.047388401377	Q1
GSM1855220	9.922851	9.961348	12.024782	10.604441	11.364892	11.56916	12.686633	-3.3818153392679773	6263.5058907977445	4020.2783428694147	Q4
GSM1855221	9.720693	8.078816	11.749203	12.502553	13.042446	12.564888	13.251279	0.2753706839534664	11358.146095839968	7022.472554648624	Q2
GSM1855222	10.111157	9.194541	12.337451	12.452686	13.367409	12.900873	13.303441	0.7967904258617315	12531.902091858514	7412.118703429027	Q4
GSM1855223	11.549084	6.973377	12.533238	11.550149	12.812976	12.223604	12.935318	-1.1062052446378483	10021.0006253307	6067.194954557791	Q1
GSM1855224	11.190279	11.066615	12.98861	12.34369	12.865582	12.591465	13.263968	0.12212276960873819	10936.07231843072	6161.20148968594	Q4
GSM1855225	10.228007	8.088286	12.609484	12.266259	12.789431	12.347244	13.078514	-0.42376065860485834	7736.607970800999	5410.239232192565	Q2
GSM1855226	10.421013	7.32114	12.552432	12.217685	12.197119	12.382347	13.171033	-0.6468290309675854	8584.88344764477	4853.232603139815	Q1
GSM1855227	11.608154	9.956915	12.628695	12.667341	12.888795	12.621773	13.152494	0.19191887155034976	12129.385731038063	6241.440709560074	Q4
GSM1855228	9.903705	8.508844	12.533868	12.598877	13.10109	12.555806	13.197776	0.28397128439062574	11277.829715657243	6104.765099896624	Q3
GSM1855229	9.648495	7.092619	11.906918	12.494303	12.983178	12.76627	13.20727	0.3484754208000887	12400.227410180563	7237.226022885987	Q1
GSM1855230	10.615228	8.844006	10.886821	12.902651	13.338004	12.763516	13.35289	0.9789082406913394	10797.347850173961	6209.112898927449	Q3
GSM1855231	10.190746	7.268408	12.339315	12.009344	12.477017	12.395626	13.087452	-0.6981628339987929	9494.823382073093	5009.072451896082	Q1
GSM1855232	11.066539	10.121025	12.946524	12.988172	13.374626	12.823694	13.34735	1.092067896738373	11310.776441527361	6714.3729799588855	Q4
GSM1855233	11.642932	6.942464	12.763861	12.148774	12.646624	12.223928	13.081131	-0.6753404160233526	8699.801685816941	4603.064026215836	Q1
GSM1855234	10.390086	10.275002	12.418825	12.548661	13.060547	12.519025	13.19753	0.2003263766754787	11647.439711588246	6168.099494928224	Q4
GSM1855235	11.464289	7.35679	12.838942	12.397634	13.403806	12.802318	13.099721	0.4297273473215261	7917.099764652035	4406.395231685645	Q1
GSM1855236	10.879885	8.05061	12.0544	12.838584	13.222477	12.663889	13.447497	0.9170543764557093	12243.20627075477	7322.617221844515	Q2
GSM1855237	9.245581	7.354602	12.219705	12.037414	12.547168	12.320315	13.107154	-0.6788573592228684	8982.020455173024	4861.901223830091	Q1
GSM1855238	10.836805	6.944759	12.447364	11.785855	12.324298	12.185143	12.933041	-1.3000576769324166	6977.356578960286	4223.6790153592465	Q1
