experiment	assay	biosample	epithelial_call	stratum	target	description	file	kind	file_format	file_size	biological_replicates	used	reason	n_records	n_cldn_loops	n_cldn_domains
ENCSR637QCS	in situ Hi-C	HCT116	encode_epithelium_slim	baseline		in situ MboI Hi-C	ENCFF037YPR	loops	bedpe	52240	1,2,3,4	yes	baseline	806	0	0
ENCSR637QCS	in situ Hi-C	HCT116	encode_epithelium_slim	baseline		in situ MboI Hi-C	ENCFF317JZH	domains	bedpe	41816	1,2,3,4	yes	baseline	750	0	2
ENCSR637QCS	in situ Hi-C	HCT116	encode_epithelium_slim	baseline		in situ MboI Hi-C	ENCFF059AJR	domains	bedpe	47901	1,2,3,4	yes	baseline	862	0	0
ENCSR123UVP	in situ Hi-C	HCT116	encode_epithelium_slim	baseline		in situ MboI Hi-C	ENCFF060QTI	loops	bedpe	324914	1,2,3,4	yes	baseline	4887	0	0
ENCSR123UVP	in situ Hi-C	HCT116	encode_epithelium_slim	baseline		in situ MboI Hi-C	ENCFF971CQI	domains	bedpe	362275	1,2,3,4	yes	baseline	6748	0	1
ENCSR123UVP	in situ Hi-C	HCT116	encode_epithelium_slim	baseline		in situ MboI Hi-C	ENCFF402GDT	loops	bedpe	464937	1,2,3,4	yes	baseline	7304	0	0
ENCSR123UVP	in situ Hi-C	HCT116	encode_epithelium_slim	baseline		in situ MboI Hi-C	ENCFF014TPX	domains	bedpe	338893	1,2,3,4	yes	baseline	6309	0	1
ENCSR213DHH	in situ Hi-C	DLD1	encode_epithelium_slim	baseline		HiC experiment done on DLD1	ENCFF119NLI	domains	bedpe	68	1,2	yes	baseline	0	0	0
ENCSR444WCZ	in situ Hi-C	A549	lung_carcinoma_line	baseline		HiC experiment done on A549	ENCFF716CFF	domains	bed	45794	1,2	yes	baseline	3005	0	0
ENCSR213DHH	in situ Hi-C	DLD1	encode_epithelium_slim	baseline		HiC experiment done on DLD1	ENCFF247ITG	domains	bedpe	19266	1,2	yes	baseline	336	0	0
ENCSR213DHH	in situ Hi-C	DLD1	encode_epithelium_slim	baseline		HiC experiment done on DLD1	ENCFF298UJG	domains	bedpe	16253	1,2	yes	baseline	283	0	0
ENCSR213DHH	in situ Hi-C	DLD1	encode_epithelium_slim	baseline		HiC experiment done on DLD1	ENCFF181ZLD	loops	bedpe	4241	1,2	yes	baseline	171	0	0
ENCSR213DHH	in situ Hi-C	DLD1	encode_epithelium_slim	baseline		HiC experiment done on DLD1	ENCFF053ZOQ	loops	bedpe	68	1,2	yes	baseline	0	0	0
ENCSR213DHH	in situ Hi-C	DLD1	encode_epithelium_slim	baseline		HiC experiment done on DLD1	ENCFF913JHR	loops	bedpe	319029	1,2	yes	baseline	5259	0	0
ENCSR662QKG	in situ Hi-C	A549	lung_carcinoma_line	baseline		Hi-C on A549 cell line treated with 100 nM dexamethasone for 0 hours.	ENCFF513HKS	domains	bedpe	308724	1,2,3,4	yes	baseline	5935	0	1
ENCSR080ODG	dilution Hi-C	mammary epithelial cell	encode_epithelium_slim	baseline		HMEC dilution Hi-C	ENCFF522WYT	domains	bedpe	55890	1	yes	baseline	1009	0	0
ENCSR213DHH	in situ Hi-C	DLD1	encode_epithelium_slim	baseline		HiC experiment done on DLD1	ENCFF988CKS	loops	bedpe	391891	1,2	yes	baseline	6461	0	0
ENCSR662QKG	in situ Hi-C	A549	lung_carcinoma_line	baseline		Hi-C on A549 cell line treated with 100 nM dexamethasone for 0 hours.	ENCFF803ZOW	loops	tsv	4581151	1,2,3,4	yes	baseline	25666	0	0
ENCSR080ODG	dilution Hi-C	mammary epithelial cell	encode_epithelium_slim	baseline		HMEC dilution Hi-C	ENCFF795GBZ	domains	bedpe	6628	1	yes	baseline	310	0	0
ENCSR080ODG	dilution Hi-C	mammary epithelial cell	encode_epithelium_slim	baseline		HMEC dilution Hi-C	ENCFF407QNC	domains	bedpe	50021	1	yes	baseline	900	0	0
ENCSR080ODG	dilution Hi-C	mammary epithelial cell	encode_epithelium_slim	baseline		HMEC dilution Hi-C	ENCFF576CDZ	loops	bedpe	873	1	yes	baseline	36	0	0
ENCSR080ODG	dilution Hi-C	mammary epithelial cell	encode_epithelium_slim	baseline		HMEC dilution Hi-C	ENCFF823LSU	loops	bedpe	15058	1	yes	baseline	628	0	0
ENCSR080ODG	dilution Hi-C	mammary epithelial cell	encode_epithelium_slim	baseline		HMEC dilution Hi-C	ENCFF632EID	loops	bedpe	1353491	1	yes	baseline	22322	2	0
ENCSR080ODG	dilution Hi-C	mammary epithelial cell	encode_epithelium_slim	baseline		HMEC dilution Hi-C	ENCFF388DGH	loops	bedpe	1335718	1	yes	baseline	22075	2	0
ENCSR912RAV	dilution Hi-C	keratinocyte	encode_epithelium_slim	baseline		NHEK dilution Hi-C	ENCFF782TJX	domains	bedpe	29222	1	yes	baseline	512	0	0
ENCSR912RAV	dilution Hi-C	keratinocyte	encode_epithelium_slim	baseline		NHEK dilution Hi-C	ENCFF269YGN	domains	bedpe	24862	1	yes	baseline	431	0	0
ENCSR912RAV	dilution Hi-C	keratinocyte	encode_epithelium_slim	baseline		NHEK dilution Hi-C	ENCFF961DKJ	domains	bedpe	2226	1	yes	baseline	100	0	0
ENCSR912RAV	dilution Hi-C	keratinocyte	encode_epithelium_slim	baseline		NHEK dilution Hi-C	ENCFF946YWR	loops	bedpe	252	1	yes	baseline	7	0	0
ENCSR912RAV	dilution Hi-C	keratinocyte	encode_epithelium_slim	baseline		NHEK dilution Hi-C	ENCFF700ETO	loops	bedpe	121871	1	yes	baseline	1969	0	0
ENCSR912RAV	dilution Hi-C	keratinocyte	encode_epithelium_slim	baseline		NHEK dilution Hi-C	ENCFF553OFB	loops	bedpe	6380	1	yes	baseline	257	0	0
ENCSR912RAV	dilution Hi-C	keratinocyte	encode_epithelium_slim	baseline		NHEK dilution Hi-C	ENCFF958LPO	loops	bedpe	93772	1	yes	baseline	1524	0	0
ENCSR857MYZ	ChIA-PET	HepG2	encode_epithelium_slim	baseline	POLR2A	RNAPII ChIA-PET with HepG2 cell	ENCFF115TNW	loops	bedpe	3494548	1	yes	baseline	223490	21	0
ENCSR857MYZ	ChIA-PET	HepG2	encode_epithelium_slim	baseline	POLR2A	RNAPII ChIA-PET with HepG2 cell	ENCFF364UNM	loops	bedpe	3368899	2	yes	baseline	220991	14	0
ENCSR106EOT	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	CTCF	CTCF ChIA-PET in HCT116, CTCF tag and IAA untreated, control	ENCFF370OPC	loops	bedpe	6228787	2	yes	tagged_untreated	394176	38	0
ENCSR278IZK	ChIA-PET	HCT116	encode_epithelium_slim	baseline	CTCF	CTCF ChIA-PET in HCT116	ENCFF303OHH	loops	bedpe	2067832	1	yes	baseline	126163	9	0
ENCSR278IZK	ChIA-PET	HCT116	encode_epithelium_slim	baseline	CTCF	CTCF ChIA-PET in HCT116	ENCFF431BUN	loops	bedpe	4171667	2	yes	baseline	276384	32	0
ENCSR106EOT	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	CTCF	CTCF ChIA-PET in HCT116, CTCF tag and IAA untreated, control	ENCFF397LTA	loops	bedpe	12601403	1	yes	tagged_untreated	795297	82	0
ENCSR641SOU	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	POLR2A	RNAPII ChIA-PET in HCT116, SUPT16H tag and IAA untreated, control	ENCFF526ZYT	loops	bedpe	4113519	1	yes	tagged_untreated	256747	93	0
ENCSR641SOU	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	POLR2A	RNAPII ChIA-PET in HCT116, SUPT16H tag and IAA untreated, control	ENCFF276HLG	loops	bedpe	6052916	2	yes	tagged_untreated	384627	118	0
ENCSR711IEI	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	POLR2A	RNAPII ChIA-PET in HCT116, BRD4 tag and IAA untreated, control	ENCFF916ZVX	loops	bedpe	2847666	1	yes	tagged_untreated	172665	59	0
ENCSR711IEI	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	POLR2A	RNAPII ChIA-PET in HCT116, BRD4 tag and IAA untreated, control	ENCFF354MTE	loops	bedpe	5653950	2	yes	tagged_untreated	355112	109	0
ENCSR557OAJ	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	CTCF	CTCF ChIA-PET in HCT116, SMARCA5 tag and IAA untreated, control	ENCFF571CCD	loops	bedpe	3901178	1	yes	tagged_untreated	242496	27	0
ENCSR394XYY	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	CTCF	CTCF ChIA-PET in HCT116, BRD4 tag and IAA untreated, control	ENCFF917IAG	loops	bedpe	8438276	1	yes	tagged_untreated	562724	68	0
ENCSR394XYY	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	CTCF	CTCF ChIA-PET in HCT116, BRD4 tag and IAA untreated, control	ENCFF058LYU	loops	bedpe	7714941	2	yes	tagged_untreated	514374	50	0
ENCSR557OAJ	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	CTCF	CTCF ChIA-PET in HCT116, SMARCA5 tag and IAA untreated, control	ENCFF721MZJ	loops	bedpe	5328920	2	yes	tagged_untreated	334440	41	0
ENCSR758BJW	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	CTCF	CTCF ChIA-PET in HCT116, CDK7 tag and IAA untreated, control	ENCFF543KPS	loops	bedpe	5215170	1	yes	tagged_untreated	335734	42	0
ENCSR028AOM	ChIA-PET	HCT116	encode_epithelium_slim	baseline	RAD21		ENCFF625LBL	loops	bedpe	577826	2	yes	baseline	33875	6	0
ENCSR309KYA	ChIA-PET	HCT116	encode_epithelium_slim	baseline	RAD21		ENCFF769MZQ	loops	bedpe	711254	2	yes	baseline	41662	15	0
ENCSR758BJW	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	CTCF	CTCF ChIA-PET in HCT116, CDK7 tag and IAA untreated, control	ENCFF288XWX	loops	bedpe	7870168	2	yes	tagged_untreated	513716	63	0
ENCSR066MHC	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	POLR2A	RNAPII ChIA-PET in HCT116, MED14 tag and IAA untreated, control	ENCFF662XGK	loops	bedpe	2205291	1	yes	tagged_untreated	133629	67	0
ENCSR066MHC	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	POLR2A	RNAPII ChIA-PET in HCT116, MED14 tag and IAA untreated, control	ENCFF011IQB	loops	bedpe	1087121	2	yes	tagged_untreated	65510	35	0
ENCSR010NWN	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	POLR2A	RNAPII ChIA-PET in HCT116, SMARCA5 tag and IAA untreated, control	ENCFF028ABM	loops	bedpe	2809717	1	yes	tagged_untreated	165908	66	0
ENCSR010NWN	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	POLR2A	RNAPII ChIA-PET in HCT116, SMARCA5 tag and IAA untreated, control	ENCFF202JVI	loops	bedpe	3061402	2	yes	tagged_untreated	185670	85	0
ENCSR440JFJ	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	CTCF	CTCF ChIA-PET in HCT116, MED14 tag and IAA untreated, control	ENCFF468JJU	loops	bedpe	1227380	2	yes	tagged_untreated	75517	10	0
ENCSR440JFJ	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	CTCF	CTCF ChIA-PET in HCT116, MED14 tag and IAA untreated, control	ENCFF760CVH	loops	bedpe	4101617	1	yes	tagged_untreated	264986	28	0
ENCSR332LKV	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	POLR2A	RNAPII ChIA-PET in HCT116, CTCF tag and IAA untreated, control	ENCFF171TPY	loops	bedpe	4187255	1	yes	tagged_untreated	260391	82	0
ENCSR674UYO	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	CTCF	CTCF ChIA-PET in HCT116, SUPT16H tag and IAA untreated, control	ENCFF132VYN	loops	bedpe	10412904	1	yes	tagged_untreated	690423	88	0
ENCSR353XNY	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	POLR2A	RNAPII ChIA-PET in HCT116, RAD21 tag and IAA untreated, control	ENCFF511YYL	loops	bedpe	4577822	1	yes	tagged_untreated	272872	79	0
ENCSR674UYO	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	CTCF	CTCF ChIA-PET in HCT116, SUPT16H tag and IAA untreated, control	ENCFF796HBD	loops	bedpe	9318865	2	yes	tagged_untreated	609209	66	0
ENCSR447IUA	ChIA-PET	Panc1	encode_epithelium_slim	baseline	POLR2A	RNAPII ChIA-PET in Panc1	ENCFF038FGR	loops	bedpe	3228527	1	yes	baseline	187216	36	0
ENCSR447IUA	ChIA-PET	Panc1	encode_epithelium_slim	baseline	POLR2A	RNAPII ChIA-PET in Panc1	ENCFF008OPR	loops	bedpe	4615501	2	yes	baseline	266769	17	0
ENCSR819BBB	ChIA-PET	mammary epithelial cell	encode_epithelium_slim	baseline	CTCF	CTCF ChIA-PET in HMEC	ENCFF436NFY	loops	bedpe	2459735	1	yes	baseline	145146	10	0
ENCSR035PVZ	ChIA-PET	HCT116	encode_epithelium_slim	baseline	POLR2A	RNAPII ChIA-PET in HCT116	ENCFF322FOT	loops	bedpe	1855045	2	yes	baseline	113250	77	0
ENCSR035PVZ	ChIA-PET	HCT116	encode_epithelium_slim	baseline	POLR2A	RNAPII ChIA-PET in HCT116	ENCFF246ZKR	loops	bedpe	3818651	1	yes	baseline	227952	83	0
ENCSR910WPE	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	CTCF	CTCF ChIA-PET in HCT116, RAD21 tag and IAA untreated, control	ENCFF149VVO	loops	bedpe	8483966	1	yes	tagged_untreated	527948	40	0
ENCSR779BUF	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	POLR2A	RNAPII ChIA-PET in HCT116, CDK7 tag and IAA untreated, control	ENCFF560JFH	loops	bedpe	2048212	1	yes	tagged_untreated	121153	39	0
ENCSR779BUF	ChIA-PET	HCT116	encode_epithelium_slim	tagged_untreated	POLR2A	RNAPII ChIA-PET in HCT116, CDK7 tag and IAA untreated, control	ENCFF382QSD	loops	bedpe	3903316	2	yes	tagged_untreated	238180	81	0
ENCSR145PYF	ChIA-PET	Panc1	encode_epithelium_slim	baseline	CTCF	CTCF ChIA-PET in Panc1	ENCFF915PKD	loops	bedpe	3679326	1	yes	baseline	220142	27	0
ENCSR145PYF	ChIA-PET	Panc1	encode_epithelium_slim	baseline	CTCF	CTCF ChIA-PET in Panc1	ENCFF697OGE	loops	bedpe	4612554	2	yes	baseline	270889	17	0
ENCSR030KAB	ChIA-PET	RWPE1	encode_epithelium_slim	baseline	CTCF	CTCF ChIA-PET in RWPE1	ENCFF041WND	loops	bedpe	6139270	1	yes	baseline	375050	15	0
ENCSR411IVB	ChIA-PET	HepG2	encode_epithelium_slim	baseline	CTCF	CTCF ChIA-PET with HepG2 cell	ENCFF299NHM	loops	bedpe	843946	2	yes	baseline	48415	1	0
ENCSR411IVB	ChIA-PET	HepG2	encode_epithelium_slim	baseline	CTCF	CTCF ChIA-PET with HepG2 cell	ENCFF743ZWY	loops	bedpe	2620812	1	yes	baseline	151730	9	0
ENCSR200VHL	ChIA-PET	MCF-7	encode_epithelium_slim	baseline	CTCF	CTCF ChIA-PET in MCF7	ENCFF633JWS	loops	bedpe	27211615	2	yes	baseline	1727668	62	0
ENCSR030KAB	ChIA-PET	RWPE1	encode_epithelium_slim	baseline	CTCF	CTCF ChIA-PET in RWPE1	ENCFF479KLF	loops	bedpe	14990647	2	yes	baseline	908910	34	0
ENCSR200VHL	ChIA-PET	MCF-7	encode_epithelium_slim	baseline	CTCF	CTCF ChIA-PET in MCF7	ENCFF099WJR	loops	bedpe	26843457	1	yes	baseline	1701167	56	0
ENCSR617FPZ	ChIA-PET	RWPE1	encode_epithelium_slim	baseline	POLR2A	RNAPII ChIA-PET with RWPE1 cell	ENCFF572IOY	loops	bedpe	1459034	1	yes	baseline	84300	21	0
ENCSR617FPZ	ChIA-PET	RWPE1	encode_epithelium_slim	baseline	POLR2A	RNAPII ChIA-PET with RWPE1 cell	ENCFF986WPD	loops	bedpe	749878	2	yes	baseline	42611	6	0
ENCSR059HDE	ChIA-PET	MCF-7	encode_epithelium_slim	baseline	POLR2A	RNAPII ChIA-PET in MCF7	ENCFF377SXL	loops	bedpe	14093656	1	yes	baseline	874860	125	0
ENCSR789ZIJ	ChIA-PET	HepG2	encode_epithelium_slim	baseline	POLR2A	RNAPII ChIA-PET with HepG2 cell	ENCFF360QPK	loops	bedpe	978559	1	yes	baseline	56166	4	0
ENCSR059HDE	ChIA-PET	MCF-7	encode_epithelium_slim	baseline	POLR2A	RNAPII ChIA-PET in MCF7	ENCFF597SQA	loops	bedpe	17284430	2	yes	baseline	1065146	148	0
ENCSR499JGQ	ChIA-PET	MCF 10A	encode_epithelium_slim	baseline	POLR2A	RNAPII ChIA-PET with MCF10A cell	ENCFF750BGL	loops	bedpe	12138188	1	yes	baseline	754652	53	0
ENCSR499JGQ	ChIA-PET	MCF 10A	encode_epithelium_slim	baseline	POLR2A	RNAPII ChIA-PET with MCF10A cell	ENCFF252XDG	loops	bedpe	16242930	2	yes	baseline	1007542	68	0
ENCSR138NSW	ChIA-PET	A549	lung_carcinoma_line	baseline	POLR2A	RNAPII ChIA-PET in A549	ENCFF946FGU	loops	bedpe	2228942	1	yes	baseline	136795	15	0
ENCSR138NSW	ChIA-PET	A549	lung_carcinoma_line	baseline	POLR2A	RNAPII ChIA-PET in A549	ENCFF421KYP	loops	bedpe	2415695	2	yes	baseline	152636	20	0
ENCSR403ZYJ	ChIA-PET	MCF 10A	encode_epithelium_slim	baseline	CTCF	CTCF ChIA-PET with MCF10A cell	ENCFF035RRT	loops	bedpe	15489329	2	yes	baseline	968476	43	0
ENCSR403ZYJ	ChIA-PET	MCF 10A	encode_epithelium_slim	baseline	CTCF	CTCF ChIA-PET with MCF10A cell	ENCFF310MTX	loops	bedpe	31327288	1	yes	baseline	1965094	94	0
ENCSR911ZMB	ChIA-PET	A549	lung_carcinoma_line	baseline	CTCF	CTCF ChIA-PET in A549	ENCFF684CEM	loops	bedpe	19722068	1	yes	baseline	1228060	89	0
ENCSR911ZMB	ChIA-PET	A549	lung_carcinoma_line	baseline	CTCF	CTCF ChIA-PET in A549	ENCFF790WGN	loops	bedpe	19595366	2	yes	baseline	1262082	99	0
