regulon	target	n_targets
prior_STAT1	TGM2	841
prior_STAT1	TH	841
prior_STAT1	THADA	841
prior_STAT1	TIAM1	841
prior_STAT1	TIMP1	841
prior_STAT1	TIMP3	841
prior_STAT1	TLE4	841
prior_STAT1	TLR3	841
prior_STAT1	TLR8	841
prior_STAT1	TMX3	841
prior_STAT1	TNF	841
prior_STAT1	TNFAIP3	841
prior_STAT1	TNFAIP8	841
prior_STAT1	TNFRSF10B	841
prior_STAT1	TNFRSF1A	841
prior_STAT1	TNFRSF8	841
prior_STAT1	TNFSF10	841
prior_STAT1	TNFSF11	841
prior_STAT1	TNFSF13B	841
prior_STAT1	TNFSF8	841
prior_STAT1	TNIP1	841
prior_STAT1	TNS1	841
prior_STAT1	TNS3	841
prior_STAT1	TP53	841
prior_STAT1	TP53BP1	841
prior_STAT1	TP73	841
prior_STAT1	TPCN1	841
prior_STAT1	TRAF1	841
prior_STAT1	TRAF6	841
prior_STAT1	TRAPPC9	841
prior_STAT1	TRIM25	841
prior_STAT1	TRIM63	841
prior_STAT1	TRIM69	841
prior_STAT1	TRIO	841
prior_STAT1	TRIP6	841
prior_STAT1	TRPS1	841
prior_STAT1	TSPAN14	841
prior_STAT1	TTC7A	841
prior_STAT1	TTC7B	841
prior_STAT1	TUBA1C	841
prior_STAT1	TUBGCP5	841
prior_STAT1	TYK2	841
prior_STAT1	UBC	841
prior_STAT1	UBR1	841
prior_STAT1	UPP1	841
prior_STAT1	USP10	841
prior_STAT1	UTP14A	841
prior_STAT1	UTRN	841
prior_STAT1	VANGL1	841
prior_STAT1	VEGFA	841
prior_STAT1	VEGFC	841
prior_STAT1	VEGFD	841
prior_STAT1	VIM	841
prior_STAT1	VIP	841
prior_STAT1	VMP1	841
prior_STAT1	VOPP1	841
prior_STAT1	VPS33B	841
prior_STAT1	VPS53	841
prior_STAT1	VRK2	841
prior_STAT1	VSIR	841
prior_STAT1	WIPF1	841
prior_STAT1	XAF1	841
prior_STAT1	XXYLT1	841
prior_STAT1	XYLT1	841
prior_STAT1	ZBTB7B	841
prior_STAT1	ZC3HAV1	841
prior_STAT1	ZCCHC2	841
prior_STAT1	ZEB2	841
prior_STAT1	ZFP1	841
prior_STAT1	ZFP30	841
prior_STAT1	ZFP36	841
prior_STAT1	ZFP36L1	841
prior_STAT1	ZMIZ1	841
prior_STAT1	ZNF107	841
prior_STAT1	ZNF112	841
prior_STAT1	ZNF114	841
prior_STAT1	ZNF12	841
prior_STAT1	ZNF124	841
prior_STAT1	ZNF140	841
prior_STAT1	ZNF155	841
prior_STAT1	ZNF157	841
prior_STAT1	ZNF169	841
prior_STAT1	ZNF175	841
prior_STAT1	ZNF181	841
prior_STAT1	ZNF184	841
prior_STAT1	ZNF19	841
prior_STAT1	ZNF200	841
prior_STAT1	ZNF205	841
prior_STAT1	ZNF222	841
prior_STAT1	ZNF226	841
prior_STAT1	ZNF227	841
prior_STAT1	ZNF23	841
prior_STAT1	ZNF230	841
prior_STAT1	ZNF235	841
prior_STAT1	ZNF25	841
prior_STAT1	ZNF251	841
prior_STAT1	ZNF254	841
prior_STAT1	ZNF267	841
prior_STAT1	ZNF268	841
prior_STAT1	ZNF273	841
prior_STAT1	ZNF282	841
prior_STAT1	ZNF302	841
prior_STAT1	ZNF311	841
prior_STAT1	ZNF331	841
prior_STAT1	ZNF333	841
prior_STAT1	ZNF337	841
prior_STAT1	ZNF33B	841
prior_STAT1	ZNF343	841
prior_STAT1	ZNF354A	841
prior_STAT1	ZNF365	841
prior_STAT1	ZNF367	841
prior_STAT1	ZNF398	841
prior_STAT1	ZNF41	841
prior_STAT1	ZNF417	841
prior_STAT1	ZNF418	841
prior_STAT1	ZNF419	841
prior_STAT1	ZNF425	841
prior_STAT1	ZNF460	841
prior_STAT1	ZNF490	841
prior_STAT1	ZNF496	841
prior_STAT1	ZNF510	841
prior_STAT1	ZNF519	841
prior_STAT1	ZNF529	841
prior_STAT1	ZNF546	841
prior_STAT1	ZNF550	841
prior_STAT1	ZNF567	841
prior_STAT1	ZNF585A	841
prior_STAT1	ZNF589	841
prior_STAT1	ZNF596	841
prior_STAT1	ZNF599	841
prior_STAT1	ZNF613	841
prior_STAT1	ZNF619	841
prior_STAT1	ZNF630	841
prior_STAT1	ZNF655	841
prior_STAT1	ZNF669	841
prior_STAT1	ZNF670	841
prior_STAT1	ZNF680	841
prior_STAT1	ZNF689	841
prior_STAT1	ZNF713	841
prior_STAT1	ZNF721	841
prior_STAT1	ZNF746	841
prior_STAT1	ZNF764	841
prior_STAT1	ZNF777	841
prior_STAT1	ZNF778	841
prior_STAT1	ZNF782	841
prior_STAT1	ZNF786	841
prior_STAT1	ZNF79	841
prior_STAT1	ZNF8	841
prior_STAT1	ZNF81	841
prior_STAT1	ZNF84	841
prior_STAT1	ZNF860	841
prior_STAT1	ZNF878	841
prior_STAT1	ZNF879	841
prior_STAT1	ZSWIM6	841
prior_STAT2	ADAR	76
prior_STAT2	ANKRD1	76
prior_STAT2	ATP13A1	76
prior_STAT2	BST2	76
prior_STAT2	CBL	76
prior_STAT2	CCL19	76
prior_STAT2	CCL2	76
prior_STAT2	CFB	76
prior_STAT2	CMTR1	76
prior_STAT2	CREBBP	76
prior_STAT2	CXCL8	76
prior_STAT2	DDX60L	76
prior_STAT2	DES	76
prior_STAT2	DGKE	76
prior_STAT2	DHX58	76
prior_STAT2	DTX3L	76
prior_STAT2	EIF2AK2	76
prior_STAT2	EPSTI1	76
prior_STAT2	FAM111A	76
prior_STAT2	HGF	76
prior_STAT2	HLA-E	76
prior_STAT2	IFI35	76
prior_STAT2	IFIT2	76
prior_STAT2	IFIT3	76
prior_STAT2	IFNG	76
prior_STAT2	IGF1	76
prior_STAT2	IGF2	76
prior_STAT2	IL12A	76
prior_STAT2	IL20RA	76
prior_STAT2	IL21	76
prior_STAT2	IL27	76
prior_STAT2	IL6	76
prior_STAT2	IRF1	76
prior_STAT2	IRF7	76
prior_STAT2	IRF9	76
prior_STAT2	ISG15	76
prior_STAT2	JUN	76
prior_STAT2	JUND	76
prior_STAT2	KRT27	76
prior_STAT2	MCL1	76
prior_STAT2	ME3	76
prior_STAT2	MOV10	76
prior_STAT2	MSR1	76
prior_STAT2	MX1	76
prior_STAT2	MYD88	76
prior_STAT2	NFKB2	76
prior_STAT2	NOS2	76
prior_STAT2	OAS1	76
prior_STAT2	OAS2	76
prior_STAT2	OAS3	76
prior_STAT2	OASL	76
prior_STAT2	PARP10	76
prior_STAT2	PARP14	76
prior_STAT2	PARP9	76
prior_STAT2	PIM1	76
prior_STAT2	PIN1P1	76
prior_STAT2	PML	76
prior_STAT2	PSMB8	76
prior_STAT2	PTGS2	76
prior_STAT2	RCAN1	76
prior_STAT2	SAMD9	76
prior_STAT2	SAMHD1	76
prior_STAT2	SCARB1	76
prior_STAT2	SCARB2	76
prior_STAT2	SERPINE1	76
prior_STAT2	SIRPA	76
prior_STAT2	SOCS1	76
prior_STAT2	SP110	76
prior_STAT2	SP140L	76
prior_STAT2	STAT1	76
prior_STAT2	TAP2	76
prior_STAT2	TGFA	76
prior_STAT2	TRIM21	76
prior_STAT2	TRIM56	76
prior_STAT2	USF1	76
prior_STAT2	XAF1	76
prior_IFN_union	A2M	996
prior_IFN_union	AAK1	996
prior_IFN_union	ABCA1	996
prior_IFN_union	ABCB1	996
prior_IFN_union	ABCC8	996
prior_IFN_union	ABL1	996
prior_IFN_union	ACAT1	996
prior_IFN_union	ACSL1	996
prior_IFN_union	ACSL5	996
prior_IFN_union	ACTB	996
prior_IFN_union	ADAMTS4	996
prior_IFN_union	ADAR	996
prior_IFN_union	ADCY7	996
prior_IFN_union	AFF1	996
prior_IFN_union	AGFG2	996
prior_IFN_union	AGT	996
prior_IFN_union	AHNAK	996
prior_IFN_union	AIM2	996
prior_IFN_union	AK2	996
prior_IFN_union	AKAP13	996
prior_IFN_union	AKT1	996
prior_IFN_union	ALCAM	996
prior_IFN_union	ALDH1A2	996
prior_IFN_union	AMPD3	996
prior_IFN_union	ANKRD44	996
prior_IFN_union	ANXA1	996
prior_IFN_union	AOX1	996
prior_IFN_union	AP3D1	996
prior_IFN_union	AP3S2	996
prior_IFN_union	APOC2	996
prior_IFN_union	APOE	996
prior_IFN_union	APOL4	996
prior_IFN_union	APOL6	996
prior_IFN_union	APP	996
prior_IFN_union	ARHGAP15	996
prior_IFN_union	ARHGAP25	996
prior_IFN_union	ARHGAP26	996
prior_IFN_union	ARHGEF10L	996
prior_IFN_union	ARHGEF2	996
prior_IFN_union	ARHGEF3	996
prior_IFN_union	ARID1A	996
prior_IFN_union	ARID5B	996
prior_IFN_union	ARSG	996
prior_IFN_union	ASAP1	996
prior_IFN_union	ATG4C	996
prior_IFN_union	ATP11C	996
prior_IFN_union	ATP6V0A1	996
prior_IFN_union	ATP8B4	996
prior_IFN_union	ATR	996
prior_IFN_union	ATXN1	996
prior_IFN_union	B3GAT3	996
prior_IFN_union	BACE1	996
prior_IFN_union	BANP	996
prior_IFN_union	BAX	996
prior_IFN_union	BCAR3	996
prior_IFN_union	BCAT1	996
prior_IFN_union	BCL11A	996
prior_IFN_union	BCL2	996
prior_IFN_union	BCL2L14	996
prior_IFN_union	BCL3	996
prior_IFN_union	BCL6	996
prior_IFN_union	BCOR	996
prior_IFN_union	BCR	996
prior_IFN_union	BHLHE40	996
prior_IFN_union	BIN1	996
prior_IFN_union	BIRC2	996
prior_IFN_union	BLVRA	996
prior_IFN_union	BRD8	996
prior_IFN_union	BST2	996
prior_IFN_union	BTBD1	996
prior_IFN_union	C1QB	996
prior_IFN_union	CACNA1A	996
prior_IFN_union	CASP2	996
prior_IFN_union	CASP3	996
prior_IFN_union	CASP4	996
prior_IFN_union	CASP7	996
prior_IFN_union	CASP8	996
prior_IFN_union	CAST	996
prior_IFN_union	CCDC12	996
prior_IFN_union	CCDC88C	996
prior_IFN_union	CCL1	996
prior_IFN_union	CCL11	996
prior_IFN_union	CCL19	996
prior_IFN_union	CCL2	996
prior_IFN_union	CCL3	996
prior_IFN_union	CCL5	996
prior_IFN_union	CCL8	996
prior_IFN_union	CCND1	996
prior_IFN_union	CCND2	996
prior_IFN_union	CCND3	996
prior_IFN_union	CCR1	996
prior_IFN_union	CCR5	996
prior_IFN_union	CD14	996
prior_IFN_union	CD180	996
prior_IFN_union	CD200	996
prior_IFN_union	CD22	996
prior_IFN_union	CD274	996
prior_IFN_union	CD36	996
prior_IFN_union	CD40	996
prior_IFN_union	CD40LG	996
prior_IFN_union	CD44	996
prior_IFN_union	CD69	996
prior_IFN_union	CD79A	996
prior_IFN_union	CD82	996
prior_IFN_union	CD83	996
prior_IFN_union	CD86	996
prior_IFN_union	CDC42EP3	996
prior_IFN_union	CDC42SE2	996
prior_IFN_union	CDC7	996
prior_IFN_union	CDH23	996
prior_IFN_union	CDK19	996
prior_IFN_union	CDK5RAP2	996
prior_IFN_union	CDK6	996
prior_IFN_union	CDK8	996
prior_IFN_union	CDKN1A	996
prior_IFN_union	CDKN1B	996
prior_IFN_union	CEBPD	996
prior_IFN_union	CEBPE	996
prior_IFN_union	CELF1	996
prior_IFN_union	CFAP46	996
prior_IFN_union	CFB	996
prior_IFN_union	CFH	996
prior_IFN_union	CFLAR	996
prior_IFN_union	CFTR	996
prior_IFN_union	CH25H	996
prior_IFN_union	CHD9	996
prior_IFN_union	CHN2	996
prior_IFN_union	CHST15	996
prior_IFN_union	CIITA	996
prior_IFN_union	CISH	996
prior_IFN_union	CLC	996
prior_IFN_union	CLIC2	996
prior_IFN_union	CLIP2	996
prior_IFN_union	CLU	996
prior_IFN_union	CMKLR1	996
prior_IFN_union	CMTM7	996
prior_IFN_union	CNTF	996
prior_IFN_union	COL1A1	996
prior_IFN_union	COL1A2	996
prior_IFN_union	COL2A1	996
prior_IFN_union	COPS5	996
prior_IFN_union	CPQ	996
prior_IFN_union	CREB5	996
prior_IFN_union	CREBBP	996
prior_IFN_union	CREM	996
prior_IFN_union	CRYBG1	996
prior_IFN_union	CSF1	996
prior_IFN_union	CSNK2A2	996
prior_IFN_union	CTSB	996
prior_IFN_union	CTSL	996
prior_IFN_union	CUEDC1	996
prior_IFN_union	CUX1	996
prior_IFN_union	CX3CL1	996
prior_IFN_union	CXCL10	996
prior_IFN_union	CXCL11	996
prior_IFN_union	CXCL8	996
prior_IFN_union	CXCL9	996
prior_IFN_union	CYBB	996
prior_IFN_union	CYP19A1	996
prior_IFN_union	CYTH1	996
prior_IFN_union	CYTH4	996
prior_IFN_union	DAPK1	996
prior_IFN_union	DCLRE1C	996
prior_IFN_union	DDX50	996
prior_IFN_union	DEFB4B	996
prior_IFN_union	DENND3	996
prior_IFN_union	DGKG	996
prior_IFN_union	DIAPH1	996
prior_IFN_union	DIMT1	996
prior_IFN_union	DLEU1	996
prior_IFN_union	DMXL2	996
prior_IFN_union	DNAJB12	996
prior_IFN_union	DNM2	996
prior_IFN_union	DNMT1	996
prior_IFN_union	DOCK10	996
prior_IFN_union	DOCK4	996
prior_IFN_union	DOCK8	996
prior_IFN_union	DPYSL2	996
prior_IFN_union	DSE	996
prior_IFN_union	DTNB	996
prior_IFN_union	DTNBP1	996
prior_IFN_union	DUOX2	996
prior_IFN_union	DUSP10	996
prior_IFN_union	DUSP22	996
prior_IFN_union	EARS2	996
prior_IFN_union	ECE1	996
prior_IFN_union	EDEM2	996
prior_IFN_union	EDN1	996
prior_IFN_union	EEF2K	996
prior_IFN_union	EGFR	996
prior_IFN_union	EGLN3	996
prior_IFN_union	EHD1	996
prior_IFN_union	EIF2AK1	996
prior_IFN_union	EIF2AK2	996
prior_IFN_union	EIF2AK3	996
prior_IFN_union	EIF4E	996
prior_IFN_union	ELF1	996
prior_IFN_union	ELF5	996
prior_IFN_union	ELL	996
prior_IFN_union	ELMO1	996
prior_IFN_union	ELP3	996
prior_IFN_union	EMC2	996
prior_IFN_union	ENPP2	996
prior_IFN_union	EPB41L3	996
prior_IFN_union	ERC2	996
prior_IFN_union	ERCC1	996
prior_IFN_union	ERGIC1	996
prior_IFN_union	ERN1	996
prior_IFN_union	ESR1	996
prior_IFN_union	ESR2	996
prior_IFN_union	ETV6	996
prior_IFN_union	ETV7	996
prior_IFN_union	FAM78A	996
prior_IFN_union	FAS	996
prior_IFN_union	FASLG	996
prior_IFN_union	FBXO5	996
prior_IFN_union	FCGR1A	996
prior_IFN_union	FCGR3A	996
prior_IFN_union	FCGRT	996
prior_IFN_union	FCHSD2	996
prior_IFN_union	FGF2	996
prior_IFN_union	FGFR1	996
prior_IFN_union	FGFR3	996
prior_IFN_union	FGGY	996
prior_IFN_union	FGL2	996
prior_IFN_union	FHAD1	996
prior_IFN_union	FKBP5	996
prior_IFN_union	FNBP1	996
prior_IFN_union	FNDC3B	996
prior_IFN_union	FNIP2	996
prior_IFN_union	FOS	996
prior_IFN_union	FOXK1	996
prior_IFN_union	FOXN3	996
prior_IFN_union	FOXO3	996
prior_IFN_union	FOXP1	996
prior_IFN_union	FOXP3	996
prior_IFN_union	FRMD4B	996
prior_IFN_union	FSCN1	996
prior_IFN_union	FYB1	996
prior_IFN_union	FYN	996
prior_IFN_union	GAB2	996
prior_IFN_union	GADD45A	996
prior_IFN_union	GAS7	996
prior_IFN_union	GAST	996
prior_IFN_union	GATA3	996
prior_IFN_union	GBP1	996
prior_IFN_union	GBP2	996
prior_IFN_union	GCK	996
prior_IFN_union	GCNT2	996
prior_IFN_union	GFI1	996
prior_IFN_union	GLIPR2	996
prior_IFN_union	GLIS3	996
prior_IFN_union	GLS	996
prior_IFN_union	GM2A	996
prior_IFN_union	GNA12	996
prior_IFN_union	GNAI2	996
prior_IFN_union	GPCPD1	996
prior_IFN_union	GPD2	996
prior_IFN_union	GPR107	996
prior_IFN_union	GPR132	996
prior_IFN_union	GPR141	996
prior_IFN_union	GPR146	996
prior_IFN_union	GRAMD1A	996
prior_IFN_union	GRAMD1B	996
prior_IFN_union	GRB2	996
prior_IFN_union	GREB1	996
prior_IFN_union	GRK2	996
prior_IFN_union	GSAP	996
prior_IFN_union	GSE1	996
prior_IFN_union	GSN	996
prior_IFN_union	GSTK1	996
prior_IFN_union	HAMP	996
prior_IFN_union	HCFC1	996
prior_IFN_union	HDAC4	996
prior_IFN_union	HDAC7	996
prior_IFN_union	HDAC9	996
prior_IFN_union	HIVEP2	996
prior_IFN_union	HIVEP3	996
prior_IFN_union	HK1	996
prior_IFN_union	HK2	996
prior_IFN_union	HLA-A	996
prior_IFN_union	HLA-DMA	996
prior_IFN_union	HLA-DMB	996
prior_IFN_union	HLA-DQA2	996
prior_IFN_union	HLA-DRB1	996
prior_IFN_union	HLA-E	996
prior_IFN_union	HLX	996
prior_IFN_union	HM13	996
prior_IFN_union	HMGB1	996
prior_IFN_union	HMOX1	996
prior_IFN_union	HNRNPR	996
prior_IFN_union	HOOK2	996
prior_IFN_union	HPCAL1	996
prior_IFN_union	HSP90AA1	996
prior_IFN_union	HSP90AA2P	996
prior_IFN_union	HSP90B2P	996
prior_IFN_union	HSPA4	996
prior_IFN_union	HSPB1	996
prior_IFN_union	HSPG2	996
prior_IFN_union	HTRA1	996
prior_IFN_union	ICAM1	996
prior_IFN_union	IDO1	996
prior_IFN_union	IDO2	996
prior_IFN_union	IER5	996
prior_IFN_union	IFI27	996
prior_IFN_union	IFI30	996
prior_IFN_union	IFI35	996
prior_IFN_union	IFI6	996
prior_IFN_union	IFIT1	996
prior_IFN_union	IFIT2	996
prior_IFN_union	IFIT3	996
prior_IFN_union	IFITM1	996
prior_IFN_union	IFITM3	996
prior_IFN_union	IFNG	996
prior_IFN_union	IFNGR1	996
prior_IFN_union	IFNGR2	996
prior_IFN_union	IFNL3	996
prior_IFN_union	IFNLR1	996
prior_IFN_union	IGF1	996
prior_IFN_union	IGF1R	996
prior_IFN_union	IGF2R	996
prior_IFN_union	IGFBP3	996
prior_IFN_union	IGFLR1	996
prior_IFN_union	IL10	996
prior_IFN_union	IL12A	996
prior_IFN_union	IL12B	996
prior_IFN_union	IL12RB1	996
prior_IFN_union	IL12RB2	996
prior_IFN_union	IL15	996
prior_IFN_union	IL16	996
prior_IFN_union	IL17A	996
prior_IFN_union	IL17D	996
prior_IFN_union	IL17RA	996
prior_IFN_union	IL18BP	996
prior_IFN_union	IL1B	996
prior_IFN_union	IL1R1	996
prior_IFN_union	IL21	996
prior_IFN_union	IL21R	996
prior_IFN_union	IL27	996
prior_IFN_union	IL2RA	996
prior_IFN_union	IL4R	996
prior_IFN_union	IL6	996
prior_IFN_union	IL6R	996
prior_IFN_union	IL6ST	996
prior_IFN_union	IL7R	996
prior_IFN_union	INO80	996
prior_IFN_union	INPP4A	996
prior_IFN_union	INPP5D	996
prior_IFN_union	IPCEF1	996
prior_IFN_union	IQGAP2	996
prior_IFN_union	IQSEC1	996
prior_IFN_union	IRF1	996
prior_IFN_union	IRF2	996
prior_IFN_union	IRF7	996
prior_IFN_union	IRF8	996
prior_IFN_union	IRF9	996
prior_IFN_union	ISG15	996
prior_IFN_union	ISG20	996
prior_IFN_union	ITGB1	996
prior_IFN_union	ITGB2	996
prior_IFN_union	ITPR1	996
prior_IFN_union	IVL	996
prior_IFN_union	JADE2	996
prior_IFN_union	JAK1	996
prior_IFN_union	JAK2	996
prior_IFN_union	JMJD1C	996
prior_IFN_union	JUN	996
prior_IFN_union	JUNB	996
prior_IFN_union	KCNJ15	996
prior_IFN_union	KCNMA1	996
prior_IFN_union	KDM6B	996
prior_IFN_union	KIF2A	996
prior_IFN_union	KITLG	996
prior_IFN_union	KLF4	996
prior_IFN_union	KLF6	996
prior_IFN_union	KLF7	996
prior_IFN_union	KLF9	996
prior_IFN_union	KLHL6	996
prior_IFN_union	KRT17	996
prior_IFN_union	KRT79	996
prior_IFN_union	KYNU	996
prior_IFN_union	LAMA3	996
prior_IFN_union	LAP3	996
prior_IFN_union	LAPTM4B	996
prior_IFN_union	LAPTM5	996
prior_IFN_union	LAT	996
prior_IFN_union	LCN2	996
prior_IFN_union	LCP2	996
prior_IFN_union	LDLR	996
prior_IFN_union	LGALS3	996
prior_IFN_union	LHFPL2	996
prior_IFN_union	LIMD1	996
prior_IFN_union	LIMS1	996
prior_IFN_union	LINC00299	996
prior_IFN_union	LIPA	996
prior_IFN_union	LITAF	996
prior_IFN_union	LMNA	996
prior_IFN_union	LMO2	996
prior_IFN_union	LONP1	996
prior_IFN_union	LPL	996
prior_IFN_union	LPP	996
prior_IFN_union	LRCH1	996
prior_IFN_union	LRRFIP1	996
prior_IFN_union	LY96	996
prior_IFN_union	LYN	996
prior_IFN_union	MACF1	996
prior_IFN_union	MAD1L1	996
prior_IFN_union	MAML3	996
prior_IFN_union	MAN1A1	996
prior_IFN_union	MAP1LC3B	996
prior_IFN_union	MAP3K14	996
prior_IFN_union	MAP3K5	996
prior_IFN_union	MAP3K8	996
prior_IFN_union	MAPK1	996
prior_IFN_union	MAPKAPK2	996
prior_IFN_union	MAPKAPK3	996
prior_IFN_union	MARK3	996
prior_IFN_union	MAT2A	996
prior_IFN_union	MBNL1	996
prior_IFN_union	MBP	996
prior_IFN_union	MCF2L	996
prior_IFN_union	MCF2L2	996
prior_IFN_union	MCL1	996
prior_IFN_union	MCTP1	996
prior_IFN_union	MDC1	996
prior_IFN_union	MDM2	996
prior_IFN_union	MED15	996
prior_IFN_union	MED16	996
prior_IFN_union	MED23	996
prior_IFN_union	MEF2D	996
prior_IFN_union	MET	996
prior_IFN_union	METTL9	996
prior_IFN_union	MGAT1	996
prior_IFN_union	MGLL	996
prior_IFN_union	MGRN1	996
prior_IFN_union	MLC1	996
prior_IFN_union	MMP13	996
prior_IFN_union	MMP7	996
prior_IFN_union	MMP9	996
prior_IFN_union	MNT	996
prior_IFN_union	MPZL1	996
prior_IFN_union	MSN	996
prior_IFN_union	MSR1	996
prior_IFN_union	MTMR9	996
prior_IFN_union	MTSS1	996
prior_IFN_union	MUC1	996
prior_IFN_union	MUC4	996
prior_IFN_union	MVP	996
prior_IFN_union	MX1	996
prior_IFN_union	MYC	996
prior_IFN_union	MYD88	996
prior_IFN_union	MYH9	996
prior_IFN_union	MYO18A	996
prior_IFN_union	MYO9B	996
prior_IFN_union	MYOF	996
prior_IFN_union	N4BP1	996
prior_IFN_union	NAA35	996
prior_IFN_union	NABP1	996
prior_IFN_union	NCF2	996
prior_IFN_union	NCL	996
prior_IFN_union	NCOA7	996
prior_IFN_union	NCOR2	996
prior_IFN_union	NEDD4L	996
prior_IFN_union	NEDD9	996
prior_IFN_union	NEK6	996
prior_IFN_union	NFE2L2	996
prior_IFN_union	NFKB1	996
prior_IFN_union	NFKBIZ	996
prior_IFN_union	NLRC5	996
prior_IFN_union	NLRP3	996
prior_IFN_union	NMI	996
prior_IFN_union	NOS2	996
prior_IFN_union	NOX1	996
prior_IFN_union	NOX4	996
prior_IFN_union	NOX5	996
prior_IFN_union	NPAT	996
prior_IFN_union	NR1H4	996
prior_IFN_union	NR3C1	996
prior_IFN_union	NR4A2	996
prior_IFN_union	NRP1	996
prior_IFN_union	NRP2	996
prior_IFN_union	OAS1	996
prior_IFN_union	OAS2	996
prior_IFN_union	OAS3	996
prior_IFN_union	OASL	996
prior_IFN_union	OPRM1	996
prior_IFN_union	OSBPL3	996
prior_IFN_union	OSM	996
prior_IFN_union	P2RY6	996
prior_IFN_union	PACSIN2	996
prior_IFN_union	PARK7	996
prior_IFN_union	PARP14	996
prior_IFN_union	PDE4B	996
prior_IFN_union	PDE4D	996
prior_IFN_union	PDGFB	996
prior_IFN_union	PFKFB3	996
prior_IFN_union	PGS1	996
prior_IFN_union	PHACTR2	996
prior_IFN_union	PIAS1	996
prior_IFN_union	PIK3AP1	996
prior_IFN_union	PIK3CB	996
prior_IFN_union	PIK3R1	996
prior_IFN_union	PIK3R5	996
prior_IFN_union	PIM1	996
prior_IFN_union	PIP4K2A	996
prior_IFN_union	PKIG	996
prior_IFN_union	PLAC8	996
prior_IFN_union	PLAU	996
prior_IFN_union	PLB1	996
prior_IFN_union	PLCB1	996
prior_IFN_union	PLCG1	996
prior_IFN_union	PLCG2	996
prior_IFN_union	PLEC	996
prior_IFN_union	PLEKHA2	996
prior_IFN_union	PLEKHG3	996
prior_IFN_union	PLEKHO1	996
prior_IFN_union	PLSCR1	996
prior_IFN_union	PLXNC1	996
prior_IFN_union	PMAIP1	996
prior_IFN_union	PML	996
prior_IFN_union	POLA1	996
prior_IFN_union	POLR1A	996
prior_IFN_union	POMC	996
prior_IFN_union	POU2F2	996
prior_IFN_union	POU3F1	996
prior_IFN_union	PPARA	996
prior_IFN_union	PPARG	996
prior_IFN_union	PPFIBP2	996
prior_IFN_union	PPIP5K2	996
prior_IFN_union	PPM1H	996
prior_IFN_union	PRDM16	996
prior_IFN_union	PREX1	996
prior_IFN_union	PRF1	996
prior_IFN_union	PRKAG2	996
prior_IFN_union	PRKCB	996
prior_IFN_union	PRKCD	996
prior_IFN_union	PRKCE	996
prior_IFN_union	PRKCH	996
prior_IFN_union	PROS1	996
prior_IFN_union	PRPF31	996
prior_IFN_union	PRUNE2	996
prior_IFN_union	PSMB9	996
prior_IFN_union	PSMD1	996
prior_IFN_union	PSTPIP2	996
prior_IFN_union	PTGFR	996
prior_IFN_union	PTGS2	996
prior_IFN_union	PTK2B	996
prior_IFN_union	PTN	996
prior_IFN_union	PTP4A2	996
prior_IFN_union	PTPN2	996
prior_IFN_union	PTPN6	996
prior_IFN_union	PTPRE	996
prior_IFN_union	PTPRJ	996
prior_IFN_union	PTTG1IP	996
prior_IFN_union	PWP2	996
prior_IFN_union	RAB31	996
prior_IFN_union	RAB3GAP2	996
prior_IFN_union	RAD51B	996
prior_IFN_union	RALGDS	996
prior_IFN_union	RAP1GAP2	996
prior_IFN_union	RAPGEF1	996
prior_IFN_union	RAPGEF2	996
prior_IFN_union	RARA	996
prior_IFN_union	RASA3	996
prior_IFN_union	RASGEF1B	996
prior_IFN_union	RASSF2	996
prior_IFN_union	RASSF4	996
prior_IFN_union	RASSF5	996
prior_IFN_union	RB1	996
prior_IFN_union	RBAK	996
prior_IFN_union	RBFOX3	996
prior_IFN_union	RBM47	996
prior_IFN_union	RBMS1	996
prior_IFN_union	RBPJ	996
prior_IFN_union	RC3H1	996
prior_IFN_union	RCN1	996
prior_IFN_union	RELA	996
prior_IFN_union	RERE	996
prior_IFN_union	REST	996
prior_IFN_union	REV3L	996
prior_IFN_union	RFTN1	996
prior_IFN_union	RFX3	996
prior_IFN_union	RGS12	996
prior_IFN_union	RHBDD2	996
prior_IFN_union	RHBDF2	996
prior_IFN_union	RHOA	996
prior_IFN_union	RHOF	996
prior_IFN_union	RIN2	996
prior_IFN_union	RIN3	996
prior_IFN_union	RIPK1	996
prior_IFN_union	RIPOR2	996
prior_IFN_union	RNF213	996
prior_IFN_union	RPGR	996
prior_IFN_union	RPS24	996
prior_IFN_union	RREB1	996
prior_IFN_union	RTN4	996
prior_IFN_union	RUNX1	996
prior_IFN_union	RUNX3	996
prior_IFN_union	RXYLT1	996
prior_IFN_union	S100A10	996
prior_IFN_union	S100A11	996
prior_IFN_union	SAMD4A	996
prior_IFN_union	SAMSN1	996
prior_IFN_union	SBNO2	996
prior_IFN_union	SCARB1	996
prior_IFN_union	SCGB3A1	996
prior_IFN_union	SEC14L1	996
prior_IFN_union	SEMA4B	996
prior_IFN_union	SEMA4D	996
prior_IFN_union	SERPINB3	996
prior_IFN_union	SERPINB4	996
prior_IFN_union	SGK1	996
prior_IFN_union	SGMS1	996
prior_IFN_union	SH2B3	996
prior_IFN_union	SH3BP2	996
prior_IFN_union	SH3BP5	996
prior_IFN_union	SH3KBP1	996
prior_IFN_union	SH3TC1	996
prior_IFN_union	SHANK2	996
prior_IFN_union	SIK3	996
