gene	matched_symbol	log2FoldChange	stat	pvalue	padj	contrast_id	organism	tier	in_primary_meta
HLA-C	HLA-C	0.1413753016111916	1.1650853761828242	0.2439844357189881	0.9845185028017476	GSE180581_HEK293T_siDNAPKcs	human	comparator	False
XRCC5	XRCC5	0.2608914225648214	3.8292005372838	0.0001285602168032	0.0014460925810965	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
XRCC6	XRCC6	-1.23510571270567	-13.746028033972305	5.380333303441333e-43	4.710145536331422e-40	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
PRKDC	PRKDC	0.6135903610416746	13.350207500409306	1.1811943705504184e-40	9.191660860166504e-38	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
LIG4	LIG4	-0.1440070986982352	-0.4661342256828723	0.6411194262441253	0.8236611209686987	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
ISG15	ISG15	0.5597605888733561	1.9277815939145893	0.0538822980741672	0.1761328702741799	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
IFIT1	IFIT1	0.1543872190014567	0.3473313541315658	0.7283423980825088	0.8730325879786379	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
IFIT2	IFIT2	-0.9197246344957032	-0.8890255783521995	0.3739893333191889		GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
MX1	MX1	0.7559793631211501	0.6729970926052026	0.5009491405832502		GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
OAS1	OAS1	-0.1998776790221411	-0.1179555232445156	0.9061028990876322		GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
OAS2						GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
RSAD2						GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
IFI27	IFI27	-0.0441493482619318	-0.097398132316314	0.922410227874223	0.967225144060758	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
STAT1	STAT1	-0.0164621946542663	-0.1074242490746479	0.9144524178360548	0.9642227504237892	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
STAT2	STAT2	0.2334528658562453	1.711438232205803	0.0870002445072129	0.2468379363354056	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
IRF1	IRF1	0.2028440014791221	0.5653103598684136	0.5718626833910594	0.7770369615808972	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
IRF3	IRF3	0.1543860402979546	1.3078578372797098	0.1909215325679972	0.4186346128177736	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
IRF7	IRF7	0.3617730043826562	1.8346543737060048	0.0665569166943253	0.2048028849159524	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
IFNB1						GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
IFNL1						GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
CGAS						GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
STING1	STING1	0.1073174824323618	0.2102500449625854	0.8334725221294739	0.9287199678759918	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
TBK1	TBK1	0.0579833129250646	0.263425893934995	0.7922223347162006	0.9072526014316477	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
DDX58	RIGI	0.9070155811858172	2.455668849229477	0.0140622673658833	0.0655038839354601	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
IFIH1	IFIH1	-0.6087274519128909	-0.94255781501857	0.3459071258503151	0.5977203444097414	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
MAVS	MAVS	-0.1082252835661613	-1.564240312774721	0.1177611433234408	0.304606348688439	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
B2M	B2M	0.0126177711038854	0.0958134676175023	0.9236687209603855	0.9674588928805892	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
TAP1	TAP1	-0.2611893865308214	-1.0258240097680285	0.3049745466254723	0.5543374762030875	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
TAP2	TAP2	0.0479553591831067	0.3060610464674058	0.7595581660317147	0.8884022998301896	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
TAPBP	TAPBP	-0.6230465576685503	-4.860692069184354	1.169760883229493e-06	2.3702101301824467e-05	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
PSMB8						GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
PSMB9						GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
NLRC5	NLRC5	-0.3495335176485203	-0.9589281685207472	0.3375949331091992	0.5885117894288181	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
HLA-A	HLA-A	0.2911228023389552	2.325256633816064	0.0200582416627377	0.0855789798872885	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
HLA-B	HLA-B	0.3893342628122839	3.6626917784276056	0.0002495787729755	0.0025222582056768	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
HLA-C	HLA-C	0.4100905135019568	5.310080991392023	1.0957652921363925e-07	2.901395925700274e-06	GSE180581_HEK293T_Ku70het_vs_WT	human	secondary	False
XRCC5	XRCC5	-0.9887018072715028	-11.318644654923697	1.0609955562016898e-29	4.656002165798416e-26	GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
XRCC6	XRCC6	0.2218172040101649	2.2913651101785075	0.0219423057253859	0.2269210171835863	GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
PRKDC	PRKDC	0.0699824867518059	1.0584393583139704	0.2898551838117912	0.7286309213683596	GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
LIG4	LIG4	-0.3488002765252998	-1.099712963900177	0.271457204515251	0.71275111636284	GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
ISG15	ISG15	0.0896164079996117	0.3039424438434386	0.7611717409719253	0.9493480638436764	GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
IFIT1	IFIT1	-0.7059892949867645	-1.4887884235436315	0.1365430916846613	0.5509009506676574	GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
IFIT2	IFIT2	-0.8395731906684741	-0.9090679391998674	0.3633142648052022		GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
MX1	MX1	-1.0849878010579972	-0.7529505214050867	0.4514796471806196		GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
OAS1						GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
OAS2						GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
RSAD2						GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
IFI27	IFI27	0.0495723026193853	0.1191165454362711	0.905183022707014	0.980639770732212	GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
STAT1	STAT1	0.1262779437364155	0.8653445742251581	0.3868496924456057	0.7949170418035504	GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
STAT2	STAT2	0.1446395494997931	1.0537011109274024	0.2920197801660817	0.7286659040427064	GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
IRF1	IRF1	0.2154506083518465	0.6202830131041224	0.5350714765375695	0.8704096043947456	GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
IRF3	IRF3	0.2672911083587869	1.819949404957717	0.0687667101908391	0.3971841904282899	GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
IRF7	IRF7	0.3266469174773258	1.6006576717251797	0.1094527611522173	0.4976646020812452	GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
IFNB1						GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
IFNL1						GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
CGAS						GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
STING1	STING1	-0.1321802860625739	-0.2624324231316786	0.7929880783344774		GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
TBK1	TBK1	0.1110956282862429	0.4672131214008852	0.6403474067784339	0.9152289230526632	GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
DDX58	RIGI	0.0491383467055182	0.1218120372484915	0.9030478806011292	0.9801818243972186	GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
IFIH1	IFIH1	-0.374282095727477	-0.6901856446091126	0.4900774497420652		GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
MAVS	MAVS	0.1338334172541048	1.6924134269507587	0.090567174040858	0.4529857308118009	GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
B2M	B2M	-0.0773117888562933	-0.5693928756050968	0.5690895506131689	0.8874749980836731	GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
TAP1	TAP1	-0.0939082165108361	-0.3931366813964573	0.6942185329422345	0.9337338563735712	GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
TAP2	TAP2	0.0956113913406418	0.6220089979143157	0.5339359514421567	0.8703112873028905	GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
TAPBP	TAPBP	-0.1664909929586805	-1.343158250792282	0.1792207369984825	0.6087309088196652	GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
PSMB8						GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
PSMB9						GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
NLRC5	NLRC5	-0.8223557079548116	-2.171144089504237	0.0299202821438658	0.2629678083150408	GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
HLA-A	HLA-A	0.1181269160320782	0.8216731438408202	0.4112629479674792	0.8114747782946365	GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
HLA-B	HLA-B	-0.1540088224872934	-1.2946486890868505	0.1954414480468924	0.6286003266988134	GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
HLA-C	HLA-C	0.0369582672659727	0.4004052692620888	0.6888580438445371	0.9319510992922958	GSE180581_HEK293T_Ku80het_vs_WT	human	secondary	False
XRCC5	Xrcc5	0.5877155175801555	0.5173296303669527	0.6049260733540086	0.991370146758403	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
XRCC6	Xrcc6	-3.073797153996156	-6.064494745974229	1.323691058202791e-09	1.877391027849019e-05	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
PRKDC	Prkdc	-0.5091624210235222	-1.4686671028869938	0.1419231044550693	0.991370146758403	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
LIG4	Lig4	-0.0736680144871275	-0.1471938291858969	0.8829790311433666	0.9946044972162243	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
ISG15	Isg15	0.2165092613006558	0.529198973319591	0.5966674288267819	0.991370146758403	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
IFIT1	Ifit1	0.0515156874207064	0.145362541937957	0.8844246376923516	0.9946044972162243	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
IFIT2	Ifit2	0.6207464239383289	2.2682866456333537	0.0233117413369096	0.991370146758403	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
MX1						GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
OAS1						GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
OAS2	Oas2	-0.1012495949006983	-0.2259402155736101	0.8212479189464061	0.9921983510686092	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
RSAD2	Rsad2	-0.5303999726458145	-1.249305203438054	0.2115534654738733	0.991370146758403	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
IFI27	Ifi27	-0.120207934737594	-0.6885957472809575	0.4910776980398054	0.991370146758403	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
STAT1	Stat1	-0.0555636790443	-0.22441875776011	0.8224314763099951	0.9921983510686092	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
STAT2	Stat2	-0.1928578464219785	-0.7841912605661981	0.4329278924214248	0.991370146758403	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
IRF1	Irf1	0.0673517608664112	0.3729452920591756	0.709189161673488	0.991370146758403	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
IRF3	Irf3	-0.2706549823175725	-1.5026111550717804	0.1329393451246401	0.991370146758403	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
IRF7	Irf7	-0.0154963907786268	-0.0678554286892466	0.9459007196840769	0.9968236781635176	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
IFNB1	Ifnb1	-1.2446000167126872	-1.0638242500590636	0.2874083236059833	0.991370146758403	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
IFNL1						GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
CGAS	Cgas	0.3849591751202313	0.7075729960540758	0.4792104672329565	0.991370146758403	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
STING1	Tmem173	0.1645488704683972	0.7153526731049074	0.4743911486429853	0.991370146758403	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
TBK1	Tbk1	-0.0729609627581101	-0.4036294480086452	0.686485227521791	0.991370146758403	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
DDX58	Ddx58	0.2307548813639279	1.3282674249035933	0.184089777085902	0.991370146758403	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
IFIH1	Ifih1	0.4487188017704304	1.07062388790989	0.2843385780975417	0.991370146758403	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
MAVS	Mavs	0.1542811491769233	0.5643116486541829	0.5725420551898012	0.991370146758403	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
B2M	B2m	0.2589297598755626	0.6761078460711462	0.4989721755059705	0.991370146758403	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
TAP1	Tap1	0.0294820010082493	0.1782804559317709	0.8585027268380467	0.9946044972162243	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
TAP2	Tap2	0.2028811088253216	1.0367232033563338	0.2998648750063569	0.991370146758403	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
TAPBP	Tapbp	0.1695165177627652	0.8060253278303129	0.4202282452639848	0.991370146758403	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
PSMB8	Psmb8	0.0808925715455531	0.2683811486033436	0.7884059486533715	0.991370146758403	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
PSMB9	Psmb9	-0.0714691135472519	-0.2280728658962403	0.8195895940870184	0.9921983510686092	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
NLRC5	Nlrc5	-0.5686753469766981	-2.143190104010412	0.0320978365873824	0.991370146758403	GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
HLA-A						GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
HLA-B						GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
HLA-C						GSE247031_Treg_Xrcc6_cKO	mouse	primary	True
XRCC5	XRCC5	-1.1347296884965683	-7.606996200310144	2.8053955638381228e-14	8.08515001498147e-11	ENCODE_K562_shXRCC5	human	encode	False
XRCC6	XRCC6	-0.0449260555902996	-0.3118775507632163	0.7551335840643011	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
PRKDC	PRKDC	-0.0273074069897793	-0.1926913761650713	0.8472006777085358	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
LIG4	LIG4	0.0095027597287798	0.0391007791520541	0.9688100397722308	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
ISG15	ISG15	0.029395602871996	0.0814079244912975	0.935117547197784	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
IFIT1	IFIT1	2.1249427480113616	1.433308842456695	0.1517695961072564	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
IFIT2	IFIT2	0.4272828726938365	0.3931446077088897	0.6942126789914749	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
MX1						ENCODE_K562_shXRCC5	human	encode	False
OAS1						ENCODE_K562_shXRCC5	human	encode	False
OAS2						ENCODE_K562_shXRCC5	human	encode	False
RSAD2	RSAD2	0.5120269986648738	0.4865330750971884	0.6265892607401043	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
IFI27	IFI27	-0.304538208974804	-0.3376816768031356	0.7356030842907909	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
STAT1	STAT1	0.1024352509702997	0.6476183162796298	0.5172318476147493	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
STAT2	STAT2	-0.2435049128825231	-1.4411415036189088	0.1495447102992365	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
IRF1	IRF1	0.5180948377133276	1.8642485913864095	0.0622868024995314	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
IRF3	IRF3	-0.0795500828263879	-0.4467747434821414	0.655037708863422	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
IRF7	IRF7	0.3226937716399129	0.7358668627800233	0.4618117253992599	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
IFNB1						ENCODE_K562_shXRCC5	human	encode	False
IFNL1						ENCODE_K562_shXRCC5	human	encode	False
CGAS	CGAS	1.7614895954953669	0.895687427612328	0.3704197269850369		ENCODE_K562_shXRCC5	human	encode	False
STING1	STING1	0.2336753535892436	1.3431662529677224	0.1792181464239856	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
TBK1	TBK1	-0.1016399997573643	-0.569096219684343	0.5692908436857385	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
DDX58	RIGI	0.444121094444067	0.8786475901858962	0.3795923836542995	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
IFIH1	IFIH1	0.2215456893920934	0.5322248546497625	0.5945702705991607	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
MAVS	MAVS	-0.0264114010067901	-0.1692299422929563	0.8656157788970041	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
B2M	B2M	-0.1245834254783672	-0.8635091185514107	0.3878576081098688	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
TAP1	TAP1	0.8691431443368063	2.8291393183237297	0.0046673376276664	0.4620857886011432	ENCODE_K562_shXRCC5	human	encode	False
TAP2	TAP2	0.2086333986990164	1.2972147003059171	0.1945573240927137	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
TAPBP	TAPBP	-0.0019560701339895	-0.0120687245377656	0.9903707847791	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
PSMB8	PSMB8	0.3721056609466825	0.6752327363533217	0.4995279111546079	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
PSMB9	PSMB9	1.4649974469470186	1.8375922673481213	0.066122509108435	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
NLRC5						ENCODE_K562_shXRCC5	human	encode	False
HLA-A						ENCODE_K562_shXRCC5	human	encode	False
HLA-B	HLA-B	0.9084060419926931	1.081070873851633	0.2796655883018827	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
HLA-C	HLA-C	0.0836505204332821	0.1742563198866614	0.8616640256574375	0.9997170138690548	ENCODE_K562_shXRCC5	human	encode	False
XRCC5	XRCC5	0.2828595703863893	1.893396216967966	0.0583051981472322	0.2438800673655796	ENCODE_K562_shXRCC6	human	encode	False
XRCC6	XRCC6	-3.072042187606321	-19.69068457253263	2.591634556820421e-86	3.0537229983015016e-82	ENCODE_K562_shXRCC6	human	encode	False
PRKDC	PRKDC	0.1320282521447264	0.9072162960810256	0.3642924277492637	0.6593636983363401	ENCODE_K562_shXRCC6	human	encode	False
LIG4	LIG4	0.0666531765242716	0.2632286164155749	0.7923743756049527	0.9215820025420152	ENCODE_K562_shXRCC6	human	encode	False
ISG15	ISG15	-0.3892233065484028	-0.898043375538874	0.3691624251917701	0.6642542516381339	ENCODE_K562_shXRCC6	human	encode	False
IFIT1						ENCODE_K562_shXRCC6	human	encode	False
IFIT2	IFIT2	-0.3376546829509989	-0.2653946061877074	0.7907054908729968		ENCODE_K562_shXRCC6	human	encode	False
MX1						ENCODE_K562_shXRCC6	human	encode	False
OAS1						ENCODE_K562_shXRCC6	human	encode	False
OAS2						ENCODE_K562_shXRCC6	human	encode	False
RSAD2	RSAD2	-0.6774431021463723	-0.5066992427588669	0.612365861971881		ENCODE_K562_shXRCC6	human	encode	False
IFI27	IFI27	-0.959227903444422	-0.9745433691617624	0.3297868163784067		ENCODE_K562_shXRCC6	human	encode	False
STAT1	STAT1	0.3756711367454962	2.310817284183742	0.020842949399938	0.1287328938736804	ENCODE_K562_shXRCC6	human	encode	False
STAT2	STAT2	-0.43841625365998	-2.5063276157350507	0.0121992527259886	0.0919077972316649	ENCODE_K562_shXRCC6	human	encode	False
IRF1	IRF1	-0.0900501501941172	-0.2833462042963283	0.776911461930695	0.913730649348814	ENCODE_K562_shXRCC6	human	encode	False
IRF3	IRF3	0.1638439007593979	0.8945411605704066	0.3710324173706248	0.6660078939699078	ENCODE_K562_shXRCC6	human	encode	False
IRF7	IRF7	-0.3419118210882177	-0.6412101114783476	0.5213861809923674	0.7753998953216036	ENCODE_K562_shXRCC6	human	encode	False
IFNB1						ENCODE_K562_shXRCC6	human	encode	False
IFNL1						ENCODE_K562_shXRCC6	human	encode	False
CGAS						ENCODE_K562_shXRCC6	human	encode	False
STING1	STING1	-0.2499703178478146	-1.344521489658623	0.1787798120932042	0.4586656872708075	ENCODE_K562_shXRCC6	human	encode	False
TBK1	TBK1	0.1442254247109265	0.7895790040591306	0.429773674022038	0.7120139139332744	ENCODE_K562_shXRCC6	human	encode	False
DDX58	RIGI	0.7503514899443665	1.4809030139178525	0.1386324197898644	0.4007619731069608	ENCODE_K562_shXRCC6	human	encode	False
IFIH1	IFIH1	-0.5573958826933408	-1.1317749221758082	0.2577290734734082	0.5607003340528421	ENCODE_K562_shXRCC6	human	encode	False
MAVS	MAVS	0.1610917335835158	0.9950561807787116	0.3197089409673357	0.6203079946349608	ENCODE_K562_shXRCC6	human	encode	False
B2M	B2M	0.0913633719745583	0.6138196995894462	0.5393344780628078	0.7877746566275027	ENCODE_K562_shXRCC6	human	encode	False
TAP1	TAP1	-0.2445504281781263	-0.661863163465873	0.5080589214332624	0.7664138101713136	ENCODE_K562_shXRCC6	human	encode	False
TAP2	TAP2	0.2814225431344819	1.706816473287696	0.0878561695736242	0.3096146872752163	ENCODE_K562_shXRCC6	human	encode	False
TAPBP	TAPBP	-0.3637767228201119	-2.1855712748941225	0.0288469860949666	0.1586113099192682	ENCODE_K562_shXRCC6	human	encode	False
PSMB8	PSMB8	-0.5304860692323242	-0.797651592296587	0.4250727025868854		ENCODE_K562_shXRCC6	human	encode	False
PSMB9	PSMB9	0.0713646115336253	0.0674695969638262	0.9462078649649548		ENCODE_K562_shXRCC6	human	encode	False
NLRC5						ENCODE_K562_shXRCC6	human	encode	False
HLA-A						ENCODE_K562_shXRCC6	human	encode	False
HLA-B	HLA-B	-0.673351222669216	-0.6024815450096439	0.5468536440954018		ENCODE_K562_shXRCC6	human	encode	False
HLA-C	HLA-C	-1.0864222770553058	-1.838433726524844	0.0659985191813637	0.2606459188735489	ENCODE_K562_shXRCC6	human	encode	False
XRCC5	XRCC5	-1.4679367304700834	-12.254772523379192	1.5839317760465096e-34	1.1927006273630216e-31	ENCODE_HepG2_shXRCC5	human	encode	False
XRCC6	XRCC6	-0.1598389437613191	-1.482123992617275	0.1383073058776103	0.3091119888884463	ENCODE_HepG2_shXRCC5	human	encode	False
PRKDC	PRKDC	-0.092150142381965	-0.8666694847071682	0.3861231297939719	0.5916132714258023	ENCODE_HepG2_shXRCC5	human	encode	False
LIG4	LIG4	0.5380088570290265	2.7885897869419844	0.0052938071015811	0.0300564504994577	ENCODE_HepG2_shXRCC5	human	encode	False
ISG15	ISG15	-1.0402491149273196	-1.6634531310403375	0.0962217652966557		ENCODE_HepG2_shXRCC5	human	encode	False
IFIT1	IFIT1	-0.6685859907524786	-1.685419982375069	0.0919075710234696	0.2372621417807503	ENCODE_HepG2_shXRCC5	human	encode	False
IFIT2	IFIT2	0.5350464544625642	0.4328436997525266	0.6651283236334247		ENCODE_HepG2_shXRCC5	human	encode	False
MX1	MX1	0.5834233266240303	1.7039422151003931	0.0883918832586221	0.2314609067392626	ENCODE_HepG2_shXRCC5	human	encode	False
OAS1	OAS1	-0.4312417892256032	-1.6659073617248603	0.0957318671258439	0.2435341079248665	ENCODE_HepG2_shXRCC5	human	encode	False
OAS2	OAS2	0.093433725559833	0.0688744406622721	0.9450895635913262		ENCODE_HepG2_shXRCC5	human	encode	False
RSAD2						ENCODE_HepG2_shXRCC5	human	encode	False
IFI27	IFI27	-0.5850653778833148	-0.4600373406126914	0.6454894183641757		ENCODE_HepG2_shXRCC5	human	encode	False
STAT1	STAT1	0.3399358534845105	2.7029324497067244	0.0068730712746956	0.0364306039232438	ENCODE_HepG2_shXRCC5	human	encode	False
STAT2	STAT2	0.2700535584760462	2.1202997787899958	0.0339807723183278	0.119178018409944	ENCODE_HepG2_shXRCC5	human	encode	False
IRF1	IRF1	-0.0879078979128451	-0.2798187645422871	0.7796165545395963	0.8812709418809554	ENCODE_HepG2_shXRCC5	human	encode	False
IRF3	IRF3	-0.1144640693792143	-0.5814223281588541	0.5609558525842768	0.7380489216148566	ENCODE_HepG2_shXRCC5	human	encode	False
IRF7						ENCODE_HepG2_shXRCC5	human	encode	False
IFNB1						ENCODE_HepG2_shXRCC5	human	encode	False
IFNL1						ENCODE_HepG2_shXRCC5	human	encode	False
CGAS						ENCODE_HepG2_shXRCC5	human	encode	False
STING1	STING1	0.1424937948949884	0.4323444616538168	0.6654910769204964	0.8106184908361158	ENCODE_HepG2_shXRCC5	human	encode	False
TBK1	TBK1	0.4722327333154703	2.916578409785961	0.0035389375956416	0.0221721893667655	ENCODE_HepG2_shXRCC5	human	encode	False
DDX58	RIGI	0.6521758341240802	3.554667183594096	0.0003784578181472	0.0037965527002811	ENCODE_HepG2_shXRCC5	human	encode	False
IFIH1	IFIH1	0.2670238534596555	1.2166385647685196	0.2237417630307694	0.4222253102605195	ENCODE_HepG2_shXRCC5	human	encode	False
MAVS	MAVS	-0.2275297092129415	-2.06510621047858	0.0389129519361209	0.1313966493627761	ENCODE_HepG2_shXRCC5	human	encode	False
B2M	B2M	0.0344731077571049	0.310870439922948	0.7558991173398141	0.8688141450941781	ENCODE_HepG2_shXRCC5	human	encode	False
TAP1	TAP1	0.1564494693913666	0.8569140770078245	0.3914923724024445	0.5954687717319492	ENCODE_HepG2_shXRCC5	human	encode	False
TAP2	TAP2	0.2064637752335355	1.2475005380459736	0.2122140230789719	0.4090807280088727	ENCODE_HepG2_shXRCC5	human	encode	False
TAPBP	TAPBP	-0.0250429085912635	-0.196342751882094	0.8443419013857467	0.9199340954870208	ENCODE_HepG2_shXRCC5	human	encode	False
PSMB8	PSMB8	-0.1332174696978784	-0.7202213019540655	0.4713887502433832	0.6667894271188943	ENCODE_HepG2_shXRCC5	human	encode	False
PSMB9	PSMB9	0.745948845238833	1.776041225429534	0.0757261224700887	0.2090624022730588	ENCODE_HepG2_shXRCC5	human	encode	False
NLRC5	NLRC5	0.3990965698179307	1.4825527226736686	0.1381932860186133	0.3090950256132965	ENCODE_HepG2_shXRCC5	human	encode	False
HLA-A	HLA-A	-0.5108156355146865	-3.982320765234476	6.824558787576563e-05	0.0009418360168696	ENCODE_HepG2_shXRCC5	human	encode	False
HLA-B	HLA-B	-0.7742102279607113	-4.766379824360394	1.875655191222283e-06	4.20817388153558e-05	ENCODE_HepG2_shXRCC5	human	encode	False
HLA-C	HLA-C	-0.7322677148864462	-4.500269912272001	6.786723071748826e-06	0.0001302013368924	ENCODE_HepG2_shXRCC5	human	encode	False
XRCC5	XRCC5	0.2018089269289379	1.781892935961659	0.0747666927225809	0.2091251862005048	ENCODE_HepG2_shXRCC6	human	encode	False
