set	gene	in_table	histone_in_reactome_nhej	log2_high_over_low	p	q	fdr05	lower_in_cldn4_low	higher_in_cldn4_low	supports_nhej_down_q05	supports_sting_ifn_up_q05
sting_union_ifn	SOD2	True	False	0.1	0.415	0.657	False	True	False	False	False
sting_union_ifn	SP110	True	False	0.09	0.321	0.576	False	True	False	False	False
sting_union_ifn	SPPL2A	True	False	-0.06	0.389	0.636	False	False	True	False	False
sting_union_ifn	SRI	True	False	0.22	0.0005797	0.0163	True	True	False	True	False
sting_union_ifn	SSPN	True	False	0.06	0.601	0.795	False	True	False	False	False
sting_union_ifn	ST3GAL5	True	False	-0.08	0.419	0.66	False	False	True	False	False
sting_union_ifn	ST8SIA4	True	False	-0.2	0.107	0.318	False	False	True	False	False
sting_union_ifn	STAT1	True	False	-0.15	0.155	0.392	False	False	True	False	False
sting_union_ifn	STAT2	True	False	-0.03	0.611	0.802	False	False	True	False	False
sting_union_ifn	STAT3	True	False	-0.06	0.357	0.61	False	False	True	False	False
sting_union_ifn	STAT4	True	False	-0.41	0.0164	0.112	False	False	True	False	False
sting_union_ifn	STAT6	True	False	0.12	0.0654	0.244	False	True	False	False	False
sting_union_ifn	STING1	True	False	0.37	0.004477	0.0532	False	True	False	False	False
sting_union_ifn	TAP1	True	False	0.03	0.847	0.929	False	True	False	False	False
sting_union_ifn	TAPBP	True	False	0.05	0.598	0.793	False	True	False	False	False
sting_union_ifn	TBK1	True	False	-0.13	0.0154	0.108	False	False	True	False	False
sting_union_ifn	TDRD7	True	False	0.02	0.856	0.935	False	True	False	False	False
sting_union_ifn	TENT5A	True	False	-0.28	0.004196	0.0513	False	False	True	False	False
sting_union_ifn	TMEM140	True	False	-0.04	0.541	0.753	False	False	True	False	False
sting_union_ifn	TMT1B	False									
sting_union_ifn	TNFAIP2	True	False	0.38	0.009208	0.0801	False	True	False	False	False
sting_union_ifn	TNFAIP3	True	False	-0.05	0.681	0.843	False	False	True	False	False
sting_union_ifn	TNFAIP6	True	False	0.06	0.765	0.887	False	True	False	False	False
sting_union_ifn	TNFSF10	True	False	0.43	0.0121	0.0936	False	True	False	False	False
sting_union_ifn	TOR1B	True	False	-0.06	0.327	0.582	False	False	True	False	False
sting_union_ifn	TRAFD1	True	False	-0.08	0.117	0.337	False	False	True	False	False
sting_union_ifn	TREX1	True	False	0.22	0.0123	0.0945	False	True	False	False	False
sting_union_ifn	TRIM14	True	False	-0.11	0.273	0.533	False	False	True	False	False
sting_union_ifn	TRIM21	True	False	0.11	0.222	0.477	False	True	False	False	False
sting_union_ifn	TRIM25	True	False	-0.2	0.0008411	0.0204	True	False	True	False	True
sting_union_ifn	TRIM26	True	False	-0.02	0.695	0.85	False	False	True	False	False
sting_union_ifn	TRIM5	True	False	-0.06	0.403	0.648	False	False	True	False	False
sting_union_ifn	TXNIP	True	False	0.17	0.105	0.314	False	True	False	False	False
sting_union_ifn	UBA7	True	False	0.01	0.92	0.963	False	True	False	False	False
sting_union_ifn	UBE2L6	True	False	0.1	0.352	0.605	False	True	False	False	False
sting_union_ifn	UPP1	True	False	0.18	0.196	0.445	False	True	False	False	False
sting_union_ifn	USP18	True	False	0.16	0.238	0.495	False	True	False	False	False
sting_union_ifn	VAMP5	True	False	0.2	0.0566	0.226	False	True	False	False	False
sting_union_ifn	VAMP8	True	False	0.35	1.4e-05	0.001792	True	True	False	True	False
sting_union_ifn	VCAM1	True	False	-0.59	0.002223	0.0358	True	False	True	False	True
sting_union_ifn	WARS1	True	False	-0.23	0.0116	0.0917	False	False	True	False	False
sting_union_ifn	XAF1	True	False	-0.11	0.458	0.693	False	False	True	False	False
sting_union_ifn	XCL1	True	False	0.03	0.874	0.943	False	True	False	False	False
sting_union_ifn	XRCC5	True	False	-0.04	0.488	0.716	False	False	True	False	False
sting_union_ifn	XRCC6	True	False	-0.08	0.144	0.376	False	False	True	False	False
sting_union_ifn	ZBP1	True	False	-0.05	0.835	0.923	False	False	True	False	False
sting_union_ifn	ZNFX1	True	False	-0.01	0.885	0.947	False	False	True	False	False
