uid	accession	gdstype	entrytype	n_samples	platform	taxon	pdat	matched_queries	title	summary
302909691	GSM2909691				20301	Homo sapiens		ici_pneumonitis	P1120715H08 [PBMCs_RNA-seq]	PBMCs_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909692	GSM2909692				16791	Homo sapiens		ici_pneumonitis	P1011116H08 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909693	GSM2909693				16791	Homo sapiens		ici_pneumonitis	P1021516H08 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909694	GSM2909694				16791	Homo sapiens		ici_pneumonitis	P1030315H08 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909695	GSM2909695				16791	Homo sapiens		ici_pneumonitis	P1031015H08 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909696	GSM2909696				16791	Homo sapiens		ici_pneumonitis	P1031416H08 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909697	GSM2909697				16791	Homo sapiens		ici_pneumonitis	P1031715H08 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909698	GSM2909698				16791	Homo sapiens		ici_pneumonitis	P1032315H08 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909699	GSM2909699				16791	Homo sapiens		ici_pneumonitis	P1033015H08 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909700	GSM2909700				16791	Homo sapiens		ici_pneumonitis	P1040615H08 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909701	GSM2909701				16791	Homo sapiens		ici_pneumonitis	P1041315H08 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909702	GSM2909702				16791	Homo sapiens		ici_pneumonitis	P1042015H08 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909703	GSM2909703				16791	Homo sapiens		ici_pneumonitis	P1042715H08 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909704	GSM2909704				16791	Homo sapiens		ici_pneumonitis	P1050415H08 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909705	GSM2909705				16791	Homo sapiens		ici_pneumonitis	P1051115H08 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909706	GSM2909706				16791	Homo sapiens		ici_pneumonitis	P1051815H08 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909707	GSM2909707				16791	Homo sapiens		ici_pneumonitis	P1052515H07 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909708	GSM2909708				16791	Homo sapiens		ici_pneumonitis	P1052515H08 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909709	GSM2909709				16791	Homo sapiens		ici_pneumonitis	P1052515H09 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909710	GSM2909710				16791	Homo sapiens		ici_pneumonitis	P1052515H10 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909711	GSM2909711				16791	Homo sapiens		ici_pneumonitis	P1052515H11 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909712	GSM2909712				16791	Homo sapiens		ici_pneumonitis	P1052515H12 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909713	GSM2909713				16791	Homo sapiens		ici_pneumonitis	P1052515H13 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909714	GSM2909714				16791	Homo sapiens		ici_pneumonitis	P1052515H14 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909715	GSM2909715				16791	Homo sapiens		ici_pneumonitis	P1052515H15 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909716	GSM2909716				16791	Homo sapiens		ici_pneumonitis	P1052515H16 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909717	GSM2909717				16791	Homo sapiens		ici_pneumonitis	P1052515H17 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909718	GSM2909718				16791	Homo sapiens		ici_pneumonitis	P1052515H18 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909719	GSM2909719				16791	Homo sapiens		ici_pneumonitis	P1052515H19 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909720	GSM2909720				16791	Homo sapiens		ici_pneumonitis	P1052515H20 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909721	GSM2909721				16791	Homo sapiens		ici_pneumonitis	P1052515H21 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909722	GSM2909722				16791	Homo sapiens		ici_pneumonitis	P1052515H22 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909723	GSM2909723				16791	Homo sapiens		ici_pneumonitis	P1052515H23 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909724	GSM2909724				16791	Homo sapiens		ici_pneumonitis	P1052515H24 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909725	GSM2909725				16791	Homo sapiens		ici_pneumonitis	P1052615H01 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909726	GSM2909726				16791	Homo sapiens		ici_pneumonitis	P1052615H02 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909727	GSM2909727				16791	Homo sapiens		ici_pneumonitis	P1052615H03 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909728	GSM2909728				16791	Homo sapiens		ici_pneumonitis	P1052615H04 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909729	GSM2909729				16791	Homo sapiens		ici_pneumonitis	P1052615H05 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909730	GSM2909730				16791	Homo sapiens		ici_pneumonitis	P1052615H06 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909731	GSM2909731				16791	Homo sapiens		ici_pneumonitis	P1052615H07 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909732	GSM2909732				16791	Homo sapiens		ici_pneumonitis	P1052615H08 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909733	GSM2909733				16791	Homo sapiens		ici_pneumonitis	P1060215H08 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909734	GSM2909734				16791	Homo sapiens		ici_pneumonitis	P1060515H08 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909735	GSM2909735				16791	Homo sapiens		ici_pneumonitis	P1060615H08 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909736	GSM2909736				16791	Homo sapiens		ici_pneumonitis	P1060715H07 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909737	GSM2909737				16791	Homo sapiens		ici_pneumonitis	P1060715H08 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909738	GSM2909738				16791	Homo sapiens		ici_pneumonitis	P1060715H09 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909739	GSM2909739				16791	Homo sapiens		ici_pneumonitis	P1060715H10 [saliva EV small RNA-seq]	saliva EV_pre-vaccination respons for pneumococcal vaccine (PPSV23)
302909740	GSM2909740				16791	Homo sapiens		ici_pneumonitis	P1060715H11 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909741	GSM2909741				16791	Homo sapiens		ici_pneumonitis	P1060715H12 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909742	GSM2909742				16791	Homo sapiens		ici_pneumonitis	P1060715H13 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909743	GSM2909743				16791	Homo sapiens		ici_pneumonitis	P1060715H14 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909744	GSM2909744				16791	Homo sapiens		ici_pneumonitis	P1060715H15 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909745	GSM2909745				16791	Homo sapiens		ici_pneumonitis	P1060715H16 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909746	GSM2909746				16791	Homo sapiens		ici_pneumonitis	P1060715H17 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909747	GSM2909747				16791	Homo sapiens		ici_pneumonitis	P1060715H18 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909748	GSM2909748				16791	Homo sapiens		ici_pneumonitis	P1060715H19 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909749	GSM2909749				16791	Homo sapiens		ici_pneumonitis	P1060715H20 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909750	GSM2909750				16791	Homo sapiens		ici_pneumonitis	P1060715H21 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909751	GSM2909751				16791	Homo sapiens		ici_pneumonitis	P1060715H22 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909752	GSM2909752				16791	Homo sapiens		ici_pneumonitis	P1060715H23 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909753	GSM2909753				16791	Homo sapiens		ici_pneumonitis	P1060715H24 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909754	GSM2909754				16791	Homo sapiens		ici_pneumonitis	P1060815H01 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909755	GSM2909755				16791	Homo sapiens		ici_pneumonitis	P1060815H02 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909756	GSM2909756				16791	Homo sapiens		ici_pneumonitis	P1060815H03 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909757	GSM2909757				16791	Homo sapiens		ici_pneumonitis	P1060815H04 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909758	GSM2909758				16791	Homo sapiens		ici_pneumonitis	P1060815H05 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909759	GSM2909759				16791	Homo sapiens		ici_pneumonitis	P1060815H06 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909760	GSM2909760				16791	Homo sapiens		ici_pneumonitis	P1060815H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909761	GSM2909761				16791	Homo sapiens		ici_pneumonitis	P1060915H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909762	GSM2909762				16791	Homo sapiens		ici_pneumonitis	P1061015H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909763	GSM2909763				16791	Homo sapiens		ici_pneumonitis	P1061115H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909764	GSM2909764				16791	Homo sapiens		ici_pneumonitis	P1061215H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909765	GSM2909765				16791	Homo sapiens		ici_pneumonitis	P1061315H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909766	GSM2909766				16791	Homo sapiens		ici_pneumonitis	P1061415H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909767	GSM2909767				16791	Homo sapiens		ici_pneumonitis	P1061515H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909768	GSM2909768				16791	Homo sapiens		ici_pneumonitis	P1061615H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909769	GSM2909769				16791	Homo sapiens		ici_pneumonitis	P1061715H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909770	GSM2909770				16791	Homo sapiens		ici_pneumonitis	P1061815H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909771	GSM2909771				16791	Homo sapiens		ici_pneumonitis	P1061915H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909772	GSM2909772				16791	Homo sapiens		ici_pneumonitis	P1062015H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909773	GSM2909773				16791	Homo sapiens		ici_pneumonitis	P1062115H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909774	GSM2909774				16791	Homo sapiens		ici_pneumonitis	P1062215H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909775	GSM2909775				16791	Homo sapiens		ici_pneumonitis	P1062315H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909776	GSM2909776				16791	Homo sapiens		ici_pneumonitis	P1062415H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909777	GSM2909777				16791	Homo sapiens		ici_pneumonitis	P1062615H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909778	GSM2909778				16791	Homo sapiens		ici_pneumonitis	P1062715H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909779	GSM2909779				16791	Homo sapiens		ici_pneumonitis	P1062815H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909780	GSM2909780				16791	Homo sapiens		ici_pneumonitis	P1062915H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909781	GSM2909781				16791	Homo sapiens		ici_pneumonitis	P1063015H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909782	GSM2909782				16791	Homo sapiens		ici_pneumonitis	P1070115H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909783	GSM2909783				16791	Homo sapiens		ici_pneumonitis	P1070215H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909784	GSM2909784				16791	Homo sapiens		ici_pneumonitis	P1070315H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909785	GSM2909785				16791	Homo sapiens		ici_pneumonitis	P1070415H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909786	GSM2909786				16791	Homo sapiens		ici_pneumonitis	P1070515H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909787	GSM2909787				16791	Homo sapiens		ici_pneumonitis	P1070615H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909788	GSM2909788				16791	Homo sapiens		ici_pneumonitis	P1070715H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909789	GSM2909789				16791	Homo sapiens		ici_pneumonitis	P1071315H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909790	GSM2909790				16791	Homo sapiens		ici_pneumonitis	P1072015H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909791	GSM2909791				16791	Homo sapiens		ici_pneumonitis	P1081015H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909792	GSM2909792				16791	Homo sapiens		ici_pneumonitis	P1091415H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909793	GSM2909793				16791	Homo sapiens		ici_pneumonitis	P1101215H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909794	GSM2909794				16791	Homo sapiens		ici_pneumonitis	P1110915H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
302909795	GSM2909795				16791	Homo sapiens		ici_pneumonitis	P1120715H08 [saliva EV small RNA-seq]	saliva EV_post-vaccination respons for pneumococcal vaccine (PPSV23)
304288826	GSM4288826				20301	Homo sapiens		ici_colitis	+CPI colitis C1 sample CD3 RNA-seq	Colon pinch biopsy
304288827	GSM4288827				20301	Homo sapiens		ici_colitis	+CPI colitis C2 sample CD3 RNA-seq	Colon pinch biopsy
304288828	GSM4288828				20301	Homo sapiens		ici_colitis	+CPI colitis C3 sample CD3 RNA-seq	Colon pinch biopsy
304288829	GSM4288829				20301	Homo sapiens		ici_colitis	+CPI colitis C4 sample CD3 RNA-seq	Colon pinch biopsy
304288830	GSM4288830				20301	Homo sapiens		ici_colitis	+CPI colitis C5 sample CD3 RNA-seq	Colon pinch biopsy
304288831	GSM4288831				20301	Homo sapiens		ici_colitis	+CPI colitis C6 sample CD3 RNA-seq	Colon pinch biopsy
304288832	GSM4288832				20301	Homo sapiens		ici_colitis	+CPI colitis C7 sample CD3 RNA-seq	Colon pinch biopsy
304288833	GSM4288833				20301	Homo sapiens		ici_colitis	+CPI colitis C8 sample CD3 RNA-seq	Colon pinch biopsy
304288834	GSM4288834				20301	Homo sapiens		ici_colitis	+CPI no colitis NC1 sample CD3 RNA-seq	Colon pinch biopsy
304288835	GSM4288835				20301	Homo sapiens		ici_colitis	+CPI no colitis NC2 sample CD3 RNA-seq	Colon pinch biopsy
304288836	GSM4288836				20301	Homo sapiens		ici_colitis	+CPI no colitis NC3 sample CD3 RNA-seq	Colon pinch biopsy
304288837	GSM4288837				20301	Homo sapiens		ici_colitis	+CPI no colitis NC4 sample CD3 RNA-seq	Colon pinch biopsy
304288838	GSM4288838				20301	Homo sapiens		ici_colitis	+CPI no colitis NC5 sample CD3 RNA-seq	Colon pinch biopsy
304288839	GSM4288839				20301	Homo sapiens		ici_colitis	+CPI no colitis NC6 sample CD3 RNA-seq	Colon pinch biopsy
304288848	GSM4288848				16791	Homo sapiens		ici_colitis	+CPI colitis C1 sample CD45 RNA-seq	Colon pinch biopsy
304288849	GSM4288849				16791	Homo sapiens		ici_colitis	+CPI colitis C2 sample CD45 RNA-seq	Colon pinch biopsy
304288850	GSM4288850				20301	Homo sapiens		ici_colitis	+CPI colitis C3 sample CD45 RNA-seq	Colon pinch biopsy
304288851	GSM4288851				20301	Homo sapiens		ici_colitis	+CPI colitis C4 sample CD45 RNA-seq	Colon pinch biopsy
304288852	GSM4288852				20301	Homo sapiens		ici_colitis	+CPI colitis C5 sample CD45 RNA-seq	Colon pinch biopsy
304288853	GSM4288853				20301	Homo sapiens		ici_colitis	+CPI colitis C6 sample CD45 RNA-seq	Colon pinch biopsy
304288854	GSM4288854				20301	Homo sapiens		ici_colitis	+CPI no colitis NC1 sample CD45 RNA-seq	Colon pinch biopsy
304288855	GSM4288855				20301	Homo sapiens		ici_colitis	+CPI no colitis NC2 sample CD45 RNA-seq	Colon pinch biopsy
304288856	GSM4288856				20301	Homo sapiens		ici_colitis	+CPI no colitis NC3 sample CD45 RNA-seq	Colon pinch biopsy
304288857	GSM4288857				20301	Homo sapiens		ici_colitis	+CPI no colitis NC4 sample CD45 RNA-seq	Colon pinch biopsy
304288858	GSM4288858				20301	Homo sapiens		ici_colitis	+CPI no colitis NC6 sample CD45 RNA-seq	Colon pinch biopsy
304288864	GSM4288864				15520	Homo sapiens		ici_colitis	+CPI colitis C1 sample CD3 TCR sequencing	Colon pinch biopsy
304288865	GSM4288865				16791	Homo sapiens		ici_colitis	+CPI colitis C2 sample CD3 TCR sequencing	Colon pinch biopsy
304288866	GSM4288866				20301	Homo sapiens		ici_colitis	+CPI colitis C3 sample CD3 TCR sequencing	Colon pinch biopsy
304288867	GSM4288867				20301	Homo sapiens		ici_colitis	+CPI colitis C4 sample CD3 TCR sequencing	Colon pinch biopsy
304288868	GSM4288868				20301	Homo sapiens		ici_colitis	+CPI colitis C5 sample CD3 TCR sequencing	Colon pinch biopsy
304288869	GSM4288869				20301	Homo sapiens		ici_colitis	+CPI colitis C6 sample CD3 TCR sequencing	Colon pinch biopsy
304288870	GSM4288870				20301	Homo sapiens		ici_colitis	+CPI colitis C7 sample CD3 TCR sequencing	Colon pinch biopsy
304288871	GSM4288871				20301	Homo sapiens		ici_colitis	+CPI colitis C8 sample CD3 TCR sequencing	Colon pinch biopsy
304288872	GSM4288872				15520	Homo sapiens		ici_colitis	+CPI no colitis NC1 sample CD3 TCR sequencing	Colon pinch biopsy
304288873	GSM4288873				20301	Homo sapiens		ici_colitis	+CPI no colitis NC2 sample CD3 TCR sequencing	Colon pinch biopsy
304288874	GSM4288874				20301	Homo sapiens		ici_colitis	+CPI no colitis NC3 sample CD3 TCR sequencing	Colon pinch biopsy
304288875	GSM4288875				20301	Homo sapiens		ici_colitis	+CPI no colitis NC4 sample CD3 TCR sequencing	Colon pinch biopsy
304288876	GSM4288876				20301	Homo sapiens		ici_colitis	+CPI no colitis NC5 sample CD3 TCR sequencing	Colon pinch biopsy
304288877	GSM4288877				20301	Homo sapiens		ici_colitis	+CPI no colitis NC6 sample CD3 TCR sequencing	Colon pinch biopsy
304560096	GSM4560096				15520	Homo sapiens		ici_colitis	+CPI colitis C1 sample CD3 gd TCR sequencing	Colon pinch biopsy
304560097	GSM4560097				20301	Homo sapiens		ici_colitis	+CPI colitis C3 sample CD3 gd TCR sequencing	Colon pinch biopsy
304560098	GSM4560098				20301	Homo sapiens		ici_colitis	+CPI colitis C4 sample CD3 gd TCR sequencing	Colon pinch biopsy
304560099	GSM4560099				20301	Homo sapiens		ici_colitis	+CPI colitis C5 sample CD3 gd TCR sequencing	Colon pinch biopsy
304560100	GSM4560100				20301	Homo sapiens		ici_colitis	+CPI colitis C6 sample CD3 gd TCR sequencing	Colon pinch biopsy
304560101	GSM4560101				20301	Homo sapiens		ici_colitis	+CPI colitis C7 sample CD3 gd TCR sequencing	Colon pinch biopsy
304560102	GSM4560102				20301	Homo sapiens		ici_colitis	+CPI colitis C8 sample CD3 gd TCR sequencing	Colon pinch biopsy
304560103	GSM4560103				20301	Homo sapiens		ici_colitis	+CPI no colitis NC1 sample CD3 gd TCR sequencing	Colon pinch biopsy
304560104	GSM4560104				20301	Homo sapiens		ici_colitis	+CPI no colitis NC2 sample CD3 gd TCR sequencing	Colon pinch biopsy
304560105	GSM4560105				20301	Homo sapiens		ici_colitis	+CPI no colitis NC3 sample CD3 gd TCR sequencing	Colon pinch biopsy
304560106	GSM4560106				20301	Homo sapiens		ici_colitis	+CPI no colitis NC4 sample CD3 gd TCR sequencing	Colon pinch biopsy
304560107	GSM4560107				20301	Homo sapiens		ici_colitis	+CPI no colitis NC5 sample CD3 gd TCR sequencing	Colon pinch biopsy
304560108	GSM4560108				20301	Homo sapiens		ici_colitis	+CPI no colitis NC6 sample CD3 gd TCR sequencing	Colon pinch biopsy
305695828	GSM5695828				18573	Homo sapiens		ici_colitis	GI Biobank Corona Recovery 17 (GI 6266)	Colon tissue
305695829	GSM5695829				18573	Homo sapiens		ici_colitis	GI Biobank Corona Recovery 15 (GI 6264)	Colon tissue
305695830	GSM5695830				18573	Homo sapiens		ici_colitis	PRISE 31	Colon tissue
305695831	GSM5695831				18573	Homo sapiens		ici_colitis	PRISE 14	Colon tissue
305695832	GSM5695832				18573	Homo sapiens		ici_colitis	GI 6275	Colon tissue
305695833	GSM5695833				18573	Homo sapiens		ici_colitis	PRISE 23	Colon tissue
305695834	GSM5695834				18573	Homo sapiens		ici_colitis	GI 6967_B8	Colon tissue
305695835	GSM5695835				18573	Homo sapiens		ici_colitis	GI 6967_B9	Colon tissue
305695836	GSM5695836				18573	Homo sapiens		ici_colitis	GI 6278	Colon tissue
305695838	GSM5695838				18573	Homo sapiens		ici_colitis	GI 6658	Colon tissue
305695839	GSM5695839				18573	Homo sapiens		ici_colitis	GI 4980	Colon tissue
305695840	GSM5695840				18573	Homo sapiens		ici_colitis	BB4652	Colon tissue
305695841	GSM5695841				18573	Homo sapiens		ici_colitis	GI 6274	Colon tissue
305695842	GSM5695842				18573	Homo sapiens		ici_colitis	GI 3667 (#1)	Colon tissue
305706743	GSM5706743				18573	Homo sapiens		ici_colitis	GI3031 (SA)	GI3031 (SA)
305706744	GSM5706744				18573	Homo sapiens		ici_colitis	GI3060 (SB)	GI3060 (SB)
305706745	GSM5706745				18573	Homo sapiens		ici_colitis	GI3126 (SC)	GI3126 (SC)
305706746	GSM5706746				18573	Homo sapiens		ici_colitis	GI3236 (SD)	GI3236 (SD)
305706747	GSM5706747				24676	Homo sapiens		ici_colitis	IBD3736NI	IBD3736NI
305706748	GSM5706748				24676	Homo sapiens		ici_colitis	IBD3736_I	IBD3736_I
305706749	GSM5706749				24676	Homo sapiens		ici_colitis	IBD3552_NI	IBD3552_NI
305706750	GSM5706750				24676	Homo sapiens		ici_colitis	IBD3552_I	IBD3552_I
305706751	GSM5706751				24676	Homo sapiens		ici_colitis	IBD2368_NI	IBD2368_NI
305706752	GSM5706752				24676	Homo sapiens		ici_colitis	IBD2368_I	IBD2368_I
305706753	GSM5706753				24676	Homo sapiens		ici_colitis	IBD2218_NI	IBD2218_NI
305706754	GSM5706754				24676	Homo sapiens		ici_colitis	IBD2218_I	IBD2218_I
305725743	GSM5725743				24676	Homo sapiens		ici_colitis	Pool57_EPI_GEX	Colonic tissue
305725744	GSM5725744				24676	Homo sapiens		ici_colitis	Pool57_EPI_ADT	Colonic tissue
305725753	GSM5725753				24676	Homo sapiens		ici_colitis	Pool58_Stromal_GEX	Colonic tissue
