nhood	n_cells	n_tnk	n_malig	frac_tnk	frac_malig	cldn4_all_mean	cldn4_malig_mean	dominant_lineage	n_samples_present	n_cells_cldn4	spearman_rho	p	testable	BH_FDR	SpatialFDR	recist_logFC_NR_minus_R	recist_t	recist_p	recist_testable	recist_BH_FDR	recist_SpatialFDR	recist_n_R	recist_n_NR
2619	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			0	1
2620	31	31	0	1.0	0.0	0.04669022932648659		T/NK cells	1	31			False						False			0	1
2621	31	30	0	0.967741935483871	0.0	0.10893837362527847		T/NK cells	1	31			False						False			0	1
2622	31	2	27	0.06451612903225806	0.8709677419354839	0.23185136914253235	0.17215795814990997	Epithelial cells	2	31			False						False			0	2
2623	31	1	30	0.03225806451612903	0.967741935483871	0.17981211841106415	0.18580585718154907	Epithelial cells	3	31			False						False			0	2
2624	31	0	0	0.0	0.0	0.075293630361557		Myeloid cells	1	31			False						False			0	1
2625	31	31	0	1.0	0.0	0.04922560229897499		T/NK cells	1	31			False						False			0	1
2626	31	31	0	1.0	0.0	0.0426526702940464		T/NK cells	1	31			False						False			0	1
2627	31	0	0	0.0	0.0	0.02701898291707039		Myeloid cells	2	31			False						False			0	2
2628	31	0	0	0.0	0.0	0.056357961148023605		Myeloid cells	1	31			False						False			0	1
2629	31	0	0	0.0	0.0	0.04831019043922424		Myeloid cells	5	31	-0.7999999999999999	0.10408803866182788	True	0.9648089924796812	0.9367491602290554				False			1	2
2630	31	0	27	0.0	0.8709677419354839	1.0344918966293335	1.1249785423278809	Epithelial cells	1	31			False						False			0	1
2631	31	0	31	0.0	1.0	1.373686671257019	1.373686671257019	Epithelial cells	1	31			False						False			0	1
2632	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
2633	31	31	0	1.0	0.0	0.0		T/NK cells	3	31			False						False			0	2
2634	31	31	0	1.0	0.0	0.04151626303792		T/NK cells	1	31			False						False			0	1
2635	31	0	0	0.0	0.0	0.0		Myeloid cells	2	31			False						False			0	2
2636	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2637	31	0	31	0.0	1.0	0.19328926503658295	0.19328926503658295	Epithelial cells	2	31			False						False			0	2
2638	31	0	31	0.0	1.0	0.12097929418087006	0.12097929418087006	Epithelial cells	3	31			False						False			1	2
2639	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
2640	31	0	31	0.0	1.0	1.4129661321640015	1.4129661321640015	Epithelial cells	1	31			False						False			0	1
2641	31	0	31	0.0	1.0	1.297970175743103	1.297970175743103	Epithelial cells	1	31			False						False			0	1
2642	31	0	0	0.0	0.0	0.035559989511966705		Myeloid cells	1	31			False						False			0	1
2643	31	0	31	0.0	1.0	1.3077459335327148	1.3077459335327148	Epithelial cells	1	31			False						False			0	1
2644	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			0	1
2645	31	0	0	0.0	0.0	0.04831019043922424		Myeloid cells	1	31			False						False			0	1
2646	31	0	0	0.0	0.0	0.0		Myeloid cells	2	31			False						False			0	2
2647	31	0	31	0.0	1.0	1.310859203338623	1.310859203338623	Epithelial cells	1	31			False						False			0	1
2648	31	0	0	0.0	0.0	0.034384340047836304		Myeloid cells	2	31			False						False			0	2
2649	31	0	31	0.0	1.0	0.20353354513645172	0.20353354513645172	Epithelial cells	2	31			False						False			0	2
2650	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			0	1
2651	31	31	0	1.0	0.0	0.0426526702940464		T/NK cells	1	31			False						False			0	1
2652	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			0	1
2653	31	0	0	0.0	0.0	0.04831019043922424		Myeloid cells	3	31			False						False			1	1
2654	31	31	0	1.0	0.0	0.0426526702940464		T/NK cells	1	31			False						False			0	1
2655	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
2656	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
2657	31	1	0	0.03225806451612903	0.0	0.0		Myeloid cells	1	31			False						False			0	1
2658	31	0	0	0.0	0.0	0.050499625504016876		B/Plasma cells	1	31			False						False			0	1
2659	31	0	0	0.0	0.0	0.030077360570430756		Myeloid cells	1	31			False						False			0	1
2660	31	31	0	1.0	0.0	0.05720167234539986		T/NK cells	1	31			False						False			0	1
2661	31	0	31	0.0	1.0	1.4624061584472656	1.4624061584472656	Epithelial cells	1	31			False						False			0	1
2662	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
2663	31	0	31	0.0	1.0	0.25822871923446655	0.25822871923446655	Epithelial cells	3	31			False						False			0	3
2664	31	0	31	0.0	1.0	1.615617036819458	1.615617036819458	Epithelial cells	1	31			False						False			0	1
2665	31	0	31	0.0	1.0	1.4349766969680786	1.4349766969680786	Epithelial cells	1	31			False						False			0	1
2666	31	0	1	0.0	0.03225806451612903	0.0	0.0	Myeloid cells	2	31			False						False			0	2
2667	31	31	0	1.0	0.0	0.04922560229897499		T/NK cells	1	31			False						False			0	1
2668	31	0	0	0.0	0.0	0.0		Myeloid cells	3	31			False						False			1	2
2669	31	0	0	0.0	0.0	0.06009988114237785		B/Plasma cells	1	31			False						False			0	1
2670	31	0	0	0.0	0.0	0.08227021992206573		B/Plasma cells	1	31			False						False			0	1
2671	31	3	11	0.0967741935483871	0.3548387096774194	0.0	0.0	Epithelial cells	1	31			False						False			0	1
2672	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2673	31	0	0	0.0	0.0	0.12954336404800415		B/Plasma cells	1	31			False						False			0	1
2674	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2675	31	0	0	0.0	0.0	0.06261695176362991		B/Plasma cells	1	31			False						False			0	1
2676	31	0	0	0.0	0.0	0.12954336404800415		B/Plasma cells	1	31			False						False			0	1
2677	31	31	0	1.0	0.0	0.0711086243391037		T/NK cells	1	31			False						False			0	1
2678	31	29	1	0.9354838709677419	0.03225806451612903	0.0	0.0	T/NK cells	4	31			False						False			0	2
2679	31	17	9	0.5483870967741935	0.2903225806451613	0.5209977626800537	1.4792431592941284	T/NK cells	10	31	-0.18787878787878787	0.6032176100292089	True	0.9648089924796812	0.9551469332637158	2.9523789745057822	1.795151783514606	0.10358244395799783	True	0.8765590005563071	0.8627249725341338	2	6
2680	31	0	0	0.0	0.0	0.08703050017356873		B/Plasma cells	1	31			False						False			0	1
2681	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2682	31	0	0	0.0	0.0	0.0		B/Plasma cells	4	31			False						False			0	2
2683	31	0	0	0.0	0.0	0.010825997218489647		Myeloid cells	2	31			False						False			0	2
2684	31	0	0	0.0	0.0	0.051620062440633774		B/Plasma cells	1	31			False						False			0	1
2685	31	31	0	1.0	0.0	0.0		T/NK cells	2	31			False						False			0	2
2686	31	0	31	0.0	1.0	1.398159384727478	1.398159384727478	Epithelial cells	1	31			False						False			0	1
2687	31	15	11	0.4838709677419355	0.3548387096774194	0.0	0.0	Epithelial cells	3	31			False						False			0	3
2688	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
2689	31	0	0	0.0	0.0	0.0		Endothelial cells	3	31			False						False			0	2
2690	31	0	5	0.0	0.16129032258064516	0.02106490544974804	0.0	Epithelial cells	2	31			False						False			0	1
2691	31	2	14	0.06451612903225806	0.45161290322580644	0.5062748193740845	0.9183411598205566	Epithelial cells	6	31	0.14285714285714288	0.7871720116618076	True	0.9648089924796812	0.9624091664254047				False			1	4
2692	31	31	0	1.0	0.0	0.0426526702940464		T/NK cells	1	31			False						False			0	1
2693	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	4	31			False						False			1	2
2694	31	0	0	0.0	0.0	0.04275713115930557		B/Plasma cells	1	31			False						False			0	1
2695	31	0	0	0.0	0.0	0.01179847214370966		Fibroblasts	4	31			False						False			0	1
2696	31	31	0	1.0	0.0	0.06570586562156677		T/NK cells	1	31			False						False			0	1
2697	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2698	31	4	11	0.12903225806451613	0.3548387096774194	0.0	0.0	Epithelial cells	2	31			False						False			0	2
2699	31	1	0	0.03225806451612903	0.0	0.058984480798244476		Myeloid cells	4	31			False						False			1	1
2700	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2701	31	0	6	0.0	0.1935483870967742	0.0	0.0	Epithelial cells	1	31			False						False			0	1
2702	31	31	0	1.0	0.0	0.0		T/NK cells	2	31			False						False			0	1
2703	31	5	0	0.16129032258064516	0.0	0.0		B/Plasma cells	3	31			False						False			0	2
2704	31	0	0	0.0	0.0	0.013317150995135307		Myeloid cells	1	31			False						False			0	1
2705	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2706	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2707	31	29	1	0.9354838709677419	0.03225806451612903	0.0	0.0	T/NK cells	3	31			False						False			0	2
2708	31	0	0	0.0	0.0	0.07792329788208008		B/Plasma cells	1	31			False						False			0	1
2709	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
2710	31	0	0	0.0	0.0	0.04650328308343887		B/Plasma cells	1	31			False						False			0	1
2711	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
2712	31	20	1	0.6451612903225806	0.03225806451612903	0.0	0.0	T/NK cells	4	31			False						False			1	2
2713	31	0	1	0.0	0.03225806451612903	0.0	0.0	Epithelial cells	2	31			False						False			0	2
2714	31	0	0	0.0	0.0	0.015074578113853931		Myeloid cells	7	31	-0.8214285714285715	0.0234488083456915	True	0.8411866530412216	0.8986669249960799				False			1	3
2715	31	1	8	0.03225806451612903	0.25806451612903225	0.0	0.0	Epithelial cells	2	31			False						False			0	2
2716	31	15	0	0.4838709677419355	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2717	31	31	0	1.0	0.0	0.05859171599149704		T/NK cells	3	31			False						False			0	2
2718	31	0	0	0.0	0.0	0.0		Endothelial cells	5	31	-0.3	0.623837664781073	True	0.9648089924796812	0.9551469332637158				False			0	3
2719	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
2720	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
2721	31	0	0	0.0	0.0	0.038170475512742996		B/Plasma cells	7	31	0.07142857142857144	0.879048193148154	True	0.9648089924796812	0.9624091664254047				False			1	3
2722	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2723	31	0	0	0.0	0.0	0.02123447321355343		B/Plasma cells	1	31			False						False			0	1
2724	31	27	1	0.8709677419354839	0.03225806451612903	0.0	0.0	T/NK cells	4	31			False						False			1	2
2725	31	0	0	0.0	0.0	0.033630479127168655		Myeloid cells	3	31			False						False			1	2
2726	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
2727	31	0	0	0.0	0.0	0.048274651169776917		Myeloid cells	2	31			False						False			0	2
2728	31	0	0	0.0	0.0	0.013317150995135307		Myeloid cells	5	31	-0.6	0.28475697986529386	True	0.9648089924796812	0.9367491602290554				False			1	2
2729	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2730	31	0	1	0.0	0.03225806451612903	0.06350675970315933	0.0	Fibroblasts	5	31	0.0	1.0	True	1.0	0.9999999999999994				False			0	3
2731	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2732	31	31	0	1.0	0.0	0.0		T/NK cells	3	31			False						False			0	2
2733	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
2734	31	0	0	0.0	0.0	0.07689066231250763		B/Plasma cells	1	31			False						False			0	1
2735	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2736	31	0	0	0.0	0.0	0.03746475651860237		Fibroblasts	1	31			False						False			0	1
2737	31	0	0	0.0	0.0	0.05382606387138367		B/Plasma cells	1	31			False						False			0	1
2738	31	0	0	0.0	0.0	0.047517403960227966		B/Plasma cells	1	31			False						False			0	1
2739	31	0	0	0.0	0.0	0.0		Endothelial cells	6	31	-0.3142857142857143	0.5440932944606415	True	0.9648089924796812	0.9551469332637158				False			1	3
2740	31	31	0	1.0	0.0	0.0719316303730011		T/NK cells	1	31			False						False			0	1
2741	31	0	0	0.0	0.0	0.11133018136024475		Endothelial cells	8	31	-0.3571428571428572	0.38512064355625614	True	0.9648089924796812	0.9367491602290554				False			1	3
2742	31	1	0	0.03225806451612903	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2743	31	31	0	1.0	0.0	0.0		T/NK cells	5	31	-0.39999999999999997	0.5046315754686912	True	0.9648089924796812	0.9551469332637158				False			1	3
2744	31	0	0	0.0	0.0	0.0		Myeloid cells	7	31	-0.10714285714285716	0.8191508555699912	True	0.9648089924796812	0.9624091664254047				False			1	3
2745	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
2746	31	0	0	0.0	0.0	0.02123447321355343		B/Plasma cells	1	31			False						False			0	1
2747	31	14	0	0.45161290322580644	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2748	31	0	0	0.0	0.0	0.029647085815668106		Mast cells	4	31			False						False			0	2
2749	31	0	0	0.0	0.0	0.09437719732522964		B/Plasma cells	1	31			False						False			0	1
2750	31	0	0	0.0	0.0	0.03166655823588371		Fibroblasts	5	31	-0.19999999999999998	0.7470600781046621	True	0.9648089924796812	0.9624091664254047				False			1	3
2751	31	31	0	1.0	0.0	0.0		T/NK cells	3	31			False						False			0	2
2752	31	0	2	0.0	0.06451612903225806	0.01714378222823143	0.0	Epithelial cells	1	31			False						False			0	1
2753	31	0	0	0.0	0.0	0.07142524421215057		B/Plasma cells	1	31			False						False			0	1
2754	31	0	0	0.0	0.0	0.04024939984083176		B/Plasma cells	1	31			False						False			0	1
2755	31	0	0	0.0	0.0	0.0		Myeloid cells	4	31			False						False			1	2
2756	31	31	0	1.0	0.0	0.06411273032426834		T/NK cells	1	31			False						False			0	1
2757	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2758	31	0	0	0.0	0.0	0.03864355757832527		Fibroblasts	2	31			False						False			0	1
2759	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2760	31	0	0	0.0	0.0	0.04275713115930557		B/Plasma cells	1	31			False						False			0	1
2761	31	0	5	0.0	0.16129032258064516	0.02106490544974804	0.0	Epithelial cells	2	31			False						False			0	1
2762	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2763	31	0	0	0.0	0.0	0.036730263382196426		Myeloid cells	5	31	-0.8999999999999998	0.03738607346849874	True	0.8411866530412216	0.8986669249960799				False			1	2
2764	31	19	0	0.6129032258064516	0.0	0.0		T/NK cells	1	31			False						False			0	1
2765	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2766	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
2767	31	31	0	1.0	0.0	0.0374988317489624		T/NK cells	2	31			False						False			0	1
2768	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2769	31	1	3	0.03225806451612903	0.0967741935483871	0.0	0.0	Fibroblasts	5	31	-0.19999999999999998	0.7470600781046621	True	0.9648089924796812	0.9624091664254047				False			0	3
2770	31	0	0	0.0	0.0	0.0		Myeloid cells	3	31			False						False			1	2
2771	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2772	31	0	31	0.0	1.0	1.5292794704437256	1.5292794704437256	Epithelial cells	1	31			False						False			0	1
2773	31	1	11	0.03225806451612903	0.3548387096774194	0.0	0.0	Epithelial cells	2	31			False						False			0	2
2774	31	0	0	0.0	0.0	0.022541450336575508		Myeloid cells	4	31			False						False			0	3
2775	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
2776	31	0	0	0.0	0.0	0.1297876238822937		B/Plasma cells	1	31			False						False			0	1
2777	31	13	10	0.41935483870967744	0.3225806451612903	0.0	0.0	Epithelial cells	2	31			False						False			0	2
2778	31	0	0	0.0	0.0	0.07455524802207947		Myeloid cells	2	31			False						False			0	2
2779	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
2780	31	0	0	0.0	0.0	0.03951309621334076		B/Plasma cells	1	31			False						False			0	1
2781	31	0	0	0.0	0.0	0.06009988114237785		B/Plasma cells	1	31			False						False			0	1
2782	31	0	3	0.0	0.0967741935483871	0.0	0.0	Fibroblasts	4	31			False						False			0	2
2783	31	0	0	0.0	0.0	0.0		Mast cells	4	31			False						False			0	2
2784	31	0	0	0.0	0.0	0.013317150995135307		Myeloid cells	1	31			False						False			0	1
2785	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2786	31	0	0	0.0	0.0	0.0		Fibroblasts	3	31			False						False			0	2
2787	31	0	0	0.0	0.0	0.034938301891088486		B/Plasma cells	3	31			False						False			1	1
2788	31	0	0	0.0	0.0	0.050499625504016876		B/Plasma cells	1	31			False						False			0	1
2789	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
2790	31	0	0	0.0	0.0	0.0		Fibroblasts	5	31	0.0	1.0	True	1.0	0.9999999999999994				False			0	3
2791	31	0	31	0.0	1.0	1.4185720682144165	1.4185720682144165	Epithelial cells	1	31			False						False			0	1
2792	31	0	0	0.0	0.0	0.0		Myeloid cells	6	31	0.4285714285714286	0.3965014577259473	True	0.9648089924796812	0.9367491602290554				False			1	4
2793	31	31	0	1.0	0.0	0.10812119394540787		T/NK cells	3	31			False						False			0	2
2794	31	0	0	0.0	0.0	0.0		Myeloid cells	4	31			False						False			1	2
2795	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2796	31	0	27	0.0	0.8709677419354839	0.4909546673297882	0.3043651580810547	Epithelial cells	3	31			False						False			0	3
2797	31	22	0	0.7096774193548387	0.0	0.0		T/NK cells	1	31			False						False			0	1
2798	31	31	0	1.0	0.0	0.030225805938243866		T/NK cells	3	31			False						False			0	2
2799	31	0	0	0.0	0.0	0.08906281739473343		B/Plasma cells	1	31			False						False			0	1
2800	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			0	1
2801	31	0	0	0.0	0.0	0.058984480798244476		Myeloid cells	3	31			False						False			1	1
2802	31	0	0	0.0	0.0	0.013317150995135307		Myeloid cells	1	31			False						False			0	1
2803	31	31	0	1.0	0.0	0.0426526702940464		T/NK cells	1	31			False						False			0	1
2804	31	0	3	0.0	0.0967741935483871	0.26755139231681824	1.9812976121902466	Myeloid cells	4	31			False			1.1647448239486788	0.647390379309699	0.5305488687577649	True	0.8765590005563071	0.8627249725341338	2	2
2805	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2806	31	30	0	0.967741935483871	0.0	0.0426526702940464		T/NK cells	3	31			False						False			0	2
2807	31	31	0	1.0	0.0	0.05592832341790199		T/NK cells	3	31			False						False			0	2
2808	31	0	0	0.0	0.0	0.12040098756551743		B/Plasma cells	1	31			False						False			0	1
2809	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2810	31	31	0	1.0	0.0	0.0711086243391037		T/NK cells	1	31			False						False			0	1
2811	31	31	0	1.0	0.0	0.08794140070676804		T/NK cells	1	31			False						False			0	1
2812	31	0	0	0.0	0.0	0.08703050017356873		B/Plasma cells	1	31			False						False			0	1
2813	31	4	11	0.12903225806451613	0.3548387096774194	0.0	0.0	Epithelial cells	3	31			False						False			1	2
2814	31	0	0	0.0	0.0	0.0		Fibroblasts	2	31			False						False			0	1
2815	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
2816	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
2817	31	0	0	0.0	0.0	0.015494337305426598		Myeloid cells	5	31	-0.3	0.623837664781073	True	0.9648089924796812	0.9551469332637158				False			1	3
2818	31	31	0	1.0	0.0	0.09724343568086624		T/NK cells	1	31			False						False			0	1
2819	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2820	31	31	0	1.0	0.0	0.10812119394540787		T/NK cells	3	31			False						False			0	2
2821	31	4	11	0.12903225806451613	0.3548387096774194	0.0	0.0	Epithelial cells	2	31			False						False			0	2
2822	31	0	0	0.0	0.0	0.0		Fibroblasts	5	31	0.19999999999999998	0.7470600781046621	True	0.9648089924796812	0.9624091664254047				False			0	2
2823	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2824	31	31	0	1.0	0.0	0.0		T/NK cells	3	31			False						False			0	2
2825	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2826	31	0	0	0.0	0.0	0.011780173517763615		Fibroblasts	3	31			False						False			0	2
2827	31	0	0	0.0	0.0	0.02693963423371315		B/Plasma cells	1	31			False						False			0	1
2828	31	0	0	0.0	0.0	0.01882472075521946		B/Plasma cells	1	31			False						False			0	1
2829	31	3	10	0.0967741935483871	0.3225806451612903	0.06499810516834259	0.07623839378356934	Epithelial cells	7	31	0.5714285714285715	0.18020198891152767	True	0.9648089924796812	0.9367491602290554				False			1	3
2830	31	31	0	1.0	0.0	0.09282843768596649		T/NK cells	1	31			False						False			0	1
2831	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2832	31	0	0	0.0	0.0	0.0		Myeloid cells	4	31			False						False			1	2
2833	31	0	0	0.0	0.0	0.03746475651860237		Fibroblasts	2	31			False						False			0	1
2834	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2835	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
2836	31	0	0	0.0	0.0	0.04602183774113655		B/Plasma cells	1	31			False						False			0	1
2837	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
2838	31	31	0	1.0	0.0	0.0		T/NK cells	3	31			False						False			0	2
2839	31	31	0	1.0	0.0	0.052791595458984375		T/NK cells	2	31			False						False			0	2
2840	31	0	29	0.0	0.9354838709677419	1.165489673614502	1.2150413990020752	Epithelial cells	1	31			False						False			0	1
2841	31	31	0	1.0	0.0	0.0		T/NK cells	4	31			False						False			1	2
2842	31	31	0	1.0	0.0	0.0		T/NK cells	3	31			False						False			1	1
2843	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2844	31	31	0	1.0	0.0	0.0426526702940464		T/NK cells	1	31			False						False			0	1
2845	31	0	0	0.0	0.0	0.015923375263810158		B/Plasma cells	1	31			False						False			0	1
2846	31	18	3	0.5806451612903226	0.0967741935483871	0.0	0.0	T/NK cells	1	31			False						False			0	1
2847	31	0	0	0.0	0.0	0.05382606387138367		B/Plasma cells	1	31			False						False			0	1
2848	31	1	3	0.03225806451612903	0.0967741935483871	0.0	0.0	Fibroblasts	4	31			False						False			0	2
2849	31	0	0	0.0	0.0	0.03511268272995949		B/Plasma cells	1	31			False						False			0	1
2850	31	0	0	0.0	0.0	0.010406623594462872		B/Plasma cells	2	31			False						False			0	1
2851	31	28	1	0.9032258064516129	0.03225806451612903	0.0	0.0	T/NK cells	3	31			False						False			0	2
2852	31	0	0	0.0	0.0	0.0		Fibroblasts	1	31			False						False			0	1
2853	31	0	0	0.0	0.0	0.038502294570207596		B/Plasma cells	1	31			False						False			0	1
2854	31	0	31	0.0	1.0	1.4570122957229614	1.4570122957229614	Epithelial cells	1	31			False						False			0	1
2855	31	0	0	0.0	0.0	0.030650539323687553		B/Plasma cells	1	31			False						False			0	1
2856	31	0	0	0.0	0.0	0.02123447321355343		B/Plasma cells	1	31			False						False			0	1
2857	31	0	0	0.0	0.0	0.026290658861398697		B/Plasma cells	1	31			False						False			0	1
2858	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	2	31			False						False			0	1
2859	31	0	0	0.0	0.0	0.036994826048612595		Fibroblasts	4	31			False						False			0	2
2860	31	4	0	0.12903225806451613	0.0	0.0		Mast cells	5	31	-0.49999999999999994	0.3910022189557703	True	0.9648089924796812	0.9367491602290554				False			0	2
2861	31	0	0	0.0	0.0	0.03516616299748421		B/Plasma cells	1	31			False						False			0	1
2862	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
2863	31	0	0	0.0	0.0	0.03887666389346123		Myeloid cells	5	31	-0.3	0.623837664781073	True	0.9648089924796812	0.9551469332637158				False			1	2
2864	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2865	31	0	0	0.0	0.0	0.06350675970315933		Fibroblasts	3	31			False						False			0	2
2866	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2867	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2868	31	30	0	0.967741935483871	0.0	0.06570586562156677		T/NK cells	3	31			False						False			0	1
2869	31	31	0	1.0	0.0	0.04151626303792		T/NK cells	1	31			False						False			0	1
2870	31	0	0	0.0	0.0	0.06088416278362274		Myeloid cells	3	31			False						False			1	1
2871	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2872	31	0	31	0.0	1.0	1.3602780103683472	1.3602780103683472	Epithelial cells	1	31			False						False			0	1
2873	31	0	0	0.0	0.0	0.03516616299748421		B/Plasma cells	1	31			False						False			0	1
2874	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			0	1
2875	31	0	0	0.0	0.0	0.09043893218040466		B/Plasma cells	1	31			False						False			0	1
2876	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
2877	31	22	0	0.7096774193548387	0.0	0.0		T/NK cells	1	31			False						False			0	1
2878	31	2	27	0.06451612903225806	0.8709677419354839	0.16104698181152344	0.09086404740810394	Epithelial cells	2	31			False						False			0	2
2879	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			0	1
2880	31	31	0	1.0	0.0	0.08893784880638123		T/NK cells	1	31			False						False			0	1
2881	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2882	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2883	31	31	0	1.0	0.0	0.052791595458984375		T/NK cells	3	31			False						False			0	2
2884	31	0	31	0.0	1.0	1.4022531509399414	1.4022531509399414	Epithelial cells	1	31			False						False			0	1
2885	31	0	30	0.0	0.967741935483871	1.3858834505081177	1.4320796728134155	Epithelial cells	1	31			False						False			0	1
2886	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2887	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	1
2888	31	4	0	0.12903225806451613	0.0	0.0		Myeloid cells	4	31			False						False			0	2
2889	31	0	31	0.0	1.0	1.3869006633758545	1.3869006633758545	Epithelial cells	1	31			False						False			0	1
2890	31	0	0	0.0	0.0	0.0861310213804245		B/Plasma cells	2	31			False						False			0	1
2891	31	22	0	0.7096774193548387	0.0	0.0		T/NK cells	6	31	-0.6571428571428573	0.1561749271137024	True	0.9648089924796812	0.9367491602290554				False			1	3
2892	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2893	31	0	0	0.0	0.0	0.0		Myeloid cells	7	31	0.5	0.2531699951003227	True	0.9648089924796812	0.9367491602290554				False			1	3
2894	31	0	0	0.0	0.0	0.08924302458763123		B/Plasma cells	1	31			False						False			0	1
2895	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
2896	31	0	0	0.0	0.0	0.07087821513414383		Fibroblasts	4	31			False						False			0	2
2897	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	1
