contrast	filter	variant	method	set_name	thesis_expect	n_genes	effect	effect_name	p_method	p_kind	thesis_match	thesis_p	extra
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	HALLMARK_DNA_REPAIR	down	142	-0.8833470471024265	NES	0.639	prerank_gsea_two_sided_absES	True	0.3195	ES=-0.2559;nperm=2000;leadingEdge_n=20;leading=Bcam,Tk2,Ak3,Tarbp2,Gtf2b,Zwint,Nme3,Polr2c
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	80	-1.4463974236325774	NES	0.0545	prerank_gsea_two_sided_absES	False	0.97275	ES=-0.4486;nperm=2000;leadingEdge_n=27;leading=Irf9,Trim12c,Txnip,Psma3,Parp12,Ifi27,Slc25a28,Tdrd7
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	138	-1.3770818973702723	NES	0.0475	prerank_gsea_two_sided_absES	False	0.97625	ES=-0.4008;nperm=2000;leadingEdge_n=45;leading=Irf9,Xaf1,Arid5b,Vamp8,Psmb10,Txnip,Psma3,Parp12
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	IFN_ISG_COMPACT	up	26	-1.2087891686741647	NES	0.2015	prerank_gsea_two_sided_absES	False	0.89925	ES=-0.4615;nperm=2000;leadingEdge_n=15;leading=Cmpk2,Isg15,Irf7,Ly6e,Oasl2,Oas3,Irf9,Xaf1
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	NHEJ_CORE	down	6	0.8223917662164508	NES	0.688	prerank_gsea_two_sided_absES	False	0.656	ES=0.4154;nperm=2000;leadingEdge_n=6;leading=Xrcc6,Xrcc5,Lig4,Xrcc4,Nhej1,Prkdc
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	NHEJ_PLUS_POL	down	10	0.930922826492106	NES	0.5595	prerank_gsea_two_sided_absES	False	0.7202500000000001	ES=0.4195;nperm=2000;leadingEdge_n=4;leading=Polm,Xrcc6,Dclre1c,Xrcc5
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	up	21	-1.4109860479883791	NES	0.093	prerank_gsea_two_sided_absES	False	0.9535	ES=-0.5583;nperm=2000;leadingEdge_n=10;leading=Sec23a,Erap1,H2-T22,Sec24b,Tap1,Tapbp,Calr,Tap2
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	up	279	-1.034309629581344	NES	0.3405	prerank_gsea_two_sided_absES	False	0.82975	ES=-0.2750;nperm=2000;leadingEdge_n=63;leading=Sec24b,Arel1,Fbxw9,Vamp8,Ube2j2,Psmb10,Ube2g2,Siah2
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	up	31	-1.3290291943847665	NES	0.115	prerank_gsea_two_sided_absES	False	0.9425	ES=-0.4887;nperm=2000;leadingEdge_n=9;leading=Sting1,Dtx4,Dhx36,Uba52,Uba52rt,Trim32,Stat6,Nfkbia
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	-0.621765843843294	NES	0.9155	prerank_gsea_two_sided_absES	False	0.54225	ES=-0.2510;nperm=2000;leadingEdge_n=5;leading=Irf9,Abce1,Ptpn6,Uba52,Uba52rt
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	REACTOME_INTERFERON_GAMMA_SIGNALING	up	16	-1.5832875889523617	NES	0.034	prerank_gsea_two_sided_absES	False	0.983	ES=-0.6645;nperm=2000;leadingEdge_n=6;leading=Ifngr1,Prkcd,Ptpn6,Jak2,Sumo1,Ybx1
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	down	42	0.8533482148633619	NES	0.689	prerank_gsea_two_sided_absES	False	0.6555	ES=0.2815;nperm=2000;leadingEdge_n=17;leading=H2bc4,H2ax,Polm,H2bc8,Herc2,H2bc6,Bard1,H2bc12
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	up	6	-1.0223367742974776	NES	0.4385	prerank_gsea_two_sided_absES	False	0.78075	ES=-0.5388;nperm=2000;leadingEdge_n=3;leading=Sting1,Dtx4,Stat6
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	APM_MHC1_CORE	up	15	-1.0966346504557147	NES	0.324	prerank_gsea_two_sided_absES	False	0.838	ES=-0.5076;nperm=2000;leadingEdge_n=1;leading=Psmb8
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	CGAS_STING_CORE	up	4	0.7975910466820861	NES	0.706	prerank_gsea_two_sided_absES	True	0.353	ES=0.4645;nperm=2000;leadingEdge_n=1;leading=Cgas
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	0.9014568803541041	NES	0.6445	prerank_gsea_two_sided_absES	True	0.32225	ES=0.3369;nperm=2000;leadingEdge_n=10;leading=H2-Q6,H2-Q7,Raet1e,Raet1d,H2-Q1,H2-T23,B2m,Mfsd6
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	0.7147793443698359	NES	0.89	prerank_gsea_two_sided_absES	True	0.445	ES=0.2585;nperm=2000;leadingEdge_n=2;leading=Aurkb,Cgas
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	-0.5980450920423173	NES	0.979	prerank_gsea_two_sided_absES	True	0.4895	ES=-0.2060;nperm=2000;leadingEdge_n=23;leading=Shld1,Kat5,Dyrk1a,Setmar,Epc1,Rhno1,Zbtb7a,Cyren
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	77	-0.974212951160032	NES	0.42	prerank_gsea_two_sided_absES	False	0.79	ES=-0.3313;nperm=2000;leadingEdge_n=15;leading=Traf3,Tlr4,Polr3b,Rab2b,Polr3g,Map3k7,Syk,Dhx9
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	HALLMARK_DNA_REPAIR	down	142	-0.8398801134732247	NES	0.735	prerank_gsea_two_sided_absES	True	0.3675	ES=-0.2632;nperm=2000;leadingEdge_n=5;leading=Ak1,Pde4b,Rev3l,Nme4,Bcam
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	80	-1.2482991283910887	NES	0.1115	prerank_gsea_two_sided_absES	False	0.94425	ES=-0.4261;nperm=2000;leadingEdge_n=12;leading=Irf9,Adar,Ncoa7,Samd9l,Txnip,Casp1,Ddx60,Rtp4
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	139	-1.1134246993102088	NES	0.199	prerank_gsea_two_sided_absES	False	0.9005	ES=-0.3521;nperm=2000;leadingEdge_n=25;leading=Il18bp,Nfkb1,Isoc1,Nfkbia,Irf9,Casp7,Adar,Jak2
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	IFN_ISG_COMPACT	up	26	-1.5033671686242776	NES	0.0295	prerank_gsea_two_sided_absES	False	0.98525	ES=-0.6279;nperm=2000;leadingEdge_n=4;leading=Samd9l,Oas3,Mx2,Trim30a
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	NHEJ_CORE	down	6	-0.634876240475991	NES	0.8525	prerank_gsea_two_sided_absES	True	0.42625	ES=-0.3504;nperm=2000;leadingEdge_n=4;leading=Xrcc5,Prkdc,Nhej1,Lig4
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	NHEJ_PLUS_POL	down	10	0.7601957595439287	NES	0.759	prerank_gsea_two_sided_absES	False	0.6205	ES=0.3591;nperm=2000;leadingEdge_n=3;leading=Polm,Dclre1c,Xrcc6
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	up	21	0.5525033065188231	NES	0.967	prerank_gsea_two_sided_absES	True	0.4835	ES=0.2176;nperm=2000;leadingEdge_n=2;leading=H2-Q7,Sec24a
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	up	278	-0.4907571398148317	NES	1.0	prerank_gsea_two_sided_absES	False	0.5	ES=-0.1433;nperm=2000;leadingEdge_n=80;leading=Mkrn1,Siah1a,Fbxw4,Cblb,Sec24c,Psmd1,Psmb4,Trim39
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	up	31	-0.9997550386506066	NES	0.399	prerank_gsea_two_sided_absES	False	0.8005	ES=-0.4041;nperm=2000;leadingEdge_n=11;leading=Chuk,Nfkb2,Trim56,Dhx36,Uba52rt,Uba52,Dtx4,Dhx9
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	-0.7931636358120382	NES	0.674	prerank_gsea_two_sided_absES	False	0.663	ES=-0.3467;nperm=2000;leadingEdge_n=5;leading=Uba52rt,Uba52,Abce1,Irf9,Socs1
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	REACTOME_INTERFERON_GAMMA_SIGNALING	up	16	-0.8137976124305212	NES	0.6605	prerank_gsea_two_sided_absES	False	0.6697500000000001	ES=-0.3677;nperm=2000;leadingEdge_n=3;leading=Ybx1,Jak2,Socs1
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	down	40	1.760488247984186	NES	0.0115	prerank_gsea_two_sided_absES	False	0.99425	ES=0.6198;nperm=2000;leadingEdge_n=8;leading=H2bc8,Brca1,H2bc6,H2bc4,H4c14,Polm,H2ax,H2bc21
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	up	6	-1.1801739379043996	NES	0.2905	prerank_gsea_two_sided_absES	False	0.85475	ES=-0.6394;nperm=2000;leadingEdge_n=2;leading=Dtx4,Sting1
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	APM_MHC1_CORE	up	15	-1.4835325787440465	NES	0.052	prerank_gsea_two_sided_absES	False	0.974	ES=-0.5607;nperm=2000;leadingEdge_n=2;leading=Calr,Psmb8
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	CGAS_STING_CORE	up	4	-1.1321989919221942	NES	0.347	prerank_gsea_two_sided_absES	False	0.8265	ES=-0.6101;nperm=2000;leadingEdge_n=1;leading=Sting1
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	0.7731661349808908	NES	0.807	prerank_gsea_two_sided_absES	True	0.4035	ES=0.2481;nperm=2000;leadingEdge_n=14;leading=Mfsd6,B2m,Ifi30,H2-T23,H2-Q1,H2-Q7,Pdia3,Raet1d
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	-1.1347641522374732	NES	0.269	prerank_gsea_two_sided_absES	False	0.8654999999999999	ES=-0.3514;nperm=2000;leadingEdge_n=8;leading=Irgm2,Kat5,Parp1,Rnf7,Map3k7,Lyplal1,Sting1,Smpdl3a
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	-0.7870247088349028	NES	0.8765	prerank_gsea_two_sided_absES	True	0.43825	ES=-0.2062;nperm=2000;leadingEdge_n=23;leading=Poll,Epc1,Top2b,Lig4,Parp3,Polb,Shld2,Cyren
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	77	-1.3373542260263152	NES	0.057	prerank_gsea_two_sided_absES	False	0.9715	ES=-0.3508;nperm=2000;leadingEdge_n=22;leading=Riok3,Chuk,Rab2b,Zbtb20,Polr3c,Trim56,Cul3,Ikbke
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	HALLMARK_DNA_REPAIR	down	142	1.0780334647617797	NES	0.2935	prerank_gsea_two_sided_absES	False	0.8532500000000001	ES=0.2534;nperm=2000;leadingEdge_n=46;leading=Sdcbp,Xpc,Nt5c,Usp11,Lig1,Rad51,Nme1,Pcna
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	80	-0.9636491725204129	NES	0.536	prerank_gsea_two_sided_absES	False	0.732	ES=-0.2495;nperm=2000;leadingEdge_n=13;leading=Plscr1,Txnip,Tdrd7,Rtp4,Cd47,Mx2,Slc25a28,Samd9l
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	139	-1.3411078000729488	NES	0.0365	prerank_gsea_two_sided_absES	False	0.98175	ES=-0.3148;nperm=2000;leadingEdge_n=32;leading=Irf9,Arid5b,Sri,Plscr1,Txnip,Oas3,Nampt,Tdrd7
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	IFN_ISG_COMPACT	up	26	0.7643545258950273	NES	0.8195	prerank_gsea_two_sided_absES	True	0.40975	ES=0.2496;nperm=2000;leadingEdge_n=3;leading=Ifitm3,Zbp1,Ifitm2
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	NHEJ_CORE	down	6	0.5141878898249199	NES	0.9775	prerank_gsea_two_sided_absES	False	0.51125	ES=0.2567;nperm=2000;leadingEdge_n=1;leading=Xrcc6
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	NHEJ_PLUS_POL	down	10	1.0410728895096104	NES	0.418	prerank_gsea_two_sided_absES	False	0.791	ES=0.4400;nperm=2000;leadingEdge_n=3;leading=Polm,Xrcc6,Dclre1c
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	up	21	-0.624318161078623	NES	0.951	prerank_gsea_two_sided_absES	False	0.5245	ES=-0.2151;nperm=2000;leadingEdge_n=9;leading=Erap1,Sec13,Sec23a,Hspa5,H2-M3,Sec24c,Sec24d,Sec24b
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	up	278	-0.9430776032923007	NES	0.635	prerank_gsea_two_sided_absES	False	0.6825	ES=-0.2055;nperm=2000;leadingEdge_n=65;leading=Fbxo44,Rchy1,Kbtbd8,Siah1a,Anapc13,Psma3,Rnf217,Thop1
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	up	31	-1.5649743598293482	NES	0.0255	prerank_gsea_two_sided_absES	False	0.98725	ES=-0.4945;nperm=2000;leadingEdge_n=11;leading=Chuk,Trim56,Nfkb2,Dhx9,Dhx36,Uba52rt,Uba52,Nfkb1
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	-0.9412457165671999	NES	0.5495	prerank_gsea_two_sided_absES	False	0.72525	ES=-0.3285;nperm=2000;leadingEdge_n=5;leading=Irf9,Socs1,Abce1,Uba52rt,Uba52
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	REACTOME_INTERFERON_GAMMA_SIGNALING	up	16	-0.9795969230036119	NES	0.4735	prerank_gsea_two_sided_absES	False	0.76325	ES=-0.3633;nperm=2000;leadingEdge_n=3;leading=Socs1,Jak2,Ybx1
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	down	40	1.1908758264601083	NES	0.1855	prerank_gsea_two_sided_absES	False	0.90725	ES=0.3545;nperm=2000;leadingEdge_n=12;leading=H2bc4,Polm,H2bc6,Babam2,H2bc21,Herc2,H2bc8,H2ax
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	up	6	-1.4169242536226128	NES	0.104	prerank_gsea_two_sided_absES	False	0.948	ES=-0.6874;nperm=2000;leadingEdge_n=2;leading=Dtx4,Sting1
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	APM_MHC1_CORE	up	15	-1.1134335190491125	NES	0.307	prerank_gsea_two_sided_absES	False	0.8465	ES=-0.5124;nperm=2000;leadingEdge_n=1;leading=Psmb8
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	CGAS_STING_CORE	up	4	0.8024020401771069	NES	0.723	prerank_gsea_two_sided_absES	True	0.3615	ES=0.4617;nperm=2000;leadingEdge_n=1;leading=Cgas
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	0.8960009955932542	NES	0.667	prerank_gsea_two_sided_absES	True	0.3335	ES=0.3327;nperm=2000;leadingEdge_n=10;leading=H2-Q6,H2-Q7,Raet1e,Raet1d,H2-Q1,H2-T23,B2m,Mfsd6
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	0.7194785659731793	NES	0.883	prerank_gsea_two_sided_absES	True	0.4415	ES=0.2588;nperm=2000;leadingEdge_n=2;leading=Aurkb,Cgas
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	-0.6361144366842361	NES	0.966	prerank_gsea_two_sided_absES	True	0.483	ES=-0.2232;nperm=2000;leadingEdge_n=23;leading=Shld1,Kat5,Dyrk1a,Setmar,Epc1,Rhno1,Zbtb7a,Cyren
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	77	-0.9689230897053145	NES	0.4335	prerank_gsea_two_sided_absES	False	0.78325	ES=-0.3357;nperm=2000;leadingEdge_n=15;leading=Traf3,Tlr4,Polr3b,Rab2b,Polr3g,Map3k7,Syk,Dhx9
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	HALLMARK_DNA_REPAIR	down	142	-0.8821480069691803	NES	0.6115	prerank_gsea_two_sided_absES	True	0.30575	ES=-0.2803;nperm=2000;leadingEdge_n=5;leading=Ak1,Pde4b,Rev3l,Nme4,Bcam
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	80	-1.2617808505765993	NES	0.0975	prerank_gsea_two_sided_absES	False	0.95125	ES=-0.4412;nperm=2000;leadingEdge_n=12;leading=Irf9,Adar,Ncoa7,Samd9l,Txnip,Casp1,Ddx60,Rtp4
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	139	-1.1155314878014628	NES	0.208	prerank_gsea_two_sided_absES	False	0.896	ES=-0.3606;nperm=2000;leadingEdge_n=25;leading=Il18bp,Nfkb1,Isoc1,Nfkbia,Irf9,Casp7,Adar,Jak2
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	IFN_ISG_COMPACT	up	26	-1.566165188213176	NES	0.026	prerank_gsea_two_sided_absES	False	0.987	ES=-0.6486;nperm=2000;leadingEdge_n=4;leading=Samd9l,Oas3,Mx2,Trim30a
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	NHEJ_CORE	down	6	-0.6623323852819745	NES	0.835	prerank_gsea_two_sided_absES	True	0.4175	ES=-0.3637;nperm=2000;leadingEdge_n=4;leading=Xrcc5,Prkdc,Nhej1,Lig4
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	NHEJ_PLUS_POL	down	10	0.7557732657279276	NES	0.787	prerank_gsea_two_sided_absES	False	0.6065	ES=0.3506;nperm=2000;leadingEdge_n=3;leading=Polm,Dclre1c,Xrcc6
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	up	21	0.5458098281766333	NES	0.97	prerank_gsea_two_sided_absES	True	0.485	ES=0.2146;nperm=2000;leadingEdge_n=2;leading=H2-Q7,Sec24a
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	up	278	-0.507007428337111	NES	1.0	prerank_gsea_two_sided_absES	False	0.5	ES=-0.1513;nperm=2000;leadingEdge_n=82;leading=Rnf138,Ube2g2,Mkrn1,Siah1a,Fbxw4,Cblb,Psmd1,Sec24c
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	up	31	-1.0178052930632921	NES	0.3735	prerank_gsea_two_sided_absES	False	0.81325	ES=-0.4117;nperm=2000;leadingEdge_n=11;leading=Chuk,Nfkb2,Trim56,Dhx36,Uba52rt,Uba52,Dtx4,Dhx9
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	-0.8150894528225945	NES	0.642	prerank_gsea_two_sided_absES	False	0.679	ES=-0.3589;nperm=2000;leadingEdge_n=5;leading=Uba52rt,Uba52,Abce1,Irf9,Socs1
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	REACTOME_INTERFERON_GAMMA_SIGNALING	up	16	-0.8015052427487975	NES	0.644	prerank_gsea_two_sided_absES	False	0.6779999999999999	ES=-0.3699;nperm=2000;leadingEdge_n=3;leading=Ybx1,Jak2,Socs1
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	down	40	1.7746219268333554	NES	0.0125	prerank_gsea_two_sided_absES	False	0.99375	ES=0.6151;nperm=2000;leadingEdge_n=8;leading=H2bc8,Brca1,H2bc6,H2bc4,H4c14,Polm,H2ax,H2bc21
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	up	6	-1.1725492990295292	NES	0.295	prerank_gsea_two_sided_absES	False	0.8525	ES=-0.6410;nperm=2000;leadingEdge_n=2;leading=Dtx4,Sting1
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	APM_MHC1_CORE	up	15	-1.475886331854078	NES	0.0585	prerank_gsea_two_sided_absES	False	0.97075	ES=-0.5515;nperm=2000;leadingEdge_n=2;leading=Calr,Psmb8
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	CGAS_STING_CORE	up	4	-1.0743186553606732	NES	0.411	prerank_gsea_two_sided_absES	False	0.7945	ES=-0.5988;nperm=2000;leadingEdge_n=1;leading=Sting1
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	0.7621969836106384	NES	0.819	prerank_gsea_two_sided_absES	True	0.4095	ES=0.2413;nperm=2000;leadingEdge_n=12;leading=Mfsd6,Ifi30,H2-Q7,B2m,H2-Q1,H2-T23,Raet1d,Raet1e
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	-1.1842553693418338	NES	0.22	prerank_gsea_two_sided_absES	False	0.89	ES=-0.3666;nperm=2000;leadingEdge_n=10;leading=Trim56,Zdhhc18,Irgm2,Kat5,Parp1,Rnf7,Map3k7,Lyplal1
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	-0.8441985294990049	NES	0.7605	prerank_gsea_two_sided_absES	True	0.38025	ES=-0.2218;nperm=2000;leadingEdge_n=23;leading=Lig4,Epc1,Poll,Top2b,Parp3,Polb,Shld2,Cyren
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	77	-1.3729424827163508	NES	0.0535	prerank_gsea_two_sided_absES	False	0.97325	ES=-0.3535;nperm=2000;leadingEdge_n=22;leading=Rab2b,Riok3,Chuk,Zbtb20,Polr3c,Trim56,Oas1c,Oas3
drop_KO2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	HALLMARK_DNA_REPAIR	down	142	1.0047380046248728	NES	0.434	prerank_gsea_two_sided_absES	False	0.783	ES=0.2345;nperm=2000;leadingEdge_n=42;leading=Sdcbp,Xpc,Nt5c,Lig1,Rad51,Usp11,Ada,Pcna
