donor	cohort_id	matrix	compartment	CLDN4	PRKDC	LIG4	STING1	HLA-A	HLA-B	HLA-C	PTPRC	EPCAM	n_aliquots	NHEJ_mean	MHC_I
GTEX-13OW5	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.1779	3.573	1.8484	2.7422	7.4175	8.0244	6.3014	1.0503	1.8996	1	2.7107	7.247766666666667
GTEX-13OW8	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.9379	3.5424	1.5216	2.128	6.7035	6.0356	4.9279	-0.9132	0.9935	1	2.532	5.889
GTEX-13PDP	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-3.3076	1.4011	0.3907	1.7097	5.3377	6.0549	5.5832	-3.0469	-0.9406	1	0.8959	5.6586
GTEX-13PL6	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-3.6259	1.8444	0.1648	0.7321	5.4861	5.6271	5.5113	-2.4659	-1.1172	1	1.0046	5.5415
GTEX-13QJC	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.0529	3.794	2.2573	3.0515	6.8369	6.5541	6.3686	0.2277	2.6533	1	3.0256499999999997	6.586533333333333
GTEX-13S7M	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-4.035	3.4739	1.9749	2.9839	5.8463	5.6871	4.9491	-0.5756	2.6693	1	2.7244	5.4941666666666675
GTEX-13SLX	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.1488	4.5577	2.676	3.2587	7.4597	7.2935	7.1637	0.5069	3.4739	1	3.61685	7.305633333333333
GTEX-13VXU	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.0559	4.7154	3.0842	3.9965	7.0519	6.6449	5.2604	0.3115	3.9156	1	3.8998	6.319066666666667
GTEX-13X6J	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-3.6259	4.5268	2.909	3.6242	5.5778	5.9554	4.9294	-0.1187	4.3944	1	3.7178999999999998	5.487533333333334
GTEX-13X6K	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-0.5543	5.1811	3.3076	4.1875	7.0498	6.5237	7.2835	1.6374	3.6207	1	4.24435	6.952333333333333
GTEX-1445S	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-3.1714	3.0234	1.4228	2.2082	6.9238	6.7866	6.5447	1.2516	0.24	1	2.2231	6.7517
GTEX-144GL	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.3921	4.2973	2.6918	3.7072	6.4507	6.2707	5.2036	-0.5756	3.5337	1	3.4945500000000003	5.974999999999999
GTEX-144GO	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-4.6082	3.5669	1.8363	3.1458	6.6248	6.847	5.6614	0.044	2.6138	1	2.7016	6.377733333333334
GTEX-145LS	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.114	4.8812	3.3966	4.4542	7.259	7.8965	6.9755	0.9419	3.6703	1	4.1389	7.377
GTEX-14753	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-5.5735	-0.1031	-0.1993	-0.9686	5.2698	4.8729	4.8294	-0.9971	-1.1488	1	-0.1512	4.9906999999999995
GTEX-147F4	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-4.6082	1.4859	1.5013	-0.1665	5.7832	4.7725	5.1788	-1.1172	1.4388	1	1.4936	5.244833333333333
GTEX-147GR	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.5951	4.2654	2.6533	3.4183	6.235	6.7553	6.542	-0.013	3.2496	1	3.4593499999999997	6.510766666666666
GTEX-14ABY	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.8314	4.7485	2.8936	3.793	6.6433	6.0193	6.1827	-0.1665	3.8905	1	3.82105	6.281766666666667
GTEX-14ASI	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.4305	3.981	2.3953	3.1045	5.8871	6.0319	5.0739	-1.5522	2.4117	1	3.1881500000000003	5.6643
GTEX-14BIM	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-3.0469	4.6933	3.2435	3.4116	6.3491	6.0747	6.1453	1.6234	3.1079	1	3.9684	6.189699999999999
GTEX-14BIN	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.2447	4.546	3.0287	3.6714	7.0126	6.3609	5.8946	-0.8863	4.5844	1	3.78735	6.4227
GTEX-N7MS	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.1488	5.2514	3.2236	4.4926	6.7528	7.1106	5.8827	0.8164	3.8023	1	4.2375	6.5820333333333325
GTEX-N7MT	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.7274	5.1599	3.0619	3.9874	7.798	8.0858	7.6024	1.7786	3.453	1	4.1109	7.828733333333333
GTEX-NL3H	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.2447	5.0009	3.4304	3.8759	5.9898	6.3604	6.3484	0.3685	3.5274	1	4.21565	6.232866666666666
GTEX-NL4W	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.3147	4.2541	2.3423	3.4622	6.4221	6.6848	5.0291	0.8883	2.874	1	3.2982	6.045333333333333
GTEX-NPJ7	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.9942	4.5117	3.0376	3.9108	6.8116	7.1059	6.4396	1.0079	3.9232	1	3.7746500000000003	6.785700000000001
GTEX-NPJ8	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-0.2671	5.1732	3.2174	4.1269	7.813	7.8381	6.7241	2.2421	3.8002	1	4.1953	7.4584
GTEX-P44H	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	0.2762	4.4771	2.6138	3.4622	6.6119	7.1779	6.7549	3.8116	2.1606	1	3.5454499999999998	6.848233333333333
GTEX-Q2AG	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.2142	5.2365	3.162	3.9636	6.917	6.5454	6.8287	0.5069	3.7688	1	4.19925	6.7637
GTEX-QDT8	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.1779	3.6894	2.5238	2.3592	7.2427	6.8974	5.804	0.7916	1.2992	1	3.1066000000000003	6.648033333333333
GTEX-QMR6	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.9942	4.848	3.0961	4.1094	6.7065	6.2403	6.9572	0.4016	4.3263	1	3.97205	6.634666666666667
GTEX-QVJO	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.2828	5.511	3.6872	4.5638	7.5385	7.7536	7.1274	2.5658	4.1828	1	4.5991	7.473166666666667
GTEX-QVUS	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.4305	4.7253	2.1766	3.2189	7.6726	7.3341	6.37	2.3193	2.9507	1	3.4509499999999997	7.125566666666667
GTEX-R55F	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-3.6259	4.4283	2.5511	2.9071	6.7434	5.6662	6.4041	0.4125	3.0619	1	3.4897	6.271233333333334
GTEX-RU72	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.3183	4.1161	2.1702	3.1311	6.1125	6.7793	6.5154	0.3907	3.1733	1	3.1431500000000003	6.4690666666666665
GTEX-RVPU	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.8262	1.674	-0.2328	1.0983	5.4555	5.8585	5.911	-0.7834	-0.6873	1	0.7205999999999999	5.741666666666667
GTEX-S7PM	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-3.3076	2.2813	1.0503	2.2082	5.6471	5.7296	5.1044	-0.9132	-0.6416	1	1.6658	5.4937
GTEX-S7SE	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	0.1257	4.7929	2.8936	3.7971	6.539	6.8319	6.8792	1.8484	3.3842	1	3.8432500000000003	6.7500333333333336
GTEX-T2IS	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.3884	4.6201	3.055	3.1955	6.1875	5.8585	5.1823	0.5568	2.8522	1	3.8375500000000002	5.7427666666666655
GTEX-T5JC	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-0.2159	4.6938	2.7183	3.5947	6.6844	7.066	6.2767	3.0944	3.5718	1	3.7060500000000003	6.675699999999999
GTEX-T6MN	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-5.134	-2.4576499999999997	-3.1755	-3.2142	-1.72105	-1.8225499999999997	-1.9693999999999998	-4.45425	-2.76205	2	-2.816575	-1.8376666666666666
GTEX-UTHO	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.9324	4.5559	3.2526	3.838	6.7065	6.6348	7.092	-0.1031	3.6312	1	3.90425	6.8111
GTEX-WHSE	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.2447	4.5571	2.4439	3.8239	6.4448	6.905	5.6253	2.233	3.3521	1	3.5005	6.325033333333334
GTEX-WL46	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.3884	4.7772	3.0446	3.0446	7.3385	7.1652	7.1548	1.8683	3.0842	1	3.9109	7.219499999999999
GTEX-WVLH	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.9942	4.7619	3.2328	3.6894	7.5317	7.024	7.2531	1.0151	3.4088	1	3.99735	7.2696
GTEX-WWYW	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-0.7588	5.195	3.3577	3.8866	7.3381	6.8071	5.6725	0.8408	4.1812	1	4.27635	6.605899999999999
GTEX-WZTO	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-0.8084	4.7082	2.8877	3.3869	6.4094	6.1677	6.1264	-1.3183	3.9847	1	3.79795	6.2345
GTEX-X261	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.5479	2.9525	0.537	1.3623	5.79	5.8245	5.9096	-1.2828	-0.2671	1	1.74475	5.841366666666667
GTEX-X4EP	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-0.1031	5.4463	3.9901	3.9337	10.6844	11.6346	10.5285	3.6207	2.1476	1	4.7181999999999995	10.949166666666668
GTEX-X4XX	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.4659	4.6905	2.8199	3.5149	6.0321	6.613	6.399	0.8488	3.3061	1	3.7552000000000003	6.348033333333333
GTEX-XLM4	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.3183	5.3107	2.9618	4.1269	7.3372	7.9081	6.9274	1.5902	4.3234	1	4.13625	7.390899999999999
GTEX-XMD1	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.2142	4.4135	2.7205	3.0358	7.4878	7.9763	7.0311	2.2872	2.7993	1	3.567	7.4984
GTEX-XOTO	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.3548	3.8983	1.9859	2.6067	6.6196	6.6682	6.3822	-0.1993	2.2573	1	2.9421	6.5566666666666675
GTEX-Y8DK	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.1779	4.1587	2.8482	3.7678	6.1056	6.2242	6.3597	-0.1828	2.93	1	3.50345	6.229833333333333
GTEX-YFC4	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.5479	3.7389	3.2541	2.874	6.8931	7.43	5.8548	1.6875	1.7229	1	3.4965	6.725966666666667
GTEX-YJ89	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-0.0425	3.1939	2.3394	2.5238	6.0657	6.5717	5.1851	1.949	1.3167	1	2.7666500000000003	5.940833333333333
GTEX-Z93S	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-0.7834	4.5982	3.136	3.5863	6.4041	6.3726	6.1887	0.9115	3.8571	1	3.8671	6.3218
GTEX-ZAB4	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.9379	3.7919	2.7889	3.1228	6.9415	7.2944	7.0721	1.7053	1.7446	1	3.2904	7.102666666666667
GTEX-ZE7O	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-0.9971	2.2813	1.5612	2.409	5.7024	5.2743	4.2943	-0.0425	1.6281	1	1.92125	5.090333333333334
GTEX-ZE9C	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.8836	3.9421	2.4518	3.1195	6.6584	6.3911	6.1239	-0.1187	3.3731	1	3.19695	6.391133333333333
GTEX-ZF28	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.114	3.453	2.3479	2.93	6.9571	7.6018	6.2795	2.7784	1.7702	1	2.90045	6.946133333333333
GTEX-ZUA1	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.1779	4.4135	2.9765	3.453	7.1398	7.8464	7.9042	3.2359	2.5707	1	3.6950000000000003	7.630133333333333
GTEX-ZV68	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-3.1714	2.2299	0.688	0.434	5.7748	4.8299	4.9851	-0.9686	0.2154	1	1.4589500000000002	5.1966
GTEX-ZVT3	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-3.816	2.3508	0.9191	1.9226	5.8812	6.466	5.464	-0.4325	-0.1187	1	1.63495	5.9370666666666665
GTEX-ZVZQ	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.3884	4.0436	2.7742	3.335	6.1392	5.9901	4.7291	0.7407	2.5852	1	3.4089	5.619466666666667
GTEX-ZXG5	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.8262	4.0841	2.5828	3.5982	6.4135	5.3245	5.7809	0.3231	3.0944	1	3.33345	5.839633333333333
GTEX-11GSP	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.9324	4.2751	2.6828	3.4622	6.7431	6.8085	6.6329	0.9268	3.011	1	3.47895	6.728166666666667
GTEX-11NV4	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.8262	3.9515	2.6984	3.623	6.0157	6.5618	5.7151	1.3511	2.6185	1	3.32495	6.097533333333334
GTEX-11OF3	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-1.4699	3.9719	2.5011	3.2328	6.5007	6.6384	6.8906	0.2998	3.0619	1	3.2365000000000004	6.676566666666666
GTEX-11WQC	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-3.1714	1.8957	1.0503	2.0946	5.5062	6.0728	5.9764	-0.394	-0.1828	1	1.4729999999999999	5.8518
GTEX-12WSA	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.7274	2.9637	1.412	2.3251	6.7878	6.0262	6.4848	-0.6193	2.1444	1	2.18785	6.432933333333334
GTEX-12WSB	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-3.1714	2.609	2.0707	2.128	7.458	7.1199	7.0047	1.4962	2.6805	1	2.33985	7.1941999999999995
GTEX-12WSC	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-1.2481	4.7903	3.0995	3.9617	6.5878	6.312	6.2215	0.7058	3.8023	1	3.9449	6.373766666666666
GTEX-12WSD	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.3884	3.5387	2.2237	2.9052	6.34	6.4285	5.6876	-0.6873	2.971	1	2.8811999999999998	6.152033333333333
GTEX-12WSE	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-4.6082	1.196	0.3685	1.8323	4.5479	5.0224	4.3999	-1.2481	-0.6416	1	0.78225	4.6567333333333325
GTEX-12WSF	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.3884	3.0585	1.7575	3.0127	6.7277	7.9087	6.1268	1.7403	2.2813	1	2.408	6.921066666666666
GTEX-12WSM	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.9324	2.7029	1.3956	2.1147	5.7674	5.4276	4.4236	-0.7588	1.5415	1	2.04925	5.2062
GTEX-12ZZW	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-1.5951	2.4008	1.1706	2.2082	6.0618	5.4256	6.076	-1.7809	1.8564	1	1.7856999999999998	5.854466666666667
GTEX-12ZZX	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-1.8314	3.8167	2.1606	3.055	6.2542	6.5372	6.7092	0.1519	1.6558	1	2.98865	6.5001999999999995
GTEX-12ZZZ	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.6349	3.483	1.9415	3.1971	5.9026	6.1422	6.07	0.24	2.4035	1	2.71225	6.038266666666666
GTEX-13112	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-1.0862	4.1094	2.59	3.644	6.2992	6.0503	5.4992	-1.1811	2.9071	1	3.3497	5.949566666666667
GTEX-1313W	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.4659	3.9534	2.7029	2.8819	6.5558	6.5233	6.3495	0.2642	3.2587	1	3.32815	6.4761999999999995
GTEX-131YS	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-1.5522	5.1575	2.9525	4.3162	7.4887	6.9822	6.6935	0.8726	4.6634	1	4.055	7.0548
GTEX-139TS	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-3.458	1.5064	-0.0725	1.4441	5.2358	5.5451	5.1107	-1.7809	-1.3548	1	0.71695	5.297199999999999
GTEX-139TT	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.114	4.4874	2.5948	3.7127	6.6788	6.4266	5.8538	-0.1828	3.3897	1	3.5411	6.319733333333333
GTEX-139UC	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-1.0262	4.0567	2.9205	3.6861	6.9892	7.249	6.7766	0.8327	3.1179	1	3.4886	7.004933333333334
GTEX-13CF2	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-1.9379	2.3677	1.4652	0.7748	5.8038	4.97	5.3978	-1.4305	0.8568	1	1.9164500000000002	5.390533333333333
GTEX-13CZV	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.9324	3.1765	1.196	2.0218	6.3185	6.2447	5.8014	-0.0425	0.3573	1	2.18625	6.121533333333333
GTEX-13FHO	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.2447	3.6089	1.4704	2.6624	6.8773	6.85	6.3778	-0.4921	2.5363	1	2.53965	6.7017
GTEX-13FHP	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-5.0116	2.3106	0.6517	2.043	5.4598	5.698	5.5592	-1.5105	-0.3752	1	1.48115	5.572333333333334
GTEX-13FLW	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.5479	4.1294	2.5487	3.2018	6.1599	6.2612	5.1543	0.7321	3.154	1	3.3390500000000003	5.858466666666666
GTEX-13G51	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.7274	4.1828	2.6138	3.5312	6.1721	6.0097	5.4536	-0.4719	3.4451	1	3.3983	5.878466666666665
GTEX-13JUV	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-4.035	2.6579	0.7058	2.167	5.9376	6.1324	5.5778	0.9568	-0.0877	1	1.68185	5.8826
GTEX-13JVG	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.7274	2.8582	1.0642	2.6114	6.9612	6.9744	6.846	-1.3548	0.9419	1	1.9612	6.9272
GTEX-13NYB	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-3.816	3.4477	2.2603	3.208	7.2409	7.2258	5.9298	0.1519	2.128	1	2.854	6.7988333333333335
GTEX-13O3O	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.8262	3.4661	1.5998	3.1129	6.2531	6.3133	6.3719	-0.7588	2.1862	1	2.53295	6.312766666666666
GTEX-13OVJ	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.1779	4.5473	2.4492	4.281	8.3379	8.3111	7.9755	0.547	1.4704	1	3.4982499999999996	8.208166666666667
GTEX-13OW6	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.1779	4.2488	2.6348	3.2374	7.0744	7.1166	7.5115	-1.0262	2.7572	1	3.4417999999999997	7.234166666666667
GTEX-13OW8	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.7274	2.9637	1.3956	2.2931	6.6589	6.3973	5.2122	-1.6394	1.3956	1	2.1796499999999996	6.089466666666667
GTEX-13PVQ	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.3147	3.5212	1.9786	3.927	7.6829	7.2025	6.532	-0.0877	1.5709	1	2.7499	7.1391333333333336
GTEX-13QJC	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-3.1714	3.637	1.5165	2.3077	6.7071	6.6254	6.5841	0.7664	0.3685	1	2.57675	6.638866666666666
GTEX-13RTJ	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-1.8314	5.2932	3.3938	3.8837	7.047	7.2536	6.3277	0.7748	3.2766	1	4.3435	6.8761
GTEX-13S7M	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.7274	2.7763	1.7403	2.694	5.8819	5.8946	5.1788	-0.7834	1.9859	1	2.2583	5.651766666666666
GTEX-13VXU	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-1.4699	4.1474	2.3649	3.3605	6.7562	6.8393	5.6639	0.6145	2.1988	1	3.25615	6.4197999999999995
GTEX-13X6I	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-3.458	4.3737	2.6962	3.3235	6.9907	7.0836	7.457	0.1519	2.6895	1	3.5349500000000003	7.1771
GTEX-13X6J	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-4.2934	4.0722	2.5087	3.3278	5.7151	6.076	5.2548	-0.5125	3.2481	1	3.29045	5.681966666666667
GTEX-13X6K	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-1.2481	4.0541	2.3394	3.5098	6.8267	6.8008	7.1904	0.346	2.4008	1	3.1967499999999998	6.9393
GTEX-1445S	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-3.1714	3.1278	1.4335	2.4198	7.1354	7.2596	6.9151	1.3454	1.0151	1	2.28065	7.103366666666666
GTEX-145LS	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-1.4699	4.4047	3.0463	3.6113	6.9331	7.3554	6.6581	0.9115	3.2632	1	3.7255000000000003	6.9822
GTEX-145MG	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.9324	2.8661	1.1577	2.7073	5.3868	5.7482	5.6991	-0.3383	0.8246	1	2.0119	5.611366666666666
GTEX-145MH	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-1.8836	4.7181	3.0791	3.4687	6.6057	6.8881	6.1908	0.8164	3.6101	1	3.8986	6.561533333333333
GTEX-145MI	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.5479	0.5666	-1.7322	1.8404	4.0216	5.8902	5.1052	-1.2481	-1.9379	1	-0.5828	5.0056666666666665
GTEX-147GR	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.5479	3.0515	1.3846	2.7951	6.0544	6.5105	6.3951	-1.0262	0.5763	1	2.21805	6.32
GTEX-N7MS	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-1.685	3.7709	2.0325	3.652	6.4268	6.9267	5.7798	1.177	2.2175	1	2.9017	6.377766666666666
GTEX-N7MT	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-0.9971	4.4562	2.2206	3.7529	7.3825	7.9083	7.3332	0.8327	3.1749	1	3.3384	7.541333333333334
GTEX-NL3H	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.3147	2.93	1.0151	1.8484	5.7046	5.6996	5.9674	0.605	0.1257	1	1.97255	5.790533333333333
GTEX-NPJ8	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.114	3.944	1.1447	3.1733	7.8112	7.4952	6.7699	-0.5543	0.1776	1	2.54435	7.358766666666667
GTEX-P44G	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.6349	3.7475	1.6964	2.6602	5.8189	6.3707	5.5075	-0.5543	2.3843	1	2.72195	5.899033333333333
GTEX-Q2AG	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-2.4659	4.3944	2.791	3.3506	6.5035	6.8003	6.9033	0.517	2.7742	1	3.5927	6.735699999999999
GTEX-QVJO	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-0.7108	5.0189	2.9224	3.8601	7.1429	7.7264	6.9184	2.4144	3.2959	1	3.97065	7.262566666666667
GTEX-R55E	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-0.9686	4.3463	2.6624	3.5572	6.1595	6.5764	6.3468	2.0912	2.7314	1	3.50435	6.360900000000001
GTEX-RNOR	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-1.9942	4.2258	3.3221	3.483	6.4723	6.4948	6.6453	-0.0725	3.944	1	3.7739499999999997	6.537466666666666
GTEX-RU72	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-1.8314	2.7508	1.177	2.1476	5.2739	5.98	5.8182	-0.5973	1.5316	1	1.9639	5.6907000000000005
GTEX-RVPU	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-3.6259	2.6647	1.0847	1.9264	6.33	6.3252	6.7275	-0.6873	1.3791	1	1.8746999999999998	6.4609
GTEX-S7SE	GTEx-Brain - Putamen (Basal Ganglia)	Toil	GTEx_normal	-1.3921	4.6047	2.4492	3.9308	6.5868	6.7448	6.8115	-0.3022	3.5399	1	3.5269500000000003	6.714366666666667
