donor	cohort_id	matrix	compartment	CLDN4	PRKDC	LIG4	STING1	HLA-A	HLA-B	HLA-C	PTPRC	EPCAM	n_aliquots	NHEJ_mean	MHC_I
GTEX-WVLH	GTEx-Brain - Hippocampus	Toil	GTEx_normal	-1.9942	3.345	1.949	2.5288	6.9554	6.9996	7.0112	-0.5973	1.6558	1	2.6470000000000002	6.988733333333333
GTEX-WWYW	GTEx-Brain - Hippocampus	Toil	GTEx_normal	0.3573	4.8645	3.3492	1.8683	7.054	6.9213	5.8741	1.9822	3.1507	1	4.10685	6.616466666666668
GTEX-WZTO	GTEx-Brain - Hippocampus	Toil	GTEx_normal	-1.4305	4.7677	3.4984	2.5388	6.6693	6.8067	6.5281	0.6332	2.9674	1	4.13305	6.668033333333334
GTEX-X4EP	GTEx-Brain - Hippocampus	Toil	GTEx_normal	-0.7346	4.4569	3.1685	4.9528	10.6348	11.8966	10.4993	4.5711	0.6699	1	3.8127	11.010233333333332
GTEX-X4XX	GTEx-Brain - Hippocampus	Toil	GTEx_normal	-1.3183	4.1019	2.2842	2.9071	6.3156	7.3276	7.1366	2.6556	0.6969	1	3.1930499999999995	6.9266000000000005
GTEX-X585	GTEx-Brain - Hippocampus	Toil	GTEx_normal	-0.3752	4.9658	3.4437	3.6277	7.3926	8.1838	7.2885	2.9013	3.7804	1	4.20475	7.621633333333333
GTEX-XMD1	GTEx-Brain - Hippocampus	Toil	GTEx_normal	-1.4305	3.9487	2.2603	2.1702	7.3203	7.8403	6.9008	2.5238	0.8327	1	3.1045	7.3538
GTEX-XOTO	GTEx-Brain - Hippocampus	Toil	GTEx_normal	-1.6394	3.9365	2.7594	1.8201	6.9198	7.0349	6.8361	1.1706	2.676	1	3.34795	6.930266666666667
GTEX-Y8DK	GTEx-Brain - Hippocampus	Toil	GTEx_normal	-2.2447	2.4117	1.6234	0.6608	4.809	5.5973	5.3035	-1.9942	-1.2481	1	2.01755	5.2366
GTEX-YFC4	GTEx-Brain - Hippocampus	Toil	GTEx_normal	-2.6349	3.8471	2.9148	1.9822	6.5899	6.6455	5.2698	0.0158	2.2113	1	3.3809500000000003	6.168400000000001
GTEX-YJ89	GTEx-Brain - Hippocampus	Toil	GTEx_normal	-2.3884	1.5366	1.2516	1.8879	5.6465	6.5051	4.943	1.0151	-0.1828	1	1.3941	5.6982
GTEX-ZDXO	GTEx-Brain - Hippocampus	Toil	GTEx_normal	-1.0559	3.7539	2.1957	2.1638	6.0359	6.4147	5.5236	1.0847	1.9264	1	2.9748	5.9914
GTEX-ZE7O	GTEx-Brain - Hippocampus	Toil	GTEx_normal	-3.3076	0.7832	0.688	1.2756	4.9251	5.1173	3.9856	-1.0862	-0.013	1	0.7356	4.676
GTEX-ZF28	GTEx-Brain - Hippocampus	Toil	GTEx_normal	-2.3884	1.8444	1.3846	1.1706	5.3541	5.6233	4.66	-0.2671	0.2154	1	1.6145	5.212466666666667
GTEX-ZUA1	GTEx-Brain - Hippocampus	Toil	GTEx_normal	-1.5105	3.9838	2.5087	2.4805	6.3205	6.7866	7.0949	1.9968	1.7141	1	3.24625	6.733999999999999
GTEX-ZVZQ	GTEx-Brain - Hippocampus	Toil	GTEx_normal	-4.2934	1.683	1.1641	1.8879	5.5081	6.4469	4.66	0.1519	-0.7108	1	1.42355	5.538333333333334
GTEX-11GSP	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-0.1993	3.8551	2.685	3.1011	6.8549	7.3071	6.9972	2.8076	1.1184	1	3.2700500000000003	7.053066666666666
GTEX-11H98	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-2.6349	4.4516	2.5536	3.0961	7.0141	6.9412	6.4036	2.4252	3.2737	1	3.5026	6.786300000000001
GTEX-11OF3	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.3548	4.3313	3.1475	3.1145	7.2875	7.3149	7.4998	0.6425	4.3002	1	3.7394	7.3674
GTEX-11ONC	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.4699	3.755	2.7615	2.5313	7.438	7.7129	6.0195	1.8879	2.8158	1	3.25825	7.0568
GTEX-11WQC	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-2.4659	3.1458	3.0859	2.7139	7.2848	7.6236	7.3139	2.05	3.1228	1	3.11585	7.4074333333333335
GTEX-11WQK	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.9942	1.4441	2.7615	1.2516	6.0387	6.0332	5.5217	-1.1172	1.2756	1	2.1028	5.864533333333333
GTEX-11ZUS	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-0.1993	4.5547	4.1153	3.3731	6.2789	6.3995	5.6056	0.9935	1.2516	1	4.335000000000001	6.094666666666666
GTEX-12WSA	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-2.3147	3.1588	1.8918	2.9052	7.4769	7.4786	7.3751	0.24	1.2147	1	2.5252999999999997	7.443533333333334
GTEX-12WSM	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	1.614	3.5149	2.685	2.7205	6.3257	6.3349	5.3234	2.9413	3.0671	1	3.0999499999999998	5.994666666666667
GTEX-12ZZX	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	0.0718	4.4784	3.2929	3.245	6.5975	6.7805	6.9029	1.9638	3.3619	1	3.88565	6.7603
GTEX-1313W	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.9942	4.3017	2.9948	3.002	7.3931	7.0376	6.8899	0.7493	3.5803	1	3.64825	7.106866666666666
GTEX-131XH	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-0.3566	4.4033	3.2236	1.9786	6.9846	6.8463	6.1096	1.8957	2.3423	1	3.8134499999999996	6.646833333333333
GTEX-1399T	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.4699	4.2624	3.1393	3.5009	6.4759	6.8714	5.7304	1.6875	3.6725	1	3.70085	6.359233333333333
GTEX-13CF2	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-0.1031	3.6793	2.9205	3.027	6.5674	6.6748	6.4036	2.5487	3.2267	1	3.2999	6.5486
GTEX-13CIG	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-2.0529	4.4932	3.5212	3.0671	8.0753	7.6183	8.1446	1.8524	4.7965	1	4.0072	7.946066666666667
GTEX-13FLV	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-2.2447	4.1277	2.676	2.8462	7.2256	6.8534	6.7704	1.3454	2.0707	1	3.40185	6.949800000000001
GTEX-13FLW	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-2.3147	3.0893	2.5413	2.3788	6.3525	6.6349	5.3284	-1.1172	3.0376	1	2.8153	6.105266666666668
GTEX-13FXS	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.1488	2.9893	3.002	2.8799	6.8464	6.9291	6.5255	1.0642	3.3407	1	2.99565	6.767
GTEX-13IVO	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.685	2.96	2.3251	1.7273	6.4919	6.6294	6.109	0.9038	2.0535	1	2.64255	6.4101
GTEX-13JVG	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-0.9132	3.6782	2.876	2.6828	7.3245	7.8226	7.438	0.9716	2.3193	1	3.2771	7.528366666666667
GTEX-13NYB	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.1488	4.4483	3.3379	2.9356	8.0722	7.0647	5.9819	-0.9686	4.5754	1	3.8930999999999996	7.0396
GTEX-13NYS	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-3.1714	3.6254	1.5854	2.1766	7.5779	7.5724	7.9864	1.3167	2.5011	1	2.6054	7.712233333333333
GTEX-13NZ8	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-4.035	2.2693	1.4281	2.667	5.7217	5.3395	5.4276	-1.7322	-0.3022	1	1.8487	5.496266666666666
GTEX-13NZA	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-0.9132	3.9543	2.874	2.9544	6.7562	7.2959	6.4075	1.9452	2.7972	1	3.4141500000000002	6.819866666666666
GTEX-13O3O	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.4305	3.4881	2.8055	3.1079	6.606	6.853	6.6815	1.8564	2.0254	1	3.1468	6.7135
GTEX-13O3Q	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.3921	4.9237	3.4933	3.4958	7.399	7.3681	7.3986	1.9638	4.6548	1	4.2085	7.388566666666667
GTEX-13OVH	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-0.5125	3.309	2.5924	3.0199	6.7049	6.5418	6.3062	0.6425	2.7051	1	2.9507000000000003	6.517633333333333
GTEX-13OVJ	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.6394	3.7846	2.4492	4.4013	7.883	8.1702	7.7478	0.9115	1.816	1	3.1169000000000002	7.933666666666667
GTEX-13OVL	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-3.0469	3.2205	2.036	1.7912	5.9727	5.9454	4.7544	0.4447	1.8119	1	2.62825	5.5575
GTEX-13OW5	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-0.4521	2.685	2.0254	2.3451	7.0206	7.535	6.1002	0.4761	1.5806	1	2.3552	6.885266666666666
GTEX-13OW6	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.2828	4.9199	3.8611	3.3759	7.3748	7.0815	7.675	0.2762	4.7882	1	4.3905	7.3770999999999995
GTEX-13OW7	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	0.0158	4.4719	3.1556	3.034	6.308	6.7925	5.6996	0.9789	3.2049	1	3.8137499999999998	6.2667
GTEX-13OW8	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.9942	2.2842	1.3901	2.4701	6.2889	6.5348	5.2803	-0.0725	1.1577	1	1.8371499999999998	6.034666666666666
GTEX-13PDP	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-2.9324	2.6302	1.9377	1.4441	6.0473	6.5406	6.0466	-0.2159	1.3567	1	2.28395	6.211500000000001
GTEX-13QIC	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-2.6349	4.1027	2.8422	2.8701	7.1816	7.397	6.5451	0.3573	3.6312	1	3.47245	7.0412333333333335
GTEX-13QJC	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-4.035	2.7657	1.6695	1.46	5.7549	5.8092	5.6097	0.8246	0.6608	1	2.2176	5.7246
GTEX-13RTJ	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.5951	4.6247	3.3759	3.1458	7.0524	7.2978	6.2795	1.7954	3.5971	1	4.0003	6.876566666666666
GTEX-13SLW	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.2481	4.2072	2.9281	3.1327	6.897	7.2489	6.0431	1.4494	3.5073	1	3.5676500000000004	6.729666666666667
GTEX-13SLX	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.7322	3.9847	2.2482	2.4198	7.5576	7.7344	7.442	-0.1665	1.0573	1	3.1164500000000004	7.578
GTEX-13X6I	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.9942	3.5161	2.6533	3.2127	7.4346	8.1016	8.102	2.3106	0.4761	1	3.0846999999999998	7.8793999999999995
GTEX-13X6J	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-2.1779	3.4752	2.3871	2.9984	5.9324	6.5618	5.5333	1.1641	2.2842	1	2.93115	6.009166666666666
GTEX-13X6K	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-0.6873	4.9026	3.9571	3.9543	7.9721	7.6412	8.248	2.8055	5.0449	1	4.42985	7.953766666666667
GTEX-1445S	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-2.114	3.1797	1.7489	2.9857	6.9205	7.2658	6.8364	3.0411	-0.2845	1	2.4642999999999997	7.0075666666666665
GTEX-144GL	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	0.0014	1.674	2.4544	1.1117	6.134	5.9674	4.5497	0.3573	2.3508	1	2.0642	5.550366666666666
GTEX-145LS	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	2.1574	4.9746	3.66	3.6532	6.8768	7.3036	6.727	4.511	1.5064	1	4.3172999999999995	6.9691333333333345
GTEX-145MH	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.9379	3.7291	2.8916	2.8562	6.4323	7.1175	6.1661	0.7832	-0.1828	1	3.3103499999999997	6.571966666666666
GTEX-145MI	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-2.9324	2.7161	1.6649	3.2282	6.8219	7.9844	7.4001	-0.013	0.3231	1	2.1905	7.402133333333334
GTEX-14753	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.8836	0.1648	0.9789	-0.3022	4.6224	4.8213	4.404	0.2762	-0.5756	1	0.57185	4.6159
GTEX-147F4	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-2.9324	3.1813	1.7912	1.8323	6.1761	6.0726	6.1073	-0.2328	2.328	1	2.48625	6.118666666666667
GTEX-14ASI	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-0.4325	4.2691	3.2158	2.9784	6.4862	6.9622	5.8245	1.2992	3.2944	1	3.74245	6.4243
GTEX-N7MS	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.685	4.4503	3.2541	4.1644	7.3276	8.0218	7.0112	3.6646	2.2513	1	3.8522000000000003	7.453533333333334
GTEX-NL4W	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.3921	4.3306	3.0859	3.8054	7.4812	8.03	6.516	2.9911	2.4332	1	3.7082499999999996	7.3424000000000005
GTEX-NPJ7	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.4699	4.861	3.2973	3.9374	6.946	7.245	6.751	2.6647	4.5583	1	4.07915	6.980666666666667
GTEX-NPJ8	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.0862	5.7576	4.6916	3.4277	8.0896	8.0792	7.2822	2.9655	5.2227	1	5.224600000000001	7.817
GTEX-OHPN	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-0.5973	3.0842	2.7227	1.9302	6.2502	6.9143	5.2396	2.2237	1.0573	1	2.9034500000000003	6.1347
GTEX-Q2AG	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.5951	4.2072	2.3981	2.7401	6.7245	6.6893	6.8511	1.2394	1.6695	1	3.30265	6.754966666666667
GTEX-QMR6	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.0559	5.2453	4.2009	3.2707	6.5212	6.6281	7.2431	2.685	4.1392	1	4.7231000000000005	6.797466666666668
GTEX-QVJO	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.5951	4.2661	3.0602	4.3442	7.5603	8.3443	7.6653	2.9966	2.6579	1	3.66315	7.856633333333334
GTEX-QVUS	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-0.7108	5.2649	3.6486	3.6054	8.2684	7.9729	6.8292	3.2251	4.9556	1	4.4567499999999995	7.690166666666666
GTEX-R55E	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.5105	4.7231	3.2251	3.6872	6.5471	7.1403	6.8459	3.1669	2.8622	1	3.9741	6.844433333333334
GTEX-R55F	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-0.1187	4.026	4.0216	3.3293	7.6904	7.0286	7.3634	2.5163	3.4997	1	4.0238	7.3608
GTEX-RU72	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	0.044	3.8954	2.9893	2.9784	6.8964	7.7179	7.1984	2.4386	3.9384	1	3.4423500000000002	7.2709
GTEX-RVPU	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-2.46525	2.9269	1.54615	1.59965	5.950200000000001	6.27335	6.4323	0.81495	1.2515	2	2.236525	6.218616666666667
GTEX-WHSE	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.2481	4.6543	2.7007	3.1572	7.7957	8.2172	6.8625	2.9338	3.0411	1	3.6775	7.625133333333334
GTEX-WVLH	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.3921	2.7379	2.128	3.7248	7.9741	8.1874	7.8328	1.7097	2.694	1	2.43295	7.9981
GTEX-WZTO	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.6394	4.936	3.4237	3.6324	6.4629	6.6995	6.6491	0.9268	4.1327	1	4.17985	6.603833333333333
GTEX-X261	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.5951	4.5211	2.9966	2.8502	8.2769	8.2031	8.0351	1.8604	3.2389	1	3.75885	8.1717
GTEX-X4EP	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	2.8402	5.1482	4.352	5.0501	11.0136	12.3029	11.0068	4.1899	3.1924	1	4.7501	11.441099999999999
GTEX-X4XX	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-2.4659	4.5784	3.4504	3.7539	6.6915	7.7574	7.4255	3.6125	3.3032	1	4.0144	7.291466666666666
GTEX-X4XY	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-3.6259	1.5854	0.9115	2.7951	6.6942	7.132	5.9596	-0.9971	0.5069	1	1.24845	6.595266666666667
GTEX-X585	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.3921	5.6422	3.7226	4.6171	7.442	8.0648	7.2748	3.154	4.89	1	4.6823999999999995	7.593866666666667
GTEX-XLM4	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	1.2085	5.2021	2.8819	3.9204	7.6665	8.3446	7.5322	4.6525	2.3536	1	4.042	7.847766666666666
GTEX-XMD1	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	1.2576	4.851	3.2885	3.87	7.8227	8.8025	7.8611	4.839	1.8524	1	4.06975	8.1621
GTEX-XOTO	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-0.8339	3.907	2.5036	2.2452	6.754	6.8272	6.7553	0.1257	1.8404	1	3.2053000000000003	6.778833333333334
GTEX-YJ89	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	0.6699	2.96	2.6395	2.6185	6.3299	6.9618	5.6032	3.2435	1.8879	1	2.79975	6.2983
GTEX-ZAB4	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-1.8836	4.0287	2.9875	2.4753	6.848	7.3606	7.1213	1.7912	2.2113	1	3.5080999999999998	7.109966666666668
GTEX-ZDXO	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-0.8084	4.1915	2.6647	2.8402	5.8194	6.3084	5.5604	1.2756	1.9786	1	3.4280999999999997	5.896066666666667
GTEX-ZF28	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-0.4719	2.2452	1.5758	2.4623	6.1344	6.8	5.6645	1.9377	0.24	1	1.9105	6.199633333333334
GTEX-ZUA1	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-2.8262	4.2212	2.9984	3.2692	6.8197	7.1977	7.6696	1.3167	2.7763	1	3.6098	7.229
GTEX-ZVT3	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-0.2671	3.716	2.7183	2.9413	6.6408	7.4725	6.2646	3.5994	1.7912	1	3.21715	6.792633333333332
GTEX-ZVZQ	GTEx-Brain - Hypothalamus	Toil	GTEx_normal	-2.2447	2.9052	2.3732	2.3193	5.8278	6.0568	4.4958	-0.1504	2.0147	1	2.6391999999999998	5.460133333333332
GTEX-11GSP	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-3.1714	3.6972	1.8404	1.5709	7.1558	6.8268	6.8392	0.4016	1.0847	1	2.7688	6.940600000000001
GTEX-11NV4	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.7322	3.8729	2.3366	3.3897	5.729	6.0932	5.2365	0.7146	2.609	1	3.10475	5.686233333333334
GTEX-11OF3	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.685	4.2033	2.3816	3.0533	6.2015	5.7536	6.2001	-0.1345	3.5887	1	3.2924499999999997	6.051733333333334
GTEX-11WQC	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.7274	2.685	1.5998	2.6255	5.5738	5.8089	5.729	-0.1504	1.1577	1	2.1424000000000003	5.7039
GTEX-12584	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-3.816	1.692	-0.2159	1.4011	5.709	5.6996	4.445	-0.5973	-0.9406	1	0.73805	5.284533333333333
GTEX-12WS9	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.9379	3.6451	1.9859	2.8701	6.9848	6.9229	6.52	0.1124	2.8701	1	2.8155	6.809233333333334
GTEX-12WSB	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-3.3076	1.7273	1.8762	2.4035	7.086	6.9491	6.6511	1.6093	2.4934	1	1.8017500000000002	6.8953999999999995
GTEX-12WSD	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.2447	4.3604	3.2988	3.3017	7.174	7.3467	6.3329	1.105	5.0054	1	3.8296	6.9512
GTEX-12WSE	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.2447	3.2692	1.4065	2.2813	5.7118	5.5195	4.6972	-1.7809	2.8522	1	2.33785	5.3095
GTEX-12WSF	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.5951	3.6838	2.1345	3.7138	6.6741	7.7681	5.8061	1.0433	3.154	1	2.9091500000000003	6.749433333333333
GTEX-12WSM	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.9379	2.4701	1.7097	2.7029	5.4023	5.1136	3.8269	-1.3183	2.5288	1	2.0899	4.7809333333333335
GTEX-12ZZW	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.2447	2.5996	0.9493	1.9188	5.8871	5.101	5.8455	-1.8314	1.1316	1	1.77445	5.6112
GTEX-12ZZX	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.0862	4.3869	2.727	3.7762	6.5072	6.8985	6.6134	-1.0559	3.9663	1	3.5569499999999996	6.673033333333334
GTEX-12ZZY	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.2481	4.711	2.7572	3.9487	7.0815	6.442	6.0516	0.4447	3.1507	1	3.7341	6.525033333333333
GTEX-12ZZZ	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-3.458	3.4791	2.0325	2.9071	5.6094	5.7793	5.717	-1.0262	2.3077	1	2.7558	5.701899999999999
GTEX-13112	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.5105	3.8601	2.5511	3.6646	5.9437	5.5943	5.131	-1.0559	2.6962	1	3.2056	5.556333333333334
GTEX-1313W	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.4699	4.9463	3.0602	4.0225	6.6914	5.848	5.5979	-0.5332	3.5851	1	4.0032499999999995	6.045766666666666
GTEX-131XH	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-0.8339	5.0045	3.345	3.287	6.9391	6.5401	5.7104	-1.1488	3.3464	1	4.17475	6.396533333333333
GTEX-131XW	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-3.458	2.1957	0.8246	0.5859	5.4067	5.6637	4.3263	-2.5479	-1.5522	1	1.5101499999999999	5.132233333333333
GTEX-139TS	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.7274	1.6785	0.517	2.1345	5.5192	5.8164	5.3879	-0.9406	-0.3566	1	1.09775	5.5745000000000005
GTEX-139UC	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.7809	4.067	2.3564	3.2236	6.6076	6.6498	6.3136	1.1184	2.9966	1	3.2117	6.523666666666667
GTEX-13FHP	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-3.1714	2.0878	1.0983	2.2144	4.9855	5.257	4.8279	-1.3921	1.1577	1	1.59305	5.023466666666667
GTEX-13FLV	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.2447	4.0427	2.2842	4.073	7.6587	6.7552	6.7208	-1.1488	3.4997	1	3.16345	7.044899999999999
GTEX-13FLW	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.2142	4.8615	3.0428	3.7127	6.2574	6.0652	5.0687	-0.7346	4.235	1	3.9521500000000005	5.7971
GTEX-13FXS	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-0.9132	4.1978	3.0481	3.3925	6.2079	6.4278	5.6739	1.6187	2.1862	1	3.62295	6.1032
GTEX-13G51	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.3147	4.0782	2.4857	3.3307	6.5732	6.1312	5.625	0.4552	2.7972	1	3.28195	6.1098
GTEX-13JUV	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.7322	3.7762	1.8363	3.7593	6.8653	6.603	5.988	0.7407	2.6828	1	2.80625	6.485433333333333
GTEX-13JVG	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-3.0469	3.3379	1.1833	2.2175	6.9107	6.4106	6.5887	-1.1811	1.1512	1	2.2606	6.636666666666667
GTEX-13N1W	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.1488	3.8431	2.7784	2.9784	7.6799	8.08	7.4063	1.6187	2.108	1	3.31075	7.722066666666667
GTEX-13N2G	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.6349	4.5423	2.2391	4.2381	7.6593	7.3186	7.3408	0.4552	3.0944	1	3.3907	7.439566666666667
GTEX-13NYB	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-3.6259	4.4713	2.5188	3.7072	7.4495	6.8171	5.5519	-1.3183	3.6172	1	3.49505	6.606166666666667
GTEX-13NYS	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.3884	4.7033	3.0428	3.6849	7.2459	6.9429	7.5782	0.7321	4.3765	1	3.87305	7.2556666666666665
GTEX-13O3O	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-0.4131	4.327	2.2842	4.0515	6.5996	6.4246	6.4356	-0.0277	3.0163	1	3.3056	6.4866
GTEX-13O3Q	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-1.8836	4.8968	2.7117	4.0773	6.5256	6.2163	6.3698	-0.1345	4.1343	1	3.8042499999999997	6.370566666666666
GTEX-13OVH	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	0.044	3.2481	2.2175	2.8994	6.1693	6.0449	5.9681	1.3901	1.196	1	2.7328	6.060766666666666
GTEX-13OVJ	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-2.7274	4.6753	2.4805	4.041	8.025	7.8274	7.5898	1.2516	2.6693	1	3.5779	7.814066666666666
GTEX-13OVL	GTEx-Brain - Nucleus Accumbens (Basal Ganglia)	Toil	GTEx_normal	-0.2498	4.7033	2.7784	4.17	6.6257	6.3463	5.0162	-0.3022	3.8935	1	3.74085	5.9960666666666675
