gene	logFC	AveExpr	t	P.Value	method	contrast	adj.P.Val
GUK1	-0.8502766291629167	0.2638421800947867	-4.8858666100358095	2.025580447631934e-06	limma	Tumor-NAT	5.114590630270633e-06
RBM12	0.8003615571557156	-0.015157819905213251	4.885539483017082	2.028605575231985e-06	limma	Tumor-NAT	5.12082225815907e-06
S100A12	-2.327844329432944	-0.9092374407582939	-4.881747379488359	2.063993810974705e-06	limma	Tumor-NAT	5.208722437306017e-06
TIAL1	0.7985561566156617	0.014433649289099479	4.881533287308399	2.066009445095907e-06	limma	Tumor-NAT	5.212377932988329e-06
PLA2G4A	1.7112272727272733	-1.4409909952606637	4.880205854033605	2.0785495242426353e-06	limma	Tumor-NAT	5.242576475662475e-06
RBM3	1.0209835643564353	-0.2659772511848341	4.878618522844055	2.0936414940964823e-06	limma	Tumor-NAT	5.2791931336737365e-06
ME3	-1.0567950675067506	0.09144834123222749	-4.877957029670402	2.0999620542945167e-06	limma	Tumor-NAT	5.293678343670022e-06
CRKL	-0.805284707470747	0.23658530805687214	-4.875339934392132	2.1251498057615363e-06	limma	Tumor-NAT	5.355703829107288e-06
GALE	1.0772390009000898	-0.16846066350710892	4.873182189894294	2.146136159247835e-06	limma	Tumor-NAT	5.407110043762843e-06
CDK5	0.855323897389739	-0.002688625592417042	4.87107672269368	2.1668071958065004e-06	limma	Tumor-NAT	5.4576938713777875e-06
PRSS2	-1.3582707110711065	0.48371658767772513	-4.870880286237073	2.1687455586992206e-06	limma	Tumor-NAT	5.4610795698642565e-06
GGCX	1.1278094689468943	-0.3721137440758295	4.870145143280299	2.176014572143949e-06	limma	Tumor-NAT	5.477882753375797e-06
NTMT1	0.9315651755175518	-0.10436872037914688	4.868613178022205	2.1912382668148414e-06	limma	Tumor-NAT	5.51469630621446e-06
WRAP73	-0.9560612331233123	0.20028341232227495	-4.866086630954697	2.216570761498548e-06	limma	Tumor-NAT	5.576923588539051e-06
UQCC2	1.0445851395139518	-0.15747014218009484	4.865297190015298	2.2245440202533997e-06	limma	Tumor-NAT	5.595452679296387e-06
PHLDA3	-1.1115081098109814	0.25378436018957357	-4.862275983053444	2.2553148070491773e-06	limma	Tumor-NAT	5.671299149545551e-06
PSAP	1.2388900180018003	-0.6390222748815165	4.861729880487333	2.260920573513408e-06	limma	Tumor-NAT	5.683840533687565e-06
MARCH6	1.0558040684068408	-0.30311943127962093	4.8584542622490545	2.2948287924586305e-06	limma	Tumor-NAT	5.767506544021677e-06
MAL2	-1.2275977317731774	0.04409241706161137	-4.857934342293695	2.300255869026787e-06	limma	Tumor-NAT	5.779565798858721e-06
FSTL1	1.17373603060306	-0.05205118483412321	4.857255325306004	2.307362337334922e-06	limma	Tumor-NAT	5.79583690692683e-06
CCDC6	0.8884278757875791	-0.0068236966824645135	4.857104513106031	2.3089435890667103e-06	limma	Tumor-NAT	5.798224187735555e-06
PRRC2B	0.8310232223222319	-0.15551563981042654	4.856985876647395	2.310188217454844e-06	limma	Tumor-NAT	5.7997650660004015e-06
FNBP1	-0.9363753735373541	0.22674123222748815	-4.856370485145428	2.3166547759490824e-06	limma	Tumor-NAT	5.8144112631753185e-06
OXSR1	-0.8107246624662469	0.30392654028436006	-4.856002950682	2.320525186929563e-06	limma	Tumor-NAT	5.820709582396911e-06
PRPF4B	0.8151320072007201	-0.03688530805687208	4.85595002153933	2.3210830849069878e-06	limma	Tumor-NAT	5.820709582396911e-06
EED	0.8462698649864986	-0.08034834123222755	4.855893624210762	2.321677681905694e-06	limma	Tumor-NAT	5.820709582396911e-06
CCDC175	-1.2225398289828981	0.021010426540284288	-4.855891748771214	2.321697457193676e-06	limma	Tumor-NAT	5.820709582396911e-06
TIMP3	-1.7604294779477943	-0.25374360189573464	-4.854180881311395	2.3398054459176808e-06	limma	Tumor-NAT	5.864508277455523e-06
CIAO3	0.881472115211521	-0.017435071090047338	4.851103753133916	2.372718320504177e-06	limma	Tumor-NAT	5.945380066454169e-06
STARD3NL	-0.9909308190819079	0.33805545023696676	-4.850856258345928	2.3753848800458545e-06	limma	Tumor-NAT	5.950439474652889e-06
S100A8	-1.8767687578757877	0.3429412322274882	-4.850618838935185	2.3779456081574355e-06	limma	Tumor-NAT	5.955231085715256e-06
USP46	-0.9123806390639064	0.15151469194312794	-4.848719176863517	2.398531076513128e-06	limma	Tumor-NAT	6.005148222345998e-06
IFI30	-1.2061445814581462	-0.12251753554502369	-4.847510144199498	2.4117222270996695e-06	limma	Tumor-NAT	6.03653022583689e-06
ZNF428	0.9517162196219622	0.009868246445497598	4.846355530345632	2.4243850979443702e-06	limma	Tumor-NAT	6.066573219495428e-06
ERCC6	-0.9775610081008101	0.06366113744075824	-4.845876947235482	2.429652632423194e-06	limma	Tumor-NAT	6.078099440555682e-06
MCU	1.1593546174617462	-0.19285355450236966	4.84579670688205	2.430536881852954e-06	limma	Tumor-NAT	6.07865700166272e-06
EIF3G	0.800404104410441	0.02015545023696686	4.844436254425813	2.445576520292563e-06	limma	Tumor-NAT	6.113073357166348e-06
CD38	1.410310621062106	-0.6500412322274882	4.844431574436914	2.4456284119574214e-06	limma	Tumor-NAT	6.113073357166348e-06
MRPS2	0.9491699099909991	-0.09702654028436015	4.844321132288581	2.44685330227531e-06	limma	Tumor-NAT	6.114472186300265e-06
GSTA1	-2.4577553015301534	-1.4191516587677724	-4.839036444171669	2.5061628771930606e-06	limma	Tumor-NAT	6.260979343376303e-06
TC2N	1.4090432853285328	-0.6095900473933649	4.8320716242397985	2.5864544120109906e-06	limma	Tumor-NAT	6.459810462172015e-06
EPS15	-0.8243389018901889	0.28981421800947876	-4.831725440758929	2.590509461720206e-06	limma	Tumor-NAT	6.4681805114562385e-06
TUFT1	1.125188586858686	-0.3127137440758294	4.827876953045643	2.6360049415164075e-06	limma	Tumor-NAT	6.57998952131377e-06
MAP7D3	-0.9095317281728175	0.1333909952606635	-4.826321916311675	2.6546062721743218e-06	limma	Tumor-NAT	6.624622929012814e-06
SLC26A6	1.6383569531953195	-0.786348578199052	4.825269638319765	2.6672655112857845e-06	limma	Tumor-NAT	6.652754170108126e-06
IDI1	1.05510204320432	-0.23536066350710902	4.8252645691009475	2.667326636584533e-06	limma	Tumor-NAT	6.652754170108126e-06
EML3	-0.8145596219621959	0.27527677725118477	-4.825126075942067	2.6689971289257625e-06	limma	Tumor-NAT	6.655114653270939e-06
SRP9	0.8814603150315031	0.1395696682464455	4.818599103568423	2.7488819281400206e-06	limma	Tumor-NAT	6.852447464479232e-06
NMRK1	-0.9153655355535556	0.1654962085308057	-4.8160416972433895	2.7808083948657023e-06	limma	Tumor-NAT	6.93015454371222e-06
PDCL	-0.856130234023402	0.15053459715639814	-4.815741481242594	2.7845796863507786e-06	limma	Tumor-NAT	6.937671969978315e-06
NLRP1	-1.0569250765076514	0.2583251184834122	-4.813699027210857	2.8103683504475404e-06	limma	Tumor-NAT	6.999960439087882e-06
NECTIN2	-0.942399383438344	0.21494976303317534	-4.8136410547896205	2.8111036862880396e-06	limma	Tumor-NAT	6.999960439087882e-06
IVL	2.311095328532853	-3.2385398104265404	4.81155785263726	2.8376512392235966e-06	limma	Tumor-NAT	7.064152908912263e-06
AHCYL2	1.2745469486948702	-0.5263902843601895	4.811478205217486	2.8386710294907424e-06	limma	Tumor-NAT	7.064778075290932e-06
ECE1	-1.067289765976598	0.018234597156398157	-4.807075967236341	2.8955904880281063e-06	limma	Tumor-NAT	7.204486241328188e-06
ZC3H12C	-0.9626214401440149	0.5457881516587678	-4.806555420925351	2.9023934404418512e-06	limma	Tumor-NAT	7.219458216806781e-06
DDX39B	0.7824595949594959	0.04242227488151657	4.80640630299676	2.904345087217724e-06	limma	Tumor-NAT	7.222358143024378e-06
RPS27A	-0.7916740234023404	0.2959947867298578	-4.805642993497531	2.9143551116741335e-06	limma	Tumor-NAT	7.245290189720574e-06
CPSF7	0.8174227272727274	-0.03165545023696685	4.804912221244043	2.9239696712220557e-06	limma	Tumor-NAT	7.267226946512145e-06
TRABD	0.9516532313231321	-0.15327251184834126	4.804442236582616	2.93016930879259e-06	limma	Tumor-NAT	7.280666698327303e-06
HERC3	-1.4228219261926196	0.8930791469194315	-4.802762202397579	2.952434901476231e-06	limma	Tumor-NAT	7.3340078863427125e-06
NCOA1	-0.865421917191719	0.14262227488151658	-4.802625408356884	2.954255020427542e-06	limma	Tumor-NAT	7.3365463098485645e-06
TPD52L2	0.8866272637263727	-0.033932701421800965	4.800560821391304	2.9818574749262008e-06	limma	Tumor-NAT	7.4030934770520555e-06
ZC3H13	0.8102123492349234	-0.022843127962085326	4.79957207193132	2.99516461650635e-06	limma	Tumor-NAT	7.4341231407804115e-06
SS18L1	1.1002117821782176	-0.47415165876777254	4.797255772277023	3.0265636871648822e-06	limma	Tumor-NAT	7.5100288468500085e-06
SEC23IP	0.8090314041404141	0.08061943127962086	4.796658787046471	3.0347076406604105e-06	limma	Tumor-NAT	7.526437152298769e-06
GTF2F1	0.8129756345634565	-0.028564928909952644	4.796650995835215	3.0348140666324928e-06	limma	Tumor-NAT	7.526437152298769e-06
TLE4	-1.0610756885688573	0.13629099526066346	-4.794125262303706	3.0695056607295755e-06	limma	Tumor-NAT	7.610419888795665e-06
APLF	1.1563532403240315	-0.21680142180094783	4.793811082964573	3.0738476918646517e-06	limma	Tumor-NAT	7.619130025870554e-06
UGP2	0.9071781413141315	-0.2061630331753555	4.7936366894739555	3.0762604104448107e-06	limma	Tumor-NAT	7.623054578699988e-06
LY96	1.1703774887488745	-0.23031990521327012	4.793301486590701	3.0809030514350316e-06	limma	Tumor-NAT	7.63250133308339e-06
SPTBN5	-1.1218884608460837	-0.0296895734597157	-4.792121223855776	3.0973039094385543e-06	limma	Tumor-NAT	7.671064465548303e-06
RBP5	-1.4647962466246618	-0.008517061611374409	-4.791378779252707	3.1076640533342153e-06	limma	Tumor-NAT	7.694649869125747e-06
TUFM	0.8996624842484248	-0.07987867298578198	4.789782241431915	3.1300558070949725e-06	limma	Tumor-NAT	7.748005096420655e-06
ARMC9	0.9797163996399639	-0.20202559241706164	4.7886118766432535	3.146569317054262e-06	limma	Tumor-NAT	7.786784758493733e-06
COL21A1	-1.213866516651665	-0.028363981042654095	-4.788373664756626	3.1499407103953897e-06	limma	Tumor-NAT	7.793029628329481e-06
ACAD11	-1.1057470387038706	-0.017614218009478703	-4.7873540813488455	3.164410260894276e-06	limma	Tumor-NAT	7.826720857879249e-06
CNST	-0.8749269846984699	0.1843511848341232	-4.787102840900117	3.1679856197657254e-06	limma	Tumor-NAT	7.83345596751864e-06
POT1	-0.8412077812781278	0.23312298578199048	-4.784375348809715	3.207052057519062e-06	limma	Tumor-NAT	7.927922393936981e-06
CD247	-1.1187401260126015	0.1428943127962086	-4.783925046586539	3.2135464227953913e-06	limma	Tumor-NAT	7.94184059476e-06
PRG3	-1.6417133213321335	-0.5164289099526067	-4.78363057345771	3.217800251492916e-06	limma	Tumor-NAT	7.950215621363277e-06
AMPH	-1.2200542484248422	0.05038246445497636	-4.782361717440043	3.2361918732736472e-06	limma	Tumor-NAT	7.993506989319561e-06
DNAL1	-1.0438584608460846	0.21828957345971564	-4.7815812683245404	3.247554594874524e-06	limma	Tumor-NAT	8.019418130438407e-06
CARHSP1	-0.8936234383438343	0.16554976303317534	-4.7814907991602755	3.248874243918329e-06	limma	Tumor-NAT	8.020521938182477e-06
DCXR	-1.0055375337533756	0.08517819905213274	-4.78080405009043	3.2589085671955758e-06	limma	Tumor-NAT	8.043133362270284e-06
TWF1	0.8196518631863187	0.049783886255924156	4.776328828013657	3.3250344292106357e-06	limma	Tumor-NAT	8.204131929899317e-06
ZNF444	1.064776903690368	-0.24217630331753548	4.775631362707834	3.3354561947884214e-06	limma	Tumor-NAT	8.227637650644225e-06
RPS9	0.9477709270927093	0.0705094786729858	4.772960767376943	3.3756535689672446e-06	limma	Tumor-NAT	8.322369383826999e-06
TTC39C	1.0177155625562555	-0.255272037914692	4.772959609504047	3.3756710981293713e-06	limma	Tumor-NAT	8.322369383826999e-06
SCG3	1.1456525832583269	-0.043427488151658686	4.771286046970785	3.401099440377699e-06	limma	Tumor-NAT	8.382811734114088e-06
EXOSC10	-1.0694909900990095	-0.027353554502369665	-4.770930960570167	3.4065184101649283e-06	limma	Tumor-NAT	8.393917079846073e-06
MGST2	-0.9633076507650766	0.18847298578199054	-4.770761349579833	3.4091097832713073e-06	limma	Tumor-NAT	8.398050929522001e-06
CEP78	-0.955883402340234	0.10261374407582938	-4.769144181007031	3.4339132157687553e-06	limma	Tumor-NAT	8.456885414290094e-06
NUP93	0.7784366516651666	0.03769431279620852	4.767100679918646	3.4655048693000062e-06	limma	Tumor-NAT	8.532401621681318e-06
RPS4Y1	0.9114229612961298	-0.05590900473933658	4.7665345002481585	3.4743072989064175e-06	limma	Tumor-NAT	8.551783177356422e-06
GLB1	0.9785250495049507	-0.040663507109004696	4.7658907775577415	3.4843415226369653e-06	limma	Tumor-NAT	8.574185524646946e-06
AKAP8	0.8167444014401439	-0.07209620853080571	4.765576466108085	3.4892511101288728e-06	limma	Tumor-NAT	8.58387716922197e-06
PDZRN3	-1.0233441179117913	0.07033672985781989	-4.7655191023705825	3.4901478600133283e-06	limma	Tumor-NAT	8.58387716922197e-06
KDSR	-0.9267933753375335	0.17214549763033168	-4.762902339936338	3.5312923727402926e-06	limma	Tumor-NAT	8.682746976419483e-06
YIPF5	1.0367138163816383	-0.2046241706161137	4.762634781645415	3.535525605256234e-06	limma	Tumor-NAT	8.689875682678197e-06
COMMD3	-0.9591781728172819	0.26405995260663506	-4.762599601087834	3.5360825865756127e-06	limma	Tumor-NAT	8.689875682678197e-06
GPAT3	-1.1007721422142211	0.0579917061611374	-4.762406263530108	3.539145034332773e-06	limma	Tumor-NAT	8.695076720276e-06
RNF113B	0.9572858415841585	0.03164312796208533	4.761836389605865	3.5481866871718387e-06	limma	Tumor-NAT	8.714960941153493e-06
CAMK4	-0.9914859630963098	0.2393789099526066	-4.761205559566966	3.558221482902634e-06	limma	Tumor-NAT	8.737273216499629e-06
B4GALT1	1.1224621062106213	-0.23995592417061615	4.7599724179819525	3.5779166181751567e-06	limma	Tumor-NAT	8.781559083304037e-06
PGRMC2	1.0038611431143114	-0.18051848341232227	4.759956743554645	3.5781676386653923e-06	limma	Tumor-NAT	8.781559083304037e-06
RFTN1	-0.9901907200720073	0.14865118483412326	-4.752858380666777	3.6936101808022653e-06	limma	Tumor-NAT	9.062458935331985e-06
MVP	0.9896956795679569	-0.06635876777251185	4.749772902386904	3.744903832665052e-06	limma	Tumor-NAT	9.185858320262742e-06
ERGIC1	1.1826901890189023	-0.23126729857819903	4.749619286299799	3.7474754684668766e-06	limma	Tumor-NAT	9.189713722166239e-06
GTF2I	0.845982502250225	-0.0645526066350711	4.745751265383505	3.8127935050225796e-06	limma	Tumor-NAT	9.347395333332231e-06
FXR1	0.8329889198919891	-0.12429383886255921	4.744449941198586	3.835014591901498e-06	limma	Tumor-NAT	9.39936509711111e-06
MMP7	1.8489746804680467	-1.0901478672985783	4.74403258301546	3.842167734388147e-06	limma	Tumor-NAT	9.414386469411215e-06
NOL7	0.8450267056705669	0.02814218009478671	4.743888850316584	3.844634163215548e-06	limma	Tumor-NAT	9.417919134891818e-06
HSD3B7	-1.3005143744374439	0.019060189573459695	-4.742939925508134	3.860955946866068e-06	limma	Tumor-NAT	9.45538132364669e-06
NCAPD2	1.2491187398739867	-0.6353630331753555	4.742535646282549	3.867929967358786e-06	limma	Tumor-NAT	9.469937221628822e-06
PLXNC1	-0.935887065706571	0.20057203791469194	-4.742444259055782	3.8695081272783345e-06	limma	Tumor-NAT	9.471278081974746e-06
ARL5B	0.9363679927992794	-0.06551042654028434	4.737734957580456	3.951679372637193e-06	limma	Tumor-NAT	9.66983096749426e-06
TXNRD3	-0.8644030153015301	0.15888909952606634	-4.737052362148358	3.963728658679242e-06	limma	Tumor-NAT	9.696734123481745e-06
RABL2B	-0.967005319531953	0.1882056872037915	-4.736600246132387	3.971728998473123e-06	limma	Tumor-NAT	9.713720389826099e-06
CLPTM1	0.948681899189919	-0.17662748815165877	4.7356649344309005	3.988329144318754e-06	limma	Tumor-NAT	9.751724704824068e-06
DAB2	-0.9691446714671464	0.2531824644549762	-4.7329101714440105	4.037611353529486e-06	limma	Tumor-NAT	9.869597327204656e-06
ZAP70	-1.0253939333933397	0.04270473933649292	-4.732748363685522	4.040524266383707e-06	limma	Tumor-NAT	9.874091606576085e-06
MT-ATP6	1.0653206345634563	0.10468933649289103	4.731325413574868	4.0662281448542765e-06	limma	Tumor-NAT	9.934264454905811e-06
RPLP1	0.8654664986498649	0.06362274881516587	4.7311180913013136	4.069986318181445e-06	limma	Tumor-NAT	9.940803680681812e-06
HDAC9	-0.9286850450045006	0.21787417061611372	-4.730849505281773	4.074860016707089e-06	limma	Tumor-NAT	9.950063340476848e-06
SLPI	-1.913530099009901	-0.4111848341232227	-4.727815404055304	4.130308775245707e-06	limma	Tumor-NAT	1.0082780332877368e-05
NOS3	-1.192414068406841	-0.7070990521327014	-4.727640819834685	4.13352139091231e-06	limma	Tumor-NAT	1.0087943468899374e-05
PTPN23	-0.7776014671467151	0.2083777251184834	-4.7250419376039545	4.1816308658168425e-06	limma	Tumor-NAT	1.0202646479352959e-05
BTF3	0.8152098379837984	-0.01640710900473937	4.7248128403257015	4.185897644423661e-06	limma	Tumor-NAT	1.0210346403900709e-05
SPG11	-0.8363807650765076	0.16175924170616113	-4.722429500056055	4.230535640703389e-06	limma	Tumor-NAT	1.0315634428363623e-05
TRIM24	0.8633767596759674	-0.1380587677725119	4.7223885336738	4.231306908381118e-06	limma	Tumor-NAT	1.0315634428363623e-05
BTK	-0.9650685598559854	0.18345497630331747	-4.721331642289202	4.251251807553534e-06	limma	Tumor-NAT	1.0361510305813983e-05
DDX60	-0.9699284158415842	0.07970853080568727	-4.719980981488034	4.276872591064078e-06	limma	Tumor-NAT	1.0421191936497863e-05
HNRNPUL2	0.7887955445544557	0.0869748815165877	4.719443287239285	4.287113560526632e-06	limma	Tumor-NAT	1.0443376818128883e-05
AP1G1	0.7965743474347433	0.012255924170616073	4.715401258135432	4.3648594864712105e-06	limma	Tumor-NAT	1.0629947943867753e-05
ADPGK	-0.8393587038703874	0.25290379146919434	-4.71412848182451	4.389620922089827e-06	limma	Tumor-NAT	1.0687418780113271e-05
ANO1	-1.1870822367236724	0.058663744075829326	-4.713261124696044	4.406572655177923e-06	limma	Tumor-NAT	1.0725849913596476e-05
PPCS	0.9006993519351932	0.09136682464454972	4.71028345518526	4.465250539594268e-06	limma	Tumor-NAT	1.0865797646124149e-05
SERAC1	-0.9779924662466253	0.1925540284360189	-4.710108443542148	4.468722669149782e-06	limma	Tumor-NAT	1.0871368462719864e-05
ARFIP2	0.8734456795679568	-0.009763033175355427	4.709959159546305	4.471686435536633e-06	limma	Tumor-NAT	1.0875699928292457e-05
ASPH	1.0736485148514854	-0.2801265402843602	4.708464409814905	4.501466762723031e-06	limma	Tumor-NAT	1.0945233073065445e-05
RHBDD1	-0.9525607200720068	0.43196872037914696	-4.707411333140995	4.522562300784431e-06	limma	Tumor-NAT	1.0993618118621979e-05
IMPDH2	0.8682527812781277	-0.06572369668246446	4.706733575221641	4.536189755137161e-06	limma	Tumor-NAT	1.1023828672518679e-05
AGO3	-0.7951519261926195	0.2384004739336493	-4.706665508456991	4.537560537992165e-06	limma	Tumor-NAT	1.1024245018420827e-05
AUH	-0.9698287218721872	0.20127535545023698	-4.7032560969442745	4.606735655145639e-06	limma	Tumor-NAT	1.118935185159714e-05
RNF149	-0.9336549864986498	0.4046436018957346	-4.70116733681161	4.649616837209794e-06	limma	Tumor-NAT	1.1290522681848141e-05
PYROXD2	-1.2198240414041401	0.036577725118483444	-4.699645501834459	4.681101530348636e-06	limma	Tumor-NAT	1.1363973630595434e-05
SIGLEC1	-1.0220115301530157	0.08437203791469199	-4.697284812644476	4.730348282029068e-06	limma	Tumor-NAT	1.1480494074499383e-05
WTAP	0.7695504860486049	0.03938151658767776	4.697053132903024	4.735208234698535e-06	limma	Tumor-NAT	1.1489255249502175e-05
TKTL2	1.2739036003600357	-0.5098014218009478	4.696683812726246	4.7429654345115265e-06	limma	Tumor-NAT	1.1505039669726956e-05
CD320	1.1220736363636363	-0.122132701421801	4.694769812794727	4.783363859443374e-06	limma	Tumor-NAT	1.1599972884470727e-05
PPT1	-1.2908631503150314	-0.10806777251184842	-4.694644091606457	4.78602901656535e-06	limma	Tumor-NAT	1.1603374489910877e-05
SF3A3	0.7619183708370837	0.005672985781990534	4.691710166296716	4.848633440647326e-06	limma	Tumor-NAT	1.1749763618296753e-05
RELCH	-0.939037682268227	0.14428151658767768	-4.6916946438917035	4.8489667505385244e-06	limma	Tumor-NAT	1.1749763618296753e-05
HIPK4	1.0777661746174618	-0.4118457345971564	4.690129454104703	4.882689499900806e-06	limma	Tumor-NAT	1.1828360356770771e-05
IGF2BP3	2.793880927092712	-3.558063507109005	4.688501682200019	4.9180005166211165e-06	limma	Tumor-NAT	1.1910762252507163e-05
KDM5B	0.9506972457245724	-0.13944218009478673	4.688364086540196	4.92099662241855e-06	limma	Tumor-NAT	1.1914878808390118e-05
HINT1	-0.7977405760576057	0.2394677725118483	-4.687954337881015	4.929929211537904e-06	limma	Tumor-NAT	1.193336301902683e-05
COPS5	-0.7703386228622865	0.21488483412322273	-4.687334334555383	4.9434751271469385e-06	limma	Tumor-NAT	1.1963001551766064e-05
COPS4	-0.7529196129612958	0.2716668246445497	-4.684034819099647	5.016169366404196e-06	limma	Tumor-NAT	1.213572325523058e-05
SLC25A1	1.2081100540054004	-0.49919691943127964	4.681891472334875	5.0639423158923265e-06	limma	Tumor-NAT	1.2248077322464836e-05
HEATR3	0.8805541944194418	-0.1390056872037915	4.681656377311802	5.0692089608771755e-06	limma	Tumor-NAT	1.2256152841708593e-05
GSTT2B	-2.0760779207920788	-0.6181075829383886	-4.681597296841931	5.070533323474599e-06	limma	Tumor-NAT	1.2256152841708593e-05
IFT74	-0.9394375067506748	0.12090426540284362	-4.681563922088682	5.0712816077704035e-06	limma	Tumor-NAT	1.2256152841708593e-05
LMNB1	0.8076503060306031	0.07913507109004735	4.680989616193191	5.084174625008307e-06	limma	Tumor-NAT	1.2284082276143888e-05
FYCO1	-0.9063502340234029	0.21975355450236972	-4.68069029656367	5.0909067969788104e-06	limma	Tumor-NAT	1.2297115472018987e-05
DHX32	0.9585565346534651	-0.0911251184834123	4.680166523516961	5.102707969439765e-06	limma	Tumor-NAT	1.2322158574480571e-05
TNRC18	0.8363060216021603	-0.10291800947867298	4.680111209499556	5.103955792954796e-06	limma	Tumor-NAT	1.2322158574480571e-05
PDE3B	-1.2223187398739874	0.24223459715639806	-4.677966255050434	5.1525712017889795e-06	limma	Tumor-NAT	1.2436261007259062e-05
SIPA1	-0.7999854995499552	0.1961687203791469	-4.676411721915184	5.188083464168267e-06	limma	Tumor-NAT	1.2518686038112508e-05
SUCLA2	-0.8921064536453646	0.27586635071090043	-4.676348333956816	5.189536515965242e-06	limma	Tumor-NAT	1.2518905542844236e-05
GSN	-0.9112566471647164	0.22319075829383883	-4.676090565374825	5.195449427889827e-06	limma	Tumor-NAT	1.252988079027431e-05
CDK16	-0.8341294959495954	0.2201507109004739	-4.675976497324805	5.1980680894545865e-06	limma	Tumor-NAT	1.2532907610224845e-05
PRPF8	0.7586918271827187	-0.021718009478673	4.674192335829528	5.2391931158934845e-06	limma	Tumor-NAT	1.2628750046728826e-05
NDUFB7	0.9294455265526552	-0.04331137440758294	4.670287963492307	5.33028645824502e-06	limma	Tumor-NAT	1.2844956171402722e-05
SLC4A7	1.156917947794779	-0.19610900473933646	4.670163170285635	5.333223061909285e-06	limma	Tumor-NAT	1.2848664000526407e-05
WWC1	-0.9483495049504953	0.009449289099526068	-4.669891557892566	5.33961997250817e-06	limma	Tumor-NAT	1.2860704184308856e-05
PRPS1	-0.8506598739873987	0.2630042654028436	-4.669380629494945	5.351673213794756e-06	limma	Tumor-NAT	1.288585274751606e-05
PMPCA	0.9170736633663368	-0.2593383886255924	4.669313713130995	5.353253770011543e-06	limma	Tumor-NAT	1.288585274751606e-05
CIR1	0.922286687668767	-0.11529099526066354	4.669270809015999	5.35426739666672e-06	limma	Tumor-NAT	1.288585274751606e-05
MITD1	-0.8863839693969389	0.197652606635071	-4.668499305140796	5.372526093210673e-06	limma	Tumor-NAT	1.2926410293900339e-05
RPS10	0.9932675967596759	-0.09048672985781997	4.667099758743261	5.4058016147131764e-06	limma	Tumor-NAT	1.300306795101513e-05
EMC3	0.8742755355535553	-0.11691753554502364	4.665805746319971	5.436744694898314e-06	limma	Tumor-NAT	1.3074076528207849e-05
BTN3A2	-1.3116495319531956	0.18128483412322274	-4.664995834707009	5.456198522394332e-06	limma	Tumor-NAT	1.3117426267153101e-05
MOSPD2	-0.8630171557155715	0.13090663507109004	-4.664812572248425	5.460609731757369e-06	limma	Tumor-NAT	1.31245983380183e-05
ARID4A	-0.7927593429342936	0.23766066350710896	-4.663440910826271	5.493735583229554e-06	limma	Tumor-NAT	1.320076437789878e-05
CAPZA2	-0.7929443204320429	0.2630028436018957	-4.6627405669508954	5.510723629525539e-06	limma	Tumor-NAT	1.3238123596175962e-05
MRPL14	0.9722250495049505	-0.04764786729857816	4.660142975837639	5.574176029287449e-06	limma	Tumor-NAT	1.3387053014157552e-05
MTMR7	-0.9322573897389741	0.2730682464454976	-4.658861494482709	5.60573815777245e-06	limma	Tumor-NAT	1.3459336313502242e-05
SREK1	0.7734604140414042	-0.011523696682464455	4.657275877385021	5.645029477665898e-06	limma	Tumor-NAT	1.3550134742550866e-05
AP5M1	-0.8582538433843387	0.14559383886255922	-4.653270697060038	5.745462958984853e-06	limma	Tumor-NAT	1.3787610980686626e-05
LACC1	-0.9254595049504948	0.16488246445497629	-4.652224848929581	5.7719708121027345e-06	limma	Tumor-NAT	1.384760734378393e-05
TK2	-0.9625654635463544	0.030733175355450254	-4.652127625847362	5.774440988400107e-06	limma	Tumor-NAT	1.38499183518751e-05
DDA1	0.8363756255625563	-0.018321327014218045	4.651540861218783	5.789370741286224e-06	limma	Tumor-NAT	1.388210448295374e-05
PEPD	-0.8928614221422144	0.2713668246445497	-4.646620222949597	5.9160452107596565e-06	limma	Tumor-NAT	1.4179629892402432e-05
TP53RK	0.8532424122412243	0.013577725118483373	4.646585710836404	5.916943037504642e-06	limma	Tumor-NAT	1.4179629892402432e-05
CCDC43	0.8315066246624663	0.0765947867298578	4.646542068088674	5.91807858418624e-06	limma	Tumor-NAT	1.4179629892402432e-05
ELOC	0.7815792169216922	-0.07086540284360196	4.645397018603471	5.947946944302264e-06	limma	Tumor-NAT	1.424747989707639e-05
CLN3	-1.0756254545454542	0.21704739336492887	-4.64272938293651	6.018096193030669e-06	limma	Tumor-NAT	1.441175667278397e-05
GGACT	-0.9558206030603063	0.022090047393364936	-4.642607567727201	6.021318458363257e-06	limma	Tumor-NAT	1.4415717101020239e-05
SETDB1	0.7754460216021603	-0.10244597156398103	4.64219257753899	6.032308296438902e-06	limma	Tumor-NAT	1.4438267070981757e-05
NCKAP5	-1.0909572097209725	-0.04625734597156402	-4.642016883452808	6.0369668781367224e-06	limma	Tumor-NAT	1.4445655448308935e-05
EXOC7	-0.7563341314131418	0.2542530805687203	-4.641653801767235	6.046605087205918e-06	limma	Tumor-NAT	1.4464952461350754e-05
C16orf58	0.9884782448244825	-0.27889146919431274	4.637823413265338	6.1491925690152525e-06	limma	Tumor-NAT	1.4706538876351596e-05
SYPL1	-0.8648714491449143	0.12799241706161144	-4.637364498607312	6.161595394563995e-06	limma	Tumor-NAT	1.4732368176752778e-05
