score	tf	axis	kind	family	elf3_given	nes	n_targets	n_patients	delta_median_high_minus_low	direction	n_patients_delta_pos	n_patients_delta_neg	p_patient	n_samples	delta_median_samples	p_sample	n_patients_tLung	delta_median_tLung	direction_tLung	p_tLung	kd_like_expectation	vs_kd_like	vs_GSE207704	vs_GSE50927	fdr_patient
IRF1(+)|CLDN4out	IRF1	IFN	cistarget_regulon	cistarget_CLDN4_held_out	False	3.480756571582462	32	29	0.016045745226015665	higher in CLDN4-high	28	1	1.1175870895385742e-08	29	0.016045749187469482	1.1175870895385742e-08	10	0.02204955963903514	higher in CLDN4-high	0.00390625	lower_in_high	OPPOSITE	SAME	OPPOSITE	1.685693860054016e-07
IRF2(+)	IRF2	IFN	cistarget_regulon	cistarget_as_returned	False	4.410573848204368	47	29	-0.0015290727381624056	higher in CLDN4-low	10	19	0.021553177386522293	29	-0.0015290696173906326	0.021553177386522293	10	-0.0014310571927285548	higher in CLDN4-low	0.10546875	lower_in_high	SAME	OPPOSITE	SAME	
IRF2(+)|CLDN4out	IRF2	IFN	cistarget_regulon	cistarget_CLDN4_held_out	False	4.410573848204368	47	29	-0.0015290727381624056	higher in CLDN4-low	10	19	0.021553177386522293	29	-0.0015290696173906326	0.021553177386522293	10	-0.0014310571927285548	higher in CLDN4-low	0.10546875	lower_in_high	SAME	OPPOSITE	SAME	0.04383286637034309
IRF3(+)	IRF3	IFN	cistarget_regulon	cistarget_as_returned	False	4.494990813853612	38	29	0.00019962725977071272	higher in CLDN4-high	15	14	0.4946499206125736	29	0.00019963085651397705	0.4946499206125736	10	8.891819669445099e-05	higher in CLDN4-high	0.76953125	lower_in_high	OPPOSITE	SAME	OPPOSITE	
IRF3(+)|CLDN4out	IRF3	IFN	cistarget_regulon	cistarget_CLDN4_held_out	False	4.494990813853612	38	29	0.00019962725977071272	higher in CLDN4-high	15	14	0.4946499206125736	29	0.00019963085651397705	0.4946499206125736	10	8.891819669445099e-05	higher in CLDN4-high	0.76953125	lower_in_high	OPPOSITE	SAME	OPPOSITE	0.5560971157197256
IRF5(+)	IRF5	IFN	cistarget_regulon	cistarget_as_returned	False	3.071849396825574	8	29	-0.0003147128610951379	higher in CLDN4-low	12	17	0.44202057644724846	29	-0.0003147134557366371	0.44202057644724846	10	5.5470962220027136e-05	higher in CLDN4-high	0.76953125	lower_in_high	SAME	OPPOSITE	SAME	
IRF6(+)	IRF6	IFN	cistarget_regulon	cistarget_as_returned	False	3.8722119509431785	8	29	-0.0019361389241423811	higher in CLDN4-low	8	21	0.000368364155292511	29	-0.0019361386075615883	0.000368364155292511	10	-0.00032278281870286134	higher in CLDN4-low	0.193359375	lower_in_high	SAME	OPPOSITE	SAME	
IRF7(+)	IRF7	IFN	cistarget_regulon	cistarget_as_returned	False	15.95310671836173	129	29	0.002457791846245526	higher in CLDN4-high	20	9	0.0032424964010715485	29	0.0024577900767326355	0.0032424964010715485	10	0.0031151457521419387	higher in CLDN4-high	0.232421875	lower_in_high	OPPOSITE	SAME	OPPOSITE	
IRF7(+)|CLDN4out	IRF7	IFN	cistarget_regulon	cistarget_CLDN4_held_out	False	15.95310671836173	129	29	0.002457791846245526	higher in CLDN4-high	20	9	0.0032424964010715485	29	0.0024577900767326355	0.0032424964010715485	10	0.0031151457521419387	higher in CLDN4-high	0.232421875	lower_in_high	OPPOSITE	SAME	OPPOSITE	0.008759579829760451
IRF9(+)	IRF9	IFN	cistarget_regulon	cistarget_as_returned	False	3.837872569002448	8	29	0.004200749420400322	higher in CLDN4-high	22	7	0.00026926398277282715	29	0.004200752824544907	0.00026926398277282715	10	0.0027268374933838886	higher in CLDN4-high	0.064453125	lower_in_high	OPPOSITE	SAME	OPPOSITE	
IRX3(+)	IRX3	other	cistarget_regulon	cistarget_as_returned	False	3.2091791668471688	17	29	0.0024162083997323683	higher in CLDN4-high	18	11	0.12065461277961731	29	0.002416204661130905	0.12065461277961731	10	-0.0026579573846413525	higher in CLDN4-low	0.556640625	unspecified	NA	NA	NA	
IRX3(+)|CLDN4out	IRX3	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.2091791668471688	17	29	0.0024162083997323683	higher in CLDN4-high	18	11	0.12065461277961731	29	0.002416204661130905	0.12065461277961731	10	-0.0026579573846413525	higher in CLDN4-low	0.556640625	unspecified	NA	NA	NA	0.18989986880965856
IRX5(+)	IRX5	other	cistarget_regulon	cistarget_as_returned	False	4.320249118452032	34	29	0.00024322498401367632	higher in CLDN4-high	19	10	0.07975950092077255	29	0.00024322420358657837	0.07975950092077255	10	0.0008182132046590587	higher in CLDN4-high	0.064453125	unspecified	NA	NA	NA	
IRX5(+)|CLDN4out	IRX5	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.320249118452032	34	29	0.00024322498401367632	higher in CLDN4-high	19	10	0.07975950092077255	29	0.00024322420358657837	0.07975950092077255	10	0.0008182132046590587	higher in CLDN4-high	0.064453125	unspecified	NA	NA	NA	0.1300582852852237
JUN(+)	JUN	other	cistarget_regulon	cistarget_as_returned	False	4.401272429636262	161	29	0.04004105940581332	higher in CLDN4-high	29	0	3.725290298461914e-09	29	0.04004104435443878	3.725290298461914e-09	10	0.040149446352586715	higher in CLDN4-high	0.001953125	unspecified	NA	NA	NA	
JUN(+)|CLDN4out	JUN	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.401272429636262	161	29	0.04004105940581332	higher in CLDN4-high	29	0	3.725290298461914e-09	29	0.04004104435443878	3.725290298461914e-09	10	0.040149446352586715	higher in CLDN4-high	0.001953125	unspecified	NA	NA	NA	9.632536343165807e-08
JUNB(+)	JUNB	IFN_by_targets	cistarget_regulon	cistarget_as_returned	False	5.015032994627303	66	29	0.04625007894660389	higher in CLDN4-high	29	0	3.725290298461914e-09	29	0.046250082552433014	3.725290298461914e-09	10	0.0456639522091756	higher in CLDN4-high	0.001953125	lower_in_high	OPPOSITE	SAME	OPPOSITE	
JUNB(+)|CLDN4out	JUNB	IFN_by_targets	cistarget_regulon	cistarget_CLDN4_held_out	False	5.015032994627303	66	29	0.04625007894660389	higher in CLDN4-high	29	0	3.725290298461914e-09	29	0.046250082552433014	3.725290298461914e-09	10	0.0456639522091756	higher in CLDN4-high	0.001953125	lower_in_high	OPPOSITE	SAME	OPPOSITE	9.632536343165807e-08
JUND(+)	JUND	other	cistarget_regulon	cistarget_as_returned	False	3.202441252426277	36	29	0.023857393122654974	higher in CLDN4-high	29	0	3.725290298461914e-09	29	0.02385740727186203	3.725290298461914e-09	10	0.0311081667737544	higher in CLDN4-high	0.001953125	unspecified	NA	NA	NA	
JUND(+)|CLDN4out	JUND	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.202441252426277	36	29	0.023857393122654974	higher in CLDN4-high	29	0	3.725290298461914e-09	29	0.02385740727186203	3.725290298461914e-09	10	0.0311081667737544	higher in CLDN4-high	0.001953125	unspecified	NA	NA	NA	9.632536343165807e-08
KLF10(+)	KLF10	other	cistarget_regulon	cistarget_as_returned	False	3.296591146435172	19	29	0.0014948972174027783	higher in CLDN4-high	18	11	0.02433420717716217	29	0.0014948956668376923	0.02433420717716217	10	0.0005355735540259667	higher in CLDN4-high	1.0	unspecified	NA	NA	NA	
KLF10(+)|CLDN4out	KLF10	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.296591146435172	19	29	0.0014948972174027783	higher in CLDN4-high	18	11	0.02433420717716217	29	0.0014948956668376923	0.02433420717716217	10	0.0005355735540259667	higher in CLDN4-high	1.0	unspecified	NA	NA	NA	0.048938794434070586
KLF11(+)	KLF11	other	cistarget_regulon	cistarget_as_returned	False	3.365708521377264	4	29	-0.00046153685278479614	higher in CLDN4-low	11	18	0.31448761001229286	29	-0.0004615369252860546	0.31448761001229286	10	0.0003123416118905963	higher in CLDN4-high	0.845703125	unspecified	NA	NA	NA	
KLF16(+)	KLF16	other	cistarget_regulon	cistarget_as_returned	False	4.682666486764171	18	29	0.0006885984516611827	higher in CLDN4-high	17	12	0.2652079239487648	29	0.0006885980255901814	0.2652079239487648	10	0.00081847345742806	higher in CLDN4-high	0.083984375	unspecified	NA	NA	NA	
KLF16(+)|CLDN4out	KLF16	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.682666486764171	18	29	0.0006885984516611827	higher in CLDN4-high	17	12	0.2652079239487648	29	0.0006885980255901814	0.2652079239487648	10	0.00081847345742806	higher in CLDN4-high	0.083984375	unspecified	NA	NA	NA	0.3478451756139596
KLF3(+)	KLF3	other	cistarget_regulon	cistarget_as_returned	False	4.357703975623148	39	29	0.00021090381543932384	higher in CLDN4-high	15	14	0.23825867101550102	29	0.0002109035849571228	0.23825867101550102	10	0.0008419100456616988	higher in CLDN4-high	0.16015625	unspecified	NA	NA	NA	
KLF3(+)|CLDN4out	KLF3	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.357703975623148	39	29	0.00021090381543932384	higher in CLDN4-high	15	14	0.23825867101550102	29	0.0002109035849571228	0.23825867101550102	10	0.0008419100456616988	higher in CLDN4-high	0.16015625	unspecified	NA	NA	NA	0.31944310706522727
KLF4(+)	KLF4	TJ	cistarget_regulon	cistarget_as_returned	False	4.167896823526012	65	29	0.028010622523135575	higher in CLDN4-high	29	0	3.725290298461914e-09	29	0.028010614216327667	3.725290298461914e-09	10	0.02943884108029872	higher in CLDN4-high	0.001953125	higher_in_high	SAME	NA	NA	
KLF4(+)|CLDN4out	KLF4	TJ	cistarget_regulon	cistarget_CLDN4_held_out	False	4.167896823526012	65	29	0.028010622523135575	higher in CLDN4-high	29	0	3.725290298461914e-09	29	0.028010614216327667	3.725290298461914e-09	10	0.02943884108029872	higher in CLDN4-high	0.001953125	higher_in_high	SAME	NA	NA	9.632536343165807e-08
KLF5(+)	KLF5	TJ	cistarget_regulon	cistarget_as_returned	False	3.484470233373941	42	29	0.007660297067765061	higher in CLDN4-high	23	6	0.00015582889318466187	29	0.007660295814275742	0.00015582889318466187	10	0.007575154642529808	higher in CLDN4-high	0.005859375	higher_in_high	SAME	NA	NA	
KLF5(+)|CLDN4out	KLF5	TJ	cistarget_regulon	cistarget_CLDN4_held_out	False	3.484470233373941	42	29	0.007660297067765061	higher in CLDN4-high	23	6	0.00015582889318466187	29	0.007660295814275742	0.00015582889318466187	10	0.007575154642529808	higher in CLDN4-high	0.005859375	higher_in_high	SAME	NA	NA	0.000655930922474972
KLF6(+)	KLF6	IFN_by_targets	cistarget_regulon	cistarget_as_returned	False	4.506251081678744	212	29	0.007132509788596836	higher in CLDN4-high	27	2	7.078051567077637e-08	29	0.0071325115859508514	7.078051567077637e-08	10	0.007834928590195574	higher in CLDN4-high	0.001953125	lower_in_high	OPPOSITE	SAME	OPPOSITE	
KLF6(+)|CLDN4out	KLF6	IFN_by_targets	cistarget_regulon	cistarget_CLDN4_held_out	False	4.506251081678744	212	29	0.007132509788596836	higher in CLDN4-high	27	2	7.078051567077637e-08	29	0.0071325115859508514	7.078051567077637e-08	10	0.007834928590195574	higher in CLDN4-high	0.001953125	lower_in_high	OPPOSITE	SAME	OPPOSITE	8.007045835256577e-07
KLF7(+)	KLF7	other	cistarget_regulon	cistarget_as_returned	False	3.097084776075467	6	29	0.007342464997575682	higher in CLDN4-high	20	9	0.0009746924042701721	29	0.0073424652218818665	0.0009746924042701721	10	0.016483456509390964	higher in CLDN4-high	0.001953125	unspecified	NA	NA	NA	
KLF9(+)	KLF9	other	cistarget_regulon	cistarget_as_returned	False	4.3855764949343845	42	29	-0.0006506508669432299	higher in CLDN4-low	12	17	0.16885415464639664	29	-0.0006506526842713356	0.16885415464639664	10	-2.886873908057412e-05	higher in CLDN4-low	1.0	unspecified	NA	NA	NA	
KLF9(+)|CLDN4out	KLF9	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.3855764949343845	42	29	-0.0006506508669432299	higher in CLDN4-low	12	17	0.16885415464639664	29	-0.0006506526842713356	0.16885415464639664	10	-2.886873908057412e-05	higher in CLDN4-low	1.0	unspecified	NA	NA	NA	0.24065040937793536
MAF(+)	MAF	other	cistarget_regulon	cistarget_as_returned	False	4.25909979150097	86	29	0.00653854491455215	higher in CLDN4-high	25	4	1.6652047634124756e-06	29	0.006538555026054382	1.6652047634124756e-06	10	0.005389082778497631	higher in CLDN4-high	0.013671875	unspecified	NA	NA	NA	
MAF(+)|CLDN4out	MAF	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.25909979150097	86	29	0.00653854491455215	higher in CLDN4-high	25	4	1.6652047634124756e-06	29	0.006538555026054382	1.6652047634124756e-06	10	0.005389082778497631	higher in CLDN4-high	0.013671875	unspecified	NA	NA	NA	1.1592387006833003e-05
MAFB(+)	MAFB	other	cistarget_regulon	cistarget_as_returned	False	5.191878995755098	37	29	0.002867295011352824	higher in CLDN4-high	20	9	0.0035108327865600586	29	0.002867288887500763	0.0035108327865600586	10	0.002294687286740784	higher in CLDN4-high	0.275390625	unspecified	NA	NA	NA	
MAFB(+)|CLDN4out	MAFB	other	cistarget_regulon	cistarget_CLDN4_held_out	False	5.191878995755098	37	29	0.002867295011352824	higher in CLDN4-high	20	9	0.0035108327865600586	29	0.002867288887500763	0.0035108327865600586	10	0.002294687286740784	higher in CLDN4-high	0.275390625	unspecified	NA	NA	NA	0.009209575860396675
MAFF(+)	MAFF	other	cistarget_regulon	cistarget_as_returned	False	4.22353474671075	41	29	0.028804066045535898	higher in CLDN4-high	28	1	1.1175870895385742e-08	29	0.028804078698158264	1.1175870895385742e-08	10	0.02647132678604827	higher in CLDN4-high	0.00390625	unspecified	NA	NA	NA	
MAFF(+)|CLDN4out	MAFF	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.22353474671075	41	29	0.028804066045535898	higher in CLDN4-high	28	1	1.1175870895385742e-08	29	0.028804078698158264	1.1175870895385742e-08	10	0.02647132678604827	higher in CLDN4-high	0.00390625	unspecified	NA	NA	NA	1.685693860054016e-07
MAFG(+)	MAFG	other	cistarget_regulon	cistarget_as_returned	False	3.774863883234411	30	29	0.004634195329395012	higher in CLDN4-high	23	6	0.00026926398277282715	29	0.004634197801351547	0.00026926398277282715	10	0.006008081835831007	higher in CLDN4-high	0.00390625	unspecified	NA	NA	NA	
MAFG(+)|CLDN4out	MAFG	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.774863883234411	30	29	0.004634195329395012	higher in CLDN4-high	23	6	0.00026926398277282715	29	0.004634197801351547	0.00026926398277282715	10	0.006008081835831007	higher in CLDN4-high	0.00390625	unspecified	NA	NA	NA	0.000994628181262892
MAFK(+)	MAFK	other	cistarget_regulon	cistarget_as_returned	False	3.083284949543152	4	29	0.00623224885063698	higher in CLDN4-high	21	8	0.00026926398277282715	29	0.006232250481843948	0.00026926398277282715	10	0.01524809156066827	higher in CLDN4-high	0.00390625	unspecified	NA	NA	NA	
MAX(+)	MAX	other	cistarget_regulon	cistarget_as_returned	False	3.161196867862491	19	29	0.0024819009529233743	higher in CLDN4-high	19	10	0.025833535939455032	29	0.002481900155544281	0.025833535939455032	10	0.002805676010639928	higher in CLDN4-high	0.130859375	unspecified	NA	NA	NA	
MAX(+)|CLDN4out	MAX	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.161196867862491	19	29	0.0024819009529233743	higher in CLDN4-high	19	10	0.025833535939455032	29	0.002481900155544281	0.025833535939455032	10	0.002805676010639928	higher in CLDN4-high	0.130859375	unspecified	NA	NA	NA	0.05027817209721894
MAZ(+)	MAZ	other	cistarget_regulon	cistarget_as_returned	False	3.0900069944784363	4	29	-9.392098192766846e-06	higher in CLDN4-low	14	15	0.4548785090446472	29	-9.392097126692533e-06	0.4548785090446472	10	0.0016764054940029468	higher in CLDN4-high	0.10546875	unspecified	NA	NA	NA	
MECP2(+)	MECP2	other	cistarget_regulon	cistarget_as_returned	False	3.264162222243435	3	29	-0.0002619867357503301	higher in CLDN4-low	13	16	0.5940011255443096	29	-0.0002619867445901036	0.5940011255443096	10	-7.95968128128006e-05	higher in CLDN4-low	0.76953125	unspecified	NA	NA	NA	
MLX(+)	MLX	other	cistarget_regulon	cistarget_as_returned	False	3.8406776482145046	43	29	-0.002762761094854474	higher in CLDN4-low	3	26	3.3676624298095703e-06	29	-0.00276276096701622	3.3676624298095703e-06	10	-0.003337345316503478	higher in CLDN4-low	0.001953125	unspecified	NA	NA	NA	
MLX(+)|CLDN4out	MLX	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.8406776482145046	43	29	-0.002762761094854474	higher in CLDN4-low	3	26	3.3676624298095703e-06	29	-0.00276276096701622	3.3676624298095703e-06	10	-0.003337345316503478	higher in CLDN4-low	0.001953125	unspecified	NA	NA	NA	2.101885861363904e-05
MXD4(+)	MXD4	other	cistarget_regulon	cistarget_as_returned	False	3.191513903907496	6	29	-0.0031251391041498128	higher in CLDN4-low	10	19	0.05064401775598526	29	-0.003125138580799103	0.05064401775598526	10	-0.001880698327048038	higher in CLDN4-low	0.431640625	unspecified	NA	NA	NA	
MYBL2(+)	MYBL2	other	cistarget_regulon	cistarget_as_returned	False	3.614521405419261	28	29	-0.005130732467355015	higher in CLDN4-low	11	18	0.2053302302956581	29	-0.005130752921104431	0.2053302302956581	10	-0.007563336638071919	higher in CLDN4-low	0.275390625	unspecified	NA	NA	NA	
MYBL2(+)|CLDN4out	MYBL2	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.614521405419261	28	29	-0.005130732467355015	higher in CLDN4-low	11	18	0.2053302302956581	29	-0.005130752921104431	0.2053302302956581	10	-0.007563336638071919	higher in CLDN4-low	0.275390625	unspecified	NA	NA	NA	0.2815513006326827
MZF1(+)	MZF1	other	cistarget_regulon	cistarget_as_returned	False	3.67382431862516	19	29	-0.0007894929107325806	higher in CLDN4-low	13	16	0.0622917003929615	29	-0.0007894923910498619	0.0622917003929615	10	9.649992289604073e-05	higher in CLDN4-high	0.845703125	unspecified	NA	NA	NA	
MZF1(+)|CLDN4out	MZF1	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.67382431862516	19	29	-0.0007894929107325806	higher in CLDN4-low	13	16	0.0622917003929615	29	-0.0007894923910498619	0.0622917003929615	10	9.649992289604073e-05	higher in CLDN4-high	0.845703125	unspecified	NA	NA	NA	0.1053719417862246
NCALD(+)	NCALD	other	cistarget_regulon	cistarget_as_returned	False	3.161352344544858	8	29	-0.00015084614043995703	higher in CLDN4-low	10	19	0.22136975452303886	29	-0.00015084631741046906	0.22136975452303886	10	-0.00036998840550203985	higher in CLDN4-low	0.556640625	unspecified	NA	NA	NA	
NELFB(+)	NELFB	other	cistarget_regulon	cistarget_as_returned	False	3.099533792292069	10	29	-0.0005070498612310204	higher in CLDN4-low	12	17	0.5647306069731712	29	-0.0005070500774309039	0.5647306069731712	10	-2.8791476467143317e-05	higher in CLDN4-low	0.921875	unspecified	NA	NA	NA	
NELFB(+)|CLDN4out	NELFB	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.099533792292069	10	29	-0.0005070498612310204	higher in CLDN4-low	12	17	0.5647306069731712	29	-0.0005070500774309039	0.5647306069731712	10	-2.8791476467143317e-05	higher in CLDN4-low	0.921875	unspecified	NA	NA	NA	0.6232697552569756
NFATC2(+)	NFATC2	other	cistarget_regulon	cistarget_as_returned	False	3.362136354674368	16	29	-0.0006824342677679172	higher in CLDN4-low	9	20	0.08774079009890556	29	-0.0006824340671300888	0.08774079009890556	10	-0.0005646103428745409	higher in CLDN4-low	0.4921875	unspecified	NA	NA	NA	
NFATC2(+)|CLDN4out	NFATC2	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.362136354674368	16	29	-0.0006824342677679172	higher in CLDN4-low	9	20	0.08774079009890556	29	-0.0006824340671300888	0.08774079009890556	10	-0.0005646103428745409	higher in CLDN4-low	0.4921875	unspecified	NA	NA	NA	0.14054055759205228
NFATC3(+)	NFATC3	other	cistarget_regulon	cistarget_as_returned	False	3.833885399951178	44	29	0.001379567213609989	higher in CLDN4-high	22	7	0.005566027015447617	29	0.0013795644044876099	0.005566027015447617	10	-8.555411354470473e-05	higher in CLDN4-low	0.921875	unspecified	NA	NA	NA	
NFATC3(+)|CLDN4out	NFATC3	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.833885399951178	44	29	0.001379567213609989	higher in CLDN4-high	22	7	0.005566027015447617	29	0.0013795644044876099	0.005566027015447617	10	-8.555411354470473e-05	higher in CLDN4-low	0.921875	unspecified	NA	NA	NA	0.01343267853061358
NFATC4(+)	NFATC4	other	cistarget_regulon	cistarget_as_returned	False	3.750325368827172	16	29	0.0002096897996094701	higher in CLDN4-high	16	13	0.46793800592422485	29	0.00020968937315046787	0.46793800592422485	10	0.0007523258750278413	higher in CLDN4-high	0.064453125	unspecified	NA	NA	NA	
NFATC4(+)|CLDN4out	NFATC4	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.750325368827172	16	29	0.0002096897996094701	higher in CLDN4-high	16	13	0.46793800592422485	29	0.00020968937315046787	0.46793800592422485	10	0.0007523258750278413	higher in CLDN4-high	0.064453125	unspecified	NA	NA	NA	0.5360555637486374
NFE2L1(+)	NFE2L1	other	cistarget_regulon	cistarget_as_returned	False	4.183479740645087	67	29	0.001585132962711084	higher in CLDN4-high	21	8	0.002152439206838608	29	0.0015851333737373352	0.002152439206838608	10	0.002985717565437437	higher in CLDN4-high	0.037109375	unspecified	NA	NA	NA	
NFE2L1(+)|CLDN4out	NFE2L1	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.183479740645087	67	29	0.001585132962711084	higher in CLDN4-high	21	8	0.002152439206838608	29	0.0015851333737373352	0.002152439206838608	10	0.002985717565437437	higher in CLDN4-high	0.037109375	unspecified	NA	NA	NA	0.006087367131840438
NFE2L3(+)	NFE2L3	IFN_by_targets	cistarget_regulon	cistarget_as_returned	False	3.603856697630947	41	29	0.001146648090244052	higher in CLDN4-high	19	10	0.004435725510120392	29	0.0011466480791568756	0.004435725510120392	10	0.0013393891381605332	higher in CLDN4-high	0.048828125	lower_in_high	OPPOSITE	SAME	OPPOSITE	
NFE2L3(+)|CLDN4out	NFE2L3	IFN_by_targets	cistarget_regulon	cistarget_CLDN4_held_out	False	3.603856697630947	41	29	0.001146648090244052	higher in CLDN4-high	19	10	0.004435725510120392	29	0.0011466480791568756	0.004435725510120392	10	0.0013393891381605332	higher in CLDN4-high	0.048828125	lower_in_high	OPPOSITE	SAME	OPPOSITE	0.010998168730572478
NFIA(+)	NFIA	other	cistarget_regulon	cistarget_as_returned	False	3.610504079046237	35	29	0.011048020042960842	higher in CLDN4-high	27	2	6.295740604400635e-07	29	0.011048022657632828	6.295740604400635e-07	10	0.00456467192371926	higher in CLDN4-high	0.037109375	unspecified	NA	NA	NA	
NFIA(+)|CLDN4out	NFIA	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.610504079046237	35	29	0.011048020042960842	higher in CLDN4-high	27	2	6.295740604400635e-07	29	0.011048022657632828	6.295740604400635e-07	10	0.00456467192371926	higher in CLDN4-high	0.037109375	unspecified	NA	NA	NA	5.697645246982575e-06
NFIB(+)	NFIB	other	cistarget_regulon	cistarget_as_returned	False	3.5078384622214225	9	29	0.005944597999466835	higher in CLDN4-high	21	8	0.0007359124720096588	29	0.005944596603512764	0.0007359124720096588	10	0.007871105047796954	higher in CLDN4-high	0.009765625	unspecified	NA	NA	NA	
NFIC(+)	NFIC	IFN_by_targets	cistarget_regulon	cistarget_as_returned	False	3.089947350385941	56	29	0.002185172283434837	higher in CLDN4-high	21	8	0.008007697761058807	29	0.0021851658821105957	0.008007697761058807	10	0.005694894034811344	higher in CLDN4-high	0.02734375	lower_in_high	OPPOSITE	SAME	OPPOSITE	
NFIC(+)|CLDN4out	NFIC	IFN_by_targets	cistarget_regulon	cistarget_CLDN4_held_out	False	3.089947350385941	56	29	0.002185172283434837	higher in CLDN4-high	21	8	0.008007697761058807	29	0.0021851658821105957	0.008007697761058807	10	0.005694894034811344	higher in CLDN4-high	0.02734375	lower_in_high	OPPOSITE	SAME	OPPOSITE	0.019070964404626897
NFIL3(+)	NFIL3	other	cistarget_regulon	cistarget_as_returned	False	4.824294309485153	10	29	-0.0007586570760440437	higher in CLDN4-low	10	19	0.31448761001229286	29	-0.000758657231926918	0.31448761001229286	10	0.0005746159731731633	higher in CLDN4-high	0.921875	unspecified	NA	NA	NA	
NFIL3(+)|CLDN4out	NFIL3	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.824294309485153	10	29	-0.0007586570760440437	higher in CLDN4-low	10	19	0.31448761001229286	29	-0.000758657231926918	0.31448761001229286	10	0.0005746159731731633	higher in CLDN4-high	0.921875	unspecified	NA	NA	NA	0.3898784754261987
NFKB2(+)	NFKB2	other	cistarget_regulon	cistarget_as_returned	False	3.080266109779322	8	29	0.0004397583562991726	higher in CLDN4-high	17	12	0.14936558529734612	29	0.00043975794687867165	0.14936558529734612	10	0.0007811748694131313	higher in CLDN4-high	0.232421875	unspecified	NA	NA	NA	
NFYA(+)	NFYA	other	cistarget_regulon	cistarget_as_returned	False	3.2541452264431463	5	29	-0.0005785598447510822	higher in CLDN4-low	12	17	0.03653542697429657	29	-0.000578559935092926	0.03653542697429657	10	0.00017353565178181932	higher in CLDN4-high	1.0	unspecified	NA	NA	NA	
NKX2-1(+)	NKX2-1	other	cistarget_regulon	cistarget_as_returned	False	3.670182699108524	65	29	-0.0017774426702812374	higher in CLDN4-low	11	18	0.39265386015176773	29	-0.0017774421721696854	0.39265386015176773	10	-0.0046939841062200345	higher in CLDN4-low	0.083984375	unspecified	NA	NA	NA	
NKX2-1(+)|CLDN4out	NKX2-1	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.670182699108524	65	29	-0.0017774426702812374	higher in CLDN4-low	11	18	0.39265386015176773	29	-0.0017774421721696854	0.39265386015176773	10	-0.0046939841062200345	higher in CLDN4-low	0.083984375	unspecified	NA	NA	NA	0.45851837862883843
NKX2-8(+)	NKX2-8	other	cistarget_regulon	cistarget_as_returned	False	3.4367515860182576	16	29	0.0012308774507198174	higher in CLDN4-high	16	13	0.6855739243328571	29	0.0012308768928050995	0.6855739243328571	10	-0.002811321797450755	higher in CLDN4-low	0.275390625	unspecified	NA	NA	NA	
NKX2-8(+)|CLDN4out	NKX2-8	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.4367515860182576	16	29	0.0012308774507198174	higher in CLDN4-high	16	13	0.6855739243328571	29	0.0012308768928050995	0.6855739243328571	10	-0.002811321797450755	higher in CLDN4-low	0.275390625	unspecified	NA	NA	NA	0.7342537296109298
NR1D1(+)	NR1D1	other	cistarget_regulon	cistarget_as_returned	False	3.5157975624973083	12	29	0.00014513891166747714	higher in CLDN4-high	15	14	0.35785307362675667	29	0.0001451391726732254	0.35785307362675667	10	-0.00032250721390836637	higher in CLDN4-low	1.0	unspecified	NA	NA	NA	
NR1D1(+)|CLDN4out	NR1D1	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.5157975624973083	12	29	0.00014513891166747714	higher in CLDN4-high	15	14	0.35785307362675667	29	0.0001451391726732254	0.35785307362675667	10	-0.00032250721390836637	higher in CLDN4-low	1.0	unspecified	NA	NA	NA	0.4261276732002826
NR1H2(+)	NR1H2	other	cistarget_regulon	cistarget_as_returned	False	3.2826559051462576	5	29	-0.004391549692708788	higher in CLDN4-low	11	18	0.05919632688164711	29	-0.004391565918922424	0.05919632688164711	10	-0.006473174429116532	higher in CLDN4-low	0.037109375	unspecified	NA	NA	NA	
NR2C2(+)	NR2C2	other	cistarget_regulon	cistarget_as_returned	False	4.139821479374668	4	29	-0.000674599596195214	higher in CLDN4-low	9	20	0.02433420717716217	29	-0.0006746000144630671	0.02433420717716217	10	3.225237348501904e-05	higher in CLDN4-high	0.921875	unspecified	NA	NA	NA	
