cohort	patient	receiver	gate	frac	expr_prop	family	ligand	receptor	axis	n_mal	n_high	n_low	n_recv	cldn_high	cldn_low	receptor_detected	cpdb_high	cpdb_low	d_cpdb	conn_high	conn_low	d_conn	both_pos	low_zero_high_pos
GSE205335	P1015	MYE	d15	0.15	0.05	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	291	43	43	337	2.632345495851702	0.0	True	0.3647364046857191	0.29633063563775425	0.06840576904796486	0.11830905471547067	0.051808084459332486	0.06650097025613819	True	False
GSE205335	P1015	MYE	d15	0.15	0.05	LGALS9	LGALS9	CD44	LGALS9-CD44	291	43	43	337	2.632345495851702	0.0	True	0.9784269171883028	0.910021148140338	0.0684057690479648	0.417048199236107	0.18262734311925313	0.23442085611685384	True	False
GSE205335	P1015	MYE	d15	0.15	0.05	LGALS9	LGALS9	PTPRC	LGALS9-CD45	291	43	43	337	2.632345495851702	0.0	True	0.4694679578723001	0.4010621888243353	0.0684057690479648	0.16929145376819354	0.07413351375479174	0.0951579400134018	True	False
GSE205335	P1015	TNK	d15	0.15	0.1	F11R	F11R	F11R	F11R-F11R	291	43	43	473	2.632345495851702	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	TNK	d15	0.15	0.1	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	291	43	43	473	2.632345495851702	0.0	True	0.46667225530803513	0.0	0.46667225530803513	0.20067769931744506	0.0	0.20067769931744506	False	True
GSE205335	P1015	TNK	d15	0.15	0.1	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	291	43	43	473	2.632345495851702	0.0	True	0.6029002237846275	0.33114734359078557	0.2717528801938419	0.34189884255492387	0.09407901158155432	0.24781983097336954	True	False
GSE205335	P1015	TNK	d15	0.15	0.1	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	291	43	43	473	2.632345495851702	0.0	True	0.5290663527701212	0.2573134725762793	0.27175288019384186	0.23117239677700874	0.06361083421985006	0.16756156255715868	True	False
GSE205335	P1015	TNK	d15	0.15	0.1	CDH1	CDH1	CDH1	CDH1-CDH1	291	43	43	473	2.632345495851702	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	TNK	d15	0.15	0.1	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	291	43	43	473	2.632345495851702	0.0	True	0.5729201369461038	0.0	0.5729201369461038	0.21497342169920253	0.0	0.21497342169920253	False	True
GSE205335	P1015	TNK	d15	0.15	0.1	CDH1	CDH1	KLRG1	CDH1-KLRG1	291	43	43	473	2.632345495851702	0.0	True	0.604129085281345	0.0	0.604129085281345	0.2717404640227706	0.0	0.2717404640227706	False	True
GSE205335	P1015	TNK	d15	0.15	0.1	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	291	43	43	473	2.632345495851702	0.0	True	0.22345509494878316	0.0	0.22345509494878316	0.04953455560279359	0.0	0.04953455560279359	False	True
GSE205335	P1015	TNK	d15	0.15	0.1	LGALS9	LGALS9	CD44	LGALS9-CD44	291	43	43	473	2.632345495851702	0.0	True	0.49109868913885046	0.0	0.49109868913885046	0.1798211035220633	0.0	0.1798211035220633	False	True
GSE205335	P1015	TNK	d15	0.15	0.1	LGALS9	LGALS9	PTPRC	LGALS9-CD45	291	43	43	473	2.632345495851702	0.0	True	0.7975644468120421	0.0	0.7975644468120421	0.3290059392119787	0.0	0.3290059392119787	False	True
GSE205335	P1015	MYE	d15	0.15	0.1	F11R	F11R	F11R	F11R-F11R	291	43	43	337	2.632345495851702	0.0	True	0.3406603277168337	0.0	0.3406603277168337	0.050103661307431165	0.0	0.050103661307431165	False	True
GSE205335	P1015	MYE	d15	0.15	0.1	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	291	43	43	337	2.632345495851702	0.0	True	0.34319886155159385	0.0	0.34319886155159385	0.053137003447588815	0.0	0.053137003447588815	False	True
GSE205335	P1015	MYE	d15	0.15	0.1	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	291	43	43	337	2.632345495851702	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	d15	0.15	0.1	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	291	43	43	337	2.632345495851702	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	d15	0.15	0.1	CDH1	CDH1	CDH1	CDH1-CDH1	291	43	43	337	2.632345495851702	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	d15	0.15	0.1	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	291	43	43	337	2.632345495851702	0.0	True	0.5142309449413892	0.0	0.5142309449413892	0.10822160774251165	0.0	0.10822160774251165	False	True
GSE205335	P1015	MYE	d15	0.15	0.1	CDH1	CDH1	KLRG1	CDH1-KLRG1	291	43	43	337	2.632345495851702	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	d15	0.15	0.1	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	291	43	43	337	2.632345495851702	0.0	True	0.3647364046857191	0.0	0.3647364046857191	0.11830905471547067	0.0	0.11830905471547067	False	True
GSE205335	P1015	MYE	d15	0.15	0.1	LGALS9	LGALS9	CD44	LGALS9-CD44	291	43	43	337	2.632345495851702	0.0	True	0.9784269171883028	0.0	0.9784269171883028	0.417048199236107	0.0	0.417048199236107	False	True
GSE205335	P1015	MYE	d15	0.15	0.1	LGALS9	LGALS9	PTPRC	LGALS9-CD45	291	43	43	337	2.632345495851702	0.0	True	0.4694679578723001	0.0	0.4694679578723001	0.16929145376819354	0.0	0.16929145376819354	False	True
GSE205335	P1015	TNK	d15	0.15	0.2	F11R	F11R	F11R	F11R-F11R	291	43	43	473	2.632345495851702	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	TNK	d15	0.15	0.2	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	291	43	43	473	2.632345495851702	0.0	True	0.46667225530803513	0.0	0.46667225530803513	0.20067769931744506	0.0	0.20067769931744506	False	True
GSE205335	P1015	TNK	d15	0.15	0.2	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	291	43	43	473	2.632345495851702	0.0	True	0.6029002237846275	0.0	0.6029002237846275	0.34189884255492387	0.0	0.34189884255492387	False	True
GSE205335	P1015	TNK	d15	0.15	0.2	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	291	43	43	473	2.632345495851702	0.0	True	0.5290663527701212	0.0	0.5290663527701212	0.23117239677700874	0.0	0.23117239677700874	False	True
GSE205335	P1015	TNK	d15	0.15	0.2	CDH1	CDH1	CDH1	CDH1-CDH1	291	43	43	473	2.632345495851702	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	TNK	d15	0.15	0.2	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	291	43	43	473	2.632345495851702	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	TNK	d15	0.15	0.2	CDH1	CDH1	KLRG1	CDH1-KLRG1	291	43	43	473	2.632345495851702	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	TNK	d15	0.15	0.2	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	291	43	43	473	2.632345495851702	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	TNK	d15	0.15	0.2	LGALS9	LGALS9	CD44	LGALS9-CD44	291	43	43	473	2.632345495851702	0.0	True	0.49109868913885046	0.0	0.49109868913885046	0.1798211035220633	0.0	0.1798211035220633	False	True
GSE205335	P1015	TNK	d15	0.15	0.2	LGALS9	LGALS9	PTPRC	LGALS9-CD45	291	43	43	473	2.632345495851702	0.0	True	0.7975644468120421	0.0	0.7975644468120421	0.3290059392119787	0.0	0.3290059392119787	False	True
GSE205335	P1015	MYE	d15	0.15	0.2	F11R	F11R	F11R	F11R-F11R	291	43	43	337	2.632345495851702	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	d15	0.15	0.2	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	291	43	43	337	2.632345495851702	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	d15	0.15	0.2	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	291	43	43	337	2.632345495851702	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	d15	0.15	0.2	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	291	43	43	337	2.632345495851702	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	d15	0.15	0.2	CDH1	CDH1	CDH1	CDH1-CDH1	291	43	43	337	2.632345495851702	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	d15	0.15	0.2	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	291	43	43	337	2.632345495851702	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	d15	0.15	0.2	CDH1	CDH1	KLRG1	CDH1-KLRG1	291	43	43	337	2.632345495851702	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	d15	0.15	0.2	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	291	43	43	337	2.632345495851702	0.0	True	0.3647364046857191	0.0	0.3647364046857191	0.11830905471547067	0.0	0.11830905471547067	False	True
GSE205335	P1015	MYE	d15	0.15	0.2	LGALS9	LGALS9	CD44	LGALS9-CD44	291	43	43	337	2.632345495851702	0.0	True	0.9784269171883028	0.0	0.9784269171883028	0.417048199236107	0.0	0.417048199236107	False	True
GSE205335	P1015	MYE	d15	0.15	0.2	LGALS9	LGALS9	PTPRC	LGALS9-CD45	291	43	43	337	2.632345495851702	0.0	True	0.4694679578723001	0.0	0.4694679578723001	0.16929145376819354	0.0	0.16929145376819354	False	True
GSE205335	P1015	TNK	decile	0.1	0.05	F11R	F11R	F11R	F11R-F11R	291	29	29	473	2.8234294338902246	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	TNK	decile	0.1	0.05	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	291	29	29	473	2.8234294338902246	0.0	True	0.46726782117054877	0.0	0.46726782117054877	0.20107778264970222	0.0	0.20107778264970222	False	True
GSE205335	P1015	TNK	decile	0.1	0.05	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	291	29	29	473	2.8234294338902246	0.0	True	0.540514036257882	0.27315877360441604	0.26735526265346593	0.28500695446555757	0.041197446528190955	0.2438095079373666	True	False
GSE205335	P1015	TNK	decile	0.1	0.05	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	291	29	29	473	2.8234294338902246	0.0	True	0.46668016524337563	0.19932490258990973	0.2673552626534659	0.19270536357938858	0.027855351553243816	0.16485001202614477	True	False
GSE205335	P1015	TNK	decile	0.1	0.05	CDH1	CDH1	CDH1	CDH1-CDH1	291	29	29	473	2.8234294338902246	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	TNK	decile	0.1	0.05	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	291	29	29	473	2.8234294338902246	0.0	True	0.545448987970328	0.0	0.545448987970328	0.20198655294435383	0.0	0.20198655294435383	False	True
GSE205335	P1015	TNK	decile	0.1	0.05	CDH1	CDH1	KLRG1	CDH1-KLRG1	291	29	29	473	2.8234294338902246	0.0	True	0.5766579363055693	0.0	0.5766579363055693	0.25532421259154314	0.0	0.25532421259154314	False	True
GSE205335	P1015	TNK	decile	0.1	0.05	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	291	29	29	473	2.8234294338902246	0.0	True	0.243523765727432	0.18077651394743188	0.06274725178000012	0.057703090094593845	0.03216312802715519	0.025539962067438658	True	False
GSE205335	P1015	TNK	decile	0.1	0.05	LGALS9	LGALS9	CD44	LGALS9-CD44	291	29	29	473	2.8234294338902246	0.0	True	0.5111673599174993	0.44842010813749916	0.06274725178000012	0.20947464272512256	0.11675908068989058	0.09271556203523199	True	False
GSE205335	P1015	TNK	decile	0.1	0.05	LGALS9	LGALS9	PTPRC	LGALS9-CD45	291	29	29	473	2.8234294338902246	0.0	True	0.817633117590691	0.7548858658106908	0.06274725178000018	0.3832609199977278	0.21362582172782277	0.16963509826990505	True	False
GSE205335	P1015	MYE	decile	0.1	0.05	F11R	F11R	F11R	F11R-F11R	291	29	29	337	2.8234294338902246	0.0	True	0.3412558935793473	0.0	0.3412558935793473	0.050203551030316866	0.0	0.050203551030316866	False	True
GSE205335	P1015	MYE	decile	0.1	0.05	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	291	29	29	337	2.8234294338902246	0.0	True	0.3437944274141075	0.0	0.3437944274141075	0.05324294062684579	0.0	0.05324294062684579	False	True
GSE205335	P1015	MYE	decile	0.1	0.05	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	291	29	29	337	2.8234294338902246	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	decile	0.1	0.05	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	291	29	29	337	2.8234294338902246	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	decile	0.1	0.05	CDH1	CDH1	CDH1	CDH1-CDH1	291	29	29	337	2.8234294338902246	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	decile	0.1	0.05	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	291	29	29	337	2.8234294338902246	0.0	True	0.4867597959656135	0.0	0.4867597959656135	0.10168377713498065	0.0	0.10168377713498065	False	True
GSE205335	P1015	MYE	decile	0.1	0.05	CDH1	CDH1	KLRG1	CDH1-KLRG1	291	29	29	337	2.8234294338902246	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	decile	0.1	0.05	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	291	29	29	337	2.8234294338902246	0.0	True	0.38480507546436793	0.3220578236843678	0.06274725178000012	0.13781890157641846	0.07681888385349299	0.06100001772292547	True	False
GSE205335	P1015	MYE	decile	0.1	0.05	LGALS9	LGALS9	CD44	LGALS9-CD44	291	29	29	337	2.8234294338902246	0.0	True	0.9984955879669517	0.9357483361869515	0.06274725178000018	0.4858218575186333	0.27079226738372014	0.21502959013491318	True	False
GSE205335	P1015	MYE	decile	0.1	0.05	LGALS9	LGALS9	PTPRC	LGALS9-CD45	291	29	29	337	2.8234294338902246	0.0	True	0.489536628650949	0.42678937687094887	0.06274725178000012	0.19720859287329354	0.10992210660193256	0.08728648627136097	True	False
GSE205335	P1015	TNK	decile	0.1	0.1	F11R	F11R	F11R	F11R-F11R	291	29	29	473	2.8234294338902246	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	TNK	decile	0.1	0.1	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	291	29	29	473	2.8234294338902246	0.0	True	0.46726782117054877	0.0	0.46726782117054877	0.20107778264970222	0.0	0.20107778264970222	False	True
GSE205335	P1015	TNK	decile	0.1	0.1	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	291	29	29	473	2.8234294338902246	0.0	True	0.540514036257882	0.0	0.540514036257882	0.28500695446555757	0.0	0.28500695446555757	False	True
GSE205335	P1015	TNK	decile	0.1	0.1	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	291	29	29	473	2.8234294338902246	0.0	True	0.46668016524337563	0.0	0.46668016524337563	0.19270536357938858	0.0	0.19270536357938858	False	True
GSE205335	P1015	TNK	decile	0.1	0.1	CDH1	CDH1	CDH1	CDH1-CDH1	291	29	29	473	2.8234294338902246	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	TNK	decile	0.1	0.1	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	291	29	29	473	2.8234294338902246	0.0	True	0.545448987970328	0.0	0.545448987970328	0.20198655294435383	0.0	0.20198655294435383	False	True
GSE205335	P1015	TNK	decile	0.1	0.1	CDH1	CDH1	KLRG1	CDH1-KLRG1	291	29	29	473	2.8234294338902246	0.0	True	0.5766579363055693	0.0	0.5766579363055693	0.25532421259154314	0.0	0.25532421259154314	False	True
GSE205335	P1015	TNK	decile	0.1	0.1	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	291	29	29	473	2.8234294338902246	0.0	True	0.243523765727432	0.18077651394743188	0.06274725178000012	0.057703090094593845	0.03216312802715519	0.025539962067438658	True	False
GSE205335	P1015	TNK	decile	0.1	0.1	LGALS9	LGALS9	CD44	LGALS9-CD44	291	29	29	473	2.8234294338902246	0.0	True	0.5111673599174993	0.44842010813749916	0.06274725178000012	0.20947464272512256	0.11675908068989058	0.09271556203523199	True	False
GSE205335	P1015	TNK	decile	0.1	0.1	LGALS9	LGALS9	PTPRC	LGALS9-CD45	291	29	29	473	2.8234294338902246	0.0	True	0.817633117590691	0.7548858658106908	0.06274725178000018	0.3832609199977278	0.21362582172782277	0.16963509826990505	True	False
GSE205335	P1015	MYE	decile	0.1	0.1	F11R	F11R	F11R	F11R-F11R	291	29	29	337	2.8234294338902246	0.0	True	0.3412558935793473	0.0	0.3412558935793473	0.050203551030316866	0.0	0.050203551030316866	False	True
GSE205335	P1015	MYE	decile	0.1	0.1	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	291	29	29	337	2.8234294338902246	0.0	True	0.3437944274141075	0.0	0.3437944274141075	0.05324294062684579	0.0	0.05324294062684579	False	True
GSE205335	P1015	MYE	decile	0.1	0.1	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	291	29	29	337	2.8234294338902246	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	decile	0.1	0.1	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	291	29	29	337	2.8234294338902246	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	decile	0.1	0.1	CDH1	CDH1	CDH1	CDH1-CDH1	291	29	29	337	2.8234294338902246	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	decile	0.1	0.1	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	291	29	29	337	2.8234294338902246	0.0	True	0.4867597959656135	0.0	0.4867597959656135	0.10168377713498065	0.0	0.10168377713498065	False	True
GSE205335	P1015	MYE	decile	0.1	0.1	CDH1	CDH1	KLRG1	CDH1-KLRG1	291	29	29	337	2.8234294338902246	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	decile	0.1	0.1	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	291	29	29	337	2.8234294338902246	0.0	True	0.38480507546436793	0.3220578236843678	0.06274725178000012	0.13781890157641846	0.07681888385349299	0.06100001772292547	True	False
GSE205335	P1015	MYE	decile	0.1	0.1	LGALS9	LGALS9	CD44	LGALS9-CD44	291	29	29	337	2.8234294338902246	0.0	True	0.9984955879669517	0.9357483361869515	0.06274725178000018	0.4858218575186333	0.27079226738372014	0.21502959013491318	True	False
GSE205335	P1015	MYE	decile	0.1	0.1	LGALS9	LGALS9	PTPRC	LGALS9-CD45	291	29	29	337	2.8234294338902246	0.0	True	0.489536628650949	0.42678937687094887	0.06274725178000012	0.19720859287329354	0.10992210660193256	0.08728648627136097	True	False
GSE205335	P1015	TNK	decile	0.1	0.2	F11R	F11R	F11R	F11R-F11R	291	29	29	473	2.8234294338902246	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	TNK	decile	0.1	0.2	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	291	29	29	473	2.8234294338902246	0.0	True	0.46726782117054877	0.0	0.46726782117054877	0.20107778264970222	0.0	0.20107778264970222	False	True
GSE205335	P1015	TNK	decile	0.1	0.2	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	291	29	29	473	2.8234294338902246	0.0	True	0.540514036257882	0.0	0.540514036257882	0.28500695446555757	0.0	0.28500695446555757	False	True
GSE205335	P1015	TNK	decile	0.1	0.2	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	291	29	29	473	2.8234294338902246	0.0	True	0.46668016524337563	0.0	0.46668016524337563	0.19270536357938858	0.0	0.19270536357938858	False	True
GSE205335	P1015	TNK	decile	0.1	0.2	CDH1	CDH1	CDH1	CDH1-CDH1	291	29	29	473	2.8234294338902246	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	TNK	decile	0.1	0.2	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	291	29	29	473	2.8234294338902246	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	TNK	decile	0.1	0.2	CDH1	CDH1	KLRG1	CDH1-KLRG1	291	29	29	473	2.8234294338902246	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	TNK	decile	0.1	0.2	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	291	29	29	473	2.8234294338902246	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	TNK	decile	0.1	0.2	LGALS9	LGALS9	CD44	LGALS9-CD44	291	29	29	473	2.8234294338902246	0.0	True	0.5111673599174993	0.0	0.5111673599174993	0.20947464272512256	0.0	0.20947464272512256	False	True
GSE205335	P1015	TNK	decile	0.1	0.2	LGALS9	LGALS9	PTPRC	LGALS9-CD45	291	29	29	473	2.8234294338902246	0.0	True	0.817633117590691	0.0	0.817633117590691	0.3832609199977278	0.0	0.3832609199977278	False	True
GSE205335	P1015	MYE	decile	0.1	0.2	F11R	F11R	F11R	F11R-F11R	291	29	29	337	2.8234294338902246	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	decile	0.1	0.2	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	291	29	29	337	2.8234294338902246	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	decile	0.1	0.2	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	291	29	29	337	2.8234294338902246	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	decile	0.1	0.2	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	291	29	29	337	2.8234294338902246	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	decile	0.1	0.2	CDH1	CDH1	CDH1	CDH1-CDH1	291	29	29	337	2.8234294338902246	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	decile	0.1	0.2	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	291	29	29	337	2.8234294338902246	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	decile	0.1	0.2	CDH1	CDH1	KLRG1	CDH1-KLRG1	291	29	29	337	2.8234294338902246	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	decile	0.1	0.2	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	291	29	29	337	2.8234294338902246	0.0	True	0.38480507546436793	0.0	0.38480507546436793	0.13781890157641846	0.0	0.13781890157641846	False	True
GSE205335	P1015	MYE	decile	0.1	0.2	LGALS9	LGALS9	CD44	LGALS9-CD44	291	29	29	337	2.8234294338902246	0.0	True	0.9984955879669517	0.0	0.9984955879669517	0.4858218575186333	0.0	0.4858218575186333	False	True
GSE205335	P1015	MYE	decile	0.1	0.2	LGALS9	LGALS9	PTPRC	LGALS9-CD45	291	29	29	337	2.8234294338902246	0.0	True	0.489536628650949	0.0	0.489536628650949	0.19720859287329354	0.0	0.19720859287329354	False	True
GSE205335	P1015	TNK	ventile	0.05	0.05	F11R	F11R	F11R	F11R-F11R	291	14	14	473	3.129511487524361	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	TNK	ventile	0.05	0.05	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	291	14	14	473	3.129511487524361	0.0	True	0.5176257292795206	0.0	0.5176257292795206	0.23490671904424784	0.0	0.23490671904424784	False	True
GSE205335	P1015	TNK	ventile	0.05	0.05	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	291	14	14	473	3.129511487524361	0.0	True	0.4389169210225623	0.2726637489744864	0.16625317204807588	0.19235741232624518	0.04074601830402896	0.1516113940222162	True	False
GSE205335	P1015	TNK	ventile	0.05	0.05	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	291	14	14	473	3.129511487524361	0.0	True	0.36508305000805596	0.1988298779599801	0.16625317204807585	0.1300610546469983	0.027550121667782725	0.10251093297921557	True	False
GSE205335	P1015	TNK	ventile	0.05	0.05	CDH1	CDH1	CDH1	CDH1-CDH1	291	14	14	473	3.129511487524361	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	TNK	ventile	0.05	0.05	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	291	14	14	473	3.129511487524361	0.0	True	0.6820650980765446	0.17376758983404647	0.5082975082424981	0.26657123752787476	0.0262757539358737	0.24029548359200106	True	False
GSE205335	P1015	TNK	ventile	0.05	0.05	CDH1	CDH1	KLRG1	CDH1-KLRG1	291	14	14	473	3.129511487524361	0.0	True	0.7132740464117857	0.20497653816928768	0.5082975082424981	0.3369634776633302	0.03321427137664129	0.3037492062866889	True	False
GSE205335	P1015	TNK	ventile	0.05	0.05	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	291	14	14	473	3.129511487524361	0.0	True	0.14324156946236477	0.26543996440695106	-0.12219839494458629	0.016885310574477775	0.06662362234196431	-0.04973831176748654	True	False
GSE205335	P1015	TNK	ventile	0.05	0.05	LGALS9	LGALS9	CD44	LGALS9-CD44	291	14	14	473	3.129511487524361	0.0	True	0.41088516365243205	0.5330835585970183	-0.12219839494458623	0.06129731343838116	0.24185809571477335	-0.1805607822763922	True	False
GSE205335	P1015	TNK	ventile	0.05	0.05	LGALS9	LGALS9	PTPRC	LGALS9-CD45	291	14	14	473	3.129511487524361	0.0	True	0.7173509213256237	0.83954931627021	-0.12219839494458629	0.11215135367296425	0.4425106307219186	-0.33035927704895435	True	False
GSE205335	P1015	MYE	ventile	0.05	0.05	F11R	F11R	F11R	F11R-F11R	291	14	14	337	3.129511487524361	0.0	True	0.39161380168831916	0.0	0.39161380168831916	0.05864969914377395	0.0	0.05864969914377395	False	True
GSE205335	P1015	MYE	ventile	0.05	0.05	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	291	14	14	337	3.129511487524361	0.0	True	0.3941523355230793	0.0	0.3941523355230793	0.06220042975463235	0.0	0.06220042975463235	False	True
GSE205335	P1015	MYE	ventile	0.05	0.05	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	291	14	14	337	3.129511487524361	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	ventile	0.05	0.05	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	291	14	14	337	3.129511487524361	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE205335	P1015	MYE	ventile	0.05	0.05	CDH1	CDH1	CDH1	CDH1-CDH1	291	14	14	337	3.129511487524361	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
