accession	bioproject	title	organization	is_controlled	access	openaccess_data_type	release_time_string	url
HRA003114	PRJCA011750	Functional identification of protocadherin alpha 9 as a candidate causative gene for amyotrophic lateral sclerosis	Xuanwu Hospital of Capital Medical University	1	Controlled	0	2025-12-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003114
HRA001887	PRJCA007942	Single-cell sequencing of colorectal serrated lesions	Renji Hospital, School of Medicine, Shanghai Jiao Tong University	1	Controlled	0	2025-07-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001887
HRA002533	PRJCA009808	A novel protein RAS-operatin controls oncogenic RAS signaling in KRAS mutant cancers	Sun Yat-sen University	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002533
HRA002731	PRJCA010607	Iron controls T helper cell pathogenicity by promoting glucose metabolism in autoimmune myopathy	The First Affiliated Hospital, Sun Yat-sen University	1	Controlled	0	2023-12-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002731
HRA002720	PRJCA010789	Bulk rna-seq of CD4+ T cells treated with FK866 or vehicle	The First Affiliated Hospital, Sun Yat-sen University	1	Controlled	0	2023-12-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002720
HRA003044	PRJCA011829	Transcriptome-wide m6A Methylation Profiling of human lung cancer tissue by m6A-seq	Frontiers Science Center for Disease-related Molecular Networks, West China Hospital, Sichuan University, Chengdu, Sichuan, China	0	Open	0	2026-07-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003044
HRA003147	PRJCA011907	Exome sequencing in fetal short long bones	Guangdong Women and Children Hospital	1	Controlled	0	2026-07-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003147
HRA003149	PRJCA012169	Clincial characteristics and gene mutation profiles of chronic obstructive pulmonary disease in non-small cell lung cancer	Xiangya Hospital Central South University	1	Controlled	0	2022-09-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003149
HRA000376	PRJCA002751	RNASection_Single-cell Genomic and Transcriptomic Landscapes of Primary and Metastatic Tumors in Colorectal Cancer	Peking University	1	Controlled	0	2026-07-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000376
HRA003142	PRJCA012125	H2A.Z facilitates licensing and activation of early replication origins	Institute of Biophysics, Chinese Academy of Sciences	0	Open	0	2022-09-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003142
HRA003138	PRJCA012122	Precision medicine of lung cancer using molecular probes in clinical translational study	Frontiers Science Center for Disease-related Molecular Networks, West China Hospital, Sichuan University, Chengdu, Sichuan, China	0	Open	0	2026-07-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003138
HRA003140	PRJCA012123	Integrin B8 transduces mechano-signaling to induce tumor cell dedifferentiation	Peking Union Medical College	1	Controlled	0	2025-10-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003140
HRA001965	PRJCA008155	Single cell RNA seq of PAS placenta	Institute of Zoology, Chinese Academy of Sciences	1	Controlled	0	2026-08-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001965
HRA003099	PRJCA012005	Collagen niches affect direct transcriptional conversion towards human nucleus pulposus cells via actomyosin contractility.	The Second Affiliated Hospital, Zhejiang University School of Medicine	1	Controlled	0	2024-10-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003099
HRA002205	PRJCA008924	Data from 'Dual roles of beta-arrestin 1 in mediating cell metabolism and proliferation in gastric cancer'	Peking University Cancer Hospital & Institute	1	Controlled	0	2026-08-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002205
HRA003089	PRJCA002549	Generation and characterization of cardiac valve endothelial-like cells from human pluripotent stem cells	Institute of Hydrobiology, Chinese Academy of Sciences	1	Controlled	0	2023-06-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003089
HRA002460	PRJCA009785	Single-cell Transcriptome Reveals Cellular Hierarchies and Guides p-EMT targeted Trial in Skull Base Chordoma	Huashan Hospital of Fudan University	1	Controlled	0	2024-04-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002460
HRA003088	PRJCA011989	The transcriptomes and exomes of intrahepatic cholangiocarcinoma patients	Huahzong University fo Science and Technology	1	Controlled	0	2025-12-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003088
HRA000360	PRJCA003099	Single-cell multi-omics sequencing and integrated analyses of human high-grade serous ovarian cancer	Peking University	1	Controlled	0	2026-07-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000360
HRA000676	PRJCA004512	Chromatin accessibility and single-cell transcriptome reveal novel subsets of CD4+ T cell associated with therapeutic process in systemic lupus erythematosus patients	University of Science and Technology of China	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000676
HRA002702	PRJCA010482	Transcriptome of Gastric mucosa in patients with gastritis or carcinoma from Yellow River Delta	Binzhou Medical University	1	Controlled	0	2026-04-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002702
HRA000340	PRJCA003480	Single cell whole genome sequencing on Nanopore	Tsinghua University	1	Controlled	0		https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000340
HRA001893	PRJCA008050	Correlation between CFTR mutation and outcomes of ART in patients with CAVD in Central China	Henan Provincial People’s Hospital	1	Controlled	0	2026-03-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001893
HRA002781	PRJCA010954	CircRNA expression profiles of ovarian granulosa cells in advanced age women explain new mechanisms of ovarian aging	The Sixth Affiliated Hospital, Sun Yat-sen University	1	Controlled	0	2026-07-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002781
HRA003081	PRJCA011893	GoldCLIP: Gel-omitted Ligation-dependent CLIP	Institute of Biophysics, Chinese Academy of Sciences	0	Open	0	2022-09-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003081
HRA002862	PRJCA010038	single-cell analysis of  gallbladder carcinoma with PD-1	Fudan University Shanghai Cancer Center	1	Controlled	0	2026-05-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002862
HRA003053	PRJCA011876	Exploring the global immune landscape of H5N6 peripheral circulation based on single-cell transcriptomics	The Fourth People's Hospital of Nanning	1	Controlled	0	2022-09-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003053
HRA003076	PRJCA011808	RNA high-throughput sequencing over the course of ectodermal chondrogenic cells differentiation of five hPSC lines	Shanghai Ninth People’s Hospital, Shanghai Jiao Tong University School of Medicine	0	Open	0	2023-05-18	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003076
HRA002957	PRJCA011589	Widespread eccDNA formation in the human sperm	Nanjing University	0	Open	0	2026-05-19	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002957
HRA001366	PRJCA006632	Transcriptome analysis of heart failure related diseases	Huazhong University of Science and Technology	1	Controlled	0	2025-02-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001366
HRA001899	PRJCA008126	Integrated learning unravels multi-dimensional signatures of squamous cervical cancer	Huahzong University fo Science and Technology	1	Controlled	0	2025-12-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001899
HRA003051	PRJCA011866	A single-cell transcriptomic atlas of the human ciliary body	Zhongshan Ophthalmic Center, Sun Yat-sen University	1	Controlled	0	2022-10-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003051
HRA000334	PRJCA003387	Metagenome data for clinical trials about berberine and probiotics	Shanghai Institute of Nutrition and Health Chinese Academy of Sciences	1	Controlled	0	2021-08-03	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000334
HRA003043	PRJCA011820	Neoadjuvant immunochemotherapy for locally advanced resectable oral squamous cell carcinoma: A prospective single-arm trial	3D Medicines Inc.	1	Controlled	0	2026-07-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003043
HRA001308	PRJCA006580	The cardiac glycoside deslanoside imposes an anticancer effect on prostate cancer involving multiple signaling pathways	Southern University of Science and Technology	1	Controlled	0	2023-08-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001308
HRA002944	PRJCA011403	Decoding multi-dimensional proteogenomic signatures of oral squamous cell carcinoma	Huahzong University fo Science and Technology	1	Controlled	0	2025-12-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002944
HRA003029	PRJCA011738	Gut microbiota and lymphocyte subsets in patients with spinal cord injury	General Hospital of Western Theater Command	1	Controlled	0	2024-03-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003029
HRA001886	PRJCA007770	The combination of DNA methylome and transcriptome revealed the intergenerational inheritance on the influence of advanced maternal age	Peking University Third Hospital	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001886
HRA003005	PRJCA010456	Exome sequencing data on ccRCC paitents with thrombus	Peking University First Hospital	1	Controlled	0	2025-08-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003005
HRA002662	PRJCA009768	Genomic Analyses of Primary Hepatic Lymphoproliferative Disorders-1	Zhongshan Hospital, Fudan University	1	Controlled	0	2023-02-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002662
HRA002733	PRJCA010791	Neurodevelopmental  Disorders and Anti-epileptic  Treatment in a Patient with a SATB1 Mutation	Sanya Women and Children’s Hospital Managed by Shanghai Children’s Medical Center	1	Controlled	0	2026-06-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002733
HRA001854	PRJCA007999	scNanoATAC-seq: Long-read Single-cell ATAC-seq by Oxford Nanopore Technologies Sequencing	Peking University	1	Controlled	0	2026-07-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001854
HRA002051	PRJCA008495	Single-cell and spatial transcriptome analyses revealed tumor heterogeneity and immune environment alternations in metastatic axillary lymph nodes in breast cancer	The first people's hospital of Foshan	0	Open	0	2022-09-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002051
HRA002995	PRJCA011262	Viruses reactivation in the lungs of patients with severe pneumonia is associated with increased mortality, a multicenter, retrospective study	First Affiliated Hospital of Zhejiang University School of Medicine	0	Open	0	2023-03-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002995
HRA000318	PRJCA003395	Multi-omics sequencing of circulating tumor cells and B&T cell repertoire profiling from NSCLC patients	CapitalBio Corporation National Engineering Research Center for Beijing Biochip Technology	1	Controlled	0	2024-07-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000318
HRA002902	PRJCA011449	Single-cell RNA sequencing of chronic mucocutaneous candidiasis with STAT1 GOF mutation	Shanghai Changzheng Hospital,Naval Medical University	1	Controlled	0	2026-07-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002902
HRA002989	PRJCA011606	Depletion of BATF in CAR-T cells enhances antitumor activity by inducing resistance against exhaustion and formation of central memory cells	Institute of Zoology, Chinese Academy of Sciences	0	Open	0	2024-09-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002989
HRA002463	PRJCA009778	Translatome and transcriptome co-profiling reveals a role of TPRXs in human zygotic genome activation	Tsinghua University	1	Controlled	0	2026-08-01	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002463
HRA002878	PRJCA011305	Arsenic Trioxide Rescues Structural p53 Mutations through a Cryptic Allosteric Site	Ruijin Hospital, Shanghai Jiao Tong University School of Medicine	0	Open	0	2022-09-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002878
HRA001761	PRJCA007726	SHERRY2: A method for rapid and sensitive single cell RNA-seq	Peking University	0	Open	0	2026-08-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001761
HRA002973	PRJCA011650	Targeting oxidative protein folding reduces H2O2 and delays stem cell aging	Institute of Zoology, Chinese Academy of Sciences	0	Open	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002973
HRA002599	PRJCA010280	Epigenetic regulation of homologous recombination	Shandong University	0	Open	0	2023-05-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002599
HRA001251	PRJCA006394	A comprehensive evaluation of a colon cancer organoid system with single-cell RNA-Seq	Peking University	1	Controlled	0	2026-07-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001251
HRA000308	PRJCA002989	Whole genome bisulfite sequencing of esophagus squamous cell carcinoma	Chinese Academy of Sciences	1	Controlled	0	2026-07-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000308
HRA002969	PRJCA011570	A novel DES mutation in cardiomyopathy	Central South University	1	Controlled	0	2026-08-02	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002969
HRA002913	PRJCA007229	IDH wild-type GBM natural evolution analysis	Nanjing Medical University	1	Controlled	0	2026-02-01	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002913
HRA002565	PRJCA010048	METTL1 mediated m7G tRNA modification promotes lenvatinib resistance in hepatocellular carcinoma	The First Affiliated Hospital, Sun Yat-sen University	1	Controlled	0	2026-07-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002565
HRA000315	PRJCA003199	Targeting Cytokinesis Proteins for Killing Solid Tumors	Peking University	1	Controlled	0	2026-04-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000315
HRA000314	PRJCA003199	Targeting Cytokinesis Proteins for Killing Solid Tumors	Peking University	1	Controlled	0	2026-04-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000314
HRA002939	PRJCA011554	Transcriptome analysis of Control and STAT3 knockdown in HepG2 cell lines	Wuhan University of Science and Technology	0	Open	0	2022-09-02	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002939
HRA002891	PRJCA011157	Multi-omics study of human bone marrow NK cells	Peking University People's Hospital	1	Controlled	0	2026-06-21	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002891
HRA001246	PRJCA006221	Single-cell analysis of triple-negative breast cancer and different sites in axillary lymph nodes	Guangdong General Hospital; Guangdong Academy of Medical Sciences	1	Controlled	0	2026-01-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001246
HRA002366	PRJCA009423	Development of P2C-1F11 lineage antibodies in a SARS-CoV-2-infected donor	Third People's Hospital of Shenzhen	1	Controlled	0	2026-06-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002366
HRA002914	PRJCA007229	cell line coculture assay	Nanjing Medical University	1	Controlled	0	2026-02-01	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002914
HRA002894	PRJCA011156	WNT/NOTCH Pathway Is Essential for the Maintenance and Expansion of Human MGE Progenitors	Tongji University	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002894
HRA002578	PRJCA010209	A novel method of full-length RNA-seq that expands identification of non-polyadenylated RNAs using Nanopore sequencing	Southeast University	0	Open	0	2026-06-18	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002578
HRA000219	PRJCA002738	NGDC-wend	Beijing Institute of Genomics, Chinese Academy of Sciences	1	Controlled	0	2026-07-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000219
HRA002898	PRJCA010991	Single-Cell Sequencing of Peripheral Mononuclear Cells Reveals Altered Immune Response Landscapes after Mild Cold Exposure in Human	General Hospital of eastern theater command	1	Controlled	0	2022-08-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002898
HRA002685	PRJCA010626	NTRK fusion in a large real-world population and the clinical utility of circulating DNA genotyping in guiding treatment with TRK inhibitors	3D Medicines Inc.	1	Controlled	0	2026-07-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002685
HRA000288	PRJCA003250	GWAS study of SAPHO syndrome	 National Research Institute for Family Planning	1	Controlled	0	2023-06-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000288
HRA002508	PRJCA009956	ESCC WGS&Nanopore	Shenzhen Peking University-the Hong Kong University of Science and Technology (PKU-HKUST) Medical Center	1	Controlled	0	2026-06-18	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002508
HRA001917	PRJCA008049	Single-cell RNA sequencing reveals heterogeneous activation of human endogenous retroviruses in gallbladder cancer	Fudan University	1	Controlled	0	2026-07-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001917
HRA002769	PRJCA010907	hepatoid adenocarcinoma of the stomach (HAS) patient	Zhejiang University	1	Controlled	0	2025-11-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002769
HRA002333	PRJCA009108	GCPAN	Shanghai Jiao Tong University	1	Controlled	0	2022-08-18	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002333
HRA002344	PRJCA009108	HUPAN	Shanghai Jiao Tong University	1	Controlled	0	2022-08-18	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002344
