accession	bioproject	title	organization	is_controlled	access	openaccess_data_type	release_time_string	url
HRA008250	PRJCA028925	ATAC-seq-PU.1	Ruijin Hospital Affiliated to Shanghai Jiao Tong University School of Medicine	1	Controlled	0	2025-01-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008250
HRA003250	PRJCA012363	The role of NFYC in bladder cancer	Sun Yat-sen University Cancer Center	0	Open	0	2026-05-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003250
HRA003219	PRJCA012259	SNORA14A inhibits hepatoblastoma cell proliferation by regulating SDHB-mediated succinate metabolism	Shanghai Children's Medical Center, Shanghai Jiaotong University School of Medicine	1	Controlled	0	2026-07-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003219
HRA006211	PRJCA021846	Single-Cell RNA Sequencing Reveals the Impaired Epidermal Differentiation and Pathological Microenvironment in Diabetic Foot ulcer	The First Affiliated Hospital, Sun Yat-sen University	1	Controlled	0	2026-02-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006211
HRA006212	PRJCA021857	LCM-seq of keratinocytes in diabetic foot ulcer and acute wound	The First Affiliated Hospital, Sun Yat-sen University	1	Controlled	0	2026-02-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006212
HRA008829	PRJCA030861	Single-nucleus transcriptomic profiling of nucleus pulposus in aged and herniated human lumbar disc	Institute of Zoology, Chinese Academy of Sciences	0	Open	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008829
HRA008841	PRJCA012679	RNA-seq of human myometrial smooth muscle cells (hMSMCs)  with MAFF knockdown	Guangzhou Women and Children's Medical Center	0	Open	0	2026-07-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008841
HRA006832	PRJCA023993	Longitudinal Ultra-sensitive Mutation Burden (UMB) Sequencing for Precise Minimal Residual Disease Assessment in AML	Beijing Hospital	0	Open	0	2026-05-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006832
HRA008816	PRJCA030872	Whole exome sequencing of cutaneous squamous cell carcinoma	Jiangxi Provincial Cancer Hospital	0	Open	0	2025-06-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008816
HRA003242	PRJCA012383	Immunological landscape and immune repertoire of primary Sjogren's syndrome	West China Hospital of Sichuan University	1	Controlled	0	2026-07-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003242
HRA003230	PRJCA012330	single-cell expression atlas revelas cell heterogeneity in creeping fat of CD	Shanghai Tenth People's Hospital	1	Controlled	0	2026-04-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003230
HRA003210	PRJCA011639	The change of gut microbiome in patients with rheumatoid arthritis	Dazhou Central Hospital	1	Controlled	0	2025-09-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003210
HRA003212	PRJCA012349	Study on the pathogenesis of autoimmune liver diseases	West China Hospital Sichuan University	1	Controlled	0	2024-10-02	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003212
HRA008475	PRJCA029543	Spatial transcriptomic analysis reveals immune-inflamed and immune-excluded colorectal adenocarcinoma	The First Affiliated Hospital of Chongqing Medical University	1	Controlled	0	2026-07-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008475
HRA005516	PRJCA019575	A Proteogenomic Analysis of Cervical Cancer in East Asia Reveals Biological Insights and Therapeutic Signatures	Shanghai Institute of Materia Medica	1	Controlled	0	2025-12-01	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005516
HRA003204	PRJCA012374	Single-cell transcriptomic analysis of immunity during endometrial window of embryo implantation in unexplained infertility women with autoimmune thyroid disease	The Second Affiliated Hospital, Zhejiang University School of Medicine	0	Open	0	2024-10-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003204
HRA003215	PRJCA012359	Single-cell analysis reveals vitamin C inhibiting bone metastatic kidney cancer by killing tumor cells and remodeling the tumor microenvironment	The Third Medical Center of Chinese PLA General Hospital	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003215
HRA008796	PRJCA030813	IL-17 and IL-1b depress the expression of GLP-1	China Agricultural University	0	Open	0	2026-08-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008796
HRA003199	PRJCA012293	PPARG-mediated transcriptome in cholangiocarcinoma	Sun Yat-sen Memorial Hospital, Sun Yat-sen University	1	Controlled	0	2026-03-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003199
HRA003196	PRJCA012293	Customized CRISPR/Cas9 screening of cholangiocarcinoma in lymph node microenvironment	Sun Yat-sen Memorial Hospital, Sun Yat-sen University	1	Controlled	0	2026-03-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003196
HRA004522	PRJCA016782	MitoSort: robust demultiplexing of pooled single-cell genomics data using endogenous germline mitochondrial variants	Sun Yat-sen University	1	Controlled	0	2026-08-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004522
HRA008465	PRJCA008780	Study of genetic structure variations in familial breast cancer using the third generation sequencing technology (126 patients)	Peking University People's Hospital	1	Controlled	0	2026-01-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008465
HRA008797	PRJCA030820	Transcriptomics of wild-type versus circALPK2 knockdown hESC-CMs	Soochow University	0	Open	0	2026-07-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008797
HRA003393	PRJCA012800	Analysis of T cell characteristics of different anatomical subtypes of biliary tract cancer and related basic and translational research	Harbin Medical University Cancer Hospital	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003393
HRA003263	PRJCA012320	Whole-exome sequencing among Chinese patients with hereditary diffuse gastric cancer	Sun Yat-sen University	1	Controlled	0	2026-07-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003263
HRA003197	PRJCA012307	Exploration of tumor heterogeneity in patients with salivary adenoid cystic carcinoma by single cell transcriptome	Beijing Institute of Genomics, Chinese Academy of Sciences	1	Controlled	0	2026-07-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003197
HRA003193	PRJCA012319	Functional detection of CD7 antigen on T/CAR-T cells	Institute of Hematology & Blood Diseases Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College	1	Controlled	0	2026-06-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003193
HRA004723	PRJCA017309	Epigenomic and transcriptomic changes regulated by FOXM1 phosphorylation	Life Sciences Institute, Zhejiang University	0	Open	0	2025-10-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004723
HRA008770	PRJCA030743	Transcriptomic changes caused by SUV39H1 knockdown in human dental pulp stem cells	Peking University School and Hospital of Stomatology	1	Controlled	0	2024-10-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008770
HRA008637	PRJCA030223	Epidermal Growth Factor Receptor (EGFR) and SMAD4 negatively correlated in the Progression of Gallbladder Adenocarcinoma in Eastern Indian Patients	Indian statistical insitute	1	Controlled	0	2024-10-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008637
HRA008772	PRJCA030709	Innate Defense-Antigen Presentation Coupling Patterns revealed by Single-immunocyte Transcriptomics Contributes to the Onset and Prognoses of Ankylosing Spondylitis	Fujian Medical University	1	Controlled	0	2024-10-09	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008772
HRA008391	PRJCA029459	RAG-seq: A NSR Primed and Transposase Tagmentation Mediated Strand-specific Total RNA Sequencing in Single Cell	Institute of Biophysics, Chinese Academy of Sciences	1	Controlled	0	2025-10-31	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008391
HRA008767	PRJCA030716	SB218078 inhibited breast cancer angiogenesis and EMT	The First Affiliated Hospital of Chongqing Medical University	0	Open	0	2024-12-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008767
HRA008501	PRJCA027819	Myeloid-derived IL1B drives epithelial and stromal cell remodeling during chronic rhinosinusitis and nasal polyps [RNA-seq 1]	Qilu Hospital of Shandong University	1	Controlled	0	2026-08-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008501
HRA008509	PRJCA027819	Myeloid-derived IL1B drives epithelial and stromal cell remodeling during chronic rhinosinusitis and nasal polyps [RNA-seq 2]	Qilu Hospital of Shandong University	1	Controlled	0	2026-08-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008509
HRA006371	PRJCA022274	Population genetics studies of human phenotypes	Beijing Institute of Genomics, Chinese Academy of Sciences	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006371
HRA006227	PRJCA021930	WES for Han Chinese	Peking University People's Hospital	1	Controlled	0	2026-07-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006227
HRA003396	PRJCA012927	Proteogenomics landscape of Acute Myeloid Leukemia	Shanghai Institute of Materia Medica, Chinese Academy of Sciences	1	Controlled	0	2026-02-01	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003396
HRA003183	PRJCA012135	Single Cell Transcriptomics Reveal the Heterogeneities of TCR Va7.2+CD161+ and TCR Va7.2+CD161- T Cells in Human Peripheral Blood	Beijing Friendship Hospital, Capital Medical University	1	Controlled	0	2022-10-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003183
HRA005449	PRJCA019526	BPformer: Tracing Unknown Tumor Origins with a Biological Pathway-based Transformer Model	Xiamen University	1	Controlled	0	2023-12-09	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005449
HRA008764	PRJCA030630	RNAseq of HCT-116 cells were treated with either CB039 or Indisulam	Shanghai Institute of Materia Medica, Chinese Academy of Sciences	0	Open	0	2024-09-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008764
HRA008760	PRJCA030630	RNAseq of K562 cells were treated with either CB039 or Indisulam	Shanghai Institute of Materia Medica, Chinese Academy of Sciences	0	Open	0	2024-09-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008760
HRA008766	PRJCA030580	Multi-omics analysis to study hepatitis B virus-host interaction	Zhejiang University	0	Open	0	2024-09-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008766
HRA008664	PRJCA030306	The prognostic significance of MYC/BCL2 double expression in DLBCL in the genetic classification era	The First Affiliated Hospital of Nanjing Medical University, Jiangsu Province Hospital	1	Controlled	0	2024-09-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008664
HRA008750	PRJCA030584	Molecular Features and Clinical Implications of AFP-Producing Gastric Cancer: Emphasis on Liver Metastasis and Tumor Immune Microenvironment	Zhejiang University	1	Controlled	0	2025-11-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008750
HRA007758	PRJCA027273	Single-cell analysis of the perturbations caused by the tumor necrosis factor (TNF) inhibitor etanercept on peripheral blood mononuclear cells of COVID-19 patients	The Second Medical Center of PLA General Hospital	1	Controlled	0	2024-08-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007758
HRA007768	PRJCA025092	Neolithic to Bronze Age human maternal genetic history in Yunnan, China	Institute of Vertebrate Paleontology and Paleoanthropology, Chinese Academy of Sciences	0	Open	0	2026-08-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007768
HRA008638	PRJCA030025	Single-cell RNA sequencing of PBMC and BALF in anti-MDA5+ DM associated ILD	Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College	1	Controlled	0	2026-08-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008638
HRA008309	PRJCA029094	Low Pass Whole Genome Sequencing for Detecting Chromosome Instability in Breast Cancer	Yangpu Hospital, School of Medicine, Tongji University	1	Controlled	0	2025-08-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008309
HRA003168	PRJCA007361	RNA-Seq Project of UVB-A375 cell line	Zhengzhou University	1	Controlled	0	2026-06-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003168
HRA003173	PRJCA012224	Pathogenicity analysis for a splicing variant in an Alport syndrome family	Central South University Xiangya School of Medicine Affiliated Haikou Hospital	1	Controlled	0	2023-09-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003173
HRA006857	PRJCA024024	CITE-seq for PDOs	Shanghai Cancer Institute	1	Controlled	0	2026-08-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006857
HRA006962	PRJCA024024	ATAC-seq of CCL4 treatment	Shanghai Cancer Institute	1	Controlled	0	2026-08-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006962
HRA007161	PRJCA024024	scRNA-seq of Hep53.4	Shanghai Cancer Institute	1	Controlled	0	2026-08-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007161
HRA008593	PRJCA024024	CITE-seq HCC	Shanghai Cancer Institute	1	Controlled	0	2026-08-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008593
HRA008592	PRJCA024024	CITE-seq of cell lines	Shanghai Cancer Institute	1	Controlled	0	2026-08-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008592
HRA008591	PRJCA024024	scATAC-seq of HC007 and HC030	Shanghai Cancer Institute	1	Controlled	0	2026-08-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008591
HRA008700	PRJCA030549	RNA-seq data of HepG2 cells transfected with siRAG1	The Second Xiangya Hospital of Central South University	1	Controlled	0	2025-12-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008700
HRA003217	PRJCA012189	The spatial transcriptomic landscape of human gingiva in health and periodontitis	Sun Yat-sen University	1	Controlled	0	2026-06-17	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003217
HRA003165	PRJCA012085	CAR-T cell sequencing with/without CsA	First Affiliated Hospital, Zhejiang University	1	Controlled	0	2026-04-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003165
HRA003506	PRJCA012203	Genetic diagnosis of Facioscapulohumeral Muscular Dystrophy 1 (FSHD1) Using Rare Variants Based Linkage Analysis and Long Read Genome Sequencing	Beijing Tsinghua Chang gung Hospital	1	Controlled	0	2023-01-09	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003506
HRA008677	PRJCA030493	ctDNA Variation Analysis in Patients Receiving SY-5007	Shanghai East Hospital	1	Controlled	0	2025-09-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008677
HRA008603	PRJCA029889	Fragmentomics of plasma mitochondrial and nuclear DNA inform prognosis in COVID-19 patients with critical symptoms	BGI-Research	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008603
HRA003154	PRJCA011941	Integrated analysis of mRNA and extrachromosomal circular DNA profiles to identify the potential mRNA biomarkers in breast cancer	Southeast University	1	Controlled	0	2026-06-18	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003154
HRA003157	PRJCA012174	Potential biomarkers of AD and VD	The Second Affiliated Hospital of the Harbin Medical  University	1	Controlled	0	2022-09-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003157
HRA000272	PRJCA003203	Transcriptome and T cell repertoire profiling of tumor tissue of breast cancer patients	Cancer Hospital, Chinese Academy of Medical Sciences	1	Controlled	0	2026-01-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000272
HRA008639	PRJCA030398	A novel de novo variant of NACC1 caused epileptic encephalopathy and intellectual disability	West China Second University Hospital, Sichuan University	1	Controlled	0	2026-04-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008639
HRA008409	PRJCA029523	scRNA seq of skin samples of hidradenitis suppurativa patients and healthy people	Renji Hospital, School of Medicine, Shanghai Jiao Tong University	1	Controlled	0	2026-07-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008409
HRA000373	PRJCA003577	26-3, Natural small molecule compound, sensitize tumor cells to cisplatin killing	Beijing Institute of Genomics, Chinese Academy of Sciences	1	Controlled	0	2026-07-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000373
HRA003144	PRJCA012053	Effect of age and long-term culture on mitochondrial metabolism	Sun yat-sen university sixth affiliated hospital	1	Controlled	0	2026-06-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003144
HRA003561	PRJCA012148	The genetic and immune characters of progressive disease in breast cancer during neoadjuvant chemotherapy	The Second Affiliated Hospital, Zhejiang University School of Medicine	1	Controlled	0	2026-06-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003561
HRA005964	PRJCA020945	Miltefosine reinvigorates exhausted T cells by targeting their bioenergetic state	Institute of Zoology, Chinese Academy of Sciences	0	Open	0	2024-09-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005964
HRA003172	PRJCA008780	Study of genetic structure variations in familial breast cancer using the third generation sequencing technology (30 patients)	Peking University People's Hospital	1	Controlled	0	2026-01-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003172
HRA008648	PRJCA029669	Transcriptome sequencing data of 12 glioma patients	Tianjin Medical University Cancer Institute and Hospital	1	Controlled	0	2024-09-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008648
HRA008645	PRJCA029998	Exploration of functional phenotypes and pathogenesis of keloid	The Second Affiliated Hospital, Zhejiang University School of Medicine	1	Controlled	0	2024-09-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008645
HRA008630	PRJCA030302	Single cell RNA sequencing of  Mycoplasma pneumoniae pneumonia	Childrens Hospital of Chongqing Medical University	1	Controlled	0	2026-06-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008630
HRA003134	PRJCA011545	Systematically evaluating indicative capacity of alternative splicing events for tuberculosis diagnosis	West China Hospital Sichuan University	1	Controlled	0	2024-08-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003134
HRA003133	PRJCA011952	Spatial transcriptomics sequencing reveals tissue architecture in lung adenocarcinomas	Nantong University	1	Controlled	0	2024-06-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003133
HRA005612	PRJCA019522	Transcriptomic atlas of human developing dorsal root ganglia reveals the developmental heterogeneity and species differences of sensory neurons	Institute of Biophysics, Chinese Academy of Sciences	1	Controlled	0	2026-02-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005612
HRA008594	PRJCA029977	Plasmablast-like lymphoma cells as a distinct subtype confers multidrug resistance in primary central nervous system lymphoma	Second Affiliated Hospital, School of Medicine, Zhejiang University	1	Controlled	0	2025-11-18	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008594
HRA008225	PRJCA028584	breast cancer	Chinese Academy of medical sciences in Cancer Hospital,Shenzhen cancer hospital	1	Controlled	0	2024-10-09	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008225
HRA003120	PRJCA008780	Study of genetic structure variations in familial breast cancer using the third generation sequencing technology	Peking University People's Hospital	1	Controlled	0	2026-01-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003120
HRA003110	PRJCA012040	single-cell RNA-sequencing of PIT1-positive pituitary adenoma	West China Hospital Sichuan University	1	Controlled	0	2024-04-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003110
HRA003109	PRJCA012042	M2 macrophages in necrotic microenvironment in HCC	The First Affiliated Hospital, Zhejiang University School of Medicine	1	Controlled	0	2026-08-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003109
HRA003113	PRJCA011947	whole transcriptome sequencing of 27 children with non-M3 AML	First affiliated hospital of guangxi medical university	1	Controlled	0	2025-12-03	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003113
HRA008609	PRJCA030082	Bulk RNA-seq for the CAOV3 and OV90 cell lines treated with LOXL2 RNAi	Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology	0	Open	0	2026-08-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008609
HRA003102	PRJCA011998	A novel truncating variant of BCL11B associated with rare feature of craniosynostosis and global developmental delay	Children's Hospital of Fudan University	1	Controlled	0	2025-06-17	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003102
HRA003155	PRJCA012010	WGS and Series sequence data of TP53 mutation in ALL	Shanghai Children's Medical Center, Shanghai Jiaotong University School of Medicine	1	Controlled	0	2024-12-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003155
HRA005428	PRJCA019427	RNA-seq for young and senescent WI38 cells	Hangzhou Normal University	0	Open	0	2025-11-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005428
HRA005436	PRJCA019453	RNA-seq for WI38 cells with ATF3 ectopic expression	Hangzhou Normal University	0	Open	0	2025-11-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005436
HRA005437	PRJCA019460	WGBS for young and senescent WI38 cells	Hangzhou Normal University	0	Open	0	2025-11-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005437
HRA007306	PRJCA025687	Double-stranded RNA immunoprecipitation and sequencing (dsRIP-seq) in senescent WI38 cells	Hangzhou Normal University	0	Open	0	2025-11-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007306
HRA007303	PRJCA025684	ATF3 ChIP-seq in senescent WI38 cells	Hangzhou Normal University	0	Open	0	2025-11-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007303
HRA005441	PRJCA019462	RNA-seq for whole blood from young and old individuals	Hangzhou Normal University	1	Controlled	0	2025-11-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005441
HRA008602	PRJCA030061	Mutation and methylation co-detection for clinical purpose	Amoy Diagnostics	1	Controlled	0	2026-07-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008602
HRA006836	PRJCA024010	A study on the inhibition of breast tumor stemness by ropivacaine	Anhui Medical University	0	Open	0	2025-07-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006836
HRA003083	PRJCA011968	Transcriptomic analysis of YBX2 expression	Huazhong University of Science and Technology	0	Open	0	2026-07-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003083
HRA008607	PRJCA030153	Novel pathogenic RPE65 mutations of Chinese families affected by Leber congenital amaurosis	School of Medicine of Tongji University	1	Controlled	0	2024-09-19	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008607
HRA008587	PRJCA030082	CHIP-seq for the CAOV3 and OV90 cell lines treated with LOXL2 RNAi	Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology	0	Open	0	2026-08-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008587
HRA008556	PRJCA030095	Identification of gut microbiota in colorectal cancer patients with different tumor volumes	Guangxi Medical University Cancer Hospital	1	Controlled	0	2026-07-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008556
HRA005329	PRJCA018061	Human ocular surface metatranscriptomic raw reads	Zhongshan Ophthalmic Center, Sun Yat-sen University	1	Controlled	0	2025-12-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005329
HRA005003	PRJCA018061	Human ocular surface metatranscriptome	Zhongshan Ophthalmic Center, Sun Yat-sen University	1	Controlled	0	2025-12-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005003
HRA005328	PRJCA018061	Human ocular surface metagenomic raw reads	Zhongshan Ophthalmic Center, Sun Yat-sen University	1	Controlled	0	2025-12-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005328
HRA005002	PRJCA018061	Human ocular surface metagenome	Zhongshan Ophthalmic Center, Sun Yat-sen University	1	Controlled	0	2025-12-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005002
HRA008582	PRJCA030023	DLBCL transcriptome study	National Cancer Center/Cancer Hospital, Chinese Academy of Medical Sciences	1	Controlled	0	2025-12-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008582
HRA001334	PRJCA006408	transcriptomics in LUAD	Shanghai jiaotong University	1	Controlled	0	2026-06-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001334
HRA006628	PRJCA017877	Autologous CD7 CAR T cells in patients with T-cell acute lymphoblastic leukemia	Beijing Gobroad Boren Hospital	0	Open	0	2026-02-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006628
HRA003075	PRJCA011932	Tumor Heterogeneity and Microenvironment in Recurrent Glioblastoma	Sun Yat-sen University Cancer Center	1	Controlled	0	2022-11-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003075
HRA003074	PRJCA011940	Neoadjuvant immunotherapy of the bladder cancer	Xiangya Hospital Central South University	1	Controlled	0	2025-12-21	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003074
HRA003059	PRJCA011903	circle-seq of AIONFH	Cangzhou hospital of integrated TCM-WM Hebei	1	Controlled	0	2022-09-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003059
HRA003068	PRJCA011887	Neoadjuvant immunotherapy of bladder cancer	Xiangya Hospital Central South University	1	Controlled	0	2025-12-21	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003068
HRA008578	PRJCA028919	Identification of Human EC109 cell line by whole genome sequencing	Chinese Academy of Medical Sciences and Peking Union Medical College	1	Controlled	0	2026-04-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008578
HRA005594	PRJCA019491	Single Cell Sequencing in the Study of Thyroid Cancer	The First Hospital of China Medical University	1	Controlled	0	2026-01-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005594
HRA008473	PRJCA029822	A Novel De Novo Hemizygous ALAS2 Missense Mutation Associated with Congenital Sideroblastic Anemia	First Affiliated Hospital of Shantou University Medical College	1	Controlled	0	2024-09-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008473
HRA008525	PRJCA029010	Single-cell sequencing reveals the microenvironmental landscape of osteosarcoma	Second Xiangya Hospital of Central South University	1	Controlled	0	2026-01-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008525
HRA007038	PRJCA024667	Lake-centered sedentary lifestyle of early Tibetan plateau indigenous populations at high elevation 4400 years ago	Institute of Vertebrate Paleontology and Paleoanthropology, Chinese Academy of Sciences	0	Open	0	2026-08-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007038
HRA003050	PRJCA011877	Cancer-associated fibroblasts promote the stemness and progression of renal cell carcinoma via exosomal miR-181d-5p	nanjing drum tower hospital	1	Controlled	0	2026-04-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003050
HRA003054	PRJCA011895	IRF2BPL gene mutation: Underlying intellectual disability	Taizhou Hospital of Zhejiang Province	1	Controlled	0	2023-06-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003054
HRA003067	PRJCA011897	Characterization of the iron nanoparticles-induced eccDNA	Southeast University	1	Controlled	0	2026-06-18	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003067
HRA003195	PRJCA011900	RNA-sequence in liver grafts for transplantation	zhejiang shuren university	1	Controlled	0	2023-06-19	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003195
HRA003308	PRJCA012531	A Deep Learning Model Based on Multi-omics for Distinguishing Benign From Malignant Pulmonary Nodules	Shanghai Pulmonary Hospital, School of Medicine, Tongji University	1	Controlled	0	2026-07-31	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003308
HRA007190	PRJCA012531	Multi-dimensional Epigenomics model for diagnosing early-stage of lung cancer	Shanghai Pulmonary Hospital, School of Medicine, Tongji University	1	Controlled	0	2026-07-31	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007190
HRA005970	PRJCA021101	Genomic and Transcriptomic Landscape of Human Gastrointestinal Stromal Tumors	Shanghai Institute of Nutrition and Health, Chinese Academy of Sciences	0	Open	0	2026-07-01	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005970
