Marker.Symbol	contrast	logFC_meaning	n_per_group	logFC	logCPM	submitter_edgeR_PValue	submitter_edgeR_FDR
Snx32	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0822271	2.94927	0.821493	1
Dnajc1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0434276	6.30085	0.821626	1
Syne3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0766698	3.51572	0.821743	1
Acn9	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.208947	1.04828	0.821752	1
Parl	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.050425	4.74872	0.821859	1
Slc5a6	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0861566	2.88478	0.821864	1
Naip5	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.114902	2.18846	0.821938	1
Cuedc2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0569091	4.70036	0.82205	1
2310033P09Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0751247	3.32839	0.822066	1
2010002M12Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.150679	1.45594	0.822081	1
Lmo4	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0458492	6.00153	0.822168	1
Cog5	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0552295	4.48342	0.822214	1
Fam195b	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0423907	5.92242	0.822214	1
Pik3r3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0475918	5.27435	0.82224	1
Cln6	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0514243	4.95909	0.822265	1
Asph	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.04432	5.98912	0.822296	1
Nxpe3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.074671	4.05562	0.822398	1
Atp1a4	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0991081	2.38777	0.822457	1
Pdcd11	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.045781	5.42226	0.822487	1
Fam58b	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0640287	3.76896	0.822521	1
Dcun1d2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0552295	4.48342	0.822595	1
Odf4	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.400538	-0.106995	0.822647	1
Txnl4a	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0411353	6.77953	0.82269	1
Gspt1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0455131	6.9473	0.82274	1
Tlr13	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0753074	4.79771	0.822859	1
Gapdh	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.161967	1.36431	0.822862	1
Epg5	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0497262	5.30394	0.822916	1
Apoc1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0778271	3.27906	0.822937	1
Sys1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0521625	5.0446	0.823058	1
Sox13	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0437662	6.69037	0.823072	1
C1qtnf3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.145605	1.49966	0.823224	1
Aldh16a1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0577797	4.26962	0.823228	1
Nudt17	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.145605	1.49966	0.82323	1
Dbn1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0644373	3.76	0.823237	1
Mrpl18	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0588186	4.07743	0.823673	1
Lmcd1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0537749	6.70737	0.823885	1
Zswim7	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.1105	2.24093	0.82396	1
Ctsw	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.140863	1.5421	0.823976	1
Bod1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0468394	5.19844	0.82403	1
A530016L24Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.351472	0.0185355	0.824039	1
Gm5409	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0582986	4.25694	0.82404	1
Lipo1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0604992	4.93142	0.824049	1
Gapdhs	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.175087	1.26646	0.824096	1
Clec4n	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0629926	3.98047	0.824178	1
Plekhg4	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.351472	0.0185355	0.824207	1
Plscr4	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0484631	5.86089	0.824247	1
Il21r	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.103463	2.63325	0.824266	1
Neil1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0831755	2.93342	0.824322	1
Ints2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.060754	4.19844	0.824353	1
Tmem138	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.104494	2.31622	0.824384	1
Copb1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0398182	7.20093	0.824442	1
1810013L24Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0410378	7.09624	0.824493	1
Mark3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0414235	6.36874	0.824538	1
Igfbp2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0711929	7.51871	0.824598	1
Mdm1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.05912	4.0702	0.824652	1
Ssbp2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0520415	4.568	0.824666	1
Mepce	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0476652	6.00438	0.82467	1
Pcdhgb1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.102635	2.34046	0.82477	1
Gm101	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.161967	1.36431	0.824787	1
Cc2d1a	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0535881	4.52633	0.824793	1
Naga	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.046273	5.57568	0.824816	1
Ints1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0450376	5.83552	0.82483	1
Nhs	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.161967	1.36431	0.824837	1
Dpy30	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0609949	4.02603	0.824849	1
Pigf	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0582251	4.09178	0.824957	1
Ift43	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0640414	3.95713	0.824966	1
Vps18	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0559177	4.94533	0.825174	1
Snora43	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.168271	1.31622	0.825189	1
Kras	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0474548	7.26962	0.825205	1
Bax	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0501065	4.75775	0.825207	1
Fbxo15	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.400538	-0.106995	0.825246	1
Itgb1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0388326	10.0841	0.825266	1
Fahd1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0991081	2.38777	0.82558	1
Aarsd1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0648511	3.75099	0.825807	1
Serping1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0392882	9.01677	0.825858	1
Adar	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0444336	6.16149	0.825879	1
9930104L06Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0582251	4.09178	0.825909	1
Pycr2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0543908	4.35541	0.825917	1
Wdr82	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0419723	6.44899	0.825919	1
Ncoa3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0422756	6.7402	0.825975	1
Nedd1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0682051	3.8682	0.826016	1
Atf3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0453537	7.81944	0.826168	1
Hyal1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0697511	4.41085	0.826284	1
Oip5	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.313158	0.134013	0.826414	1
Trip13	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.313158	0.134013	0.826422	1
Gpr173	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.313158	0.134013	0.826425	1
Hmgxb3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0420608	5.79002	0.82644	1
Pigt	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0409399	6.48478	0.826514	1
Vcam1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0418076	6.13401	0.826541	1
Kl	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.313158	0.134013	0.82658	1
Disc1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.313158	0.134013	0.82658	1
Cryz	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0688299	3.66719	0.82678	1
2310042D19Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.118239	2.70036	0.826857	1
Kdm8	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.168271	1.31622	0.826925	1
Mfsd7c	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0556557	4.47249	0.826963	1
Tmem59	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0385391	8.16934	0.826979	1
Fundc1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0576743	4.90118	0.827115	1
Mlana	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.313158	0.134013	0.827142	1
Usp35	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0675068	3.47797	0.827201	1
Flrt1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.313158	0.134013	0.827263	1
Map10	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0916305	2.7999	0.82729	1
Rnf150	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0476311	5.53424	0.827292	1
Vat1l	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.313158	0.134013	0.827292	1
Pcdhgc5	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.150679	1.45594	0.827415	1
Prkcz	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0470886	5.38194	0.827447	1
Rer1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0405252	6.05379	0.827464	1
Slc2a6	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.102635	2.34046	0.827573	1
4833439L19Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0402745	7.05928	0.827623	1
Inpp1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0726037	3.37609	0.827692	1
Blm	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.136419	1.58332	0.827774	1
Tma7	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.145605	1.49966	0.827807	1
AF251705	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0778271	3.27906	0.827809	1
Gtpbp3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0702465	3.42226	0.827847	1
Aacs	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0572006	4.43357	0.827856	1
Ttc38	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0576434	4.106	0.827962	1
Dock6	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0437823	7.09401	0.828005	1
H2-D1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0385046	9.26191	0.82804	1
Rtn1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0609374	3.83871	0.828079	1
Rhoq	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0403967	6.45525	0.828083	1
Add1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0392484	8.23508	0.828093	1
Tnfsf15	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.169301	2.6035	0.828099	1
Casp4	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0970245	2.97273	0.828214	1
Cables1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0449624	5.25694	0.828258	1
Ap3s2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0446302	5.45871	0.828398	1
Tmem8	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0458877	5.12182	0.828401	1
Lonp1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0402171	6.06475	0.828458	1
Bdh1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0974342	2.41085	0.828514	1
Sp2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.041805	5.87236	0.828631	1
Ube2w	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0500518	4.99772	0.828655	1
Bex4	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0578892	4.41657	0.828674	1
Ero1l	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0460719	5.32079	0.828699	1
Apba1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.058038	4.2633	0.828891	1
Hmg20b	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0460912	5.22148	0.82893	1
Angptl7	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0651716	4.91739	0.82917	1
2410131K14Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0665612	3.71434	0.829279	1
Helz2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0401669	7.33104	0.829344	1
Wdr20a	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0526109	4.55251	0.829421	1
Chmp7	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0409739	5.90118	0.829434	1
Aldh1l1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.060471	4.20506	0.829436	1
Tbc1d23	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0411558	6.03163	0.829494	1
Batf3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.351472	0.0185355	0.829573	1
Tpra1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0488719	4.79332	0.829604	1
Arnt	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.038812	6.82374	0.82962	1
Zeb1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0402499	7.1551	0.829712	1
Ttc7b	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.042917	5.76113	0.829854	1
Snx13	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0581225	6.7155	0.829865	1
Fam64a	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.351472	0.0185355	0.829899	1
1700123I01Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.313158	0.134013	0.82993	1
Wnk1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0409941	9.56583	0.830076	1
Scml2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.313158	0.134013	0.830093	1
Ap1ar	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0427919	5.42651	0.830147	1
Wfikkn2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.150679	1.45594	0.830274	1
Fbxl19	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0613073	3.83018	0.83028	1
6330416G13Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0518545	4.57312	0.830316	1
