Feature_name	baseMean	log2FC_KO_vs_WT	lfcSE	deseq2_stat	p_deseq2	q_deseq2_BH	n_KO	n_WT
FARP2	19.8627	0.272321	0.332057	0.857849	0.390976	0.731862	4	3
INAFM2	8.31765	-0.314836	0.392783	-0.857829	0.390987	0.731862	4	3
SYPL1	66.8745	-0.159788	0.189663	-0.857772	0.391018	0.731862	4	3
ARPC1B	64.4962	0.244504	0.300779	0.857278	0.391291	0.732258	4	3
TTLL11	3.12134	0.415649	0.425353	0.857083	0.391399		4	3
SOX5	21.4948	-0.297972	0.367602	-0.857025	0.391431	0.732282	4	3
CUL4A	121.667	0.159915	0.189626	0.856867	0.391519	0.732282	4	3
CEP41	35.7552	-0.234615	0.267854	-0.856669	0.391628	0.732282	4	3
APRT	126.116	-0.199529	0.227155	-0.856659	0.391634	0.732282	4	3
TEX10	7.7674	-0.359507	0.401308	-0.856657	0.391635	0.732282	4	3
ZNF549	14.854	0.290632	0.354751	0.85634	0.391809	0.732282	4	3
ERI1	13.644	-0.336972	0.363326	-0.855977	0.392011	0.732282	4	3
MLLT1	58.1166	0.178119	0.208509	0.855851	0.39208	0.732282	4	3
UBE2H	442.865	-0.127162	0.153167	-0.855825	0.392094	0.732282	4	3
EIF5A2	11.0931	-0.350584	0.383501	-0.855788	0.392115	0.732282	4	3
GMCL1	58.5485	-0.186404	0.219799	-0.855504	0.392272	0.732282	4	3
NRG1	10.459	0.230741	0.419401	0.855247	0.392415	0.732282	4	3
VAT1	99.9686	0.191416	0.231474	0.855126	0.392481	0.732282	4	3
UBA3	20.9819	-0.28941	0.333946	-0.854903	0.392605	0.732282	4	3
FAU	428.509	-0.2061	0.233375	-0.854717	0.392708	0.732282	4	3
CIRBP	709.058	0.0949892	0.111897	0.854645	0.392748	0.732282	4	3
SSBP3	200.485	-0.219795	0.255704	-0.854445	0.392858	0.732282	4	3
MAGI1	46.902	-0.245637	0.290045	-0.854442	0.39286	0.732282	4	3
VPS13A	59.1722	0.204475	0.238172	0.854379	0.392895	0.732282	4	3
IMP4	103.94	-0.172694	0.203715	-0.854367	0.392902	0.732282	4	3
FAM214A	122.593	0.178561	0.204808	0.854307	0.392935	0.732282	4	3
TFF1	13.143	0.441815	0.357664	0.854192	0.392999	0.732282	4	3
ROBO2	115.639	-0.305303	0.337934	-0.854146	0.393024	0.732282	4	3
PLBD2	50.2866	0.209366	0.245696	0.854055	0.393075	0.732282	4	3
B3GALNT1	40.0436	0.256825	0.301124	0.853614	0.393319	0.73252	4	3
ALDH5A1	103.681	0.189352	0.215496	0.853541	0.393359	0.73252	4	3
CUEDC2	64.6393	-0.182358	0.209131	-0.853493	0.393386	0.73252	4	3
RGS11	1.37811	0.343049	0.373875	0.853382	0.393448		4	3
MEX3A	138.784	-0.246314	0.269506	-0.85335	0.393465	0.732554	4	3
ZSCAN30	18.0607	0.275307	0.330551	0.853232	0.393531	0.732562	4	3
CRYGS	2.6142	0.401834	0.414548	0.853196	0.393551		4	3
ANO7	1.31495	0.435693	0.362909	0.853112	0.393597		4	3
FOLH1	3.01751	0.33975	0.420074	0.852956	0.393684		4	3
ELOVL6	22.7776	-0.287985	0.326179	-0.852875	0.393729	0.732768	4	3
DUSP3	234.817	0.134327	0.158492	0.852812	0.393764	0.732768	4	3
PPIB	53.2142	-0.230413	0.265173	-0.852523	0.393924	0.73291	4	3
ARHGAP29	114.967	0.190425	0.224715	0.852454	0.393962	0.73291	4	3
MORN2	30.4891	-0.319163	0.365176	-0.851635	0.394417	0.733432	4	3
RNF139	58.337	-0.185019	0.223606	-0.85157	0.394453	0.733432	4	3
PTRH1	77.481	0.184823	0.222302	0.851516	0.394483	0.733432	4	3
ITM2A	76.144	-0.364382	0.378471	-0.851453	0.394518	0.733432	4	3
ADAM11	1.64678	0.466686	0.406118	0.851443	0.394523		4	3
CEP55	56.4082	-0.189176	0.223621	-0.851397	0.394549	0.733432	4	3
MCF2L2	5.76874	0.169221	0.423845	0.851369	0.394564		4	3
G6PD	15.7491	0.33541	0.397311	0.850888	0.394832	0.733804	4	3
LY6G6C	1.48736	0.30043	0.376478	0.850825	0.394867		4	3
NAT8L	7.48481	-0.356474	0.423036	-0.85057	0.395008	0.733804	4	3
SNW1	197.855	-0.120808	0.14086	-0.8505	0.395047	0.733804	4	3
SMARCE1	457.164	0.15547	0.181976	0.850439	0.395081	0.733804	4	3
NEIL2	9.00974	-0.326938	0.398055	-0.8504	0.395103	0.733804	4	3
DGKA	26.0949	0.237156	0.31842	0.850268	0.395176	0.733804	4	3
COTL1	29.4764	-0.311589	0.33135	-0.850177	0.395227	0.733804	4	3
PALMD	14.1047	-0.317271	0.389067	-0.850156	0.395238	0.733804	4	3
NDUFB1	352.027	0.148613	0.172238	0.849906	0.395378	0.733812	4	3
FGF7	1.24501	0.352452	0.386508	0.849847	0.39541		4	3
PCBD2	19.5384	0.276094	0.323679	0.84977	0.395453	0.733812	4	3
ARPC5L	147.947	0.126671	0.149731	0.849725	0.395478	0.733812	4	3
MUTYH	2.78781	0.352657	0.421598	0.84915	0.395798		4	3
APTX	75.5286	0.193675	0.228158	0.84912	0.395814	0.734123	4	3
RPE	37.8607	-0.235028	0.277769	-0.849103	0.395824	0.734123	4	3
FAM131A	77.3104	-0.162798	0.189021	-0.849076	0.395839	0.734123	4	3
SMIM26	49.562	-0.181603	0.217616	-0.848864	0.395957	0.734196	4	3
SIAH1	13.2428	-0.316597	0.356996	-0.848786	0.396	0.734196	4	3
PLP1	3.78448	-0.375772	0.398528	-0.84868	0.39606		4	3
JKAMP	118.47	0.182451	0.208224	0.848568	0.396122	0.734279	4	3
TSPAN13	588.167	0.156144	0.173695	0.848485	0.396168	0.734279	4	3
WDR11	38.5837	0.228443	0.260963	0.847682	0.396615	0.734994	4	3
ATP1B2	4.27031	-0.387116	0.426406	-0.847583	0.39667		4	3
LMBRD2	181.469	-0.14	0.168291	-0.847244	0.396859	0.735127	4	3
HPS4	110.12	0.157632	0.188371	0.847228	0.396868	0.735127	4	3
APOBEC3F	7.93627	0.306202	0.406638	0.847154	0.396909	0.735127	4	3
UNC119	25.6439	-0.270053	0.320981	-0.847041	0.396972	0.735127	4	3
FBXO17	6.35627	-0.358261	0.414275	-0.847003	0.396993	0.735127	4	3
ID3	55.2844	-0.250895	0.292567	-0.845975	0.397567	0.736008	4	3
PEX11A	32.565	0.252052	0.26487	0.84593	0.397592	0.736008	4	3
NAV2	13.1531	-0.362446	0.402737	-0.845495	0.397835	0.736158	4	3
ETS2	108.652	-0.265809	0.3006	-0.845465	0.397851	0.736158	4	3
SCFD1	115.923	-0.164895	0.190955	-0.845455	0.397857	0.736158	4	3
LRRFIP2	77.0748	0.189641	0.227359	0.845148	0.398028	0.736305	4	3
IGFBP7	9.60733	-0.402169	0.410562	-0.845092	0.398059	0.736305	4	3
CLINT1	290.581	-0.167861	0.194152	-0.844778	0.398235	0.736343	4	3
IPO7	172.367	-0.152151	0.181022	-0.844639	0.398312	0.736343	4	3
PDGFA	71.3772	-0.195478	0.228645	-0.844585	0.398343	0.736343	4	3
KLHDC8B	10.9637	-0.308285	0.381881	-0.844524	0.398377	0.736343	4	3
ARFIP1	76.4659	-0.203035	0.238323	-0.844505	0.398387	0.736343	4	3
NPAT	50.5757	-0.20455	0.238453	-0.844262	0.398523	0.736368	4	3
FCHSD2	23.7655	0.244963	0.302179	0.843952	0.398696	0.73657	4	3
RIT1	61.9824	0.19572	0.239434	0.843846	0.398755	0.73657	4	3
USH1C	0.927517	-0.323751	0.32768	-0.843816	0.398772		4	3
SYNE3	28.3203	-0.330838	0.395684	-0.843678	0.398849	0.736607	4	3
SNRK	21.2494	0.287288	0.325919	0.84359	0.398899	0.736607	4	3
IGFLR1	2.54118	0.271151	0.418525	0.843585	0.398901		4	3
GTF2H2	14.2635	-0.334347	0.376319	-0.843481	0.39896	0.736607	4	3
OTOR	5.83681	-0.318344	0.413469	-0.843436	0.398985		4	3
MIB1	72.7343	-0.189025	0.224407	-0.843274	0.399075	0.736707	4	3
SNRNP48	140.385	-0.157338	0.188182	-0.842999	0.399229	0.736831	4	3
CMTR1	132.524	-0.219082	0.265947	-0.842811	0.399334	0.736831	4	3
SNRNP25	12.0259	0.311695	0.39429	0.842693	0.3994	0.736831	4	3
CBWD5	8.39732	0.373941	0.394525	0.842632	0.399434	0.736831	4	3
KCTD18	8.92845	-0.338985	0.403837	-0.842604	0.39945	0.736831	4	3
SNTN	4.78925	-0.334369	0.411046	-0.842548	0.399481		4	3
MAD2L1	33.3679	-0.227726	0.276177	-0.84236	0.399586	0.73697	4	3
HOOK1	113.841	-0.162387	0.194633	-0.842057	0.399756	0.73717	4	3
LCAT	2.88558	0.354868	0.419692	0.841753	0.399926		4	3
BECN1	456.092	-0.13266	0.15736	-0.84173	0.399939	0.73728	4	3
EFHB	7.91339	0.142266	0.417839	0.841476	0.400081	0.737428	4	3
UPB1	1.52921	0.403954	0.387036	0.841387	0.400131		4	3
ZNF526	16.6916	0.269061	0.323925	0.84134	0.400158	0.737456	4	3
AP5B1	13.0524	0.289227	0.346714	0.841195	0.400239	0.737459	4	3
DLG1	296.508	-0.132847	0.156178	-0.841118	0.400282	0.737459	4	3
PGM2	30.2669	-0.212854	0.2594	-0.840935	0.400384	0.737517	4	3
HINFP	25.6728	0.252143	0.300767	0.840842	0.400437	0.737517	4	3
RPL14	396.524	0.119972	0.141046	0.840605	0.400569	0.73756	4	3
PLLP	52.8057	-0.31913	0.312983	-0.840474	0.400643	0.73756	4	3
PAICS	87.1497	-0.154528	0.182374	-0.84017	0.400813	0.73756	4	3
EMP2	825.375	-0.118478	0.144818	-0.840154	0.400822	0.73756	4	3
MOB1B	32.4783	-0.221634	0.261448	-0.840005	0.400906	0.73756	4	3
R3HCC1	12.558	-0.326318	0.379873	-0.839669	0.401094	0.73756	4	3
PLEKHM1	35.2622	-0.230401	0.276734	-0.839588	0.40114	0.73756	4	3
WWTR1	30.3254	-0.297851	0.315393	-0.839568	0.401151	0.73756	4	3
CENPT	8.11591	0.334197	0.417432	0.839534	0.40117	0.73756	4	3
ZMYND11	329.14	-0.125891	0.15089	-0.839516	0.40118	0.73756	4	3
LETM2	7.83969	-0.36808	0.422691	-0.839484	0.401198	0.73756	4	3
CCDC66	68.6933	0.193603	0.232377	0.839355	0.40127	0.737579	4	3
RANBP17	3.0586	0.322217	0.406374	0.838872	0.401541		4	3
MAT2B	90.2029	-0.134222	0.160717	-0.838767	0.4016	0.738052	4	3
HELB	12.2337	-0.306707	0.389726	-0.838672	0.401653	0.738052	4	3
SMARCAL1	10.8022	0.304944	0.373177	0.838567	0.401712	0.738052	4	3
RAB20	25.0693	0.249451	0.298594	0.838381	0.401817	0.738131	4	3
UFSP1	1.7572	0.368373	0.397135	0.838329	0.401846		4	3
FAM169A	8.71971	0.213235	0.415226	0.838072	0.40199	0.738158	4	3
RAB29	30.0742	-0.29138	0.342138	-0.837997	0.402032	0.738158	4	3
TSC22D3	41.3103	-0.210702	0.278236	-0.837942	0.402063	0.738158	4	3
WBP2NL	8.02298	0.298193	0.403172	0.837843	0.402119	0.738158	4	3
ERCC6L	5.20173	-0.341852	0.417521	-0.837817	0.402134		4	3
RNF14	391.16	0.128695	0.151894	0.837807	0.402139	0.738158	4	3
TBC1D9B	162.42	-0.226184	0.275254	-0.837555	0.402281	0.738255	4	3
GLT8D1	49.3678	0.236939	0.286614	0.837443	0.402344	0.738255	4	3
TBL3	19.3364	-0.259372	0.312774	-0.837335	0.402405	0.738255	4	3
POLRMT	11.8996	-0.312975	0.366821	-0.837275	0.402438	0.738255	4	3
LINGO4	1.40442	-0.332701	0.381948	-0.837017	0.402583		4	3
ANKRD26	143.192	0.171689	0.216324	0.83675	0.402733	0.738512	4	3
FZD5	13.5318	-0.297785	0.372007	-0.836698	0.402762	0.738512	4	3
UCP2	58.8613	0.234319	0.284443	0.836697	0.402763	0.738512	4	3
STARD3NL	29.9527	-0.218537	0.269878	-0.836338	0.402965	0.738769	4	3
IGLON5	10.9559	-0.359796	0.410961	-0.836177	0.403055	0.738822	4	3
PMPCA	22.0926	0.297087	0.374728	0.836002	0.403154	0.738855	4	3
HHLA3	9.52521	0.352145	0.393705	0.835869	0.403229	0.738855	4	3
NT5C3A	66.2719	-0.23593	0.261613	-0.835816	0.403258	0.738855	4	3
ST8SIA1	35.5137	-0.441355	0.41202	-0.835634	0.403361	0.73893	4	3
MSR1	1.52771	-0.321399	0.371309	-0.835608	0.403376		4	3
NUS1	2.91135	0.404364	0.421827	0.835249	0.403577		4	3
TBCK	12.6437	0.317467	0.377586	0.835168	0.403623	0.739297	4	3
ZMYM1	25.2949	0.234277	0.28495	0.834983	0.403727	0.739364	4	3
AFF2	6.69913	-0.311916	0.410791	-0.834885	0.403783	0.739364	4	3
BTBD9	18.7352	-0.253553	0.313225	-0.834592	0.403948	0.739553	4	3
BAZ1B	533.23	0.135086	0.159319	0.834481	0.40401	0.739554	4	3
CAPZA1	316.9	-0.124866	0.149177	-0.834027	0.404266	0.739909	4	3
ALKBH8	22.3325	-0.266517	0.314132	-0.833789	0.4044	0.740042	4	3
GPRASP2	49.9021	-0.234979	0.294335	-0.833512	0.404556	0.740214	4	3
SERPINB1	6.41493	-0.353357	0.423873	-0.833365	0.404639	0.740254	4	3
PTEN	169.036	-0.138254	0.16764	-0.832939	0.404879	0.74058	4	3
TICRR	5.72191	0.363608	0.416454	0.832823	0.404944		4	3
SEC22B	86.024	0.146486	0.171825	0.832698	0.405015	0.740715	4	3
TMPO	135.833	0.149194	0.182325	0.832482	0.405137	0.740825	4	3
ASF1A	37.1576	-0.232365	0.283901	-0.832205	0.405293	0.740952	4	3
LEPR	13.4209	0.309864	0.341369	0.83204	0.405386	0.740952	4	3
GDI1	43.5905	0.219227	0.252821	0.832031	0.405392	0.740952	4	3
BEND6	4.90085	0.374626	0.425947	0.831522	0.405679		4	3
PUSL1	14.5846	0.301976	0.385558	0.831398	0.405749	0.741492	4	3
TMEM14A	8.86881	-0.321812	0.384778	-0.831233	0.405842	0.741549	4	3
ERP27	1.46374	0.361386	0.336494	0.83123	0.405844		4	3
DYNLRB2	2.49687	0.26674	0.411879	0.830651	0.406171		4	3
MID1	37.8871	0.244532	0.319656	0.830318	0.406359	0.742131	4	3
NARS2	51.7754	0.185825	0.217993	0.830239	0.406404	0.742131	4	3
GGCT	287.929	0.184184	0.211164	0.830205	0.406423	0.742131	4	3
TMEM221	4.13356	0.371426	0.423636	0.830163	0.406447		4	3
ZNF557	7.78233	-0.333202	0.39994	-0.830134	0.406463	0.742131	4	3
C2orf81	3.54539	0.197437	0.414955	0.830123	0.406469		4	3
SFMBT2	33.9302	-0.216033	0.260079	-0.83006	0.406505	0.742131	4	3
ERLEC1	121.977	-0.167619	0.200028	-0.830012	0.406532	0.742131	4	3
WARS2	23.595	-0.259209	0.310094	-0.829638	0.406744	0.742321	4	3
NPM3	91.7345	-0.168426	0.204778	-0.829609	0.40676	0.742321	4	3
CTSB	98.2256	-0.219967	0.266068	-0.829499	0.406822	0.742321	4	3
DCAF8L1	1.75059	-0.335741	0.404445	-0.829433	0.40686		4	3
UQCRHL	20.8974	-0.316262	0.360325	-0.829098	0.407049	0.742518	4	3
ELOVL3	28.7709	-0.260471	0.325509	-0.828768	0.407236	0.742719	4	3
MFSD14B	39.746	0.213515	0.257175	0.828544	0.407362	0.742719	4	3
MRAS	15.3345	-0.318848	0.37529	-0.828449	0.407416	0.742719	4	3
ATPAF1	114.903	0.149888	0.179681	0.828336	0.40748	0.742719	4	3
TBC1D22A	65.5342	-0.177121	0.21177	-0.828239	0.407535	0.742719	4	3
USP16	186.602	-0.136529	0.165897	-0.828	0.40767	0.742726	4	3
DNAJA1	75.5556	0.186127	0.226126	0.827883	0.407737	0.742726	4	3
MRPL10	50.9219	-0.184398	0.217902	-0.827802	0.407783	0.742726	4	3
DNAJC4	45.7135	-0.229666	0.260706	-0.827794	0.407787	0.742726	4	3
ANO10	40.7096	-0.209728	0.26185	-0.827645	0.407872	0.742767	4	3
TTC36	1.58661	0.423856	0.392941	0.827614	0.407889		4	3
ZNF684	1.97215	-0.340392	0.407776	-0.827444	0.407986		4	3
SH2D3A	25.9954	0.23515	0.313368	0.827311	0.408061	0.742869	4	3
SLC35B4	28.1696	-0.293467	0.335954	-0.82731	0.408062	0.742869	4	3
CDKN1B	83.3557	-0.229865	0.282978	-0.827157	0.408148	0.742869	4	3
NEK1	63.652	0.188474	0.226872	0.827109	0.408175	0.742869	4	3
IL1RN	71.1936	0.357736	0.381548	0.826791	0.408355	0.742973	4	3
SHPK	6.73475	0.351504	0.409063	0.826652	0.408434	0.742973	4	3
WDR55	177.117	0.127797	0.151978	0.82665	0.408435	0.742973	4	3
PDS5B	120.368	0.160274	0.20036	0.826571	0.40848	0.742973	4	3
ZSCAN32	11.3114	-0.310254	0.360212	-0.826029	0.408788	0.743211	4	3
P4HA1	55.5972	0.219298	0.274155	0.82592	0.408849	0.743211	4	3
COPS7B	32.1304	-0.238455	0.290222	-0.825818	0.408907	0.743211	4	3
CYB561D2__ENSG00000114395	15.7722	-0.272478	0.348193	-0.825794	0.408921	0.743211	4	3
CHCHD6	14.3779	-0.308462	0.365714	-0.825367	0.409163	0.743502	4	3
MUM1L1	17.9897	0.374071	0.372163	0.825293	0.409205	0.743502	4	3
S1PR5	3.51663	-0.357249	0.423873	-0.824745	0.409516		4	3
PCDHGA4	1.17868	0.331273	0.371731	0.824564	0.409619		4	3
ZNF75D	3.42451	0.418358	0.424806	0.82447	0.409672		4	3
ZNF829	31.3613	-0.227129	0.27109	-0.82434	0.409747	0.744373	4	3
MAPKAPK5	101.195	0.159203	0.191842	0.824204	0.409824	0.744401	4	3
FTH1	113.153	0.165331	0.20454	0.823953	0.409966	0.744546	4	3
RNF111	59.3734	-0.183198	0.226316	-0.823597	0.410168	0.744801	4	3
CHST15	12.8051	0.313552	0.379397	0.823456	0.410248	0.744833	4	3
RAB12	341.527	-0.141221	0.170411	-0.822988	0.410515	0.745204	4	3
ST3GAL4	29.3467	0.230158	0.277287	0.822553	0.410763	0.745541	4	3
CALD1	327.938	-0.248045	0.281188	-0.822345	0.410881	0.745642	4	3
PSMA7	777.015	0.116208	0.143647	0.822192	0.410967	0.745674	4	3
PDK2	17.5865	-0.245353	0.309091	-0.821992	0.411082	0.745674	4	3
ECM2	1.60017	-0.321019	0.393517	-0.821961	0.411099		4	3
C1orf131	49.1375	0.175246	0.222003	0.821841	0.411167	0.745674	4	3
KIF4B	1.79501	-0.331624	0.401201	-0.821695	0.411251		4	3
FAM107B	133.017	0.175471	0.220763	0.821591	0.41131	0.745674	4	3
MAP3K6	3.08417	-0.35696	0.426951	-0.821521	0.41135		4	3
TRMT61B	6.34267	-0.305208	0.398429	-0.82151	0.411356	0.745674	4	3
FRMD6	56.9472	-0.200504	0.241345	-0.821475	0.411376	0.745674	4	3
SDC1	101.851	0.236122	0.301148	0.821364	0.411439	0.745674	4	3
RALGDS	369.201	0.178396	0.21082	0.821276	0.411489	0.745674	4	3
DCP1A	25.3069	-0.263727	0.310541	-0.821203	0.41153	0.745674	4	3
TAF1B	31.6981	-0.241069	0.28641	-0.821053	0.411616	0.745674	4	3
SHF	2.27826	-0.335566	0.407536	-0.821015	0.411638		4	3
AFF3	68.6232	-0.304692	0.380048	-0.821004	0.411644	0.745674	4	3
BMPR2	323.006	-0.147826	0.18276	-0.820815	0.411751	0.745753	4	3
ZSCAN5A	22.2373	0.254447	0.337127	0.820642	0.41185	0.745753	4	3
CDC45	17.1314	0.289438	0.330892	0.820599	0.411875	0.745753	4	3
SNAPIN	41.4696	-0.196023	0.238833	-0.820299	0.412046	0.745772	4	3
PIP5K1A	42.2905	-0.205305	0.250888	-0.820299	0.412046	0.745772	4	3
HTT	37.6296	0.197711	0.246949	0.820254	0.412072	0.745772	4	3
C15orf65	12.7502	0.301037	0.380334	0.820141	0.412136	0.745775	4	3
MBD2	176.377	0.143452	0.176657	0.819778	0.412343	0.745948	4	3
SMAD2	134.877	0.133314	0.161	0.819755	0.412356	0.745948	4	3
UBB	164.206	-0.159623	0.195087	-0.819602	0.412443	0.745966	4	3
GCFC2	21.2724	0.244606	0.302236	0.81952	0.41249	0.745966	4	3
GSTZ1	586.883	0.148153	0.172458	0.819176	0.412686	0.746026	4	3
NUPL2	8.90537	0.312936	0.38777	0.819175	0.412687	0.746026	4	3
MAPK8IP2	2.19659	0.346365	0.402035	0.819007	0.412782		4	3
SMC4	664.211	0.0959702	0.118129	0.81897	0.412804	0.746026	4	3
MED30	33.5081	-0.200672	0.256447	-0.818919	0.412833	0.746026	4	3
CRTC3	34.1024	-0.234883	0.289914	-0.818916	0.412834	0.746026	4	3
LY75	5.80988	-0.351865	0.426075	-0.81884	0.412878		4	3
NRARP	50.3351	0.25471	0.300779	0.818766	0.41292	0.746032	4	3
TACC1	243.878	-0.225708	0.256244	-0.818693	0.412962	0.746032	4	3
PROCR	13.5311	-0.389136	0.407529	-0.818457	0.413096	0.746053	4	3
PPP1R21	22.4926	0.238023	0.302675	0.818388	0.413136	0.746053	4	3
AP3M2	72.1403	0.162703	0.195906	0.818345	0.41316	0.746053	4	3
YY1AP1	41.6723	-0.203924	0.246215	-0.818038	0.413336	0.746257	4	3
RHBDL2	10.8228	-0.319688	0.387513	-0.817857	0.413439	0.746331	4	3
ZNF665	2.59787	0.392024	0.423639	0.817817	0.413462		4	3
ARHGAP19	47.7005	0.223823	0.262583	0.817477	0.413656	0.746544	4	3
MCFD2	80.5546	-0.148527	0.181409	-0.817284	0.413766	0.746544	4	3
EML1	42.7442	0.212541	0.247387	0.817223	0.413801	0.746544	4	3
B4GALT3	159.016	-0.162064	0.199674	-0.81717	0.413831	0.746544	4	3
HIST1H2BC	4.40238	-0.355559	0.424477	-0.817087	0.413879		4	3
PITPNA	77.7881	-0.17089	0.208473	-0.816999	0.413929	0.746544	4	3
SARM1	4.04993	0.478763	0.4249	0.816774	0.414058		4	3
SMYD5	24.1847	-0.236834	0.284705	-0.816755	0.414068	0.746616	4	3
IER3IP1	211.869	0.135293	0.16044	0.816709	0.414095	0.746616	4	3
INMT	0.92877	0.405741	0.328814	0.816115	0.414434		4	3
MGAT5B	1.9337	0.242133	0.40135	0.815934	0.414538		4	3
WNK2	7.54134	-0.312109	0.406327	-0.815901	0.414557	0.747167	4	3
CDAN1	1.66973	-0.331108	0.404584	-0.815898	0.414559		4	3
TSEN15	221.308	0.126478	0.157481	0.815847	0.414588	0.747167	4	3
SKA3	16.1871	0.265922	0.339704	0.815542	0.414762	0.747369	4	3
RPL9	70.3876	-0.196714	0.246464	-0.815008	0.415068	0.747707	4	3
SPSB2	13.1414	0.286267	0.362387	0.814842	0.415163	0.747755	4	3
ADAMTS1	8.07206	0.346461	0.422418	0.814562	0.415323	0.747931	4	3
RING1	213.727	0.135574	0.171346	0.814305	0.41547	0.748007	4	3
CD59	450.54	-0.180266	0.216385	-0.81427	0.41549	0.748007	4	3
ZNF384	29.6328	0.26376	0.321867	0.814046	0.415619	0.748061	4	3
VPS26B	98.8858	0.14878	0.183409	0.814	0.415645	0.748061	4	3
SLC25A10	13.75	-0.309339	0.372811	-0.813538	0.41591	0.748294	4	3
HPCAL1	81.7321	0.20706	0.246473	0.813532	0.415913	0.748294	4	3
CACNA1C	15.4649	0.311314	0.405851	0.813448	0.415961	0.748294	4	3
C1orf226	9.50394	0.327663	0.404945	0.813032	0.4162	0.748603	4	3
CDK18	6.14677	-0.354669	0.420578	-0.812662	0.416412		4	3
RNF216	71.0081	0.166944	0.200409	0.812574	0.416462	0.748603	4	3
ABHD2	123.292	-0.152755	0.198201	-0.81255	0.416476	0.748603	4	3
NCOA3	418.149	-0.128631	0.159785	-0.812491	0.41651	0.748603	4	3
SLC22A18	13.5194	0.331974	0.380697	0.812351	0.41659	0.748603	4	3
GMPPB	13.9564	-0.281411	0.342389	-0.812329	0.416603	0.748603	4	3
HS1BP3	30.86	-0.204831	0.261605	-0.812239	0.416655	0.748603	4	3
RGMA	10.0253	-0.316863	0.401172	-0.812202	0.416676	0.748603	4	3
AES	555.446	0.116926	0.145737	0.812096	0.416737	0.748603	4	3
CDC6	41.9946	-0.192926	0.239228	-0.812059	0.416758	0.748603	4	3
NIPSNAP2	95.9808	-0.198115	0.237929	-0.8116	0.417021	0.748965	4	3
HDLBP	333.27	-0.112163	0.138712	-0.811416	0.417127	0.749031	4	3
GMNN	146.695	0.201327	0.243933	0.81114	0.417285	0.749031	4	3
RSRC2	334.102	0.115348	0.142637	0.8111	0.417308	0.749031	4	3
RAMP1	5.94087	-0.338688	0.416099	-0.811098	0.417309		4	3
RAB3B	1.93597	-0.320496	0.395231	-0.810804	0.417478		4	3
ZNF669	3.53229	0.311947	0.425519	0.810777	0.417494		4	3
RBP7	7.24001	0.377521	0.418865	0.810647	0.417568	0.749069	4	3
ZNF613	7.9989	0.324651	0.384347	0.810588	0.417602	0.749069	4	3
TARS2	48.8598	-0.199132	0.246214	-0.810506	0.417649	0.749069	4	3
POLR3F	6.67746	0.360393	0.419532	0.810464	0.417673	0.749069	4	3
PGAM2	16.3327	-0.475269	0.414754	-0.810406	0.417707	0.749069	4	3
ADCY9	8.9528	-0.293518	0.385741	-0.810195	0.417828	0.749069	4	3
CNOT8	73.3078	-0.158347	0.195214	-0.810193	0.417829	0.749069	4	3
FANK1	32.6259	0.303328	0.406658	0.809955	0.417966	0.74912	4	3
AKAP13	116.17	0.178097	0.221219	0.809926	0.417983	0.74912	4	3
PPRC1	50.7675	0.194651	0.249135	0.809495	0.41823	0.74938	4	3
COA6	38.8875	-0.21715	0.265264	-0.809336	0.418322	0.74938	4	3
ZNF548	8.1317	0.323583	0.394573	0.809321	0.41833	0.74938	4	3
CENPO	25.1332	0.245614	0.300226	0.809239	0.418378	0.74938	4	3
ATXN10	132.646	-0.158516	0.196122	-0.809063	0.418479	0.74945	4	3
EXOC8	131.327	0.141567	0.174305	0.808753	0.418657	0.749613	4	3
EFCAB7	5.7776	0.354134	0.418222	0.808713	0.41868		4	3
AP2S1	935.517	-0.120197	0.148087	-0.808536	0.418782	0.749613	4	3
PFAS	11.2177	0.27922	0.36338	0.808313	0.418911	0.749613	4	3
DOCK5	28.5324	0.21358	0.275745	0.808113	0.419026	0.749613	4	3
UQCRC2	162.259	0.134181	0.166431	0.80795	0.419119	0.749613	4	3
PRMT3	18.2107	0.26984	0.364938	0.807833	0.419187	0.749613	4	3
FOXJ3	56.8811	-0.208833	0.26508	-0.807811	0.4192	0.749613	4	3
TTC39C	27.6127	0.237383	0.293712	0.807755	0.419232	0.749613	4	3
MNT	73.098	-0.156106	0.190581	-0.807614	0.419313	0.749613	4	3
ID4	19.8563	-0.311582	0.38256	-0.807595	0.419324	0.749613	4	3
TAB2	226.251	0.164467	0.199078	0.807358	0.41946	0.749613	4	3
CALM2	308.262	-0.235165	0.286959	-0.807301	0.419493	0.749613	4	3
FARSA	197.36	-0.127583	0.155465	-0.80719	0.419557	0.749613	4	3
RCOR1	61.4487	0.172574	0.219391	0.80717	0.419569	0.749613	4	3
IRF1	28.4338	-0.271729	0.314588	-0.807166	0.419571	0.749613	4	3
RASD2	2.95817	-0.345743	0.395717	-0.806892	0.419729		4	3
PPP1R3B	40.6607	-0.260703	0.3527	-0.806856	0.419749	0.749768	4	3
PLK4	9.5427	0.206705	0.426279	0.806798	0.419783	0.749768	4	3
PRDM2	63.0996	-0.182352	0.22544	-0.806495	0.419957	0.749908	4	3
DRG1	101.399	0.159037	0.195307	0.806446	0.419986	0.749908	4	3
GNAQ	143.233	-0.17942	0.228394	-0.806025	0.420229	0.750105	4	3
C3orf67	22.0856	0.25729	0.305289	0.805941	0.420277	0.750105	4	3
