Marker.Symbol	contrast	logFC_meaning	n_per_group	logFC	logCPM	submitter_edgeR_PValue	submitter_edgeR_FDR
Calm2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0950359	7.94885	0.639691	1
Aoah	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.565597	0.153307	0.639714	1
Ermap	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.565597	0.153307	0.639738	1
Ctnna3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.565597	0.153307	0.639794	1
Ntng2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.154377	3.48773	0.639821	1
4921536K21Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.565597	0.153307	0.639842	1
Ctdsp1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0969063	7.63747	0.639846	1
4930441O14Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.565597	0.153307	0.639853	1
Gm1045	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.565597	0.153307	0.639889	1
Chrna10	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.565597	0.153307	0.639896	1
Lrriq3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.565597	0.153307	0.639906	1
Tbl3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.132129	4.1958	0.639959	1
Prkci	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0962634	7.92178	0.640086	1
Zscan25	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.123251	4.52456	0.640102	1
Slc47a1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.344446	1.48773	0.640106	1
Naa30	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.115905	5.52759	0.640279	1
Polr1b	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.153897	3.80467	0.640367	1
Pkd1l2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640389	1
Golga3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.101066	6.08815	0.640393	1
Gstt4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640428	1
1700011H14Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640429	1
Hemgn	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640435	1
Ttc23l	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640459	1
Gm9992	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.64046	1
Gm8580	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640468	1
Mir9-3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640473	1
Dux	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640483	1
Kcnk10	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640487	1
D730001G18Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640488	1
1700022P22Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640497	1
2010001E11Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640497	1
Acbd7	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640499	1
Crct1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640504	1
Aox4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640507	1
1700011A15Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.64051	1
Sost	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640516	1
Tmem121	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640518	1
Iqcf1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640532	1
Zfp819	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640536	1
Vmn2r12	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640543	1
Psors1c2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640547	1
Usp51	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640549	1
Fbxw18	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640567	1
Rgs20	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640588	1
A930003A15Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640593	1
Eqtn	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.64061	1
Gpr152	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640628	1
Catsperb	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640629	1
Psg17	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640641	1
Myo1a	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640644	1
Wdr86	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.64065	1
Il17f	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640668	1
Ddx25	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640672	1
Rfk	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0934109	7.15282	0.640683	1
Opn4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640684	1
Otoa	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640691	1
Snord33	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640703	1
C2cd4a	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640708	1
Slc25a48	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640715	1
Ube2u	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640735	1
Usp44	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640735	1
Pnldc1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640754	1
Gm996	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640759	1
9030624J02Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.107824	5.42903	0.640761	1
Gm5134	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640763	1
Gpr135	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640769	1
Gm826	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640784	1
Wnt9b	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640785	1
Gldn	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640792	1
Zim1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640815	1
Aoc2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.214924	2.77949	0.64082	1
Gatad2a	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0938179	7.34442	0.640822	1
BC030867	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640831	1
Gm525	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640832	1
Alx1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640837	1
Uox	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640841	1
Zcchc5	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.640847	1
Sprn	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640865	1
Sorbs3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0905204	7.71455	0.640888	1
Pgbd5	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640924	1
Tmem106c	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.150585	3.73827	0.640955	1
Abca4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.140863	3.92895	0.640958	1
Pif1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640964	1
Foxn4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.640968	1
Rrh	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.64098	1
Snord45b	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.64101	1
Toe1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.124005	4.71455	0.641016	1
Pla2g2c	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.641021	1
Pcdh10	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.641028	1
Lrrc19	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.641029	1
Snord66	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.641029	1
Pax9	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.641051	1
E330021D16Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.641051	1
Snord49b	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.641053	1
Pax1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.641062	1
Pax6	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.641071	1
AF357399	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.641074	1
Snora78	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.641078	1
Snord72	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.641091	1
Snord91a	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.641092	1
Gm13718	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.6411	1
Npy2r	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.641106	1
Mc1r	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.64111	1
Nppb	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.64112	1
Il17a	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.641134	1
Lipc	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.641153	1
Pappa2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.21818	2.75903	0.641173	1
Guca2a	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.641193	1
Ddn	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.641204	1
Alx4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.37851	-0.785292	0.641224	1
Sult2b1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.380604	0.877673	0.641225	1
Fzd9	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.641255	1
Slc25a38	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.150898	4.08918	0.641262	1
Epha8	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.37851	-0.785292	0.641306	1
Smcr7l	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.113504	5.55752	0.64135	1
Ppp2cb	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0959537	7.24445	0.641429	1
Ylpm1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.101283	6.14249	0.641605	1
Kcne2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.127614	4.47524	0.64165	1
Top3a	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.140863	3.92895	0.641651	1
Cdk10	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.14307	4.24077	0.641656	1
Snora31	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.367209	1.18433	0.641669	1
Rybp	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.121883	4.79967	0.641816	1
Hacl1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.191843	2.62975	0.641944	1
Tm2d2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.113612	5.94942	0.641985	1
Dnaja1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.115774	6.70121	0.642007	1
Peg3as	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.292451	1.46264	0.642026	1
Tmem8b	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.122748	4.78962	0.642078	1
Llph	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.117408	5.07269	0.642145	1
Msl1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0937265	6.82696	0.642539	1
Iqub	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.211875	2.31625	0.642559	1
Pus7l	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.239338	1.95167	0.642568	1
Sirt3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.164666	3.39793	0.642592	1
Alkbh5	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0959084	7.9696	0.642603	1
Lbh	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.121003	6.68706	0.642617	1
Cog6	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.115385	4.93581	0.642625	1
P4ha2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.100657	6.06437	0.642746	1
Gpc4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.116128	4.92666	0.642772	1
Acvr1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.10823	5.23892	0.642878	1
Dync1li1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0996615	5.85254	0.642913	1
Lrrc49	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.140863	3.92895	0.642963	1
Myo18a	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0906704	7.56749	0.643026	1
Mcoln1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.121613	4.86097	0.643175	1
B230118H07Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.187018	2.9696	0.643223	1
Airn	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.207513	2.34399	0.643275	1
St7	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.133331	4.09735	0.643316	1
Riok1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.120895	4.62127	0.643356	1
Lars	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.102681	5.7744	0.643361	1
Tcte1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.221679	2.9873	0.643535	1
Hbs1l	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.106163	5.49393	0.643612	1
Tmcc1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.101047	5.96625	0.643688	1
Nelfcd	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.113211	4.9629	0.643753	1
Gm4788	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.169426	3.10548	0.643805	1
