gene	contrast	mean_KO	mean_WT	log2FC	cohens_d	t_stat	p_welch	q_welch_BH	p_mannwhitney	n_a	n_b
Noa1	Trop2_KO_vs_WT	7.34022	7.92491	-0.584687	-2.39995	-3.79466	0.00813667	0.712889	0.00793651	5	5
Cxcl16	Trop2_KO_vs_WT	10.2447	10.0778	0.166931	2.20848	3.49191	0.00819476	0.712889	0.00793651	5	5
Zwint	Trop2_KO_vs_WT	11.2336	10.8195	0.414073	2.20273	3.48282	0.00832768	0.712889	0.015873	5	5
Prrg4	Trop2_KO_vs_WT	7.15227	7.98818	-0.835913	-2.25442	-3.56456	0.0084079	0.712889	0.015873	5	5
Gm15892	Trop2_KO_vs_WT	4.07689	3.19746	0.879437	2.79259	4.41547	0.00841904	0.712889	0.00793651	5	5
Gpr65	Trop2_KO_vs_WT	9.03409	8.22603	0.808061	2.65054	4.19087	0.00845182	0.712889	0.00793651	5	5
5033430I15Rik	Trop2_KO_vs_WT	3.79962	4.71318	-0.913555	-2.20052	-3.47933	0.00845653	0.712889	0.015873	5	5
A330074K22Rik	Trop2_KO_vs_WT	4.77855	6.07188	-1.29332	-2.27082	-3.59047	0.00845939	0.712889	0.015873	5	5
S100a14	Trop2_KO_vs_WT	3.55388	5.71738	-2.1635	-2.21201	-3.4975	0.00856937	0.712889	0.00793651	5	5
Apba1	Trop2_KO_vs_WT	5.64965	6.26529	-0.615641	-2.34728	-3.71138	0.00857743	0.712889	0.00793651	5	5
Paqr8	Trop2_KO_vs_WT	5.82991	6.98167	-1.15176	-2.3631	-3.73639	0.00858274	0.712889	0.031746	5	5
Katna1	Trop2_KO_vs_WT	9.10881	8.82047	0.288339	2.431	3.84375	0.00862312	0.712889	0.015873	5	5
Smim19	Trop2_KO_vs_WT	7.83304	8.26524	-0.432195	-2.18525	-3.45519	0.00863025	0.712889	0.031746	5	5
Dennd2c	Trop2_KO_vs_WT	6.45524	7.02769	-0.572449	-2.41047	-3.81128	0.00866409	0.712889	0.015873	5	5
Il12rb2	Trop2_KO_vs_WT	5.1041	4.22765	0.876455	2.44696	3.86898	0.00868797	0.712889	0.00793651	5	5
Aatf	Trop2_KO_vs_WT	8.46756	8.75134	-0.283784	-2.1968	-3.47344	0.00875287	0.712889	0.015873	5	5
Slc4a4	Trop2_KO_vs_WT	6.97545	8.66927	-1.69383	-2.5646	-4.05499	0.00876363	0.712889	0.00793651	5	5
Ptger2	Trop2_KO_vs_WT	5.69578	4.92435	0.771433	2.17952	3.44613	0.00877398	0.712889	0.00793651	5	5
Mir221	Trop2_KO_vs_WT	4.12404	2.96751	1.15653	2.55343	4.03733	0.00880032	0.712889	0.00793651	5	5
Mok	Trop2_KO_vs_WT	5.66739	5.30612	0.361267	2.18137	3.44905	0.00880138	0.712889	0.015873	5	5
Klrc1	Trop2_KO_vs_WT	6.74608	5.41555	1.33053	2.27818	3.60212	0.00886408	0.712889	0.015873	5	5
Prkag2	Trop2_KO_vs_WT	7.31374	7.79637	-0.482636	-2.18486	-3.45457	0.00887624	0.712889	0.00793651	5	5
H2-Ea	Trop2_KO_vs_WT	13.4415	12.675	0.766508	2.18849	3.4603	0.00889645	0.712889	0.015873	5	5
Stat4	Trop2_KO_vs_WT	5.18272	4.45526	0.727456	2.25504	3.56553	0.00905745	0.722505	0.015873	5	5
4930430E12Rik	Trop2_KO_vs_WT	5.88691	4.81402	1.07289	2.3515	3.71805	0.00917595	0.725917	0.00793651	5	5
Ctsc	Trop2_KO_vs_WT	13.1921	12.7315	0.460678	2.26464	3.58071	0.00920734	0.725917	0.00793651	5	5
Cxcr6	Trop2_KO_vs_WT	7.36297	6.53542	0.827546	2.28114	3.6068	0.00922375	0.725917	0.015873	5	5
Vps4a	Trop2_KO_vs_WT	8.7204	9.05864	-0.338246	-2.25174	-3.56031	0.00930671	0.729191	0.015873	5	5
Zfp110	Trop2_KO_vs_WT	8.85425	8.58183	0.27242	2.18263	3.45103	0.00941938	0.731949	0.015873	5	5
Aloxe3	Trop2_KO_vs_WT	1.06382	3.82582	-2.762	-2.23099	-3.5275	0.00945163	0.731949	0.0119252	5	5
Slc52a3	Trop2_KO_vs_WT	4.6388	5.53712	-0.898314	-2.27781	-3.60153	0.00946647	0.731949	0.031746	5	5
Fam229b	Trop2_KO_vs_WT	4.47374	3.47705	0.996689	2.14081	3.38492	0.00957187	0.736867	0.015873	5	5
Gm49342	Trop2_KO_vs_WT	9.47253	8.89128	0.58125	2.23651	3.53624	0.00965555	0.737407	0.031746	5	5
Gm10863	Trop2_KO_vs_WT	5.1091	4.41396	0.695145	2.18007	3.44699	0.00967574	0.737407	0.00793651	5	5
Klrd1	Trop2_KO_vs_WT	6.24576	5.19707	1.04869	2.17256	3.43512	0.00973478	0.737407	0.015873	5	5
Gm37486	Trop2_KO_vs_WT	3.56735	4.23579	-0.668438	-2.12948	-3.367	0.00983052	0.737407	0.015873	5	5
B630019K06Rik	Trop2_KO_vs_WT	4.7745	5.91134	-1.13684	-2.28683	-3.61579	0.00984717	0.737407	0.031746	5	5
Stau2	Trop2_KO_vs_WT	9.11754	9.56086	-0.443319	-2.12942	-3.3669	0.00985366	0.737407	0.031746	5	5
Nr1d1	Trop2_KO_vs_WT	7.0447	7.96699	-0.922289	-2.12938	-3.36684	0.0098717	0.737407	0.00793651	5	5
Msh2	Trop2_KO_vs_WT	9.18358	9.50629	-0.322706	-2.12431	-3.35884	0.00998266	0.741663	0.00793651	5	5
Mal2	Trop2_KO_vs_WT	4.22824	6.02771	-1.79947	-2.2355	-3.53464	0.0100491	0.741663	0.015873	5	5
Tmem80	Trop2_KO_vs_WT	6.66483	6.85395	-0.189123	-2.19752	-3.47458	0.0100549	0.741663	0.015873	5	5
1600020E01Rik	Trop2_KO_vs_WT	6.81265	6.31965	0.492993	2.45023	3.87416	0.0100994	0.741842	0.00793651	5	5
Ccdc159	Trop2_KO_vs_WT	5.02019	4.32996	0.690235	2.15869	3.4132	0.0101774	0.744469	0.015873	5	5
Shisa2	Trop2_KO_vs_WT	6.1106	7.99691	-1.88631	-2.15954	-3.41454	0.0102424	0.746129	0.015873	5	5
Map2	Trop2_KO_vs_WT	7.58087	8.84745	-1.26658	-2.19076	-3.46389	0.0104527	0.753278	0.031746	5	5
Rab4a	Trop2_KO_vs_WT	6.20848	6.63294	-0.424459	-2.20541	-3.48706	0.0104622	0.753278	0.015873	5	5
Tfap2c	Trop2_KO_vs_WT	2.99047	5.05933	-2.06887	-2.10737	-3.33204	0.0105059	0.753278	0.015873	5	5
Rundc3a	Trop2_KO_vs_WT	3.90781	4.91284	-1.00502	-2.16207	-3.41853	0.01053	0.753278	0.00793651	5	5
Gm44751	Trop2_KO_vs_WT	9.54793	8.88659	0.661332	2.32122	3.67017	0.0107299	0.753278	0.015873	5	5
Arhgef25	Trop2_KO_vs_WT	8.40966	8.02154	0.388122	2.13014	3.36805	0.0107659	0.753278	0.015873	5	5
Tifa	Trop2_KO_vs_WT	8.80929	8.21299	0.596295	2.12289	3.35659	0.0107884	0.753278	0.031746	5	5
Sft2d2	Trop2_KO_vs_WT	9.8637	10.3728	-0.509058	-2.10581	-3.32957	0.0109257	0.753278	0.015873	5	5
Lypd5	Trop2_KO_vs_WT	0	4.48074	-4.48074	-2.8285	-4.47226	0.0110554	0.753278	0.00749496	5	5
Ckap2l	Trop2_KO_vs_WT	9.41766	9.84583	-0.428166	-2.07954	-3.28804	0.0110599	0.753278	0.015873	5	5
Ssx2ip	Trop2_KO_vs_WT	7.87606	8.59196	-0.715904	-2.0941	-3.31106	0.0110861	0.753278	0.015873	5	5
Gfod1	Trop2_KO_vs_WT	7.81113	8.25878	-0.44765	-2.10801	-3.33306	0.0111216	0.753278	0.015873	5	5
Sox21	Trop2_KO_vs_WT	2.68457	4.84475	-2.16017	-2.30982	-3.65215	0.0111585	0.753278	0.031746	5	5
4930568A12Rik	Trop2_KO_vs_WT	4.39753	3.93921	0.458314	2.10838	3.33365	0.0112134	0.753278	0.031746	5	5
Gm13375	Trop2_KO_vs_WT	5.65595	6.37505	-0.7191	-2.0797	-3.28829	0.0112229	0.753278	0.031746	5	5
Zfp287	Trop2_KO_vs_WT	5.84526	5.24256	0.602704	2.0721	3.27627	0.0112875	0.753278	0.031746	5	5
3100003L05Rik	Trop2_KO_vs_WT	0.81958	3.56341	-2.74383	-2.24681	-3.55252	0.0113149	0.753278	0.0119252	5	5
Gm15910	Trop2_KO_vs_WT	7.47662	6.52725	0.949373	2.16384	3.42134	0.0113151	0.753278	0.031746	5	5
Gm26581	Trop2_KO_vs_WT	3.13778	3.80287	-0.665087	-2.20041	-3.47916	0.0113459	0.753278	0.0555556	5	5
Themis	Trop2_KO_vs_WT	6.21405	5.17355	1.0405	2.23924	3.54056	0.0113532	0.753278	0.015873	5	5
Lratd2	Trop2_KO_vs_WT	7.17641	7.90591	-0.729502	-2.18324	-3.45201	0.0114799	0.753278	0.015873	5	5
Acsl6	Trop2_KO_vs_WT	5.53679	6.69364	-1.15685	-2.14073	-3.3848	0.0115063	0.753278	0.031746	5	5
Tspan2	Trop2_KO_vs_WT	8.27562	9.17654	-0.900922	-2.21559	-3.50315	0.0115492	0.753278	0.015873	5	5
Adpgk	Trop2_KO_vs_WT	9.09925	8.87851	0.220741	2.15251	3.40342	0.0115501	0.753278	0.00793651	5	5
Asb16	Trop2_KO_vs_WT	2.9742	5.01042	-2.03622	-2.09736	-3.31622	0.0115606	0.753278	0.00793651	5	5
Ang	Trop2_KO_vs_WT	4.5442	3.89754	0.646666	2.15134	3.40157	0.0116778	0.753278	0.00793651	5	5
Brd9	Trop2_KO_vs_WT	8.13481	7.91334	0.22147	2.60522	4.11922	0.0117368	0.753278	0.00793651	5	5
Phf21b	Trop2_KO_vs_WT	4.29199	4.73375	-0.441752	-2.06682	-3.26793	0.0119014	0.753278	0.015873	5	5
Stradb	Trop2_KO_vs_WT	7.26995	7.94648	-0.676528	-2.0505	-3.24212	0.0119042	0.753278	0.015873	5	5
Gmpr2	Trop2_KO_vs_WT	8.516	8.1618	0.354199	2.05187	3.24429	0.0119685	0.753278	0.031746	5	5
Gm10250	Trop2_KO_vs_WT	4.92547	5.33916	-0.413685	-2.06969	-3.27247	0.0119822	0.753278	0.015873	5	5
Tdg	Trop2_KO_vs_WT	7.83174	8.10125	-0.269515	-2.07375	-3.27888	0.0120143	0.753278	0.015873	5	5
Ccdc181	Trop2_KO_vs_WT	5.98582	6.41531	-0.429489	-2.06334	-3.26242	0.0120222	0.753278	0.031746	5	5
Gatc	Trop2_KO_vs_WT	7.87968	8.21848	-0.338796	-2.18076	-3.44808	0.0120531	0.753278	0.0555556	5	5
Nlrp10	Trop2_KO_vs_WT	2.37268	4.57599	-2.20331	-2.18481	-3.45449	0.0120957	0.753278	0.031746	5	5
Gm35082	Trop2_KO_vs_WT	5.2608	4.49955	0.761256	2.10683	3.33119	0.0120995	0.753278	0.00793651	5	5
Coxfa4l3	Trop2_KO_vs_WT	8.97843	7.53764	1.44078	2.04989	3.24116	0.0122097	0.753278	0.031746	5	5
Icam1	Trop2_KO_vs_WT	8.27142	7.65227	0.619153	2.03812	3.22256	0.012235	0.753278	0.031746	5	5
Evc	Trop2_KO_vs_WT	7.47817	7.9705	-0.492322	-2.14132	-3.38573	0.0122658	0.753278	0.00793651	5	5
Depdc1b	Trop2_KO_vs_WT	6.73473	7.23735	-0.502612	-2.12351	-3.35757	0.0123066	0.753278	0.015873	5	5
H3f4	Trop2_KO_vs_WT	2.33986	5.19926	-2.8594	-2.19805	-3.47543	0.012312	0.753278	0.015873	5	5
Treml4	Trop2_KO_vs_WT	5.10868	4.48899	0.619696	2.05528	3.24968	0.012357	0.753278	0.00793651	5	5
Zfp575	Trop2_KO_vs_WT	7.59676	7.10969	0.487074	2.03389	3.21587	0.0124722	0.753278	0.031746	5	5
Hsd17b11	Trop2_KO_vs_WT	9.72584	9.31715	0.408697	2.03239	3.21349	0.0124922	0.753278	0.031746	5	5
Pkd1l1	Trop2_KO_vs_WT	2.56212	4.13355	-1.57143	-2.17492	-3.43885	0.0125037	0.753278	0.00793651	5	5
Sec14l4	Trop2_KO_vs_WT	1.10765	3.83967	-2.73202	-2.08454	-3.29595	0.0125174	0.753278	0.0361451	5	5
P2rx6	Trop2_KO_vs_WT	2.8471	3.90833	-1.06123	-2.07546	-3.28159	0.012522	0.753278	0.015873	5	5
Golm2	Trop2_KO_vs_WT	8.735	9.31781	-0.582816	-2.03116	-3.21154	0.012539	0.753278	0.031746	5	5
Prr33	Trop2_KO_vs_WT	7.86111	6.87207	0.989037	2.0404	3.22615	0.0125735	0.753278	0.031746	5	5
Enox1	Trop2_KO_vs_WT	6.61037	6.15235	0.458017	2.11009	3.33635	0.0125989	0.753278	0.015873	5	5
Slamf8	Trop2_KO_vs_WT	7.4746	6.74733	0.727267	2.05956	3.25645	0.0126144	0.753278	0.00793651	5	5
Tbxas1	Trop2_KO_vs_WT	8.93784	8.44433	0.49351	2.33327	3.68922	0.0126441	0.753278	0.00793651	5	5
Lratd1	Trop2_KO_vs_WT	2.68887	4.55692	-1.86805	-2.02229	-3.19752	0.0126896	0.753278	0.031746	5	5
Letm1	Trop2_KO_vs_WT	8.3658	8.76819	-0.402389	-2.30099	-3.63818	0.012744	0.753278	0.00793651	5	5
Lrp4	Trop2_KO_vs_WT	5.67451	7.31585	-1.64134	-2.16761	-3.42729	0.01278	0.753278	0.015873	5	5
Ms4a4b	Trop2_KO_vs_WT	7.87445	7.0301	0.844344	2.14395	3.38988	0.0128717	0.753278	0.00793651	5	5
Snx6	Trop2_KO_vs_WT	10.9011	10.4399	0.461234	2.13316	3.37283	0.0128746	0.753278	0.00793651	5	5
Klra2	Trop2_KO_vs_WT	8.95772	7.99329	0.964428	2.05994	3.25705	0.0129262	0.753278	0.0555556	5	5
Rerg	Trop2_KO_vs_WT	6.83338	5.80517	1.02822	2.18282	3.45135	0.0129272	0.753278	0.031746	5	5
Gm6542	Trop2_KO_vs_WT	5.46713	5.00149	0.465647	2.16846	3.42864	0.0129326	0.753278	0.031746	5	5
Stra6l	Trop2_KO_vs_WT	5.45577	4.64162	0.814143	2.05963	3.25657	0.0129927	0.753278	0.015873	5	5
Adprm	Trop2_KO_vs_WT	7.83459	7.46801	0.366575	2.01773	3.19031	0.013012	0.753278	0.031746	5	5
Mettl28	Trop2_KO_vs_WT	7.46231	6.92796	0.534358	2.01076	3.1793	0.0130325	0.753278	0.031746	5	5
Mnat1	Trop2_KO_vs_WT	8.33473	7.86892	0.465811	2.0302	3.21003	0.0132296	0.762175	0.031746	5	5
Zfp459	Trop2_KO_vs_WT	5.35353	4.83053	0.523001	2.00888	3.17633	0.0133011	0.763796	0.015873	5	5
Mmp12	Trop2_KO_vs_WT	11.5756	10.1302	1.44538	2.03568	3.21869	0.0134153	0.767851	0.031746	5	5
Spa17	Trop2_KO_vs_WT	4.54914	5.06765	-0.518508	-2.10567	-3.32936	0.0135741	0.773718	0.015873	5	5
Prkar2a	Trop2_KO_vs_WT	9.34426	9.93056	-0.586296	-1.99545	-3.15508	0.0136171	0.773718	0.015873	5	5
Zc3h12d	Trop2_KO_vs_WT	7.30808	6.8251	0.482975	2.00439	3.16921	0.0136495	0.773718	0.015873	5	5
Ccdc28a	Trop2_KO_vs_WT	7.43604	7.01651	0.419526	2.02028	3.19435	0.0137155	0.774971	0.015873	5	5
4930520O04Rik	Trop2_KO_vs_WT	5.47484	5.99775	-0.522909	-2.15574	-3.40853	0.0138317	0.779039	0.00793651	5	5
Or2v1	Trop2_KO_vs_WT	7.19628	6.34462	0.851655	2.3697	3.74683	0.013893	0.779998	0.015873	5	5
Sema3e	Trop2_KO_vs_WT	7.84776	8.6743	-0.826537	-1.9801	-3.13082	0.0139981	0.783403	0.015873	5	5
Kcnh1	Trop2_KO_vs_WT	5.96473	4.96282	1.00192	2.08845	3.30212	0.014044	0.783439	0.015873	5	5
Rab2b	Trop2_KO_vs_WT	6.48308	5.94107	0.54201	2.07324	3.27808	0.0141222	0.783439	0.031746	5	5
Carns1	Trop2_KO_vs_WT	6.11201	5.55022	0.561792	2.02637	3.20398	0.0141416	0.783439	0.031746	5	5
Rarres1	Trop2_KO_vs_WT	3.57465	5.12402	-1.54937	-1.9884	-3.14393	0.0142312	0.783439	0.031746	5	5
Rp1l1	Trop2_KO_vs_WT	5.6057	4.10111	1.50459	1.97724	3.12629	0.01434	0.783439	0.031746	5	5
Gm47468	Trop2_KO_vs_WT	7.01475	6.11885	0.895907	1.98606	3.14024	0.0143407	0.783439	0.031746	5	5
Thumpd3	Trop2_KO_vs_WT	9.32075	8.93839	0.382356	2.07592	3.28233	0.0143533	0.783439	0.00793651	5	5
Fcgr4	Trop2_KO_vs_WT	10.2901	9.4573	0.832756	2.0574	3.25303	0.0143542	0.783439	0.015873	5	5
Abhd17b	Trop2_KO_vs_WT	8.89395	9.26511	-0.371167	-2.02264	-3.19808	0.0144337	0.785345	0.031746	5	5
Gm15512	Trop2_KO_vs_WT	6.19153	4.96479	1.22674	2.05011	3.24151	0.0145275	0.785346	0.015873	5	5
Chmp4c	Trop2_KO_vs_WT	8.11809	8.55371	-0.435615	-1.96872	-3.11282	0.0145307	0.785346	0.0555556	5	5
Cers3	Trop2_KO_vs_WT	2.4191	4.55863	-2.13954	-2.30639	-3.64673	0.0146073	0.785346	0.00793651	5	5
Insig1	Trop2_KO_vs_WT	9.60144	10.1213	-0.51982	-1.9623	-3.10266	0.0146119	0.785346	0.0555556	5	5
Krt7	Trop2_KO_vs_WT	10.805	11.574	-0.768931	-2.00488	-3.16999	0.01469	0.787145	0.0555556	5	5
Mfsd6	Trop2_KO_vs_WT	8.14709	8.85807	-0.710982	-2.09129	-3.30662	0.0148669	0.790484	0.00793651	5	5
Snora20	Trop2_KO_vs_WT	4.25798	3.51682	0.741167	2.10795	3.33296	0.014886	0.790484	0.031746	5	5
Mmp16	Trop2_KO_vs_WT	3.07585	4.18685	-1.11101	-2.17443	-3.43808	0.0148999	0.790484	0.015873	5	5
Csprs	Trop2_KO_vs_WT	2.98001	3.91082	-0.930812	-1.95717	-3.09456	0.0149442	0.790484	0.031746	5	5
Traf3ip3	Trop2_KO_vs_WT	6.50592	5.94249	0.563432	1.98338	3.13601	0.0150693	0.790484	0.015873	5	5
Ahrr	Trop2_KO_vs_WT	3.98049	3.34807	0.632428	2.12578	3.36115	0.0150879	0.790484	0.015873	5	5
Gid4	Trop2_KO_vs_WT	8.46925	9.02972	-0.560465	-2.05291	-3.24593	0.0150924	0.790484	0.031746	5	5
Gm10706	Trop2_KO_vs_WT	3.84627	3.22295	0.623312	1.991	3.14805	0.0152183	0.790484	0.031746	5	5
Cadm1	Trop2_KO_vs_WT	8.06532	7.06439	1.00092	2.10305	3.32521	0.0152411	0.790484	0.015873	5	5
Serpine2	Trop2_KO_vs_WT	9.97649	9.31176	0.664728	1.94765	3.0795	0.0152589	0.790484	0.015873	5	5
Pten	Trop2_KO_vs_WT	11.534	11.925	-0.391	-1.95652	-3.09352	0.0153287	0.790484	0.015873	5	5
Pam16	Trop2_KO_vs_WT	7.48144	7.24057	0.24087	1.96922	3.11362	0.0153705	0.790484	0.031746	5	5
A230001M10Rik	Trop2_KO_vs_WT	3.51657	5.35452	-1.83795	-2.08325	-3.29392	0.0153829	0.790484	0.0555556	5	5
Gsta4	Trop2_KO_vs_WT	5.47332	6.14924	-0.675925	-1.95959	-3.09839	0.0153897	0.790484	0.0555556	5	5
Myo5c	Trop2_KO_vs_WT	7.4859	6.24004	1.24586	1.94947	3.08239	0.0154929	0.790484	0.031746	5	5
Pdgfa	Trop2_KO_vs_WT	9.7224	9.23172	0.490683	1.94915	3.08188	0.0155085	0.790484	0.0555556	5	5
Eef2-ps2	Trop2_KO_vs_WT	7.07297	7.78571	-0.712741	-1.95225	-3.08678	0.0156025	0.790484	0.00793651	5	5
Zfp941	Trop2_KO_vs_WT	5.52633	4.71702	0.809305	1.93271	3.05589	0.0156807	0.790484	0.031746	5	5
Slc25a15	Trop2_KO_vs_WT	6.20046	6.84139	-0.640921	-1.98791	-3.14317	0.0156818	0.790484	0.031746	5	5
Ackr2	Trop2_KO_vs_WT	2.83212	3.9815	-1.14938	-2.01786	-3.19052	0.0156827	0.790484	0.015873	5	5
Nebl	Trop2_KO_vs_WT	4.02896	5.6762	-1.64724	-2.27932	-3.60392	0.0157175	0.790484	0.015873	5	5
Macc1	Trop2_KO_vs_WT	9.07264	9.7055	-0.632857	-1.99155	-3.14892	0.0158539	0.790484	0.031746	5	5
Lpxn	Trop2_KO_vs_WT	7.94218	7.15459	0.787587	1.93441	3.05856	0.0159524	0.790484	0.031746	5	5
Scd3	Trop2_KO_vs_WT	4.73917	6.24753	-1.50837	-1.9307	-3.05271	0.0160085	0.790484	0.031746	5	5
Mfn1	Trop2_KO_vs_WT	9.18137	9.53057	-0.349203	-1.92428	-3.04256	0.0160206	0.790484	0.0555556	5	5
Rpl13-ps6	Trop2_KO_vs_WT	3.00408	3.70686	-0.702784	-2.12183	-3.3549	0.0160723	0.790484	0.00793651	5	5
Polm	Trop2_KO_vs_WT	8.19096	7.69682	0.494137	2.02163	3.19648	0.0161048	0.790484	0.015873	5	5
Zfp78	Trop2_KO_vs_WT	4.66205	3.92136	0.740688	2.35247	3.71958	0.0161106	0.790484	0.00793651	5	5
Fam25a	Trop2_KO_vs_WT	1.2669	4.97197	-3.70507	-2.05005	-3.24141	0.0161776	0.790484	0.0211767	5	5
Elac1	Trop2_KO_vs_WT	6.72526	7.026	-0.300737	-2.01216	-3.1815	0.0162055	0.790484	0.015873	5	5
Mn1	Trop2_KO_vs_WT	5.26295	6.08719	-0.82424	-1.92298	-3.0405	0.0162226	0.790484	0.031746	5	5
Pard6b	Trop2_KO_vs_WT	6.47747	7.14881	-0.671334	-2.03088	-3.2111	0.0162763	0.790484	0.00793651	5	5
Cul4a	Trop2_KO_vs_WT	10.0757	10.4952	-0.419546	-1.9175	-3.03184	0.0162925	0.790484	0.031746	5	5
Pdk3	Trop2_KO_vs_WT	8.5534	9.05523	-0.501829	-1.91671	-3.03059	0.0163024	0.790484	0.031746	5	5
E230029C05Rik	Trop2_KO_vs_WT	7.45805	6.82786	0.630194	1.9783	3.12797	0.0163217	0.790484	0.031746	5	5
Gm44416	Trop2_KO_vs_WT	4.32175	3.26945	1.0523	1.91747	3.03179	0.0164765	0.791232	0.031746	5	5
Alkbh1	Trop2_KO_vs_WT	9.33865	8.86846	0.470188	2.23668	3.53651	0.0165241	0.791232	0.031746	5	5
Tnfaip8	Trop2_KO_vs_WT	9.85306	9.54808	0.304981	1.91355	3.02559	0.0165964	0.791232	0.00793651	5	5
Fkbp14	Trop2_KO_vs_WT	8.76953	7.75588	1.01365	2.11866	3.3499	0.0165995	0.791232	0.00793651	5	5
Zic5	Trop2_KO_vs_WT	5.92468	6.50293	-0.578252	-1.95792	-3.09575	0.0166552	0.791232	0.015873	5	5
Sde2	Trop2_KO_vs_WT	8.20435	8.48363	-0.279286	-1.90844	-3.01751	0.0166635	0.791232	0.031746	5	5
Ctsl	Trop2_KO_vs_WT	13.2695	12.5201	0.74943	1.92117	3.03764	0.0166951	0.791232	0.031746	5	5
Prkci	Trop2_KO_vs_WT	9.68048	10.0902	-0.409727	-1.91065	-3.02101	0.0167097	0.791232	0.031746	5	5
Wwc1	Trop2_KO_vs_WT	8.03241	9.0733	-1.04089	-1.93716	-3.06292	0.0167799	0.791232	0.015873	5	5
Shmt1	Trop2_KO_vs_WT	7.74259	8.24307	-0.500475	-2.07989	-3.28859	0.016865	0.791232	0.00793651	5	5
Dynap	Trop2_KO_vs_WT	4.27286	5.49929	-1.22643	-1.92827	-3.04886	0.0169602	0.791232	0.031746	5	5
Zfp956	Trop2_KO_vs_WT	6.25156	5.88553	0.366029	1.90056	3.00505	0.0169806	0.791232	0.015873	5	5
Heca	Trop2_KO_vs_WT	8.96802	9.29127	-0.323251	-2.0173	-3.18964	0.0170263	0.791232	0.031746	5	5
Vegfc	Trop2_KO_vs_WT	6.36475	6.9642	-0.59945	-1.9005	-3.00496	0.0170383	0.791232	0.031746	5	5
Casp1	Trop2_KO_vs_WT	10.3169	9.5689	0.747985	1.93913	3.06604	0.0170414	0.791232	0.031746	5	5
P2ry14	Trop2_KO_vs_WT	7.97243	7.46611	0.506314	2.13415	3.37439	0.0170814	0.791232	0.015873	5	5
Col23a1	Trop2_KO_vs_WT	4.73831	5.65428	-0.915974	-2.13445	-3.37486	0.0171084	0.791232	0.015873	5	5
Clec12a	Trop2_KO_vs_WT	7.68756	6.59025	1.0973	1.90454	3.01134	0.0171608	0.791232	0.031746	5	5
Rbbp8nl	Trop2_KO_vs_WT	1.43066	4.02243	-2.59178	-1.99239	-3.15024	0.0172687	0.791232	0.0361451	5	5
Il11	Trop2_KO_vs_WT	5.69322	4.61965	1.07357	2.14202	3.38684	0.0172722	0.791232	0.015873	5	5
Dsc2	Trop2_KO_vs_WT	6.23463	7.92223	-1.6876	-2.17814	-3.44394	0.0172797	0.791232	0.031746	5	5
Mcpt4	Trop2_KO_vs_WT	4.47668	6.38033	-1.90365	-1.89103	-2.98999	0.0174721	0.797967	0.031746	5	5
Fbxo32	Trop2_KO_vs_WT	8.56842	9.15125	-0.582826	-1.8865	-2.98281	0.0175301	0.798224	0.031746	5	5
Krt23	Trop2_KO_vs_WT	2.50221	4.28897	-1.78676	-1.92819	-3.04874	0.0175683	0.798224	0.031746	5	5
Gpatch2l	Trop2_KO_vs_WT	8.7486	8.47772	0.270876	1.95974	3.09861	0.0176358	0.799234	0.031746	5	5
Cenpv	Trop2_KO_vs_WT	7.76987	8.39172	-0.621848	-1.88173	-2.97527	0.0177288	0.801388	0.031746	5	5
Mbd4	Trop2_KO_vs_WT	7.57775	7.19967	0.37808	1.96275	3.10338	0.0179299	0.802764	0.00793651	5	5
Gm19196	Trop2_KO_vs_WT	5.43202	4.88411	0.547912	2.18002	3.44692	0.0179914	0.802764	0.00793651	5	5
Aif1l	Trop2_KO_vs_WT	6.85628	7.67813	-0.821846	-1.92518	-3.04398	0.0180977	0.802764	0.015873	5	5
Cd200r4	Trop2_KO_vs_WT	6.32295	5.7737	0.549253	2.09262	3.30872	0.018196	0.802764	0.0952381	5	5
Esm1	Trop2_KO_vs_WT	6.29373	5.0356	1.25813	1.9022	3.00765	0.0182337	0.802764	0.031746	5	5
Slc25a48	Trop2_KO_vs_WT	4.37615	5.86907	-1.49291	-2.0862	-3.29857	0.0182371	0.802764	0.015873	5	5
Adcy10	Trop2_KO_vs_WT	3.99356	3.02213	0.97143	1.91444	3.027	0.0182468	0.802764	0.015873	5	5
Irf3	Trop2_KO_vs_WT	8.93591	8.61329	0.322615	1.86895	2.95507	0.0183092	0.802764	0.031746	5	5
Rft1	Trop2_KO_vs_WT	7.89001	7.55258	0.337439	1.92521	3.04402	0.0183728	0.802764	0.031746	5	5
Sirpb1a	Trop2_KO_vs_WT	8.25778	7.51466	0.743114	1.86684	2.95174	0.0183868	0.802764	0.031746	5	5
Phex	Trop2_KO_vs_WT	4.27214	5.59009	-1.31795	-2.01659	-3.18851	0.0184003	0.802764	0.0555556	5	5
Gm48065	Trop2_KO_vs_WT	5.79916	5.26252	0.536646	1.89679	2.99909	0.0184061	0.802764	0.031746	5	5
Gm16485	Trop2_KO_vs_WT	4.44449	2.58899	1.85549	1.98064	3.13167	0.018417	0.802764	0.031746	5	5
Arhgap15	Trop2_KO_vs_WT	8.8071	8.05866	0.748438	2.20056	3.47938	0.0185153	0.802764	0.00793651	5	5
Hif1an	Trop2_KO_vs_WT	9.19966	9.62743	-0.427767	-2.00147	-3.1646	0.0185261	0.802764	0.00793651	5	5
