gene_short_name	note	MCF7_KO	MCF7_WT	T47D_KO	T47D_WT	log2FC_T47D_KO_vs_WT	log2FC_MCF7_KO_vs_WT	log2FC_mean_bothlines	same_direction_both_lines
SLC35C2	group-mean FPKM only; no per-replicate data in GEO	26.4846	26.8253	21.2977	23.3287	-0.128524	-0.018101	-0.0733127	True
LMCD1	group-mean FPKM only; no per-replicate data in GEO	11.8549	7.25103	2.26729	4.38148	-0.818845	0.672623	-0.0731107	False
TRAPPC8	group-mean FPKM only; no per-replicate data in GEO	11.0143	12.7284	12.5314	12.052	0.0540748	-0.200212	-0.0730685	False
CLPB	group-mean FPKM only; no per-replicate data in GEO	15.3069	14.8754	11.7313	13.415	-0.186063	0.0399305	-0.0730663	False
PCCB	group-mean FPKM only; no per-replicate data in GEO	126.695	121.026	70.2845	81.4624	-0.211529	0.065777	-0.0728759	False
GTDC1	group-mean FPKM only; no per-replicate data in GEO	10.0962	8.45751	6.52598	8.69458	-0.388084	0.242377	-0.0728534	False
GABRG2	group-mean FPKM only; no per-replicate data in GEO	3.86297	5.69015	6.53348	4.98418	0.358963	-0.504664	-0.0728505	False
TYMP	group-mean FPKM only; no per-replicate data in GEO	8.72805	5.10599	1.31662	2.80806	-0.864729	0.719057	-0.072836	False
ZXDC	group-mean FPKM only; no per-replicate data in GEO	15.4405	18.9301	12.5777	11.368	0.140032	-0.285596	-0.0727822	False
LIN37	group-mean FPKM only; no per-replicate data in GEO	13.6885	11.8589	8.2798	10.6495	-0.344719	0.199172	-0.0727736	False
ZNF131	group-mean FPKM only; no per-replicate data in GEO	30.102	33.4055	27.2174	27.1722	0.00235459	-0.147893	-0.0727694	False
COQ10A	group-mean FPKM only; no per-replicate data in GEO	3.37716	3.67013	3.0985	3.20076	-0.0404259	-0.105092	-0.072759	True
C18orf8	group-mean FPKM only; no per-replicate data in GEO	13.652	15.8879	13.7449	13.1068	0.0661177	-0.211625	-0.0727537	False
FAM86EP	group-mean FPKM only; no per-replicate data in GEO	4.86679	5.13948	3.44355	3.65107	-0.0739883	-0.0715027	-0.0727455	True
CNIH4	group-mean FPKM only; no per-replicate data in GEO	30.7809	28.5166	48.0133	57.3482	-0.253892	0.108404	-0.0727441	False
TYMS	group-mean FPKM only; no per-replicate data in GEO	27.8599	33.0972	21.176	19.7371	0.099096	-0.244489	-0.0726963	False
PYGB	group-mean FPKM only; no per-replicate data in GEO	24.0662	23.6639	17.5383	19.7795	-0.168959	0.0238214	-0.0725687	False
KLHL20	group-mean FPKM only; no per-replicate data in GEO	7.06745	8.63802	9.39884	8.56488	0.126972	-0.272074	-0.0725514	False
SPINT2	group-mean FPKM only; no per-replicate data in GEO	379.916	345.373	221.025	268.916	-0.282366	0.137336	-0.0725152	False
TFIP11	group-mean FPKM only; no per-replicate data in GEO	18.1454	18.3205	17.9246	19.6832	-0.131522	-0.0134852	-0.0725034	True
DIS3L	group-mean FPKM only; no per-replicate data in GEO	8.00905	8.19348	14.816	16.0761	-0.114065	-0.0309357	-0.0725004	True
LOC100507564	group-mean FPKM only; no per-replicate data in GEO	2.89797	3.77346	3.1345	2.69525	0.185828	-0.330732	-0.0724517	False
HMGXB3	group-mean FPKM only; no per-replicate data in GEO	11.9573	12.4162	8.02741	8.59277	-0.0926122	-0.0521903	-0.0724013	True
H6PD	group-mean FPKM only; no per-replicate data in GEO	4.10944	4.36651	3.27432	3.45216	-0.0664246	-0.078296	-0.0723603	True
ATP13A2	group-mean FPKM only; no per-replicate data in GEO	5.49782	6.40054	5.60203	5.36286	0.0576847	-0.202271	-0.0722932	False
GIPC1	group-mean FPKM only; no per-replicate data in GEO	72.5076	77.9775	84.4333	86.8254	-0.040071	-0.104232	-0.0721517	True
JTB	group-mean FPKM only; no per-replicate data in GEO	54.9099	52.2537	45.5443	52.9483	-0.215121	0.0708715	-0.072125	False
KCNQ1OT1	group-mean FPKM only; no per-replicate data in GEO	11.7902	13.4179	7.22519	7.03768	0.0354499	-0.179433	-0.0719916	False
BORA	group-mean FPKM only; no per-replicate data in GEO	14.9751	16.0225	10.8665	11.263	-0.049468	-0.0944833	-0.0719756	True
FAM45A	group-mean FPKM only; no per-replicate data in GEO	14.3386	17.505	22.7341	20.6569	0.135116	-0.279043	-0.0719636	False
SP2	group-mean FPKM only; no per-replicate data in GEO	2.10923	2.47982	2.27867	2.18813	0.0477916	-0.191601	-0.0719047	False
KIF22	group-mean FPKM only; no per-replicate data in GEO	76.1723	74.2073	49.552	56.2524	-0.181254	0.0374562	-0.0718987	False
KCTD15	group-mean FPKM only; no per-replicate data in GEO	17.4328	18.6801	18.5033	19.1239	-0.0463618	-0.0970095	-0.0716856	True
ADAL	group-mean FPKM only; no per-replicate data in GEO	2.83112	2.86618	3.19015	3.5331	-0.12821	-0.015105	-0.0716574	True
ATXN1L	group-mean FPKM only; no per-replicate data in GEO	11.8804	12.566	8.71814	9.14614	-0.0654761	-0.0777596	-0.0716178	True
FAM174B	group-mean FPKM only; no per-replicate data in GEO	15.472	13.8736	18.7164	23.0818	-0.295336	0.152124	-0.0716061	False
LOC100996447	group-mean FPKM only; no per-replicate data in GEO	9.07843	8.36041	9.53918	11.481	-0.255107	0.112416	-0.0713456	False
ERF	group-mean FPKM only; no per-replicate data in GEO	39.6699	43.4816	37.1692	37.4798	-0.0118469	-0.130785	-0.0713161	True
GOT1	group-mean FPKM only; no per-replicate data in GEO	36.5602	42.8759	25.9356	24.4305	0.0845703	-0.227023	-0.0712264	False
CTNND1,TMX2	group-mean FPKM only; no per-replicate data in GEO	74.666	80.0879	75.7642	78.005	-0.0417786	-0.100483	-0.0711308	True
NOL12	group-mean FPKM only; no per-replicate data in GEO	23.5331	22.4564	18.2534	21.1671	-0.208354	0.0661263	-0.0711138	False
LRP6	group-mean FPKM only; no per-replicate data in GEO	8.14747	10.8451	7.46406	6.19861	0.249642	-0.391719	-0.0710385	False
XAB2	group-mean FPKM only; no per-replicate data in GEO	10.0882	9.6243	12.4474	14.4407	-0.206585	0.0646352	-0.0709751	False
ZCCHC8	group-mean FPKM only; no per-replicate data in GEO	14.0213	14.0276	11.5176	12.754	-0.141279	-0.000625771	-0.0709524	True
SNRNP25	group-mean FPKM only; no per-replicate data in GEO	108.38	97.5193	59.7137	73.2903	-0.293339	0.151601	-0.0708691	False
HKR1	group-mean FPKM only; no per-replicate data in GEO	9.93323	10.5471	9.91434	10.3504	-0.0591768	-0.0824818	-0.0708293	True
ZBTB4	group-mean FPKM only; no per-replicate data in GEO	6.71583	7.59298	3.96318	3.88998	0.0238576	-0.165506	-0.070824	False
NSUN4	group-mean FPKM only; no per-replicate data in GEO	15.3296	16.1062	12.884	13.5736	-0.0724821	-0.0690972	-0.0707896	True
NMU	group-mean FPKM only; no per-replicate data in GEO	1.72444	2.11901	12.7843	11.9458	0.0940632	-0.235579	-0.0707581	False
SMAD1	group-mean FPKM only; no per-replicate data in GEO	4.56739	5.16952	6.71583	6.61274	0.0207599	-0.161984	-0.0706119	False
TMCO1	group-mean FPKM only; no per-replicate data in GEO	34.4652	41.5975	36.5851	33.4693	0.126608	-0.267815	-0.0706033	False
LMBRD1	group-mean FPKM only; no per-replicate data in GEO	18.4553	20.6604	21.8251	21.547	0.0180843	-0.158766	-0.0703407	False
MDN1	group-mean FPKM only; no per-replicate data in GEO	10.7428	12.22	6.58121	6.39977	0.0374476	-0.178097	-0.0703248	False
TRNP1	group-mean FPKM only; no per-replicate data in GEO	7.37375	8.81066	5.85285	5.42243	0.101215	-0.241833	-0.0703089	False
CASP7	group-mean FPKM only; no per-replicate data in GEO	16.2668	14.0071	16.2532	20.8437	-0.349374	0.208848	-0.0702627	False
SPEN	group-mean FPKM only; no per-replicate data in GEO	7.77619	9.48654	6.67841	6.05683	0.130666	-0.271018	-0.0701762	False
BEND3	group-mean FPKM only; no per-replicate data in GEO	1.78395	2.17493	1.51969	1.40066	0.0876334	-0.22797	-0.0701683	False
DCAF17	group-mean FPKM only; no per-replicate data in GEO	21.5842	21.6483	24.8497	27.3581	-0.136128	-0.0041814	-0.0701548	True
RAPGEF2	group-mean FPKM only; no per-replicate data in GEO	3.16683	3.11718	4.12929	4.67198	-0.159926	0.019668	-0.0701289	False
ZNF787	group-mean FPKM only; no per-replicate data in GEO	28.9959	30.7544	22.9109	23.849	-0.0566821	-0.0835449	-0.0701135	True
TMEM68	group-mean FPKM only; no per-replicate data in GEO	11.6947	13.2581	25.187	24.5887	0.0340007	-0.174027	-0.0700131	False
CLTCL1	group-mean FPKM only; no per-replicate data in GEO	2.78472	3.29235	4.59304	4.36074	0.0673511	-0.207322	-0.0699853	False
SESTD1	group-mean FPKM only; no per-replicate data in GEO	37.6849	37.7833	33.4305	36.7898	-0.136198	-0.00371295	-0.0699557	True
EXOSC8	group-mean FPKM only; no per-replicate data in GEO	38.7233	44.5027	54.7421	52.5497	0.0584236	-0.198301	-0.0699385	False
EARS2	group-mean FPKM only; no per-replicate data in GEO	18.2278	19.0149	16.0249	16.9725	-0.0804445	-0.0593946	-0.0699196	True
PAWR	group-mean FPKM only; no per-replicate data in GEO	33.1687	39.9794	42.533	38.9281	0.126219	-0.26578	-0.0697803	False
IER5	group-mean FPKM only; no per-replicate data in GEO	9.69096	12.1268	7.97966	7.03868	0.169694	-0.309199	-0.0697523	False
SLC16A2	group-mean FPKM only; no per-replicate data in GEO	8.64764	11.8861	3.82346	3.01722	0.297751	-0.437251	-0.0697499	False
EXOC2	group-mean FPKM only; no per-replicate data in GEO	23.9854	25.9828	21.4779	21.8829	-0.0263434	-0.113134	-0.0697387	True
USP42	group-mean FPKM only; no per-replicate data in GEO	2.8578	2.68848	1.46402	1.7782	-0.214085	0.0746475	-0.0697187	False
ATAD2B	group-mean FPKM only; no per-replicate data in GEO	7.33725	7.91094	7.7437	7.96082	-0.0375055	-0.10192	-0.0697125	True
LOC440600	group-mean FPKM only; no per-replicate data in GEO	3.05833	2.20085	7.0243	10.4173	-0.536987	0.397787	-0.0696	False
SH3D19	group-mean FPKM only; no per-replicate data in GEO	7.86379	8.76946	13.9896	13.8967	0.00927961	-0.148328	-0.0695244	False
TIGD2	group-mean FPKM only; no per-replicate data in GEO	3.53802	4.50117	4.99826	4.38853	0.169574	-0.308618	-0.0695216	False
RSG1	group-mean FPKM only; no per-replicate data in GEO	3.36593	3.27234	3.04743	3.50295	-0.174289	0.0353558	-0.0694668	False
GPRIN1	group-mean FPKM only; no per-replicate data in GEO	12.5642	12.5701	6.87688	7.61828	-0.138163	-0.000651397	-0.0694074	True
BMS1P20	group-mean FPKM only; no per-replicate data in GEO	10.308	11.6728	15.1538	14.8003	0.032953	-0.171561	-0.0693042	False
THRA	group-mean FPKM only; no per-replicate data in GEO	7.93753	8.39434	6.04921	6.33889	-0.0624413	-0.0760668	-0.0692541	True
EVI5L	group-mean FPKM only; no per-replicate data in GEO	2.54925	3.18206	3.27963	2.94485	0.133804	-0.272059	-0.0691274	False
STK11	group-mean FPKM only; no per-replicate data in GEO	21.1153	18.8149	17.8427	22.0883	-0.30037	0.162339	-0.0690155	False
RNF141	group-mean FPKM only; no per-replicate data in GEO	7.87556	7.13488	8.48713	10.3488	-0.271603	0.13358	-0.0690115	False
DNASE1L1	group-mean FPKM only; no per-replicate data in GEO	11.2102	10.5911	15.1521	17.6829	-0.216226	0.0783633	-0.0689314	False
ENOX2	group-mean FPKM only; no per-replicate data in GEO	8.40105	8.67802	13.8148	14.7741	-0.0935799	-0.0442074	-0.0688936	True
SATL1	group-mean FPKM only; no per-replicate data in GEO	21.2249	18.2527	15.701	20.1494	-0.350017	0.212251	-0.0688829	False
MRPL34	group-mean FPKM only; no per-replicate data in GEO	41.7901	44.6128	44.1562	45.5555	-0.044513	-0.0932169	-0.0688649	True
HIF1AN	group-mean FPKM only; no per-replicate data in GEO	6.45927	6.55722	4.64658	5.08256	-0.117313	-0.020164	-0.0687384	True
PABPC1	group-mean FPKM only; no per-replicate data in GEO	50.424	58.2429	91.7023	87.4207	0.0685999	-0.206069	-0.0687344	False
WASF2	group-mean FPKM only; no per-replicate data in GEO	7.07055	7.24991	5.69702	6.15831	-0.103581	-0.0337814	-0.0686814	True
DBP	group-mean FPKM only; no per-replicate data in GEO	6.92822	8.67208	9.72241	8.60582	0.166875	-0.304232	-0.0686789	False
ALKBH2	group-mean FPKM only; no per-replicate data in GEO	20.1251	20.7496	19.5659	20.9203	-0.0942328	-0.0430346	-0.0686337	True
ZMYND8	group-mean FPKM only; no per-replicate data in GEO	102.577	105.258	52.8875	56.7233	-0.100101	-0.0370443	-0.0685725	True
ZNF701	group-mean FPKM only; no per-replicate data in GEO	14.5769	15.5875	13.4654	13.8926	-0.0434703	-0.0936003	-0.0685353	True
ZMYND19	group-mean FPKM only; no per-replicate data in GEO	28.9965	28.8358	31.6905	35.0897	-0.144825	0.00788144	-0.0684717	False
DCTN4	group-mean FPKM only; no per-replicate data in GEO	30.0513	37.1891	38.7354	34.4699	0.166042	-0.302914	-0.0684357	False
MIEF2	group-mean FPKM only; no per-replicate data in GEO	6.41387	6.19841	5.77695	6.6235	-0.182523	0.0456748	-0.0684239	False
SNAP47	group-mean FPKM only; no per-replicate data in GEO	12.0394	12.422	9.19851	9.84772	-0.0934779	-0.0433611	-0.0684195	True
KCNK12	group-mean FPKM only; no per-replicate data in GEO	5.1978	8.19529	2.24537	1.47794	0.473002	-0.609829	-0.0684136	False
YY1AP1	group-mean FPKM only; no per-replicate data in GEO	16.9304	20.0444	12.1592	11.3065	0.100605	-0.23714	-0.0682673	False
FAM117B	group-mean FPKM only; no per-replicate data in GEO	9.31069	9.43896	7.20351	7.85888	-0.117794	-0.0187403	-0.068267	True
GRAMD1A	group-mean FPKM only; no per-replicate data in GEO	4.33859	6.48573	6.20522	4.60526	0.3933	-0.529824	-0.068262	False
NSMF	group-mean FPKM only; no per-replicate data in GEO	30.8037	33.705	17.4644	17.5637	-0.00795268	-0.127874	-0.0679134	True
NPRL2	group-mean FPKM only; no per-replicate data in GEO	10.9252	12.7623	12.3228	11.637	0.0792995	-0.215112	-0.0679061	False
AHCY	group-mean FPKM only; no per-replicate data in GEO	90.1515	86.4284	124.986	143.263	-0.196166	0.0605033	-0.0678314	False
RAD51D,RFFL	group-mean FPKM only; no per-replicate data in GEO	10.3819	10.5589	9.25096	10.0405	-0.112327	-0.0232774	-0.0678023	True
RINL	group-mean FPKM only; no per-replicate data in GEO	2.48188	1.90891	2.74839	3.91719	-0.443404	0.307842	-0.0677812	False
AP4S1	group-mean FPKM only; no per-replicate data in GEO	7.5773	9.2593	8.03879	7.26326	0.137369	-0.272905	-0.0677678	False
ATRAID	group-mean FPKM only; no per-replicate data in GEO	88.5485	80.7544	103.529	124.729	-0.267583	0.132145	-0.0677188	False
STX6	group-mean FPKM only; no per-replicate data in GEO	21.074	26.0569	19.9081	17.7105	0.164371	-0.299793	-0.0677109	False
VAC14	group-mean FPKM only; no per-replicate data in GEO	8.78518	9.88415	7.43622	7.29461	0.0259752	-0.161381	-0.0677031	False
PCMTD1	group-mean FPKM only; no per-replicate data in GEO	21.3998	21.7194	54.0875	58.5935	-0.114429	-0.0209022	-0.0676655	True
KIAA2013	group-mean FPKM only; no per-replicate data in GEO	16.819	15.0493	11.5395	14.2279	-0.290776	0.155506	-0.0676351	False
RPL26	group-mean FPKM only; no per-replicate data in GEO	1408.55	1302.82	1828.87	2170.97	-0.247325	0.112531	-0.0673968	False
CERS1	group-mean FPKM only; no per-replicate data in GEO	5.67767	6.3603	4.43633	4.3799	0.0165873	-0.151209	-0.0673108	False
MRPL39	group-mean FPKM only; no per-replicate data in GEO	53.1442	64.0447	93.0036	84.8115	0.132282	-0.266876	-0.0672974	False
DLAT	group-mean FPKM only; no per-replicate data in GEO	42.0829	55.3839	50.583	42.2294	0.257614	-0.392159	-0.0672722	False
FDPS	group-mean FPKM only; no per-replicate data in GEO	168.701	182.7	134.388	136.243	-0.019705	-0.114681	-0.0671932	True
IPO7	group-mean FPKM only; no per-replicate data in GEO	40.7741	44.5211	53.2385	53.5751	-0.00900838	-0.125365	-0.0671865	True
OLMALINC	group-mean FPKM only; no per-replicate data in GEO	6.29118	5.66167	2.69447	3.36442	-0.274675	0.140341	-0.0671672	False
ZER1	group-mean FPKM only; no per-replicate data in GEO	6.9848	8.13498	6.56982	6.22573	0.0719826	-0.206229	-0.0671232	False
CASP3	group-mean FPKM only; no per-replicate data in GEO	5.45822	5.93633	10.212	10.3828	-0.0228219	-0.111357	-0.0670894	True
POU2F1	group-mean FPKM only; no per-replicate data in GEO	3.31576	3.81526	2.5624	2.4718	0.0433257	-0.177477	-0.0670757	False
AKTIP	group-mean FPKM only; no per-replicate data in GEO	16.4201	19.869	33.3221	30.332	0.133538	-0.267637	-0.0670496	False
PCBP2	group-mean FPKM only; no per-replicate data in GEO	41.0828	49.2901	44.8946	41.1043	0.125788	-0.259872	-0.067042	False
TSTD2	group-mean FPKM only; no per-replicate data in GEO	2.36558	2.43021	2.64397	2.87394	-0.101847	-0.0321769	-0.0670119	True
APEH	group-mean FPKM only; no per-replicate data in GEO	33.8094	36.0594	37.8025	38.9408	-0.0422503	-0.0916385	-0.0669444	True
IL6ST	group-mean FPKM only; no per-replicate data in GEO	11.431	13.8727	31.3515	28.5088	0.134871	-0.268616	-0.0668727	False
GRK4	group-mean FPKM only; no per-replicate data in GEO	2.04386	2.21501	2.58913	2.6755	-0.0397832	-0.0939382	-0.0668607	True
FPGS	group-mean FPKM only; no per-replicate data in GEO	22.9289	20.476	15.8962	19.5908	-0.293174	0.15955	-0.0668119	False
PSMA2	group-mean FPKM only; no per-replicate data in GEO	277.283	245.263	314.539	390.117	-0.310224	0.176691	-0.0667669	False
DTD2	group-mean FPKM only; no per-replicate data in GEO	12.6702	14.706	16.7009	15.8403	0.0740496	-0.207363	-0.0666569	False
TMEM219	group-mean FPKM only; no per-replicate data in GEO	33.4124	35.5898	31.112	32.0775	-0.0434036	-0.0897783	-0.0665909	True
PAPOLG	group-mean FPKM only; no per-replicate data in GEO	13.7619	13.3425	10.9697	12.4596	-0.176194	0.0430617	-0.0665659	False
NOL8	group-mean FPKM only; no per-replicate data in GEO	12.0994	14.3019	17.6417	16.4345	0.0993443	-0.232427	-0.0665415	False
DTD1	group-mean FPKM only; no per-replicate data in GEO	52.7556	48.2384	35.6797	42.8526	-0.260938	0.127874	-0.0665319	False
ICE2	group-mean FPKM only; no per-replicate data in GEO	8.18504	7.76865	9.0599	10.5073	-0.203393	0.0708807	-0.0662563	False
ENTPD2	group-mean FPKM only; no per-replicate data in GEO	6.82977	5.57864	2.17746	3.03875	-0.402375	0.270019	-0.0661777	False
TERT	group-mean FPKM only; no per-replicate data in GEO	2.44812	2.07865	0.268139	0.462469	-0.325373	0.193179	-0.0660967	False
ST7L	group-mean FPKM only; no per-replicate data in GEO	23.4949	28.8043	22.5904	20.2202	0.156255	-0.288385	-0.0660647	False
NPM3	group-mean FPKM only; no per-replicate data in GEO	50.9699	44.7444	35.7331	44.6703	-0.318066	0.18599	-0.0660383	False
MTRNR2L4	group-mean FPKM only; no per-replicate data in GEO	26.0231	26.7296	31.3002	33.4442	-0.0941292	-0.0379264	-0.0660278	True
TMEM184C	group-mean FPKM only; no per-replicate data in GEO	16.0755	18.2195	18.0514	17.5012	0.043435	-0.17549	-0.0660273	False
CHTOP	group-mean FPKM only; no per-replicate data in GEO	47.4677	49.5463	48.4236	50.8813	-0.0707128	-0.0612001	-0.0659565	True
LINC00909	group-mean FPKM only; no per-replicate data in GEO	3.09967	3.43459	4.43657	4.44852	-0.00348812	-0.128349	-0.0659184	True
TMEM127	group-mean FPKM only; no per-replicate data in GEO	8.35207	9.17021	7.97958	8.00397	-0.0041437	-0.127532	-0.065838	True
PDE7A	group-mean FPKM only; no per-replicate data in GEO	16.4799	18.8362	14.7581	14.1757	0.056146	-0.187476	-0.0656652	False
GLT8D1	group-mean FPKM only; no per-replicate data in GEO	14.5591	13.8694	16.6384	19.1725	-0.198948	0.0676357	-0.0656561	False
DIRC3	group-mean FPKM only; no per-replicate data in GEO	0.411017	1.14553	3.89058	2.16227	0.721755	-0.853002	-0.0656239	False
C1orf122	group-mean FPKM only; no per-replicate data in GEO	16.7923	16.3837	15.1501	17.0536	-0.165595	0.0344987	-0.0655482	False
SPRY2	group-mean FPKM only; no per-replicate data in GEO	0.607196	1.2681	0.908278	0.465664	0.544339	-0.675289	-0.0654751	False
NFE2L2	group-mean FPKM only; no per-replicate data in GEO	20.7764	23.2395	18.9013	18.5385	0.0272335	-0.158035	-0.065401	False
BANF1	group-mean FPKM only; no per-replicate data in GEO	89.0063	100.779	95.8135	92.6915	0.0475397	-0.178274	-0.0653671	False
NDUFAF5	group-mean FPKM only; no per-replicate data in GEO	21.6121	23.0478	34.7853	35.7726	-0.0398129	-0.0907562	-0.0652846	True
TOP3B	group-mean FPKM only; no per-replicate data in GEO	7.95614	9.21719	11.4199	10.8554	0.0699936	-0.20054	-0.0652732	False
PPP6R2	group-mean FPKM only; no per-replicate data in GEO	18.1408	16.4632	8.15871	9.91613	-0.266595	0.136055	-0.06527	False
RABGEF1	group-mean FPKM only; no per-replicate data in GEO	27.4988	28.4056	22.2355	23.6032	-0.084278	-0.045984	-0.065131	True
MAPK7	group-mean FPKM only; no per-replicate data in GEO	5.79677	4.74675	4.16513	5.62761	-0.393407	0.263188	-0.0651096	False
SH3BGR	group-mean FPKM only; no per-replicate data in GEO	3.41899	3.92291	2.48882	2.39821	0.0444139	-0.174514	-0.0650501	False
POGZ	group-mean FPKM only; no per-replicate data in GEO	10.4239	11.9939	4.19688	3.99378	0.0637732	-0.193736	-0.0649813	False
NT5C2	group-mean FPKM only; no per-replicate data in GEO	14.612	11.8394	12.7443	17.2456	-0.42209	0.292422	-0.0648337	False
RREB1	group-mean FPKM only; no per-replicate data in GEO	3.06333	2.65679	1.72741	2.25067	-0.304416	0.174768	-0.0648241	False
ZNF385B	group-mean FPKM only; no per-replicate data in GEO	2.23766	2.27311	1.75784	1.93841	-0.110997	-0.0185616	-0.0647795	True
CPTP	group-mean FPKM only; no per-replicate data in GEO	4.55497	4.96653	3.93725	3.98867	-0.0166222	-0.112923	-0.0647725	True
CENPN	group-mean FPKM only; no per-replicate data in GEO	65.6098	73.9995	65.9221	63.979	0.042834	-0.172367	-0.0647663	False
RPL34	group-mean FPKM only; no per-replicate data in GEO	41.5773	41.654	79.5466	86.8974	-0.12675	-0.0026274	-0.0646888	True
SCAND1	group-mean FPKM only; no per-replicate data in GEO	47.7404	38.1057	62.3029	85.3343	-0.450723	0.321428	-0.0646475	False
NUF2	group-mean FPKM only; no per-replicate data in GEO	19.9478	22.9932	22.4301	21.3287	0.0710164	-0.200298	-0.0646406	False
BBS5	group-mean FPKM only; no per-replicate data in GEO	10.0594	11.2939	9.90875	9.69164	0.0304106	-0.159513	-0.0645512	False
GINS2	group-mean FPKM only; no per-replicate data in GEO	79.8061	85.6064	91.3325	93.1461	-0.0282141	-0.100611	-0.0644125	True
TRAIP	group-mean FPKM only; no per-replicate data in GEO	6.3039	5.65342	4.09444	5.05446	-0.273758	0.144973	-0.0643921	False
DIP2B	group-mean FPKM only; no per-replicate data in GEO	16.8728	15.7628	13.2248	15.5278	-0.223791	0.0952546	-0.0642683	False
PEX11B	group-mean FPKM only; no per-replicate data in GEO	35.3638	33.6871	19.1716	22.0593	-0.197608	0.0690763	-0.0642658	False
PDCD6IP	group-mean FPKM only; no per-replicate data in GEO	46.1125	51.6957	48.9058	47.7317	0.0346988	-0.163214	-0.0642577	False
AGAP6	group-mean FPKM only; no per-replicate data in GEO	1.98361	2.15633	1.09841	1.13362	-0.0314349	-0.0969957	-0.0642153	True
PANX2	group-mean FPKM only; no per-replicate data in GEO	1.30045	1.14907	0.177843	0.30896	-0.255117	0.126705	-0.0642062	False
TOE1	group-mean FPKM only; no per-replicate data in GEO	8.13592	10.2906	12.0885	10.5112	0.193135	-0.321353	-0.0641093	False
GOLGA1	group-mean FPKM only; no per-replicate data in GEO	13.7798	13.6974	15.2597	16.8222	-0.136382	0.00834902	-0.0640165	False
C11orf63	group-mean FPKM only; no per-replicate data in GEO	2.9459	3.43415	4.97432	4.73935	0.0632919	-0.191171	-0.0639396	False
NDUFV1	group-mean FPKM only; no per-replicate data in GEO	84.7284	84.138	68.4848	75.4045	-0.137907	0.0100287	-0.0639391	False
METTL2B	group-mean FPKM only; no per-replicate data in GEO	16.9584	15.6144	14.959	17.7976	-0.243207	0.115571	-0.0638183	False
ATP5B	group-mean FPKM only; no per-replicate data in GEO	656.178	725.778	696.733	688.168	0.0178322	-0.145336	-0.0637518	False
PCBP4	group-mean FPKM only; no per-replicate data in GEO	5.88239	5.95925	2.90682	3.17683	-0.110037	-0.0172699	-0.0636533	True
TOP1MT	group-mean FPKM only; no per-replicate data in GEO	11.9787	11.2364	20.1625	23.4953	-0.215737	0.0884777	-0.0636297	False
SNRNP35	group-mean FPKM only; no per-replicate data in GEO	22.2123	27.7392	24.7095	21.6392	0.187364	-0.314225	-0.0634305	False
AMIGO1	group-mean FPKM only; no per-replicate data in GEO	2.39895	2.33777	1.47527	1.70326	-0.15759	0.0307728	-0.0634085	False
SLC1A5	group-mean FPKM only; no per-replicate data in GEO	66.754	64.8351	35.0148	39.4151	-0.168514	0.0417618	-0.0633762	False
PRKAB1	group-mean FPKM only; no per-replicate data in GEO	9.08593	10.0703	5.76194	5.70014	0.0143089	-0.141026	-0.0633586	False
ZNF557	group-mean FPKM only; no per-replicate data in GEO	4.33358	4.89671	7.76482	7.582	0.032271	-0.158988	-0.0633585	False
C1orf216	group-mean FPKM only; no per-replicate data in GEO	8.47775	9.67434	8.4526	8.1248	0.0538157	-0.180509	-0.0633468	False
UQCC2	group-mean FPKM only; no per-replicate data in GEO	36.2431	35.6515	37.8908	42.1004	-0.150106	0.0234178	-0.0633443	False
FBXO17	group-mean FPKM only; no per-replicate data in GEO	8.17234	7.2633	5.01112	6.22112	-0.286356	0.159751	-0.0633024	False
FBXW4	group-mean FPKM only; no per-replicate data in GEO	12.5296	12.505	10.0646	11.0528	-0.129004	0.0027264	-0.063139	False
TGIF1	group-mean FPKM only; no per-replicate data in GEO	43.0926	56.1788	48.9043	40.9718	0.252506	-0.378726	-0.06311	False
DAAM1	group-mean FPKM only; no per-replicate data in GEO	10.7124	11.8171	12.7989	12.7121	0.00944713	-0.135568	-0.0630602	False
LINC00674	group-mean FPKM only; no per-replicate data in GEO	27.0576	25.0991	16.9264	19.9729	-0.232441	0.106357	-0.0630419	False
PIR	group-mean FPKM only; no per-replicate data in GEO	42.0319	42.3354	41.7308	45.2606	-0.11581	-0.0102583	-0.0630343	True
VRK2	group-mean FPKM only; no per-replicate data in GEO	26.4921	30.0717	53.4248	51.4541	0.0537113	-0.17966	-0.0629741	False
PPP4C	group-mean FPKM only; no per-replicate data in GEO	129.908	134.856	90.5553	95.222	-0.0721075	-0.0537265	-0.062917	True
CSNK1E,LOC400927-CSNK1E	group-mean FPKM only; no per-replicate data in GEO	36.5743	32.6124	25.2538	30.962	-0.288825	0.163048	-0.0628886	False
OR7E12P	group-mean FPKM only; no per-replicate data in GEO	3.13121	2.27792	1.74084	2.69591	-0.512187	0.386445	-0.0628709	False
NCOR2	group-mean FPKM only; no per-replicate data in GEO	18.2946	16.4101	7.85707	9.63336	-0.278043	0.152433	-0.0628052	False
ZMYM2	group-mean FPKM only; no per-replicate data in GEO	46.7159	59.2688	71.0412	61.1506	0.214659	-0.34012	-0.0627302	False
FAHD2A	group-mean FPKM only; no per-replicate data in GEO	21.1264	22.1427	25.4646	26.5522	-0.0591999	-0.0662525	-0.0627262	True
