gene	family	method	k	logFC	se	p_z	p_t	fdr_kge2	fdr_kge3	tau2	I2	max_weight_share	dominant_cohort
PPP2R1B	TJ	limma-voom	4	-0.175520363519011	0.207104464972129	0.396718290963969	0.458976678941412	0.941378361434338	0.901705593607499	0	0	0.453373088270266	GSE189357
PPP2R2A	TJ	limma-voom	4	-0.322375298252361	0.184825169011059	0.0811211671375469	0.179469793115915	0.941378361434338	0.87594807160056	0	0	0.368418107791402	GSE189357
PPP2R2B	TJ	limma-voom	2	0.951351059708114	0.982716196487027	0.333002809522603	0.510323279073244	0.944785549722636	NA	0	0	0.671815845322167	GSE189357
PPP2R2C	TJ	limma-voom	2	0.990141472277734	1.27677775578888	0.438044116194745	0.580071256055342	0.947398972740496	NA	0	0	0.747890849995492	GSE131907
PPP2R2D	TJ	limma-voom	4	0.279458395029385	0.244741676146751	0.253516184456672	0.336399958230999	0.941378361434338	0.883308714507633	0.107962455755309	0.452600217636952	0.322692698359089	GSE189357
PRKAA1	TJ	limma-voom	4	0.0873321849384154	0.190085436023118	0.645920751664272	0.677167703910025	0.95788662052747	0.942815858366296	0	0	0.392733833122094	GSE189357
PRKAA2	TJ	limma-voom	4	1.72620409313354	0.880639192576817	0.0499757157740035	0.144827931006258	0.941378361434338	0.87594807160056	2.1850625990757	0.739776408586153	0.304023720971479	GSE189357
PRKAB1	TJ	limma-voom	4	0.590049538341347	0.372623154132516	0.113307073739325	0.21146928113442	0.941378361434338	0.87594807160056	0.35421410500073	0.649886665155295	0.304800961549979	GSE189357
PRKAB2	TJ	limma-voom	4	-0.170905334964877	0.238008001262821	0.4727168998328	0.524585440442784	0.944785549722636	0.913056629428951	0.000877959329472095	0.0038520686309554	0.291795134899137	GSE123902
PRKACA	TJ	limma-voom	4	0.222446853547081	0.182303735730688	0.222389409469477	0.309556854500963	0.941378361434338	0.880188536523002	0	0	0.419859884106997	GSE189357
PRKACB	TJ	limma-voom	4	-0.870769255931797	0.296261258709924	0.00329067237963731	0.0605495550800584	0.941378361434338	0.87594807160056	0.0200219192596353	0.0394689173456495	0.656133443138767	GSE189357
PRKAG1	TJ	limma-voom	4	-0.211726649568209	0.18529700149025	0.253190592804561	0.336120220082553	0.941378361434338	0.883308714507633	0	0	0.394089347137318	GSE131907
PRKAG2	TJ	limma-voom	4	-0.00136608028015164	0.247220293515045	0.995591102971394	0.995938011879703	0.998813230881012	0.99868256843059	0.110624609550903	0.455307254467231	0.326421524559184	GSE189357
PRKCE	TJ	limma-voom	4	-0.309905990770473	0.622592821137175	0.618648470480668	0.652847762308344	0.953804915480625	0.936272295866425	1.2082620801894	0.801954422680857	0.296836145404528	GSE189357
PRKCH	TJ	limma-voom	4	-0.282424015973209	0.320367772653395	0.378013777026553	0.442927838474449	0.941378361434338	0.898880499814882	0.0860658858582453	0.192723418359267	0.503023229418639	GSE189357
PRKCI	TJ	limma-voom	4	0.190063108059825	0.432565189808699	0.660381836227577	0.690105957131359	0.96030535945682	0.946131474583928	0.499513635982603	0.67558605595284	0.289598088135793	GSE131907
PRKCZ	TJ	limma-voom	4	0.0712293429274039	0.253296792251961	0.778550086108846	0.796830377804006	0.977143035483757	0.967655532033626	0	0	0.445875628385315	GSE189357
PROCR	IFN	limma-voom	4	-1.4096549081696	0.627708037227178	0.0247221101565649	0.110375005548966	0.941378361434338	0.87594807160056	0.664144337454147	0.443837736508203	0.393699724636478	GSE189357
PSMA2	IFN	limma-voom	4	-0.534031074124405	0.33751357215484	0.113592358276485	0.21174242968553	0.941378361434338	0.87594807160056	0.303727301189872	0.692932904129754	0.304237163045984	GSE131907
PSMA3	IFN	limma-voom	4	-0.0495086695717143	0.201523613977435	0.805936301367644	0.821784509792312	0.980468465175947	0.973014909786892	0	0	0.379324861766782	GSE189357
PSMB10	IFN|MHC-I/APM	limma-voom	3	-0.844332965775839	0.397145355366139	0.0335028527436239	0.167385637207939	0.941378361434338	0.87594807160056	0.131816702473108	0.27805911274574	0.368973131608457	GSE189357
PSMB2	IFN	limma-voom	4	-0.160094365311386	0.165212899521967	0.332535931001123	0.40401239062882	0.941378361434338	0.889855841371956	0	0	0.330429414225368	GSE189357
PSMB8	IFN|MHC-I/APM	limma-voom	4	-0.740467932989696	0.223409895170553	0.00091842704885213	0.0452432885860094	0.941378361434338	0.87594807160056	0	0	0.432408486977902	GSE189357
PSMB9	IFN|MHC-I/APM	limma-voom	4	-1.47578686072918	0.363943631578327	5.01369932736929e-05	0.0270236215466631	0.941378361434338	0.87594807160056	0.0940808023734448	0.171575173225069	0.396320213534305	GSE189357
PSME1	IFN	limma-voom	4	-0.484339190803606	0.197710079263128	0.0142957592158791	0.0917003032827159	0.941378361434338	0.87594807160056	0	0	0.317527071043815	GSE205335
PSME2	IFN	limma-voom	4	-0.772923104462617	0.207934057757086	0.000201478911650573	0.0338736159557521	0.941378361434338	0.87594807160056	0.0214490724246237	0.121814745442963	0.333971162131829	GSE205335
PTGS2	IFN	limma-voom	4	0.207872760913823	1.23308790198007	0.866127777067249	0.876852681717447	0.985819909441568	0.980707979500952	4.96834770543191	0.863205182290624	0.286655936600833	GSE189357
PTPN1	IFN	limma-voom	4	-0.488886714951147	0.184648103058124	0.00810492837746335	0.0771476681533024	0.941378361434338	0.87594807160056	0	0	0.387739839277616	GSE205335
PTPN2	IFN	limma-voom	4	-0.192238700528996	0.154959540134977	0.214763343011062	0.302940945556307	0.941378361434338	0.878917658159944	0	0	0.352757242986067	GSE189357
PTPN6	IFN	limma-voom	4	-0.26102750829074	0.303208242437167	0.38930123763284	0.452608866378126	0.941378361434338	0.901032847115013	0.134474963962811	0.366501714914903	0.296487701523647	GSE189357
RAB13	TJ	limma-voom	4	-0.319507944295628	0.21358452201404	0.134671348133405	0.231562571960041	0.941378361434338	0.87594807160056	0.0635741381303934	0.353434070529044	0.330758829972586	GSE123902
RAB8A	TJ	limma-voom	4	-0.254005914093951	0.183941201237513	0.167307186710174	0.261197239689209	0.941378361434338	0.87594807160056	0.0196984879752479	0.141414126982208	0.37071273603965	GSE189357
RAB8B	TJ	limma-voom	4	-0.862327856230896	0.269253174489099	0.00136162030462484	0.04923137271232	0.941378361434338	0.87594807160056	0	0	0.334094341866139	GSE123902
RAC1	TJ	limma-voom	4	-0.130474179829457	0.259307868585977	0.614849527678299	0.649468580748004	0.953230778435675	0.935404790937161	0.131426815905639	0.497359839160482	0.313529263192563	GSE189357
RAMP2	TJ	limma-voom	3	-0.511738790287183	1.71964699020614	0.766020971698382	0.794085954816131	0.976458747807471	0.96687496341233	6.55562257016703	0.75949282452547	0.38225760202261	GSE189357
RAP1A	TJ	limma-voom	4	-0.399756873582607	0.164690159866663	0.0152105387597744	0.0935533659153002	0.941378361434338	0.87594807160056	0	0	0.356384246124348	GSE189357
RAP2C	TJ	limma-voom	4	-0.265668925717465	0.243340319112383	0.274939148913351	0.354772707000364	0.941378361434338	0.885992970752292	0.0679717953687899	0.284934683846627	0.354864927624277	GSE189357
RAPGEF2	TJ	limma-voom	4	-0.187266277525532	0.284435175164007	0.510294329362285	0.55731039833859	0.94561444100674	0.920101615388354	0.0284342311837689	0.0855963368740014	0.345092397077757	GSE189357
RAPGEF6	IFN|TJ	limma-voom	4	0.0521552425436147	0.264851578760897	0.843888163733266	0.856474340855595	0.983986181674313	0.977309404768568	0.086408719028439	0.306928858751749	0.334541828717399	GSE189357
RBCK1	IFN	limma-voom	4	-0.00143057093636864	0.206297390141799	0.994467107342114	0.994902461503303	0.998598517918206	0.998523963733442	0	0	0.426249650196783	GSE189357
RDX	TJ	limma-voom	4	-0.473569098425375	0.188528960539151	0.012007733121801	0.0867910971758888	0.941378361434338	0.87594807160056	0	0	0.381640086633467	GSE131907
RHOA	TJ	limma-voom	4	-0.216172340458117	0.16635972669792	0.193797389754273	0.284639873420764	0.941378361434338	0.87594807160056	0	0	0.325764352399803	GSE131907
RIPK1	IFN	limma-voom	4	-0.0469779421831938	0.239706767256925	0.844625134629368	0.857149082556056	0.983986181674313	0.977309404768568	0.0816580279906583	0.355952291443552	0.30232899900003	GSE189357
RIPK2	IFN	limma-voom	4	-0.726565188411106	0.319675020701447	0.0230367637912505	0.107644399868099	0.941378361434338	0.87594807160056	0.0373481883440341	0.0892134460642617	0.331829945930732	GSE189357
RNF213	IFN	limma-voom	4	-0.229051307205795	0.391636489609174	0.558643934231231	0.599723228174588	0.948670404262118	0.92794827488231	0.460050707196393	0.766880817034213	0.28812382021327	GSE189357
RNF31	IFN	limma-voom	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
ROCK1	TJ	limma-voom	4	0.130674241066481	0.210371982136191	0.534495666335706	0.578496236779073	0.947001534166958	0.923087050404145	0	0	0.304118752853213	GSE189357
ROCK2	TJ	limma-voom	4	0.143153283902072	0.21185448503108	0.499221518939451	0.547646215309127	0.944785549722636	0.916624775953264	0.0145837035408259	0.0796496497423893	0.316656383414579	GSE189357
RSAD2	IFN	limma-voom	4	-1.78957687727707	0.702836620243231	0.0108896437284751	0.0842203891981792	0.941378361434338	0.87594807160056	1.25156027796619	0.735466515657956	0.357685956385905	GSE189357
RTP4	IFN	limma-voom	4	-1.58565115804368	0.617808023385576	0.0102708156964456	0.0827391417768736	0.941378361434338	0.87594807160056	1.07068878318572	0.738430506234859	0.305119772977267	GSE189357
RUNX1	TJ	limma-voom	4	0.199989866365033	0.396670656240234	0.614141173178954	0.648838728323901	0.953230778435675	0.935404790937161	0.230372335278738	0.35575718992059	0.472546427496843	GSE189357
SAMD9	IFN	limma-voom	4	-1.12108544877377	0.564333162381781	0.0469704382871418	0.141153726980673	0.941378361434338	0.87594807160056	0.846063046023405	0.728208348629404	0.326151266314886	GSE189357
SAMD9L	IFN	limma-voom	4	-1.94478531732398	0.839634679420706	0.0205458255517611	0.103440098494354	0.941378361434338	0.87594807160056	2.3184401773887	0.875083998205123	0.289997566197265	GSE189357
SAMHD1	IFN	limma-voom	4	-1.34018412073408	0.222785732888238	1.79250103531976e-09	0.00920529434501842	0.941378361434338	0.87594807160056	0	0	0.390332483292759	GSE189357
SCRIB	TJ	limma-voom	4	0.493860776533199	0.275925834491848	0.0734809882544068	0.171417833983264	0.941378361434338	0.87594807160056	0.144716545661427	0.480550723902355	0.301162761326873	GSE189357
SECTM1	IFN	limma-voom	4	-0.809141965555798	0.773947967646995	0.295804256698707	0.372623317475821	0.941378361434338	0.888669678776722	1.43170680045388	0.615347138470567	0.343877362097455	GSE189357
SELL	IFN	limma-voom	4	-2.11124949364149	0.627929265003826	0.000773126271325026	0.0436607902821107	0.941378361434338	0.87594807160056	0.393170731059574	0.2471792988014	0.34454891235466	GSE131907
SELP	IFN	limma-voom	2	-3.71172634525709	1.09594201283809	0.000707152838503007	0.182777930533384	0.941378361434338	NA	0	0	0.739548347729282	GSE123902
SERPING1	IFN	limma-voom	4	-1.95859878331748	0.25881257788869	3.80083947469339e-14	0.00478566564504816	0.941378361434338	0.87594807160056	0	0	0.77416173250394	GSE189357
SLAMF7	IFN	limma-voom	3	-2.38647949859235	0.665447323269784	0.000335430587826246	0.0697187927119409	0.941378361434338	0.87594807160056	0.607871373324324	0.420329976931867	0.565472044550022	GSE189357
SLC25A28	IFN	limma-voom	4	0.0934404184152298	0.219096312049109	0.669757376097069	0.698509583616489	0.960484605970799	0.946131474583928	0	0	0.328142931173698	GSE131907
SLC39A9	TJ	limma-voom	4	0.599880262624599	0.206210362971753	0.00362506346437387	0.0620434657419524	0.941378361434338	0.87594807160056	0	0	0.38111657565129	GSE189357
SLC9A3R1	TJ	limma-voom	4	0.0220207435749114	0.325265701366218	0.946023823773885	0.950283420644441	0.994556513599593	0.992463096156542	0.154650291244845	0.368125914603458	0.364824133403059	GSE189357
SNAI1	TJ	limma-voom	4	-0.189080427130046	0.824692358977797	0.81865604394328	0.833397828847152	0.980742693119393	0.973430425848143	1.96198306869641	0.782488075958623	0.324804612772034	GSE189357
SNAI2	TJ	limma-voom	3	-2.60090958255521	1.18083151187546	0.0276223508731713	0.158517704019975	0.941378361434338	0.87594807160056	1.2320036836739	0.289203257114791	0.439049273361193	GSE123902
SOCS1	IFN	limma-voom	4	0.466799617774473	0.314173743530812	0.137331803088035	0.23401993843998	0.941378361434338	0.87594807160056	0	0	0.321002606839574	GSE205335
SOCS3	IFN	limma-voom	4	0.00354590147171137	0.337718895289855	0.991622713161406	0.992281904356862	0.998163072086949	0.997921304441001	0	0	0.3550646798333	GSE189357
SOD2	IFN	limma-voom	4	-0.44307109456576	0.24972480142713	0.0760238822413379	0.174123004363926	0.941378361434338	0.87594807160056	0	0	0.621283887970827	GSE189357
SP110	IFN	limma-voom	4	-0.605327898061895	0.260075354259017	0.0199381557230902	0.102380028694669	0.941378361434338	0.87594807160056	0.105808613856759	0.391557481559513	0.330822995478146	GSE189357
SPPL2A	IFN	limma-voom	4	0.180010854380725	0.183094110411337	0.325528566897468	0.398024184159829	0.941378361434338	0.889438540820004	0	0	0.38134723390504	GSE189357
SRC	TJ	limma-voom	4	0.437061448360121	0.261534301249691	0.0946932608781123	0.193286317014962	0.941378361434338	0.87594807160056	0	0	0.419344950560628	GSE189357
SRF	TJ	limma-voom	4	-0.0344650347532615	0.229225903290998	0.880485319991599	0.890025486043802	0.987661487484621	0.982881336836378	0.0882676069705581	0.422509167540444	0.311486386118852	GSE189357
SRI	IFN	limma-voom	4	-0.220725384639353	0.328115427770826	0.5011340244959	0.549314136996652	0.944785549722636	0.916631725296595	0.290213786817867	0.677791941114424	0.278952673129664	GSE123902
SSPN	IFN	limma-voom	4	-2.28528056883309	0.857369307985229	0.00768838846079448	0.0759840933690223	0.941378361434338	0.87594807160056	1.89539837961161	0.665453009165747	0.300206696442049	GSE123902
ST3GAL5	IFN	limma-voom	4	1.00734847460932	0.304028752090538	0.000921911687920631	0.0452791256942557	0.941378361434338	0.87594807160056	0	0	0.591011265753342	GSE189357
ST8SIA4	IFN	limma-voom	4	-0.981171204323863	0.419832256169649	0.0194363082414988	0.101493358028606	0.941378361434338	0.87594807160056	0.103210733796751	0.126954132301516	0.539140520209164	GSE189357
STAT1	IFN	limma-voom	4	-0.863686906518291	0.349318830594688	0.0134175906872122	0.0898658840556561	0.941378361434338	0.87594807160056	0.302129905355419	0.633750188091433	0.309902618514017	GSE189357
STAT2	IFN	limma-voom	4	-0.672649102567346	0.41694519745652	0.106683817568275	0.205084397119568	0.941378361434338	0.87594807160056	0.543173366941573	0.794821635630965	0.27836458585094	GSE189357
STAT3	IFN	limma-voom	4	0.145318369731285	0.172239172663806	0.398836484214304	0.460796210753931	0.941378361434338	0.901705593607499	0	0	0.393569266027473	GSE123902
STAT4	IFN	limma-voom	4	-1.7877505236218	0.322015687849372	2.82824233405867e-08	0.011525137296267	0.941378361434338	0.87594807160056	0	0	0.542993696937925	GSE189357
STK11	TJ	limma-voom	4	0.48135819034578	0.245755195816663	0.050149128083761	0.145037539132965	0.941378361434338	0.87594807160056	0	0	0.496660221780213	GSE189357
STRN	TJ	limma-voom	4	0.343114090573388	0.197431353931213	0.0822300955021157	0.180620512015398	0.941378361434338	0.87594807160056	0	0	0.307184403686448	GSE205335
SYMPK	TJ	limma-voom	4	-0.149905256241165	0.211942101928386	0.479384147532308	0.530376973733628	0.944785549722636	0.914903598141422	0.025368551392388	0.140227317668254	0.301107477412634	GSE189357
SYNPO	TJ	limma-voom	4	-1.18116981514993	0.965435317810428	0.221156659710445	0.308488656586313	0.941378361434338	0.880188536523002	2.28429647720391	0.655716547111528	0.378155042060554	GSE189357
TAP1	IFN|MHC-I/APM	limma-voom	4	-1.38256931161086	0.37878997629883	0.000262278319376098	0.0354932457242831	0.941378361434338	0.87594807160056	0.25842679101782	0.456020976218235	0.415990892325939	GSE189357
TAP2	MHC-I/APM	limma-voom	4	-1.40573302370001	0.531830755966049	0.0082127434306456	0.0774435647519781	0.941378361434338	0.87594807160056	0.787460891644732	0.71363052867199	0.306143805229815	GSE189357
TAPBP	IFN|MHC-I/APM	limma-voom	4	-0.184326082429755	0.201492664112643	0.360295088733947	0.427751461644422	0.941378361434338	0.895388609207334	0.0297729296175754	0.181678213221481	0.327164165759972	GSE189357
TAPBPL	MHC-I/APM	limma-voom	4	-0.638558311475644	0.54258442533979	0.239242263261094	0.32411783028747	0.941378361434338	0.883308714507633	0.805422253849648	0.685416751201	0.267650052464963	GSE189357
TBCD	TJ	limma-voom	4	0.863287071942276	0.170631424162873	4.2064958577322e-07	0.0149018953493243	0.941378361434338	0.87594807160056	0	0	0.345691802249258	GSE189357
TDRD7	IFN	limma-voom	4	0.0499219364840434	0.30848608994992	0.871440665876497	0.881725723894654	0.985870482443459	0.98071861730664	0.14465772770584	0.38131737796324	0.337764072235977	GSE189357
TENT5A	IFN	limma-voom	2	0.963231234020531	0.393221647442245	0.014301954987341	0.246742731232202	0.941378361434338	NA	0	0	0.857642267631791	GSE189357
TGFB3	TJ	limma-voom	2	1.0193754693014	0.534634640674078	0.0565624522205141	0.307508723636223	0.941378361434338	NA	0	0	0.742692678957712	GSE189357
TGFBR1	TJ	limma-voom	4	-0.292920727182633	0.219870320112988	0.182780302518131	0.274941155786699	0.941378361434338	0.87594807160056	0	0	0.486807308925642	GSE189357
TIAM1	TJ	limma-voom	3	-0.493904482191555	1.1685162664189	0.672531230753005	0.71363896541474	0.963687345591523	0.950022858068399	3.17656219503697	0.792431394151973	0.406167907806665	GSE189357
TJAP1	TJ	limma-voom	4	0.146605895714927	0.224537723316852	0.513805771675439	0.56037890507022	0.946205936564494	0.921063509308045	0.059636941225736	0.295496345605901	0.294643056677884	GSE123902
TJP1	TJ	limma-voom	4	0.079432687371829	0.237674614973757	0.738222830954826	0.760222824337474	0.969833624514894	0.958555338138345	0	0	0.320760627223583	GSE131907
TJP2	TJ	limma-voom	4	0.369765675657356	0.206763149858522	0.0737189365381702	0.171672099807618	0.941378361434338	0.87594807160056	0	0	0.355566994679945	GSE131907
TJP3	TJ	limma-voom	4	0.338807171189305	0.462622919166594	0.463948008978402	0.5169777179988	0.944785549722636	0.912443234087959	0.429789142351459	0.575607089654004	0.395274063699666	GSE189357
TMEM140	IFN	limma-voom	4	-1.88383987394619	0.653714248025308	0.00395475598615814	0.0634384350038058	0.941378361434338	0.87594807160056	1.21259705003683	0.718404512787923	0.278717846575091	GSE189357
TNF	TJ	limma-voom	3	-0.434419132701492	0.473486011747856	0.358885430916674	0.455740739892116	0.941378361434338	0.901705593607499	0	0	0.455701952110625	GSE189357
TNFAIP2	IFN	limma-voom	4	-0.54677383944901	0.554385170991616	0.324000303638293	0.39671830628798	0.941378361434338	0.889438540820004	0.677568908111064	0.652698964581698	0.374938964345489	GSE189357
TNFAIP3	IFN	limma-voom	4	-1.33407454424723	0.457453869101028	0.00354205203350679	0.0616805227103403	0.941378361434338	0.87594807160056	0.374273499368249	0.460202119737984	0.339145719837985	GSE189357
TNFAIP6	IFN	limma-voom	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
TNFSF10	IFN	limma-voom	4	-0.927808456085746	0.981224697293074	0.344372205974804	0.414130317883002	0.941378361434338	0.891903687512345	3.3093508694648	0.891711982053839	0.284395474814856	GSE189357
TOR1B	IFN	limma-voom	4	0.038023188915224	0.210955182613121	0.856961824639268	0.868449787447826	0.985819909441568	0.979857316328648	0	0	0.320166592018237	GSE189357
TRAFD1	IFN	limma-voom	4	0.173262142943658	0.28859786877789	0.548267433031534	0.590591228837539	0.947398972740496	0.925347763431136	0.207958921998529	0.630836913792932	0.28617273986648	GSE131907
TRIM14	IFN	limma-voom	4	0.25590042321734	0.458432130177985	0.576702446987545	0.61565460024897	0.950468793435205	0.93019646056209	0.558497649959491	0.674928298918974	0.302754480620993	GSE189357
TRIM21	IFN	limma-voom	4	-0.275033161465325	0.464615605108064	0.553878371661755	0.595527204976441	0.948085574367397	0.926278287320808	0.544444425862769	0.651175895937216	0.284895414767382	GSE123902
TRIM25	IFN	limma-voom	4	-0.248194495064632	0.219261934572972	0.257653637711082	0.339953232659709	0.941378361434338	0.883308714507633	0	0	0.391385210496009	GSE189357
TRIM26	IFN	limma-voom	4	-0.0581141692552796	0.180859399838289	0.747966112996322	0.769051229477625	0.971324758065049	0.960720182071146	0.00715960821678051	0.0533536021632969	0.356387405642319	GSE189357
TRIM5	IFN	limma-voom	4	-0.308483320751811	0.629781113575873	0.624256854352185	0.657840288471209	0.954769100723871	0.93746404990898	1.1637777612666	0.811267674192731	0.302619915002784	GSE189357
TUBA1A	TJ	limma-voom	4	-0.0485136291150008	0.753244030990115	0.948646747509424	0.952698214919851	0.994556513599593	0.992485934273849	1.31979679599071	0.606997478152343	0.356800529365302	GSE189357
TUBA1B	TJ	limma-voom	4	-0.397581126473683	0.215600228445492	0.0651734710974822	0.162379647518629	0.941378361434338	0.87594807160056	0	0	0.421884396239837	GSE131907
TUBA1C	TJ	limma-voom	4	-0.522603556092564	0.197570420482801	0.00816545178573766	0.0773140320080689	0.941378361434338	0.87594807160056	0	0	0.346347499406623	GSE189357
TUBA4A	TJ	limma-voom	4	-0.0769878208824213	0.614974526355076	0.900374215230379	0.908292188205336	0.990760163346251	0.986597543139025	1.11504799747841	0.750886711428733	0.277397121544861	GSE123902
TXNIP	IFN	limma-voom	4	0.100100005258872	0.307584405162964	0.744848734475498	0.766225404294225	0.970572290003802	0.959480934139309	0	0	0.338833756909245	GSE123902
UBA7	IFN	limma-voom	4	-0.654790803822572	0.575885000058114	0.255531346926608	0.338130934629709	0.941378361434338	0.883308714507633	0.958802104456231	0.754568420269972	0.313764845360741	GSE189357
UBE2L6	IFN	limma-voom	4	-0.862877049994608	0.231538257400799	0.000193991756446515	0.0336509252588333	0.941378361434338	0.87594807160056	0	0	0.357836844388986	GSE123902
UPP1	IFN	limma-voom	4	-0.676011015526081	0.472398047536119	0.152424506571399	0.247809947607712	0.941378361434338	0.87594807160056	0.531498345537203	0.616373902140326	0.323372442742295	GSE123902
USP18	IFN	limma-voom	4	0.268886367187384	0.229996266912654	0.242367317280692	0.326810282520125	0.941378361434338	0.883308714507633	0	0	0.513950372991632	GSE189357
VAMP5	IFN	limma-voom	4	-0.650853507955461	0.31090825633068	0.0363139890985772	0.127364144701748	0.941378361434338	0.87594807160056	0	0	0.447647234693023	GSE189357
VAMP8	IFN	limma-voom	4	0.538813401710086	0.26886690708757	0.045068419013794	0.138785064261844	0.941378361434338	0.87594807160056	0	0	0.532288610925834	GSE189357
VASP	TJ	limma-voom	4	-0.603483403539335	0.203885108197515	0.00307719946964445	0.0595478575425603	0.941378361434338	0.87594807160056	0.0274841023060639	0.158817738235354	0.392688342795207	GSE189357
VCAM1	IFN	limma-voom	2	-3.98061182683673	2.43674822174384	0.102348047395879	0.349700657065502	0.941378361434338	NA	8.27413276922891	0.620827118452292	0.665041867394087	GSE189357
VIM	TJ	limma-voom	4	-2.21406594831357	0.560544789693872	7.82012857678349e-05	0.0289473463406247	0.941378361434338	0.87594807160056	0.525599527793207	0.421417046535454	0.415281116393637	GSE189357
WAS	TJ	limma-voom	4	-1.83734186790853	0.352501655224034	1.86520763568784e-07	0.0137288440290644	0.941378361434338	0.87594807160056	0.037317300516737	0.0713512904150445	0.342144448811431	GSE123902
WHAMM	TJ	limma-voom	4	-0.0737302935683607	0.252223330557706	0.77004084828677	0.789091680334978	0.975598205697415	0.965661760690782	0.0937771102534589	0.368880188423348	0.339118534946719	GSE189357
WNT11	TJ	limma-voom	2	0.680102817804628	1.33155736106677	0.609520920027717	0.699377657031468	0.960724887050143	NA	1.8925849132735	0.464249583881371	0.680379407042264	GSE189357
XAF1	IFN	limma-voom	4	-2.61248742037611	1.33954270562496	0.0511423929592053	0.146233316778638	0.941378361434338	0.87594807160056	6.24192415987282	0.889598215125447	0.277445555666873	GSE189357
XCL1	IFN|chemokine	limma-voom	2	-1.45553290399784	1.1456206732742	0.203899796973651	0.424506355419841	0.941378361434338	NA	0	0	0.642076527366105	GSE189357
XCL2	chemokine	limma-voom	2	-2.73012920711056	1.01404522807415	0.00709578844116134	0.226404269505193	0.941378361434338	NA	0.8992936050915	0.432414798153529	0.552725184557227	GSE189357
YBX3	TJ	limma-voom	4	-0.155881035868387	0.253510651365297	0.538627702196715	0.582122180675436	0.947398972740496	0.925078995573034	0.0228549309493594	0.0781848289798683	0.505630497241339	GSE189357
ZBP1	IFN	limma-voom	3	-1.95274584564945	1.03631705870836	0.0595226317639345	0.200199443840909	0.941378361434338	0.87594807160056	1.603219721412	0.50452457794249	0.401871775607041	GSE205335
ZEB1	TJ	limma-voom	3	-2.85341373978576	1.10087778924063	0.00954352647678887	0.122165063794021	0.941378361434338	0.87594807160056	2.45130169860155	0.69993840730711	0.425078510036465	GSE189357
ZNFX1	IFN	limma-voom	4	-0.725187246276621	0.292363285170658	0.0131223292923743	0.0892358357894155	0.941378361434338	0.87594807160056	0.185217062427566	0.548744838017961	0.304702806850887	GSE189357
ACTB	TJ	edgeR-QL	4	-0.384460042959525	0.297107430217303	0.19566190020169	0.286275105120808	0.909018311673697	0.854777704955369	0.199082133400509	0.582719852091442	0.330503756211125	GSE131907
ACTG1	TJ	edgeR-QL	4	-0.311668886556982	0.222012030365307	0.160367146610206	0.254977480014464	0.909018311673697	0.853828235683129	0	0	0.362656381556892	GSE131907
ACTN1	TJ	edgeR-QL	4	-0.35272659204646	0.515124078251512	0.493507352826888	0.542665987556354	0.923204652165822	0.902233199344258	0.676887801113578	0.674532785131973	0.309753320047139	GSE205335
ACTN4	TJ	edgeR-QL	4	-0.226765056528081	0.315682341680734	0.472551962031066	0.524442245374742	0.921466864001263	0.898838018650212	0.190142601686914	0.491502869608962	0.351291052201881	GSE189357
ACTR2	TJ	edgeR-QL	4	-0.172467769996117	0.280898972341245	0.539225205371834	0.58264671414025	0.930189224391843	0.913674798972207	0.210338052441702	0.668681885068012	0.272030789075962	GSE131907
ACTR3	TJ	edgeR-QL	4	-0.445881446852916	0.321960278080944	0.166084322007389	0.260103998305776	0.909018311673697	0.853828235683129	0.276375548078126	0.678340485117201	0.283935750230425	GSE131907
ACTR3B	TJ	edgeR-QL	3	0.244371827692128	0.451175654324203	0.588071041405735	0.642341360839067	0.943828573791909	0.930671724040433	0.305636584663639	0.500551586666599	0.390533925411785	GSE205335
ACTR3C	TJ	edgeR-QL	4	-0.100044305744358	0.276238713233229	0.717227888257968	0.741236621218017	0.956503338100466	0.949141525128072	0	0	0.407683870032688	GSE189357
ADAR	IFN	edgeR-QL	4	-0.191097693635335	0.183275049349652	0.297095347859862	0.373727023125779	0.909018311673697	0.865576532670337	0	0	0.384177568441176	GSE189357
AFDN	TJ	edgeR-QL	3	0.677745032512275	0.581672842368626	0.24395207427558	0.364124028761133	0.909018311673697	0.863495382907191	0.761588471781761	0.7550129685099	0.35390608899568	GSE189357
AMOT	TJ	edgeR-QL	4	0.951610059967571	0.384986384816798	0.0134434005067755	0.0899206301063322	0.909018311673697	0.853828235683129	0	0	0.634221805213985	GSE189357
AMOTL1	TJ	edgeR-QL	4	0.459871197274959	0.621904468587308	0.459629946694328	0.513235318261634	0.918637303021575	0.894840872545579	0.80824171921636	0.548033594502771	0.408401694904234	GSE189357
AMOTL2	TJ	edgeR-QL	4	-0.158025325700054	0.40064426461952	0.69326505698906	0.719632050265453	0.953380903767395	0.944845801544542	0.26371031102882	0.415193655405206	0.413593984105708	GSE189357
APC	TJ	edgeR-QL	4	0.113696148488351	0.26758252694911	0.670908668000744	0.699542349299592	0.950554054432412	0.940708040176648	0	0	0.306291626787205	GSE205335
APOL6	IFN	edgeR-QL	4	-0.358026598164281	0.42731535020511	0.402114385329276	0.463612826706673	0.912430299791093	0.881184990302209	0.394872697260424	0.558098597883275	0.377166529004637	GSE189357
