ligand	receptor	pathway	n_sender_high	n_receiver_high	ligand_mean_high	receptor_mean_high	ligand_frac_high	receptor_frac_high	cpdb_mean_score_high	product_score_high	pass_expr_prop_high	Patient	n_sender_low	n_receiver_low	ligand_mean_low	receptor_mean_low	ligand_frac_low	receptor_frac_low	cpdb_mean_score_low	product_score_low	pass_expr_prop_low	delta_high_minus_low	pass_either
GLS2+SLC1A2	GRIK1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A2	GRIK1+GRIK4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A2	GRIK1+GRIK5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A2	GRIK2	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A2	GRIK2+GRIK4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A2	GRIK2+GRIK5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A2	GRIN1+GRIN2A	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A2	GRIN1+GRIN2D	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A2	GRM1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A2	GRM4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A2	GRM5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A2	GRM7	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A2	GRM8	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRIA1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRIA3	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRIA4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRIK1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRIK1+GRIK4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRIK1+GRIK5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRIK2	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRIK2+GRIK4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRIK2+GRIK5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRIN1+GRIN2A	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRIN1+GRIN2D	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRM1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRM4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRM5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRM7	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A3	GRM8	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRIA1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRIA3	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRIA4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRIK1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRIK1+GRIK4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRIK1+GRIK5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRIK2	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRIK2+GRIK4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRIK2+GRIK5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRIN1+GRIN2A	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRIN1+GRIN2D	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRM1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRM4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRM5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRM7	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A6	GRM8	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRIA1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRIA3	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRIA4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRIK1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRIK1+GRIK4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRIK1+GRIK5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRIK2	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRIK2+GRIK4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRIK2+GRIK5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRIN1+GRIN2A	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRIN1+GRIN2D	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRM1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRM4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRM5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRM7	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A7	GRM8	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GNRH1	GNRHR	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GNRH1	GNRHR2	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GP1BA	ITGAM+ITGB2	other	23	177	0.0	0.0716191828250885	0.0	0.03389830508474576	0.03580959141254425	0.0	False	P38	20	177	0.0	0.0716191828250885	0.0	0.03389830508474576	0.03580959141254425	0.0	False	0.0	False
GRP	GRPR	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
HBEGF	EGFR	other	23	177	0.05509186163544655	0.01781242899596691	0.043478260869565216	0.011299435028248588	0.03645214531570673	0.0009813198736370252	False	P38	20	177	0.09829634428024292	0.01781242899596691	0.1	0.011299435028248588	0.058054386638104916	0.0017508966530549452	False	-0.021602241322398186	False
HBEGF	ERBB2	other	23	177	0.05509186163544655	0.023037005215883255	0.043478260869565216	0.011299435028248588	0.0390644334256649	0.0012691515038485007	False	P38	20	177	0.09829634428024292	0.023037005215883255	0.1	0.011299435028248588	0.06066667474806309	0.0022644533958862123	False	-0.021602241322398186	False
HBEGF	ERBB4	other	23	177	0.05509186163544655	0.0	0.043478260869565216	0.0	0.027545930817723274	0.0	False	P38	20	177	0.09829634428024292	0.0	0.1	0.0	0.04914817214012146	0.0	False	-0.021602241322398186	False
HDC	HRH1	other	23	177	0.0	0.0229288712143898	0.0	0.011299435028248588	0.0114644356071949	0.0	False	P38	20	177	0.0	0.0229288712143898	0.0	0.011299435028248588	0.0114644356071949	0.0	False	0.0	False
HDC	HRH2	other	23	177	0.0	0.07267806679010391	0.0	0.03389830508474576	0.036339033395051956	0.0	False	P38	20	177	0.0	0.07267806679010391	0.0	0.03389830508474576	0.036339033395051956	0.0	False	0.0	False
HEBP1	FPR3	other	23	177	0.0	0.011778019368648529	0.0	0.005649717514124294	0.0058890096843242645	0.0	False	P38	20	177	0.10227306187152863	0.011778019368648529	0.1	0.005649717514124294	0.05702554062008858	0.0012045741036138535	False	-0.05113653093576431	False
HFE	TFRC	other	23	177	0.04201338067650795	0.06424988061189651	0.043478260869565216	0.03954802259887006	0.05313163064420223	0.002699354692567796	False	P38	20	177	0.10536154359579086	0.06424988061189651	0.05	0.03954802259887006	0.08480571210384369	0.006769466597114693	False	-0.03167408145964146	False
HGF	MET	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
HSD17B1	ESR1	other	23	177	0.06233145296573639	0.006272384896874428	0.043478260869565216	0.005649717514124294	0.03430191893130541	0.0003909668641825237	False	P38	20	177	0.0	0.006272384896874428	0.0	0.005649717514124294	0.003136192448437214	0.0	False	0.031165726482868195	False
HSD17B1	ESR2	other	23	177	0.06233145296573639	0.0	0.043478260869565216	0.0	0.031165726482868195	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.031165726482868195	False
HSD17B1	GPER1	other	23	177	0.06233145296573639	0.0	0.043478260869565216	0.0	0.031165726482868195	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.031165726482868195	False
HSD17B1	NR1I2	other	23	177	0.06233145296573639	0.0	0.043478260869565216	0.0	0.031165726482868195	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.031165726482868195	False
HSD17B12	AR	other	23	177	0.5818060040473938	0.0	0.391304347826087	0.0	0.2909030020236969	0.0	False	P38	20	177	0.07903507351875305	0.0	0.1	0.0	0.039517536759376526	0.0	False	0.2513854652643204	False
HSD17B3	AR	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
HSD17B6	NR1H4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.038015805184841156	0.0	0.05	0.0	0.019007902592420578	0.0	False	-0.019007902592420578	False
IAPP	CALCR	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IAPP	CALCR+RAMP1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IAPP	CALCR+RAMP2	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IAPP	CALCR+RAMP3	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
ICAM1	ITGAL	other	23	177	0.07789675891399384	0.4562333822250366	0.13043478260869565	0.21468926553672316	0.26706507056951523	0.03553910178369968	True	P38	20	177	0.2194869965314865	0.4562333822250366	0.2	0.21468926553672316	0.33786018937826157	0.10013729478197497	True	-0.07079511880874634	True
ICAM1	ITGAL+ITGB2	other	23	177	0.07789675891399384	0.2589714527130127	0.13043478260869565	0.12994350282485875	0.16843410581350327	0.020173036817592305	True	P38	20	177	0.2194869965314865	0.2589714527130127	0.2	0.12994350282485875	0.2392292246222496	0.05684086634337504	True	-0.07079511880874634	True
ICAM1	ITGAM+ITGB2	other	23	177	0.07789675891399384	0.0716191828250885	0.13043478260869565	0.03389830508474576	0.07475797086954117	0.005578902218143167	False	P38	20	177	0.2194869965314865	0.0716191828250885	0.2	0.03389830508474576	0.1455530896782875	0.015719479332318098	False	-0.07079511880874634	False
ICAM1	ITGAX+ITGB2	other	23	177	0.07789675891399384	0.0	0.13043478260869565	0.0	0.03894837945699692	0.0	False	P38	20	177	0.2194869965314865	0.0	0.2	0.0	0.10974349826574326	0.0	False	-0.07079511880874634	False
ICAM1	SPN	other	23	177	0.07789675891399384	0.48654115200042725	0.13043478260869565	0.23163841807909605	0.28221895545721054	0.03789997881911411	True	P38	20	177	0.2194869965314865	0.48654115200042725	0.2	0.23163841807909605	0.3530140742659569	0.10678945614154323	True	-0.07079511880874634	True
ICAM2	CD209	other	23	177	0.0	0.009986389428377151	0.0	0.005649717514124294	0.004993194714188576	0.0	False	P38	20	177	0.0	0.009986389428377151	0.0	0.005649717514124294	0.004993194714188576	0.0	False	0.0	False
ICAM2	ITGAL+ITGB2	other	23	177	0.0	0.2589714527130127	0.0	0.12994350282485875	0.12948572635650635	0.0	False	P38	20	177	0.0	0.2589714527130127	0.0	0.12994350282485875	0.12948572635650635	0.0	False	0.0	False
ICAM3	CD209	other	23	177	0.03794824331998825	0.009986389428377151	0.08695652173913043	0.005649717514124294	0.0239673163741827	0.0003789659359162145	False	P38	20	177	0.0	0.009986389428377151	0.0	0.005649717514124294	0.004993194714188576	0.0	False	0.018974121659994125	False
ICAM3	ITGAD+ITGB2	other	23	177	0.03794824331998825	0.0	0.08695652173913043	0.0	0.018974121659994125	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.018974121659994125	False
ICAM3	ITGAL+ITGB2	other	23	177	0.03794824331998825	0.2589714527130127	0.08695652173913043	0.12994350282485875	0.14845984801650047	0.009827511700484237	False	P38	20	177	0.0	0.2589714527130127	0.0	0.12994350282485875	0.12948572635650635	0.0	False	0.018974121659994125	False
ICAM4	ITGAL+ITGB2	other	23	177	0.0	0.2589714527130127	0.0	0.12994350282485875	0.12948572635650635	0.0	False	P38	20	177	0.0	0.2589714527130127	0.0	0.12994350282485875	0.12948572635650635	0.0	False	0.0	False
ICOSLG	ICOS	other	23	177	0.0	0.06565374881029129	0.0	0.03389830508474576	0.032826874405145645	0.0	False	P38	20	177	0.0	0.06565374881029129	0.0	0.03389830508474576	0.032826874405145645	0.0	False	0.0	False
IGF1	GPC3+IGF1R	other	23	177	0.053323306143283844	0.009986389428377151	0.043478260869565216	0.005649717514124294	0.0316548477858305	0.0005325073007554082	False	P38	20	177	0.0	0.009986389428377151	0.0	0.005649717514124294	0.004993194714188576	0.0	False	0.026661653071641922	False
IGF1	IGF1R	other	23	177	0.053323306143283844	0.010252092964947224	0.043478260869565216	0.005649717514124294	0.031787699554115534	0.0005466754917792874	False	P38	20	177	0.0	0.010252092964947224	0.0	0.005649717514124294	0.005126046482473612	0.0	False	0.026661653071641922	False
IGF1	ITGA6+ITGB4	other	23	177	0.053323306143283844	0.002768620615825057	0.043478260869565216	0.005649717514124294	0.02804596337955445	0.00014763200469224656	False	P38	20	177	0.0	0.002768620615825057	0.0	0.005649717514124294	0.0013843103079125285	0.0	False	0.026661653071641922	False
IGF1	ITGAV+ITGB3	other	23	177	0.053323306143283844	0.0	0.043478260869565216	0.0	0.026661653071641922	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.026661653071641922	False
IGF2	IGF1R	other	23	177	0.0	0.010252092964947224	0.0	0.005649717514124294	0.005126046482473612	0.0	False	P38	20	177	0.0	0.010252092964947224	0.0	0.005649717514124294	0.005126046482473612	0.0	False	0.0	False
IGF2	IGF2R	other	23	177	0.0	0.18670490384101868	0.0	0.096045197740113	0.09335245192050934	0.0	False	P38	20	177	0.0	0.18670490384101868	0.0	0.096045197740113	0.09335245192050934	0.0	False	0.0	False
IGFBP3	TMEM219	other	23	177	0.4443463981151581	0.10094255954027176	0.2608695652173913	0.05649717514124294	0.2726444788277149	0.044853462748244644	False	P38	20	177	0.5994950532913208	0.10094255954027176	0.35	0.05649717514124294	0.3502188064157963	0.06051456511095754	False	-0.07757432758808136	False
IGFL1	IGFLR1	other	23	177	0.0	0.005424089729785919	0.0	0.005649717514124294	0.0027120448648929596	0.0	False	P38	20	177	0.0	0.005424089729785919	0.0	0.005649717514124294	0.0027120448648929596	0.0	False	0.0	False
IGFL2	IGFLR1	other	23	177	0.0	0.005424089729785919	0.0	0.005649717514124294	0.0027120448648929596	0.0	False	P38	20	177	0.0	0.005424089729785919	0.0	0.005649717514124294	0.0027120448648929596	0.0	False	0.0	False
IGFL3	IGFLR1	other	23	177	0.0	0.005424089729785919	0.0	0.005649717514124294	0.0027120448648929596	0.0	False	P38	20	177	0.0	0.005424089729785919	0.0	0.005649717514124294	0.0027120448648929596	0.0	False	0.0	False
IHH	BOC+PTCH1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IHH	CDON+PTCH1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IHH	GAS1+PTCH1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IHH	HHIP	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL11	IL11RA+IL6ST	other	23	177	0.0	0.010615264996886253	0.0	0.005649717514124294	0.005307632498443127	0.0	False	P38	20	177	0.15291139483451843	0.010615264996886253	0.15	0.005649717514124294	0.08176332991570234	0.001623194977211917	False	-0.07645569741725922	False
IL12A+IL12B	IL12RB1+IL12RB2	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL12B+IL23A	IL12RB1+IL23R	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL15	IL15RA+IL2RB	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL17C	IL17RA+IL17RE	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL18	IL18R1+IL18RAP	other	23	177	0.1632269322872162	0.023965811356902122	0.13043478260869565	0.011299435028248588	0.09359637182205915	0.003911865867561259	False	P38	20	177	0.0	0.023965811356902122	0.0	0.011299435028248588	0.011982905678451061	0.0	False	0.0816134661436081	False
IL19	IL20RA+IL20RB	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.058572620153427124	0.0	0.05	0.0	0.029286310076713562	0.0	False	-0.029286310076713562	False
IL1A	IL1R1+IL1RAP	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL1A	IL1R2+IL1RAP	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL1B	IL1R1+IL1RAP	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL1B	IL1R2+IL1RAP	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL1F10	IL1RAP+IL1RL2	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL1RAP	PTPRF	other	23	177	0.24631235003471375	0.06136031076312065	0.21739130434782608	0.02824858757062147	0.1538363303989172	0.015113802342924587	False	P38	20	177	0.10276796668767929	0.06136031076312065	0.1	0.02824858757062147	0.08206413872539997	0.006305874372450032	False	0.07177219167351723	False
IL1RN	IL1R1+IL1RAP	other	23	177	0.16471853852272034	0.0	0.08695652173913043	0.0	0.08235926926136017	0.0	False	P38	20	177	0.041019268333911896	0.0	0.05	0.0	0.020509634166955948	0.0	False	0.06184963509440422	False
IL1RN	IL1R2+IL1RAP	other	23	177	0.16471853852272034	0.0	0.08695652173913043	0.0	0.08235926926136017	0.0	False	P38	20	177	0.041019268333911896	0.0	0.05	0.0	0.020509634166955948	0.0	False	0.06184963509440422	False
IL20	IL20RA+IL20RB	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL20	IL20RB+IL22RA1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL21	IL21R+IL2RG	other	23	177	0.0	0.0784594863653183	0.0	0.03954802259887006	0.03922974318265915	0.0	False	P38	20	177	0.0	0.0784594863653183	0.0	0.03954802259887006	0.03922974318265915	0.0	False	0.0	False
IL24	IL20RA+IL20RB	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL24	IL20RB+IL22RA1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL33	IL1RAP+IL1RL1	other	23	177	0.3900717794895172	0.0	0.17391304347826086	0.0	0.1950358897447586	0.0	False	P38	20	177	1.8838512897491455	0.0	0.7	0.0	0.9419256448745728	0.0	False	-0.7468897551298141	False
IL34	CSF1R	other	23	177	0.0	0.032101016491651535	0.0	0.01694915254237288	0.016050508245825768	0.0	False	P38	20	177	0.0	0.032101016491651535	0.0	0.01694915254237288	0.016050508245825768	0.0	False	0.0	False
IL36A	IL1RAP+IL1RL2	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL36B	IL1RAP+IL1RL2	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL36G	IL1RAP+IL1RL2	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
IL36RN	IL1RAP+IL1RL2	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
