ligand	receptor	pathway	n_sender_high	n_receiver_high	ligand_mean_high	receptor_mean_high	ligand_frac_high	receptor_frac_high	cpdb_mean_score_high	product_score_high	pass_expr_prop_high	Patient	n_sender_low	n_receiver_low	ligand_mean_low	receptor_mean_low	ligand_frac_low	receptor_frac_low	cpdb_mean_score_low	product_score_low	pass_expr_prop_low	delta_high_minus_low	pass_either
GDF7	BMPR1A+BMPR2	other	23	177	0.0	0.007105115335434675	0.0	0.005649717514124294	0.0035525576677173376	0.0	False	P38	20	177	0.0	0.007105115335434675	0.0	0.005649717514124294	0.0035525576677173376	0.0	False	0.0	False
GDF7	BMPR1B+BMPR2	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GDF9	BMPR2+TGFBR1	other	23	177	0.0	0.016874875873327255	0.0	0.011299435028248588	0.008437437936663628	0.0	False	P38	20	177	0.0	0.016874875873327255	0.0	0.011299435028248588	0.008437437936663628	0.0	False	0.0	False
GDNF	GFRA1+RET	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GGT1	CYSLTR1	other	23	177	0.018850460648536682	0.06818138062953949	0.043478260869565216	0.03954802259887006	0.043515920639038086	0.0012852504325200353	False	P38	20	177	0.0	0.06818138062953949	0.0	0.03954802259887006	0.034090690314769745	0.0	False	0.009425230324268341	False
GGT1	CYSLTR2	other	23	177	0.018850460648536682	0.0	0.043478260869565216	0.0	0.009425230324268341	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.009425230324268341	False
GGT1+GGT5	CYSLTR1	other	23	177	0.018850460648536682	0.06818138062953949	0.043478260869565216	0.03954802259887006	0.043515920639038086	0.0012852504325200353	False	P38	20	177	0.0	0.06818138062953949	0.0	0.03954802259887006	0.034090690314769745	0.0	False	0.009425230324268341	False
GGT1+GGT5	CYSLTR2	other	23	177	0.018850460648536682	0.0	0.043478260869565216	0.0	0.009425230324268341	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.009425230324268341	False
GHRL	GPR39	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GIP	GIPR	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GJA1	GJA1	other	23	177	0.026751797646284103	0.0	0.043478260869565216	0.0	0.013375898823142052	0.0	False	P38	20	177	0.1847972571849823	0.0	0.25	0.0	0.09239862859249115	0.0	False	-0.0790227297693491	False
GJA1	GJA5	other	23	177	0.026751797646284103	0.0	0.043478260869565216	0.0	0.013375898823142052	0.0	False	P38	20	177	0.1847972571849823	0.0	0.25	0.0	0.09239862859249115	0.0	False	-0.0790227297693491	False
GJA3	GJA1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GJA3	GJA3	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GJA3	GJA5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GJA3	GJC1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GJA5	GJA5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GJC1	GJA1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GJC1	GJA5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GJC1	GJC1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC17A7	GRIA1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC17A7	GRIA3	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC17A7	GRIA4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC17A7	GRIK1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC17A7	GRIK1+GRIK4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC17A7	GRIK1+GRIK5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC17A7	GRIK2	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC17A7	GRIK2+GRIK4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC17A7	GRIK2+GRIK5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC17A7	GRIN1+GRIN2A	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC17A7	GRIN1+GRIN2D	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC17A7	GRM1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC17A7	GRM4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC17A7	GRM5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC17A7	GRM7	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC17A7	GRM8	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A1	GRIA1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A1	GRIA3	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A1	GRIA4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A1	GRIK1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A1	GRIK1+GRIK4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A1	GRIK1+GRIK5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A1	GRIK2	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A1	GRIK2+GRIK4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A1	GRIK2+GRIK5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A1	GRIN1+GRIN2A	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A1	GRIN1+GRIN2D	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A1	GRM1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A1	GRM4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A1	GRM5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A1	GRM7	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A1	GRM8	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A2	GRIA1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A2	GRIA3	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A2	GRIA4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A2	GRIK1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A2	GRIK1+GRIK4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A2	GRIK1+GRIK5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A2	GRIK2	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A2	GRIK2+GRIK4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A2	GRIK2+GRIK5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A2	GRIN1+GRIN2A	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A2	GRIN1+GRIN2D	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A2	GRM1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A2	GRM4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A2	GRM5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A2	GRM7	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A2	GRM8	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A3	GRIA1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A3	GRIA3	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A3	GRIA4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A3	GRIK1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A3	GRIK1+GRIK4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A3	GRIK1+GRIK5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A3	GRIK2	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A3	GRIK2+GRIK4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A3	GRIK2+GRIK5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A3	GRIN1+GRIN2A	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A3	GRIN1+GRIN2D	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A3	GRM1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A3	GRM4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A3	GRM5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A3	GRM7	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A3	GRM8	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A6	GRIA1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A6	GRIA3	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A6	GRIA4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A6	GRIK1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A6	GRIK1+GRIK4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A6	GRIK1+GRIK5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A6	GRIK2	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A6	GRIK2+GRIK4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A6	GRIK2+GRIK5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A6	GRIN1+GRIN2A	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A6	GRIN1+GRIN2D	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A6	GRM1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A6	GRM4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A6	GRM5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A6	GRM7	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A6	GRM8	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A7	GRIA1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A7	GRIA3	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A7	GRIA4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A7	GRIK1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A7	GRIK1+GRIK4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A7	GRIK1+GRIK5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A7	GRIK2	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A7	GRIK2+GRIK4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A7	GRIK2+GRIK5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A7	GRIN1+GRIN2A	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A7	GRIN1+GRIN2D	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A7	GRM1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A7	GRM4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A7	GRM5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A7	GRM7	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS+SLC1A7	GRM8	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC17A7	GRIA1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC17A7	GRIA3	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC17A7	GRIA4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC17A7	GRIK1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC17A7	GRIK1+GRIK4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC17A7	GRIK1+GRIK5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC17A7	GRIK2	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC17A7	GRIK2+GRIK4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC17A7	GRIK2+GRIK5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC17A7	GRIN1+GRIN2A	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC17A7	GRIN1+GRIN2D	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC17A7	GRM1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC17A7	GRM4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC17A7	GRM5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC17A7	GRM7	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC17A7	GRM8	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A1	GRIA1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A1	GRIA3	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A1	GRIA4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A1	GRIK1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A1	GRIK1+GRIK4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A1	GRIK1+GRIK5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A1	GRIK2	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A1	GRIK2+GRIK4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A1	GRIK2+GRIK5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A1	GRIN1+GRIN2A	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A1	GRIN1+GRIN2D	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A1	GRM1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A1	GRM4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A1	GRM5	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A1	GRM7	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A1	GRM8	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A2	GRIA1	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A2	GRIA3	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
GLS2+SLC1A2	GRIA4	other	23	177	0.0	0.0	0.0	0.0	0.0	0.0	False	P38	20	177	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
