interaction_name	axis	family	thesis_expect	cohort	patient	split	n_mal	n_high	n_low	n_tnk	prob_high	prob_low	pval_high	pval_low	detected	delta
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1072	pctpos	406	239	167	586	0.032840745767001	0	0	NA	TRUE	0.032840745767001
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE205335	P1076	q4q1	849	212	212	2089	0	0	NA	NA	FALSE	0
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE205335	P1076	q4q1	849	212	212	2089	0.00274257179422791	0	0	NA	TRUE	0.00274257179422791
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE205335	P1076	q4q1	849	212	212	2089	0.00164414690748194	0	0	NA	TRUE	0.00164414690748194
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE205335	P1076	q4q1	849	212	212	2089	0.00125107419766355	0	0	NA	TRUE	0.00125107419766355
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE205335	P1076	q4q1	849	212	212	2089	0	0	NA	NA	FALSE	0
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE205335	P1076	q4q1	849	212	212	2089	0.00263166593191623	0	0	NA	TRUE	0.00263166593191623
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE205335	P1076	q4q1	849	212	212	2089	0.00454214098172369	0	0	NA	TRUE	0.00454214098172369
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1076	q4q1	849	212	212	2089	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1076	q4q1	849	212	212	2089	0.000218981676081989	0	0	NA	TRUE	0.000218981676081989
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1076	q4q1	849	212	212	2089	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1076	q4q1	849	212	212	2089	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1076	q4q1	849	212	212	2089	0.00637456317869814	0	0	NA	TRUE	0.00637456317869814
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1076	q4q1	849	212	212	2089	0.00539332863797366	0	0	NA	TRUE	0.00539332863797366
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1076	q4q1	849	212	212	2089	0.0062850265827872	0	0	NA	TRUE	0.0062850265827872
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE205335	P1076	median	849	423	426	2089	0	0	NA	NA	FALSE	0
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE205335	P1076	median	849	423	426	2089	0.00509271037233249	0.000183353333625714	0	0	TRUE	0.00490935703870678
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE205335	P1076	median	849	423	426	2089	0.00266142844087115	0.000392260957161965	0	0	TRUE	0.00226916748370919
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE205335	P1076	median	849	423	426	2089	0.00202641669747913	0.000297053284152314	0	0	TRUE	0.00172936341332681
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE205335	P1076	median	849	423	426	2089	0	0	NA	NA	FALSE	0
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE205335	P1076	median	849	423	426	2089	0.00390750603054528	0	0	NA	TRUE	0.00390750603054528
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE205335	P1076	median	849	423	426	2089	0.00674091416976196	0	0	NA	TRUE	0.00674091416976196
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1076	median	849	423	426	2089	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1076	median	849	423	426	2089	0.000583374826381839	0	0	NA	TRUE	0.000583374826381839
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1076	median	849	423	426	2089	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1076	median	849	423	426	2089	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1076	median	849	423	426	2089	0.00939370216993682	0.00716222077422536	0	0	TRUE	0.00223148139571146
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1076	median	849	423	426	2089	0.00849855296843422	0.00551549119393685	0	0	TRUE	0.00298306177449737
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1076	median	849	423	426	2089	0.00924729506687902	0.00660790699494122	0	0	TRUE	0.0026393880719378
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE205335	P1076	pctpos	849	504	345	2089	0	0	NA	NA	FALSE	0
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE205335	P1076	pctpos	849	504	345	2089	0.00609514632157216	0	0	NA	TRUE	0.00609514632157216
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE205335	P1076	pctpos	849	504	345	2089	0.00319013951221847	0	0	NA	TRUE	0.00319013951221847
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE205335	P1076	pctpos	849	504	345	2089	0.00242907137744602	0	0	NA	TRUE	0.00242907137744602
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE205335	P1076	pctpos	849	504	345	2089	0	0	NA	NA	FALSE	0
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE205335	P1076	pctpos	849	504	345	2089	0.00461995516622128	0	0	NA	TRUE	0.00461995516622128
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE205335	P1076	pctpos	849	504	345	2089	0.00797173771210047	0	0	NA	TRUE	0.00797173771210047
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1076	pctpos	849	504	345	2089	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1076	pctpos	849	504	345	2089	0.00062396383743284	0	0	NA	TRUE	0.00062396383743284
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1076	pctpos	849	504	345	2089	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1076	pctpos	849	504	345	2089	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1076	pctpos	849	504	345	2089	0.0112341312752514	0.00516153931828655	0	0	TRUE	0.0060725919569649
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1076	pctpos	849	504	345	2089	0.0102223182552743	0.00366949239957024	0	0	TRUE	0.00655282585570403
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1076	pctpos	849	504	345	2089	0.0110493672741964	0.00462506670367356	0	0	TRUE	0.00642430057052283
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE205335	P1079	q4q1	543	135	135	501	0.0126398399509107	0	0	NA	TRUE	0.0126398399509107
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE205335	P1079	q4q1	543	135	135	501	0.0107109597227729	0	0	NA	TRUE	0.0107109597227729
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE205335	P1079	q4q1	543	135	135	501	0.0110613562999054	0	0	NA	TRUE	0.0110613562999054
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE205335	P1079	q4q1	543	135	135	501	0.000987345888551844	0	0	NA	TRUE	0.000987345888551844
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE205335	P1079	q4q1	543	135	135	501	0.00448972497068731	0.000577487471782676	0	0	TRUE	0.00391223749890463
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE205335	P1079	q4q1	543	135	135	501	0.0185692088617476	0	0	NA	TRUE	0.0185692088617476
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE205335	P1079	q4q1	543	135	135	501	0.0308226157390509	0	0	NA	TRUE	0.0308226157390509
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1079	q4q1	543	135	135	501	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1079	q4q1	543	135	135	501	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1079	q4q1	543	135	135	501	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1079	q4q1	543	135	135	501	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1079	q4q1	543	135	135	501	0.0315561405361923	0.0257860428580226	0	0	TRUE	0.00577009767816967
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1079	q4q1	543	135	135	501	0.0327890209745593	0.0284775107748169	0	0	TRUE	0.00431151019974237
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1079	q4q1	543	135	135	501	0.0300582959229337	0.0241439192206152	0	0	TRUE	0.00591437670231854
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE205335	P1079	median	543	271	272	501	0.0145257138777523	0	0	NA	TRUE	0.0145257138777523
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE205335	P1079	median	543	271	272	501	0.0118980567669441	0	0	NA	TRUE	0.0118980567669441
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE205335	P1079	median	543	271	272	501	0.0130969336516477	0	0	NA	TRUE	0.0130969336516477
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE205335	P1079	median	543	271	272	501	0.00117846028677806	2.6096708478977e-05	0	0	TRUE	0.00115236357829908
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE205335	P1079	median	543	271	272	501	0.00488612783686452	0.0010623645558653	0	0	TRUE	0.00382376328099922
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE205335	P1079	median	543	271	272	501	0.0202242458598041	0.00488797986751242	0	0	TRUE	0.0153362659922917
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE205335	P1079	median	543	271	272	501	0.0335922570351898	0.00899365032567684	0	0	TRUE	0.0245986067095129
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1079	median	543	271	272	501	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1079	median	543	271	272	501	7.07255542296392e-05	0	0	NA	TRUE	7.07255542296392e-05
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1079	median	543	271	272	501	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1079	median	543	271	272	501	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1079	median	543	271	272	501	0.0344306977324933	0.0297145004776307	0	0	TRUE	0.00471619725486266
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1079	median	543	271	272	501	0.0357955161354599	0.031681919338702	0	0	TRUE	0.00411359679675793
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1079	median	543	271	272	501	0.0328885251221338	0.0260479475363527	0	0	TRUE	0.00684057758578117
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE205335	P1079	pctpos	543	279	264	501	0.0149419072262811	0	0	NA	TRUE	0.0149419072262811
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE205335	P1079	pctpos	543	279	264	501	0.0123305322240028	0	0	NA	TRUE	0.0123305322240028
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE205335	P1079	pctpos	543	279	264	501	0.0135349003876367	0	0	NA	TRUE	0.0135349003876367
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE205335	P1079	pctpos	543	279	264	501	0.00121836449351624	0	0	NA	TRUE	0.00121836449351624
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE205335	P1079	pctpos	543	279	264	501	0.00503571648849238	0.00091913653466425	0	0	TRUE	0.00411657995382813
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE205335	P1079	pctpos	543	279	264	501	0.0208405706139177	0.00424320343970082	0	0	TRUE	0.0165973671742168
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE205335	P1079	pctpos	543	279	264	501	0.0346118557705468	0.00783557064640109	0	0	TRUE	0.0267762851241457
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1079	pctpos	543	279	264	501	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1079	pctpos	543	279	264	501	0.000109621819411545	0	0	NA	TRUE	0.000109621819411545
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1079	pctpos	543	279	264	501	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1079	pctpos	543	279	264	501	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1079	pctpos	543	279	264	501	0.0354239690525756	0.0286082551348306	0	0	TRUE	0.00681571391774506
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1079	pctpos	543	279	264	501	0.0368482754534704	0.0305097230937707	0	0	TRUE	0.00633855235969972
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1079	pctpos	543	279	264	501	0.0338549635256742	0.0249637452171409	0	0	TRUE	0.00889121830853329
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE205335	P1084	q4q1	196	49	49	2350	0.00423165842513203	0.00252896152875465	0	0	TRUE	0.00170269689637738
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE205335	P1084	q4q1	196	49	49	2350	0.00210006097743785	0.00116946933366098	0	0	TRUE	0.000930591643776865
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE205335	P1084	q4q1	196	49	49	2350	0.0017957108304455	0.000958410140287003	0	0	TRUE	0.000837300690158501
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE205335	P1084	q4q1	196	49	49	2350	0.00177681294472797	0.000947844452458504	0	0	TRUE	0.000828968492269468
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE205335	P1084	q4q1	196	49	49	2350	0	0	NA	NA	FALSE	0
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE205335	P1084	q4q1	196	49	49	2350	0.00415472473224012	0.00294298662623392	0	0	TRUE	0.0012117381060062
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE205335	P1084	q4q1	196	49	49	2350	0.00510842996858895	0.00368662973636572	0	0	TRUE	0.00142180023222323
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1084	q4q1	196	49	49	2350	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1084	q4q1	196	49	49	2350	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1084	q4q1	196	49	49	2350	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1084	q4q1	196	49	49	2350	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1084	q4q1	196	49	49	2350	0	0	NA	NA	FALSE	0
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1084	q4q1	196	49	49	2350	0.0049195676472975	0.00500432985402989	0	0	TRUE	-8.47622067323877e-05
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1084	q4q1	196	49	49	2350	0	0	NA	NA	FALSE	0
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE205335	P1084	median	196	98	98	2350	0.00809892890525864	0.00644537417888935	0	0	TRUE	0.00165355472636929
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE205335	P1084	median	196	98	98	2350	0.00419856967003767	0.00329056129203571	0	0	TRUE	0.000908008378001959
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE205335	P1084	median	196	98	98	2350	0.00355532705552873	0.00278895691666627	0	0	TRUE	0.000766370138862452
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE205335	P1084	median	196	98	98	2350	0.00351818135856218	0.00275912721678902	0	0	TRUE	0.000759054141773159
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE205335	P1084	median	196	98	98	2350	0	0	NA	NA	FALSE	0
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE205335	P1084	median	196	98	98	2350	0.00802482669670473	0.00700660924618784	0	0	TRUE	0.00101821745051689
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE205335	P1084	median	196	98	98	2350	0.00983910293323674	0.00866319346751921	0	0	TRUE	0.00117590946571753
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1084	median	196	98	98	2350	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1084	median	196	98	98	2350	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1084	median	196	98	98	2350	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1084	median	196	98	98	2350	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1084	median	196	98	98	2350	0.00889768561754995	0.00899920864398487	0	0	TRUE	-0.000101523026434918
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1084	median	196	98	98	2350	0.00911058521042434	0.00919418858183497	0	0	TRUE	-8.3603371410633e-05
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1084	median	196	98	98	2350	0.00900812913284532	0.00908698458613545	0	0	TRUE	-7.88554532901303e-05
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE205335	P1084	pctpos	196	170	26	2350	0.0139919362526249	0.000413706730006272	0	0	TRUE	0.0135782295226186
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE205335	P1084	pctpos	196	170	26	2350	0.00740285867147239	6.1884407023637e-05	0	0	TRUE	0.00734097426444875
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE205335	P1084	pctpos	196	170	26	2350	0.00623780144529769	0.000105069474949772	0	0	TRUE	0.00613273197034792
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE205335	P1084	pctpos	196	170	26	2350	0.00617271138397651	0.000103864493659728	0	0	TRUE	0.00606884689031679
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE205335	P1084	pctpos	196	170	26	2350	0	0	NA	NA	FALSE	0
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE205335	P1084	pctpos	196	170	26	2350	0.0144400466064777	0	0	NA	TRUE	0.0144400466064777
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE205335	P1084	pctpos	196	170	26	2350	0.0176612233708221	0	0	NA	TRUE	0.0176612233708221
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1084	pctpos	196	170	26	2350	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1084	pctpos	196	170	26	2350	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1084	pctpos	196	170	26	2350	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1084	pctpos	196	170	26	2350	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1084	pctpos	196	170	26	2350	0.0155353002435729	0	0	NA	TRUE	0.0155353002435729
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1084	pctpos	196	170	26	2350	0.0158490133041269	0.00239267250905353	0	0	TRUE	0.0134563407950733
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1084	pctpos	196	170	26	2350	0.0156407395480344	0.00239319232997061	0	0	TRUE	0.0132475472180637
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE205335	P1089	q4q1	1063	265	265	272	0	0	NA	NA	FALSE	0
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE205335	P1089	q4q1	1063	265	265	272	0	0	NA	NA	FALSE	0
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE205335	P1089	q4q1	1063	265	265	272	0.00204635727444867	0.00110611761824441	0	0	TRUE	0.000940239656204257
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE205335	P1089	q4q1	1063	265	265	272	0	0	NA	NA	FALSE	0
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE205335	P1089	q4q1	1063	265	265	272	0	0	NA	NA	FALSE	0
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE205335	P1089	q4q1	1063	265	265	272	0	0	NA	NA	FALSE	0
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE205335	P1089	q4q1	1063	265	265	272	0	0	NA	NA	FALSE	0
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1089	q4q1	1063	265	265	272	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1089	q4q1	1063	265	265	272	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1089	q4q1	1063	265	265	272	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1089	q4q1	1063	265	265	272	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1089	q4q1	1063	265	265	272	0	0	NA	NA	FALSE	0
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1089	q4q1	1063	265	265	272	0	0	NA	NA	FALSE	0
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1089	q4q1	1063	265	265	272	0	0	NA	NA	FALSE	0
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE205335	P1089	median	1063	531	532	272	0	0	NA	NA	FALSE	0
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE205335	P1089	median	1063	531	532	272	0	0	NA	NA	FALSE	0
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE205335	P1089	median	1063	531	532	272	0.00163620271447903	0.00138777473915195	0	0	TRUE	0.000248427975327075
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE205335	P1089	median	1063	531	532	272	0	0	NA	NA	FALSE	0
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE205335	P1089	median	1063	531	532	272	0	0	NA	NA	FALSE	0
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE205335	P1089	median	1063	531	532	272	0	0	NA	NA	FALSE	0
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE205335	P1089	median	1063	531	532	272	0	0	NA	NA	FALSE	0
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1089	median	1063	531	532	272	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1089	median	1063	531	532	272	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1089	median	1063	531	532	272	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1089	median	1063	531	532	272	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1089	median	1063	531	532	272	0	0	NA	NA	FALSE	0
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1089	median	1063	531	532	272	0	0	NA	NA	FALSE	0
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1089	median	1063	531	532	272	0	0	NA	NA	FALSE	0
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE205335	P1089	pctpos	1063	933	130	272	0	0	NA	NA	FALSE	0
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE205335	P1089	pctpos	1063	933	130	272	0	0	NA	NA	FALSE	0
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE205335	P1089	pctpos	1063	933	130	272	0.00303499079673539	0	0	NA	TRUE	0.00303499079673539
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE205335	P1089	pctpos	1063	933	130	272	0	0	NA	NA	FALSE	0
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE205335	P1089	pctpos	1063	933	130	272	0	0	NA	NA	FALSE	0
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE205335	P1089	pctpos	1063	933	130	272	0	0	NA	NA	FALSE	0
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE205335	P1089	pctpos	1063	933	130	272	0	0	NA	NA	FALSE	0
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1089	pctpos	1063	933	130	272	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1089	pctpos	1063	933	130	272	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1089	pctpos	1063	933	130	272	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1089	pctpos	1063	933	130	272	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1089	pctpos	1063	933	130	272	0	0	NA	NA	FALSE	0
