interaction_name	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	ligand_class	pair_origin	method	n_sender_high	n_receiver_high	ligand_mean_high	receptor_mean_high	ligand_prop_high	receptor_prop_high	detected_high	score_high	n_sender_low	n_receiver_low	ligand_mean_low	receptor_mean_low	ligand_prop_low	receptor_prop_low	detected_low	score_low	delta	pass_either	cohort	patient	destination	rule
PODXL2_SELL	other	Signaling by Podocalyxin-like protein	PODXL2	SELL	PODXL2	SELL	other	cellphonedb_v5_interactors	liana_cpdb	676	1780	0.1298481673002243	0.3134936988353729	0.13905325531959534	0.15056179463863373	True	0.22167093306779861	676	1780	0.13283385336399078	0.3134936988353729	0.15976330637931824	0.15056179463863373	True	0.22316377609968185	-0.0014928430318832397	True	GSE131907	P3013	TNK	median
PPIA_BSG	other		PPIA	BSG	PPIA	BSG	other	cellphonedb_v5_interactors	liana_cpdb	676	1780	1.4052900075912476	0.4664527475833893	0.6952662467956543	0.22808988392353058	True	0.9358713775873184	676	1780	1.375791311264038	0.4664527475833893	0.6730769276618958	0.22808988392353058	True	0.9211220294237137	0.014749348163604736	True	GSE131907	P3013	TNK	median
SFTPD_ADGRE5	other		SFTPD	ADGRE5	SFTPD	ADGRE5	other	cellphonedb_v5_interactors	liana_cpdb	676	1780	1.0512464046478271	0.2197512537240982	0.610946774482727	0.1117977499961853	True	0.6354988291859627	676	1780	1.1130683422088623	0.2197512537240982	0.63165682554245	0.1117977499961853	True	0.6664097979664803	-0.030910968780517578	True	GSE131907	P3013	TNK	median
SPP1_CD44	SPP1	Secreted Signaling	SPP1	CD44	SPP1	CD44	other	cellchatdb_v2	cellchat	451	656	0.198801651597023	0.23521368205547333	0.2838137447834015	0.3125	True	0.08552343660149588	451	656	0.26476597785949707	0.23521368205547333	0.28159645199775696	0.3125	True	0.11075791290481271	-0.025234476303316836	True	GSE131907	P3013	B	tertile
ANGPTL4_SDC1	ANGPTL	Secreted Signaling	ANGPTL4	SDC1	ANGPTL4	SDC1	other	cellchatdb_v2	cellchat	451	656	0.002992731984704733	0.23189981281757355	0.10643015801906586	0.3201219439506531	True	0.0013861040229734415	451	656	0.0	0.23189981281757355	0.04212860390543938	0.3201219439506531	False	0.0	0.0013861040229734415	True	GSE131907	P3013	B	tertile
ANGPTL4_SDC4	ANGPTL	Secreted Signaling	ANGPTL4	SDC4	ANGPTL4	SDC4	other	cellchatdb_v2	cellchat	451	656	0.002992731984704733	0.00771205872297287	0.10643015801906586	0.12042682617902756	True	4.615811894603172e-05	451	656	0.0	0.00771205872297287	0.04212860390543938	0.12042682617902756	False	0.0	4.615811894603172e-05	True	GSE131907	P3013	B	tertile
MDK_SDC1	MK	Secreted Signaling	MDK	SDC1	MDK	SDC1	other	cellchatdb_v2	cellchat	451	656	0.1872415989637375	0.23189981281757355	0.2549889087677002	0.3201219439506531	True	0.07990355256676546	451	656	0.2686179280281067	0.23189981281757355	0.28159645199775696	0.3201219439506531	True	0.11078300542026503	-0.030879452853499578	True	GSE131907	P3013	B	tertile
MDK_SDC4	MK	Secreted Signaling	MDK	SDC4	MDK	SDC4	other	cellchatdb_v2	cellchat	451	656	0.1872415989637375	0.00771205872297287	0.2549889087677002	0.12042682617902756	True	0.002879719677893841	451	656	0.2686179280281067	0.00771205872297287	0.28159645199775696	0.12042682617902756	True	0.004126099238444755	-0.0012463795605509136	True	GSE131907	P3013	B	tertile
MDK_NCL	MK	Secreted Signaling	MDK	NCL	MDK	NCL	other	cellchatdb_v2	cellchat	451	656	0.1872415989637375	0.14177118241786957	0.2549889087677002	0.2515243887901306	True	0.05041437967685052	451	656	0.2686179280281067	0.14177118241786957	0.28159645199775696	0.2515243887901306	True	0.07077408530333497	-0.020359705626484446	True	GSE131907	P3013	B	tertile
FN1_CD44	FN1	ECM-Receptor	FN1	CD44	FN1	CD44	other	cellchatdb_v2	cellchat	451	656	0.5096363425254822	0.23521368205547333	0.4101995527744293	0.3125	True	0.19338373412476234	451	656	0.2762109041213989	0.23521368205547333	0.2771618664264679	0.3125	True	0.11499503803790961	0.07838869608685273	True	GSE131907	P3013	B	tertile
LAMA5_CD44	LAMININ	ECM-Receptor	LAMA5	CD44	LAMA5	CD44	other	cellchatdb_v2	cellchat	451	656	0.08389802277088165	0.23521368205547333	0.2039911299943924	0.3125	True	0.03796935406103184	451	656	0.001842654193751514	0.23521368205547333	0.10421285778284073	0.3125	True	0.0008660842032728464	0.037103269857759	True	GSE131907	P3013	B	tertile
LAMB2_CD44	LAMININ	ECM-Receptor	LAMB2	CD44	LAMB2	CD44	other	cellchatdb_v2	cellchat	451	656	0.03022792562842369	0.23521368205547333	0.14412416517734528	0.3125	True	0.01402066885662052	451	656	0.020298462361097336	0.23521368205547333	0.13303770124912262	0.3125	True	0.009458632118587844	0.004562036738032675	True	GSE131907	P3013	B	tertile
LAMB3_CD44	LAMININ	ECM-Receptor	LAMB3	CD44	LAMB3	CD44	other	cellchatdb_v2	cellchat	451	656	0.3701426684856415	0.23521368205547333	0.3946785032749176	0.3125	True	0.14830210097381594	451	656	0.2040943205356598	0.23521368205547333	0.26607540249824524	0.3125	True	0.087600858728006	0.06070124224580993	True	GSE131907	P3013	B	tertile
LAMC1_CD44	LAMININ	ECM-Receptor	LAMC1	CD44	LAMC1	CD44	other	cellchatdb_v2	cellchat	451	656	0.08403316140174866	0.23521368205547333	0.190687358379364	0.3125	True	0.0380281873793726	451	656	0.018122732639312744	0.23521368205547333	0.13303770124912262	0.3125	True	0.008453360815629425	0.029574826563743176	True	GSE131907	P3013	B	tertile
FN1_SDC1	FN1	ECM-Receptor	FN1	SDC1	FN1	SDC1	other	cellchatdb_v2	cellchat	451	656	0.5096363425254822	0.23189981281757355	0.4101995527744293	0.3201219439506531	True	0.19118007421447794	451	656	0.2762109041213989	0.23189981281757355	0.2771618664264679	0.3201219439506531	True	0.11355888149409583	0.0776211927203821	True	GSE131907	P3013	B	tertile
TNC_SDC1	TENASCIN	ECM-Receptor	TNC	SDC1	TNC	SDC1	other	cellchatdb_v2	cellchat	451	656	0.6159496307373047	0.23189981281757355	0.44124168157577515	0.3201219439506531	True	0.22219979193534284	451	656	0.8660854697227478	0.23189981281757355	0.5055432319641113	0.3201219439506531	True	0.28657555037379745	-0.06437575843845461	True	GSE131907	P3013	B	tertile
THBS1_SDC1	THBS	ECM-Receptor	THBS1	SDC1	THBS1	SDC1	other	cellchatdb_v2	cellchat	451	656	0.003078761277720332	0.23189981281757355	0.10643015801906586	0.3201219439506531	True	0.0014258922560815045	451	656	0.0	0.23189981281757355	0.07538802921772003	0.3201219439506531	False	0.0	0.0014258922560815045	True	GSE131907	P3013	B	tertile
FN1_SDC4	FN1	ECM-Receptor	FN1	SDC4	FN1	SDC4	other	cellchatdb_v2	cellchat	451	656	0.5096363425254822	0.00771205872297287	0.4101995527744293	0.12042682617902756	True	0.007799382269370431	451	656	0.2762109041213989	0.00771205872297287	0.2771618664264679	0.12042682617902756	True	0.004242236186212038	0.003557146083158393	True	GSE131907	P3013	B	tertile
TNC_SDC4	TENASCIN	ECM-Receptor	TNC	SDC4	TNC	SDC4	other	cellchatdb_v2	cellchat	451	656	0.6159496307373047	0.00771205872297287	0.44124168157577515	0.12042682617902756	True	0.009411069770367632	451	656	0.8660854697227478	0.00771205872297287	0.5055432319641113	0.12042682617902756	True	0.013182504150513094	-0.0037714343801454626	True	GSE131907	P3013	B	tertile
THBS1_SDC4	THBS	ECM-Receptor	THBS1	SDC4	THBS1	SDC4	other	cellchatdb_v2	cellchat	451	656	0.003078761277720332	0.00771205872297287	0.10643015801906586	0.12042682617902756	True	4.748492061082803e-05	451	656	0.0	0.00771205872297287	0.07538802921772003	0.12042682617902756	False	0.0	4.748492061082803e-05	True	GSE131907	P3013	B	tertile
THBS1_CD47	THBS	ECM-Receptor	THBS1	CD47	THBS1	CD47	other	cellchatdb_v2	cellchat	451	656	0.003078761277720332	0.1945369690656662	0.10643015801906586	0.29573169350624084	True	0.0011964326092143633	451	656	0.0	0.1945369690656662	0.07538802921772003	0.29573169350624084	False	0.0	0.0011964326092143633	True	GSE131907	P3013	B	tertile
APP_CD74	APP	Cell-Cell Contact	APP	CD74	APP	CD74	other	cellchatdb_v2	cellchat	451	656	0.38814881443977356	3.2887122631073	0.4035476744174957	0.9527438879013062	True	0.7185492533838174	451	656	0.22141417860984802	3.2887122631073	0.27494457364082336	0.9527438879013062	True	0.5928894144663945	0.12565983891742283	True	GSE131907	P3013	B	tertile
CADM1_CADM1	CADM	Cell-Cell Contact	CADM1	CADM1	CADM1	CADM1	barrier	cellchatdb_v2	cellchat	451	656	0.35048818588256836	0.0077008577063679695	0.3725055456161499	0.11890243738889694	True	0.0053691360575424535	451	656	0.2452775537967682	0.0077008577063679695	0.2904656231403351	0.11890243738889694	True	0.00376347780910404	0.0016056582484384133	True	GSE131907	P3013	B	tertile
CD55_ADGRE5	ADGRE	Cell-Cell Contact	CD55	ADGRE5	CD55	ADGRE5	other	cellchatdb_v2	cellchat	451	656	0.7952290773391724	0.001389079843647778	0.5410199761390686	0.1036585345864296	True	0.00220440323547545	451	656	0.7991106510162354	0.001389079843647778	0.4900221824645996	0.1036585345864296	True	0.0022151392609277188	-1.073602545226867e-05	True	GSE131907	P3013	B	tertile
SFTPD_ADGRE5	ADGRE	Cell-Cell Contact	SFTPD	ADGRE5	SFTPD	ADGRE5	other	cellchatdb_v2	cellchat	451	656	0.8571470379829407	0.001389079843647778	0.5410199761390686	0.1036585345864296	True	0.0023756342696789542	451	656	0.871717095375061	0.001389079843647778	0.5144124031066895	0.1036585345864296	True	0.002415918495869447	-4.028422619049279e-05	True	GSE131907	P3013	B	tertile
PPIA_BSG	CypA	Secreted Signaling	PPIA	BSG	PPIA	BSG	other	cellchatdb_v2	cellchat	451	656	1.2472259998321533	0.32187607884407043	0.6297117471694946	0.39329269528388977	True	0.4453394288776974	451	656	1.0472536087036133	0.32187607884407043	0.5365853905677795	0.39329269528388977	True	0.402689725289726	0.04264970358797138	True	GSE131907	P3013	B	tertile
APLP2_PIGR	other	Signaling by Amyloid-like protein	APLP2	PIGR	APLP2	PIGR	other	cellphonedb_v5_interactors	liana_cpdb	451	656	1.418765902519226	0.3187784254550934	0.7716186046600342	0.2789634168148041	True	0.8687721639871597	451	656	1.169267177581787	0.3187784254550934	0.6119734048843384	0.2789634168148041	True	0.7440228015184402	0.12474936246871948	True	GSE131907	P3013	B	tertile
APP_CD74	other	Signaling by Amyloid-beta precursor protein	APP	CD74	APP	CD74	other	cellphonedb_v5_interactors	liana_cpdb	451	656	0.5187857151031494	3.1835625171661377	0.4035476744174957	0.9527438879013062	True	1.8511741161346436	451	656	0.38530951738357544	3.1835625171661377	0.27494457364082336	0.9527438879013062	True	1.7844360172748566	0.06673809885978699	True	GSE131907	P3013	B	tertile
CADM1_CADM1	other	Adhesion by CADM	CADM1	CADM1	CADM1	CADM1	barrier	cellphonedb_v5_interactors	liana_cpdb	451	656	0.4888192117214203	0.08664391189813614	0.3725055456161499	0.11890243738889694	True	0.2877315618097782	451	656	0.40747591853141785	0.08664391189813614	0.2904656231403351	0.11890243738889694	True	0.247059915214777	0.04067164659500122	True	GSE131907	P3013	B	tertile
CD44_TYROBP	other		CD44	TYROBP	CD44	TYROBP	other	cellphonedb_v5_interactors	liana_cpdb	451	656	0.7826504111289978	0.10704728215932846	0.521064281463623	0.1036585345864296	True	0.44484884664416313	451	656	0.8417447209358215	0.10704728215932846	0.49889135360717773	0.1036585345864296	True	0.474396001547575	-0.029547154903411865	True	GSE131907	P3013	B	tertile
CD55_ADGRE5	other		CD55	ADGRE5	CD55	ADGRE5	other	cellphonedb_v5_interactors	liana_cpdb	451	656	0.8761388063430786	0.10100990533828735	0.5410199761390686	0.1036585345864296	True	0.488574355840683	451	656	0.89521324634552	0.10100990533828735	0.4900221824645996	0.1036585345864296	True	0.4981115758419037	-0.009537220001220703	True	GSE131907	P3013	B	tertile
CDH1_ITGAE+ITGB7	other	Adhesion by Cadherin	CDH1	ITGAE+ITGB7	CDH1	ITGAE|ITGB7	barrier|inhibitory	cellphonedb_v5_interactors	liana_cpdb	451	656	0.9116457104682922	0.13511578738689423	0.5742793679237366	0.10213414579629898	True	0.5233807489275932	451	656	0.719020664691925	0.13511578738689423	0.4545454680919647	0.10213414579629898	True	0.42706822603940964	0.0963125228881836	True	GSE131907	P3013	B	tertile
ITGAV+ITGB1_ADGRE5	other	Signaling by Integrin	ITGAV+ITGB1	ADGRE5	ITGAV|ITGB1	ADGRE5	other	cellphonedb_v5_interactors	liana_cpdb	451	656	0.13455796241760254	0.10100990533828735	0.11308203637599945	0.1036585345864296	True	0.11778393387794495	451	656	0.0968267172574997	0.10100990533828735	0.0798226147890091	0.1036585345864296	False	0.0	0.11778393387794495	True	GSE131907	P3013	B	tertile
LTC4S_CYSLTR1	other	Signaling by Lipoxin/Leukotriene	LTC4S	CYSLTR1	LTC4S	CYSLTR1	other	cellphonedb_v5_interactors	liana_cpdb	451	656	0.09432171285152435	0.17163151502609253	0.10421285778284073	0.14786584675312042	True	0.13297661393880844	451	656	0.0458921417593956	0.17163151502609253	0.05764966830611229	0.14786584675312042	False	0.0	0.13297661393880844	True	GSE131907	P3013	B	tertile
PODXL2_SELL	other	Signaling by Podocalyxin-like protein	PODXL2	SELL	PODXL2	SELL	other	cellphonedb_v5_interactors	liana_cpdb	451	656	0.12226910144090652	0.3903275430202484	0.11973392218351364	0.20579268038272858	True	0.25629832223057747	451	656	0.10796858370304108	0.3903275430202484	0.09977827221155167	0.20579268038272858	False	0.0	0.25629832223057747	True	GSE131907	P3013	B	tertile
PPIA_BSG	other		PPIA	BSG	PPIA	BSG	other	cellphonedb_v5_interactors	liana_cpdb	451	656	1.2776206731796265	0.45612648129463196	0.6297117471694946	0.39329269528388977	True	0.8668735772371292	451	656	1.1178364753723145	0.45612648129463196	0.5365853905677795	0.39329269528388977	True	0.7869814783334732	0.079892098903656	True	GSE131907	P3013	B	tertile
SFTPD_ADGRE5	other		SFTPD	ADGRE5	SFTPD	ADGRE5	other	cellphonedb_v5_interactors	liana_cpdb	451	656	0.9728403687477112	0.10100990533828735	0.5410199761390686	0.1036585345864296	True	0.5369251370429993	451	656	0.9810093641281128	0.10100990533828735	0.5144124031066895	0.1036585345864296	True	0.5410096347332001	-0.004084497690200806	True	GSE131907	P3013	B	tertile
SPP1_CD44	SPP1	Secreted Signaling	SPP1	CD44	SPP1	CD44	other	cellchatdb_v2	cellchat	451	867	0.198801651597023	0.27638715505599976	0.2838137447834015	0.3068050742149353	True	0.09901179724707879	451	867	0.26476597785949707	0.27638715505599976	0.28159645199775696	0.3068050742149353	True	0.12767050755641166	-0.02865871030933287	True	GSE131907	P3013	TLS	tertile
ANGPTL4_SDC1	ANGPTL	Secreted Signaling	ANGPTL4	SDC1	ANGPTL4	SDC1	other	cellchatdb_v2	cellchat	451	867	0.002992731984704733	0.14704810082912445	0.10643015801906586	0.24913494288921356	True	0.0008793771245311805	451	867	0.0	0.14704810082912445	0.04212860390543938	0.24913494288921356	False	0.0	0.0008793771245311805	True	GSE131907	P3013	TLS	tertile
ANGPTL4_SDC4	ANGPTL	Secreted Signaling	ANGPTL4	SDC4	ANGPTL4	SDC4	other	cellchatdb_v2	cellchat	451	867	0.002992731984704733	0.0010011743288487196	0.10643015801906586	0.10265282541513443	True	5.992456962666078e-06	451	867	0.0	0.0010011743288487196	0.04212860390543938	0.10265282541513443	False	0.0	5.992456962666078e-06	True	GSE131907	P3013	TLS	tertile
MDK_SDC1	MK	Secreted Signaling	MDK	SDC1	MDK	SDC1	other	cellchatdb_v2	cellchat	451	867	0.1872415989637375	0.14704810082912445	0.2549889087677002	0.24913494288921356	True	0.05219293258235647	451	867	0.2686179280281067	0.14704810082912445	0.28159645199775696	0.24913494288921356	True	0.07321552181219751	-0.021022589229841036	True	GSE131907	P3013	TLS	tertile
MDK_SDC4	MK	Secreted Signaling	MDK	SDC4	MDK	SDC4	other	cellchatdb_v2	cellchat	451	867	0.1872415989637375	0.0010011743288487196	0.2549889087677002	0.10265282541513443	True	0.00037478244980309537	451	867	0.2686179280281067	0.0010011743288487196	0.28159645199775696	0.10265282541513443	True	0.0005375776025038943	-0.00016279515270079898	True	GSE131907	P3013	TLS	tertile
MDK_NCL	MK	Secreted Signaling	MDK	NCL	MDK	NCL	other	cellchatdb_v2	cellchat	451	867	0.1872415989637375	0.16289228200912476	0.2549889087677002	0.2456747442483902	True	0.05749330667573293	451	867	0.2686179280281067	0.16289228200912476	0.28159645199775696	0.2456747442483902	True	0.08046955693755659	-0.022976250261823657	True	GSE131907	P3013	TLS	tertile
FN1_CD44	FN1	ECM-Receptor	FN1	CD44	FN1	CD44	other	cellchatdb_v2	cellchat	451	867	0.5096363425254822	0.27638715505599976	0.4101995527744293	0.3068050742149353	True	0.21979466912271195	451	867	0.2762109041213989	0.27638715505599976	0.2771618664264679	0.3068050742149353	True	0.13245826107905856	0.08733640804365339	True	GSE131907	P3013	TLS	tertile
LAMA5_CD44	LAMININ	ECM-Receptor	LAMA5	CD44	LAMA5	CD44	other	cellchatdb_v2	cellchat	451	867	0.08389802277088165	0.27638715505599976	0.2039911299943924	0.3068050742149353	True	0.04432120183212569	451	867	0.001842654193751514	0.27638715505599976	0.10421285778284073	0.3068050742149353	True	0.001017535467690594	0.0433036663644351	True	GSE131907	P3013	TLS	tertile
LAMB2_CD44	LAMININ	ECM-Receptor	LAMB2	CD44	LAMB2	CD44	other	cellchatdb_v2	cellchat	451	867	0.03022792562842369	0.27638715505599976	0.14412416517734528	0.3068050742149353	True	0.01643461118930665	451	867	0.020298462361097336	0.27638715505599976	0.13303770124912262	0.3068050742149353	True	0.011095966584144941	0.005338644605161707	True	GSE131907	P3013	TLS	tertile
LAMB3_CD44	LAMININ	ECM-Receptor	LAMB3	CD44	LAMB3	CD44	other	cellchatdb_v2	cellchat	451	867	0.3701426684856415	0.27638715505599976	0.3946785032749176	0.3068050742149353	True	0.1698526051040682	451	867	0.2040943205356598	0.27638715505599976	0.26607540249824524	0.3068050742149353	True	0.10138053785475853	0.06847206724930965	True	GSE131907	P3013	TLS	tertile
LAMC1_CD44	LAMININ	ECM-Receptor	LAMC1	CD44	LAMC1	CD44	other	cellchatdb_v2	cellchat	451	867	0.08403316140174866	0.27638715505599976	0.190687358379364	0.3068050742149353	True	0.04438942317518949	451	867	0.018122732639312744	0.27638715505599976	0.13303770124912262	0.3068050742149353	True	0.009918420467612073	0.03447100270757742	True	GSE131907	P3013	TLS	tertile
FN1_SDC1	FN1	ECM-Receptor	FN1	SDC1	FN1	SDC1	other	cellchatdb_v2	cellchat	451	867	0.5096363425254822	0.14704810082912445	0.4101995527744293	0.24913494288921356	True	0.13034563363158458	451	867	0.2762109041213989	0.14704810082912445	0.2771618664264679	0.24913494288921356	True	0.07512960618249462	0.05521602744908996	True	GSE131907	P3013	TLS	tertile
TNC_SDC1	TENASCIN	ECM-Receptor	TNC	SDC1	TNC	SDC1	other	cellchatdb_v2	cellchat	451	867	0.6159496307373047	0.14704810082912445	0.44124168157577515	0.24913494288921356	True	0.15336636753955507	451	867	0.8660854697227478	0.14704810082912445	0.5055432319641113	0.24913494288921356	True	0.20300463869202215	-0.04963827115246708	True	GSE131907	P3013	TLS	tertile
THBS1_SDC1	THBS	ECM-Receptor	THBS1	SDC1	THBS1	SDC1	other	cellchatdb_v2	cellchat	451	867	0.003078761277720332	0.14704810082912445	0.10643015801906586	0.24913494288921356	True	0.0009046328959273439	451	867	0.0	0.14704810082912445	0.07538802921772003	0.24913494288921356	False	0.0	0.0009046328959273439	True	GSE131907	P3013	TLS	tertile
FN1_SDC4	FN1	ECM-Receptor	FN1	SDC4	FN1	SDC4	other	cellchatdb_v2	cellchat	451	867	0.5096363425254822	0.0010011743288487196	0.4101995527744293	0.10265282541513443	True	0.0010194293496617831	451	867	0.2762109041213989	0.0010011743288487196	0.2771618664264679	0.10265282541513443	True	0.000552764815177865	0.00046666453448391816	True	GSE131907	P3013	TLS	tertile
TNC_SDC4	TENASCIN	ECM-Receptor	TNC	SDC4	TNC	SDC4	other	cellchatdb_v2	cellchat	451	867	0.6159496307373047	0.0010011743288487196	0.44124168157577515	0.10265282541513443	True	0.0012318266479502166	451	867	0.8660854697227478	0.0010011743288487196	0.5055432319641113	0.10265282541513443	True	0.0017312028170346824	-0.0004993761690844658	True	GSE131907	P3013	TLS	tertile
THBS1_SDC4	THBS	ECM-Receptor	THBS1	SDC4	THBS1	SDC4	other	cellchatdb_v2	cellchat	451	867	0.003078761277720332	0.0010011743288487196	0.10643015801906586	0.10265282541513443	True	6.164715507862583e-06	451	867	0.0	0.0010011743288487196	0.07538802921772003	0.10265282541513443	False	0.0	6.164715507862583e-06	True	GSE131907	P3013	TLS	tertile
THBS1_CD47	THBS	ECM-Receptor	THBS1	CD47	THBS1	CD47	other	cellchatdb_v2	cellchat	451	867	0.003078761277720332	0.19020409882068634	0.10643015801906586	0.26989617943763733	True	0.0011698159565213001	451	867	0.0	0.19020409882068634	0.07538802921772003	0.26989617943763733	False	0.0	0.0011698159565213001	True	GSE131907	P3013	TLS	tertile
APP_CD74	APP	Cell-Cell Contact	APP	CD74	APP	CD74	other	cellchatdb_v2	cellchat	451	867	0.38814881443977356	2.85834002494812	0.4035476744174957	0.8696655035018921	True	0.6893370455685801	451	867	0.22141417860984802	2.85834002494812	0.27494457364082336	0.8696655035018921	True	0.5586458228819282	0.1306912226866519	True	GSE131907	P3013	TLS	tertile
CLEC2D_KLRB1	CLEC	Cell-Cell Contact	CLEC2D	KLRB1	CLEC2D	KLRB1	other	cellchatdb_v2	cellchat	451	867	0.0050853765569627285	0.15241898596286774	0.11086474359035492	0.16493655741214752	True	0.0015478164265055354	451	867	0.014654905535280704	0.15241898596286774	0.12195122241973877	0.16493655741214752	True	0.004447503033032213	-0.0028996866065266773	True	GSE131907	P3013	TLS	tertile
HLA-A_CD8A	MHC-I	Cell-Cell Contact	HLA-A	CD8A	HLA-A	CD8A	other	cellchatdb_v2	cellchat	451	867	2.3187918663024902	0.0226521547883749	0.864745020866394	0.11303345113992691	True	0.09506460733956948	451	867	1.9744970798492432	0.0226521547883749	0.7738358974456787	0.11303345113992691	True	0.08210836844567394	0.012956238893895536	True	GSE131907	P3013	TLS	tertile
HLA-B_CD8A	MHC-I	Cell-Cell Contact	HLA-B	CD8A	HLA-B	CD8A	other	cellchatdb_v2	cellchat	451	867	1.903983473777771	0.0226521547883749	0.8115299344062805	0.11303345113992691	True	0.0794089475752529	451	867	1.8036776781082153	0.0226521547883749	0.7472283840179443	0.11303345113992691	True	0.07554154222960842	0.0038674053456444757	True	GSE131907	P3013	TLS	tertile
HLA-C_CD8A	MHC-I	Cell-Cell Contact	HLA-C	CD8A	HLA-C	CD8A	other	cellchatdb_v2	cellchat	451	867	1.7602633237838745	0.0226521547883749	0.7649667263031006	0.11303345113992691	True	0.07385755788472431	451	867	1.5841392278671265	0.0226521547883749	0.6984478831291199	0.11303345113992691	True	0.06696254378467548	0.006895014100048835	True	GSE131907	P3013	TLS	tertile
HLA-E_CD8A	MHC-I	Cell-Cell Contact	HLA-E	CD8A	HLA-E	CD8A	inhibitory	cellchatdb_v2	cellchat	451	867	0.6551980972290039	0.0226521547883749	0.516629695892334	0.11303345113992691	True	0.028827599228830318	451	867	0.611092209815979	0.0226521547883749	0.45676276087760925	0.11303345113992691	True	0.026939293336496778	0.0018883058923335402	True	GSE131907	P3013	TLS	tertile
HLA-F_CD8A	MHC-I	Cell-Cell Contact	HLA-F	CD8A	HLA-F	CD8A	inhibitory	cellchatdb_v2	cellchat	451	867	0.011345289647579193	0.0226521547883749	0.12195122241973877	0.11303345113992691	True	0.000513726463902364	451	867	0.0	0.0226521547883749	0.0731707289814949	0.11303345113992691	False	0.0	0.000513726463902364	True	GSE131907	P3013	TLS	tertile
CD55_ADGRE5	ADGRE	Cell-Cell Contact	CD55	ADGRE5	CD55	ADGRE5	other	cellchatdb_v2	cellchat	451	867	0.7952290773391724	0.00721332710236311	0.5410199761390686	0.11764705926179886	True	0.011342369634391562	451	867	0.7991106510162354	0.00721332710236311	0.4900221824645996	0.11764705926179886	True	0.011397101626817735	-5.473199242617306e-05	True	GSE131907	P3013	TLS	tertile
SFTPD_ADGRE5	ADGRE	Cell-Cell Contact	SFTPD	ADGRE5	SFTPD	ADGRE5	other	cellchatdb_v2	cellchat	451	867	0.8571470379829407	0.00721332710236311	0.5410199761390686	0.11764705926179886	True	0.012214719580903822	451	867	0.871717095375061	0.00721332710236311	0.5144124031066895	0.11764705926179886	True	0.012419770548049545	-0.0002050509671457229	True	GSE131907	P3013	TLS	tertile
PPIA_BSG	CypA	Secreted Signaling	PPIA	BSG	PPIA	BSG	other	cellchatdb_v2	cellchat	451	867	1.2472259998321533	0.32665762305259705	0.6297117471694946	0.36216840147972107	True	0.4489847370574294	451	867	1.0472536087036133	0.32665762305259705	0.5365853905677795	0.36216840147972107	True	0.4062416174859706	0.04274311957145882	True	GSE131907	P3013	TLS	tertile
HLA-A_CD8A	MHC_I	curated_overlay	HLA-A	CD8A	HLA-A	CD8A	other	curated_overlay	liana_cpdb	451	867	2.205087661743164	0.2723531126976013	0.864745020866394	0.11303345113992691	True	1.2387203872203827	451	867	1.914774775505066	0.2723531126976013	0.7738358974456787	0.11303345113992691	True	1.0935639441013336	0.14515644311904907	True	GSE131907	P3013	TLS	tertile
HLA-B_CD8A	MHC_I	curated_overlay	HLA-B	CD8A	HLA-B	CD8A	other	curated_overlay	liana_cpdb	451	867	1.8425425291061401	0.2723531126976013	0.8115299344062805	0.11303345113992691	True	1.0574478209018707	451	867	1.7622087001800537	0.2723531126976013	0.7472283840179443	0.11303345113992691	True	1.0172809064388275	0.04016691446304321	True	GSE131907	P3013	TLS	tertile
HLA-C_CD8A	MHC_I	curated_overlay	HLA-C	CD8A	HLA-C	CD8A	other	curated_overlay	liana_cpdb	451	867	1.724976897239685	0.2723531126976013	0.7649667263031006	0.11303345113992691	True	0.9986650049686432	451	867	1.5713024139404297	0.2723531126976013	0.6984478831291199	0.11303345113992691	True	0.9218277633190155	0.07683724164962769	True	GSE131907	P3013	TLS	tertile
CEACAM5_CD8A	MHC_I_partial	Adhesion by CEAM	CEACAM5	CD8A	CEACAM5	CD8A	barrier	cellphonedb_v5_interactors	liana_cpdb	451	867	0.33312562108039856	0.2723531126976013	0.2483370304107666	0.11303345113992691	True	0.30273936688899994	451	867	0.12743911147117615	0.2723531126976013	0.10643015801906586	0.11303345113992691	True	0.19989611208438873	0.1028432548046112	True	GSE131907	P3013	TLS	tertile
APLP2_PIGR	other	Signaling by Amyloid-like protein	APLP2	PIGR	APLP2	PIGR	other	cellphonedb_v5_interactors	liana_cpdb	451	867	1.418765902519226	0.33315297961235046	0.7716186046600342	0.25951558351516724	True	0.8759594410657883	451	867	1.169267177581787	0.33315297961235046	0.6119734048843384	0.25951558351516724	True	0.7512100785970688	0.12474936246871948	True	GSE131907	P3013	TLS	tertile
APP_CD74	other	Signaling by Amyloid-beta precursor protein	APP	CD74	APP	CD74	other	cellphonedb_v5_interactors	liana_cpdb	451	867	0.5187857151031494	2.789544105529785	0.4035476744174957	0.8696655035018921	True	1.6541649103164673	451	867	0.38530951738357544	2.789544105529785	0.27494457364082336	0.8696655035018921	True	1.5874268114566803	0.06673809885978699	True	GSE131907	P3013	TLS	tertile
