Samples,geneID,value,cell_line,Responder,Baseline,GSE_ID,Mouse_treatment,pvalue,label,label2,num,count
SRX3178239,Macrophages_mMCPcounter,5.68144384,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,**,*,NA,672
SRX10815541,Monocytes_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815541,NK resting_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815541,Plasmacytoid dendritic_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815541,T CD4 effector memory_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815541,T CD4 memory activated_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815541,T CD4 memory resting_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815541,T CD4 naive_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815541,T CD4 nonregulatory_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815541,T CD4_quanTIseq,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815541,T CD8 effector memory_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815541,T gamma delta_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815545,B naive_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815545,Common myeloid progenitor_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815545,Dendritic activated_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815545,Eosinophil_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815545,Granulocytemonocyte progenitor_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815545,Macrophage M1_quanTIseq,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815545,Macrophages M0_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815545,Mast resting_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815545,Monocyte_quanTIseq,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815545,Monocytes_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815545,Neutrophils_mMCPcounter,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815545,NK resting_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815545,Plasmacytoid dendritic_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815545,T CD4 memory activated_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815545,T CD4 memory resting_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815545,T CD4 memory_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815545,T CD4 naive_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815545,T CD4_quanTIseq,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815545,T CD8 effector memory_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815545,T gamma delta_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815545,T gamma delta_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815545,T regulatory Tregs_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815545,Treg_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815546,B naive_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815546,Dendritic activated_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815546,Granulocytemonocyte progenitor_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815546,Macrophage M1_quanTIseq,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815546,Macrophages M0_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815546,Mast resting_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815546,Monocyte_quanTIseq,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815546,NK resting_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815546,Plasmacytoid dendritic_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815546,T CD4 central memory_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815546,T CD4 memory activated_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815546,T CD4 memory resting_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815546,T CD4 memory_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815546,T CD4 naive_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815546,T CD4_quanTIseq,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815546,T gamma delta_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815546,T regulatory Tregs_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815546,Treg_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815547,B naive_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815547,Dendritic activated_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815547,Macrophage M1_quanTIseq,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815547,Macrophages M0_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815547,Mast resting_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815547,Monocyte_quanTIseq,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815547,Neutrophils_mMCPcounter,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815547,NK resting_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815547,T CD4 memory activated_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815547,T CD4 memory_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815547,T CD4 naive_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815547,T CD4 naive_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815547,T CD4 nonregulatory_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815547,T CD4_quanTIseq,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815547,T gamma delta_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815547,T regulatory Tregs_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Non-responders,0,GSE174053,antiPD1; high.fat.diet;,0.771157420693166,NA,NA,NA,1518
SRX10815534,B derived_mMCPcounter,0.71181,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,B memory_CIBERSORT_abs,0.005787675,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,B memory_xCell,0.001341008,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,B naive_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,B naive_xCell,0.01088623,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,B plasma_xCell,0.02141614,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,B_EPIC,0.001874976,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,B_quanTIseq,0.02895245,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,B_TIMER,0.105682798,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,B_xCell,0.07473896,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Cancer associated fibroblast_xCell,0.05710949,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,CD8 T_mMCPcounter,2.305247,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Classswitched memory B_xCell,0.03198063,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Common lymphoid progenitor_xCell,0.009628724,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Common myeloid progenitor_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Dendritic activated_CIBERSORT_abs,0.00314356,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Dendritic resting_CIBERSORT_abs,0.07938129,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Dendritic_quanTIseq,0.05813151,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Dendritic_TIMER,0.479137542,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Endothelial_EPIC,0.007801367,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Endothelial_mMCPcounter,1.466339,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Endothelial_xCell,0.01147242,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Eosinophil_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Eosinophils_CIBERSORT_abs,0.0005715507,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Eosinophils_mMCPcounter,1.033636,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Fibroblast_EPIC,0.02771741,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Fibroblasts_mMCPcounter,1.031762,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Granulocytemonocyte progenitor_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Granulocytes_mMCPcounter,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Hematopoietic stem_xCell,0.04511282,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Lymphatics_mMCPcounter,0.1902035,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Macrophage M1_quanTIseq,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Macrophage M1_xCell,0.00980351,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Macrophage M2_quanTIseq,0.1081712,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Macrophage M2_xCell,0.01707984,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Macrophage_EPIC,0.01363358,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Macrophage_TIMER,0.057615719,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Macrophage_xCell,0.003659718,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Macrophages M0_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Macrophages M1_CIBERSORT_abs,0.03599328,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Macrophages M2_CIBERSORT_abs,0.153557,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Mast activated_CIBERSORT_abs,0.01295365,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Mast resting_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Mast_mMCPcounter,0.279312,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Mast_xCell,0.02177246,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Memory B_mMCPcounter,4.346659,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Monocyte_quanTIseq,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Monocyte_xCell,0.09664595,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Monocytes_CIBERSORT_abs,0.03134276,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Monocytes_mMCPcounter,0.767111,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Myeloid dendritic activated_xCell,0.169271,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Myeloid dendritic_xCell,0.009526701,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Neutrophil_quanTIseq,0.05310858,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Neutrophil_TIMER,0.125787417,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Neutrophil_xCell,0.001351001,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Neutrophils_CIBERSORT_abs,0.02555059,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Neutrophils_mMCPcounter,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,NK activated_CIBERSORT_abs,0.02967128,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,NK resting_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,NK_EPIC,0.01580002,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,NK_mMCPcounter,0.59974,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,NK_quanTIseq,0.01834696,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,NK_xCell,2.137546e-17,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Plasma_CIBERSORT_abs,0.004067169,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,Plasmacytoid dendritic_xCell,0.0006249966,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,T CD4 central memory_xCell,2.364546e-18,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,T CD4 effector memory_xCell,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,T CD4 memory activated_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,T CD4 memory resting_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,T CD4 memory_xCell,1.760763e-19,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,T CD4 naive_CIBERSORT_abs,0,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
SRX10815534,T CD4 naive_xCell,0.04691529,E0771_GSE174053_high.fat.diet_antiPD1(n=1518),Baseline,1,GSE174053,isotype; high.fat.diet;,NA,NA,NA,2,1518
