names,scores,logfoldchanges,pvals,pvals_adj
C12orf60,2.1364787,0.2880583,0.03264041233232673,0.06312344550996192
FAM193B,2.135234,0.20529316,0.03274188579800543,0.06330612234244319
LRRN4,2.1349852,0.9037861,0.03276221287500293,0.06333185876779397
TSPAN8,2.1349852,0.30195644,0.03276221287500293,0.06333185876779397
CSDE1,2.1344044,0.1755532,0.032809684748817326,0.06341004590198042
ADCY9,2.1340725,0.10725412,0.03283683796818038,0.06344893886755436
MT1F,2.1334918,0.16098042,0.032884402400511985,0.06353404500604055
ZNF573,2.1332428,0.08365488,0.032904805207214824,0.06356666114562323
NPAT,2.1331599,0.019280087,0.032911608550666785,0.06357300119464877
SARS,2.132828,0.050739314,0.03293883396833093,0.06361878352736475
SLC1A6,2.132745,0.76156396,0.03294564333454259,0.06362512827540623
GABPB2,2.1318324,0.07701041,0.03302062593284012,0.06375629518348264
UAP1,2.1315835,0.1528255,0.03304110106756896,0.06378900626380306
PHEX,2.1309197,1.3888781,0.033095754563834796,0.06388085717319679
GCN1,2.1307538,0.18130742,0.03310943002170837,0.06390042122962383
EPM2A,2.130007,0.2388709,0.03317102944923173,0.06401246335082635
VN1R1,2.129841,0.05286816,0.033184731522649044,0.06403206051500461
GPRIN2,2.1295922,0.3616101,0.03320529371480222,0.06406488911331885
PIPOX,2.1295092,0.4906558,0.03321215020139449,0.06407127031264957
GDA,2.1290114,0.37014744,0.03325331456931134,0.06414382817820041
PLAAT2,2.1282647,0.8139177,0.03331514297958883,0.06425622609086722
CCNYL1,2.1261904,0.17205961,0.0334874049150852,0.06456088433703899
PABPC4,2.1258585,0.027897729,0.033515037414374935,0.06460725792223285
CDRT1,2.1232865,0.86327434,0.03372985135658372,0.06500747374190305
FAM166C,2.1232035,0.5252315,0.03373680039733981,0.06501392587245684
PSCA,2.121876,0.48679423,0.03384815166388314,0.06522154786936518
CPTP,2.1205485,-0.0085718995,0.033959817030642575,0.06542973072083141
SMIM5,2.1203825,0.8463104,0.03397379732094899,0.06544220070741152
SHLD3,2.1202996,-0.028269675,0.03398078931098851,0.06544220070741152
SLC6A6,2.1202996,0.22333756,0.03398078931098851,0.06544220070741152
RABGEF1,2.1198847,0.1264758,0.0340157677167807,0.06550257648971114
LPIN1,2.119387,0.01897049,0.03405778242825735,0.06557648743358895
SALL3,2.119304,0.9762856,0.03406478919118905,0.0655829838187625
TSSC4,2.1185572,-0.031263016,0.03412790552538267,0.06569749183725031
TMEM186,2.1170638,0.06492565,0.034254438102172,0.06593404105539087
UBXN6,2.1169808,0.22555566,0.034261479429537015,0.06594056376774325
SCFD2,2.1168978,-0.07479853,0.03426852199379165,0.06594708746977088
DYRK4,2.1164,-0.044122275,0.034310803363453296,0.06601438059473755
SEMA4A,2.116234,0.0062561603,0.03432490705611025,0.06603447858950962
C11orf52,2.1155703,0.68269485,0.034381371376615254,0.06613605726819767
CHRNB4,2.1154044,0.45583883,0.03439549985096849,0.06615618568181698
CCDC82,2.1149895,0.21297957,0.03443084274153589,0.06621710919494486
NRXN3,2.1149065,0.50826514,0.03443791504180478,0.06622365575731803
ZNF518A,2.113994,0.08207258,0.03451579229542629,0.06635927564529615
PPP1R27,2.113579,0.63182664,0.034551240752487646,0.06642035452078154
KIF1C,2.1131642,-0.046782546,0.03458672030505128,0.06647440239189724
MIEF2,2.1115878,0.025615092,0.034721826569062565,0.06671986535937056
WDR55,2.1113389,0.08236606,0.03474320028748849,0.06675383086313641
ZYG11B,2.11109,0.15067297,0.03476458524147466,0.06678070412474378
RASSF6,2.110675,-0.03342875,0.03480025181180477,0.06684210511315154
NOXRED1,2.1100943,0.24990752,0.03485023750464859,0.06693099336930011
TRA2A,2.1099284,0.19249353,0.034864530387101696,0.06695132082526827
RAPGEF4,2.1098454,0.6140845,0.034871678705165006,0.06695792551205529
ZNF559,2.1097624,0.04274729,0.03487882827467934,0.06696453119672298
NAA38,2.1095135,0.23552166,0.034900284493626914,0.06699860016625336
RECQL,2.1090987,0.12165627,0.0349360699034158,0.06706016692890648
FLRT3,2.1086838,0.13930628,0.03497188663771069,0.06711464542049443
FAM237A,2.108435,0.16771452,0.03499339172289028,0.06714877771825449
SRP19,2.1061118,0.16612534,0.03519465085036456,0.06751344509633742
WDR37,2.105282,0.09029709,0.03526676814639244,0.06764459895312608
NFIC,2.1050332,0.21468255,0.03528842791327765,0.06767895348118574
C5,2.102793,-0.004946896,0.035483877204315076,0.06803211928308199
FASTK,2.102793,0.14723714,0.035483877204315076,0.06803211928308199
ZNF225,2.1021292,0.1831752,0.035541965184653704,0.06813625331618917
RALGDS,2.1011336,0.2065554,0.03562924925873839,0.06828907918759997
TMEM254,2.1005528,-0.0357407,0.03568024936174831,0.06837231097841442
ZGPAT,2.099806,0.14975205,0.035745912410815685,0.06847633242279876
MICOS13,2.0988104,-0.089643724,0.035833623448474516,0.06862979037930304
LRG1,2.0983126,0.6165014,0.035877547753003655,0.06869933915835542
CYP26B1,2.0977318,0.50148124,0.03592885079831403,0.06879027929387668
TIRAP,2.096985,-0.042211026,0.03599490376437834,0.06890213102092273
GCC2,2.096985,0.20605929,0.03599490376437834,0.06890213102092273
KIAA1257,2.0959065,0.76061314,0.036090496380774016,0.06907046869099048
ADO,2.0953257,0.04228189,0.03614205891537778,0.06916181785025599
DIS3L,2.0951598,0.10175564,0.03615680259783926,0.06918269817687252
MYEOV,2.094579,0.24855681,0.0362084458693681,0.06927417054681033
CACNA2D1,2.0944128,0.09945947,0.03622321263345931,0.06929507869787443
LMNTD1,2.093832,1.1187699,0.03627493673948992,0.06938667439690735
CIDEA,2.093749,1.9849443,0.03628233103397592,0.06939346563792428
PLEKHB1,2.0930023,0.5801109,0.03634893751369276,0.06950612953444502
AMOT,2.09126,0.3648905,0.03650475799951494,0.06979669520919755
PRR14,2.0898495,0.16937746,0.03663131492731765,0.0700238382446914
ACADL,2.0893517,0.21453843,0.036676071234119687,0.07010197077708447
TIMM10B,2.0872774,0.21045338,0.03686305761160506,0.07042954588446462
CXorf38,2.0862818,0.0974304,0.036953099086773564,0.07058663610343066
SGMS2,2.0842905,0.42822868,0.0371337440188123,0.07092419390304892
FBXO8,2.0840416,0.14457758,0.03715637741243452,0.07095991552170532
TCHP,2.0839586,-0.15976259,0.037163924486493076,0.07096682131951126
ZNF714,2.0837097,0.0272695,0.03718657353965363,0.07100256077328049
ZNF839,2.0836267,0.19630268,0.037194125834947876,0.07100947056877263
PLCD3,2.0825481,0.40871862,0.03729242455966232,0.071182082953646
CGRRF1,2.0824652,-0.04423066,0.037299995151177136,0.0711890064979597
RELL1,2.0823822,0.16274576,0.03730756705086861,0.07119593107498214
NAGS,2.0813866,0.17053644,0.03739853194827234,0.071354438518512
USH1G,2.080225,0.74961525,0.037504896182888076,0.07154981409591868
CPLANE2,2.0790634,0.109266765,0.03761151774137559,0.07174563924186957
STAG2,2.0769062,0.18630785,0.037810213535071635,0.07210180468455141
MPC1,2.0762424,0.021456778,0.03787153006023414,0.0722111039477616
SLC7A14,2.0759935,0.3551675,0.037894545553049726,0.07224735778532122
TXLNA,2.0754128,0.18985961,0.037948294640016256,0.0723421925170236
EFHC2,2.0750809,0.82429683,0.037979037506201754,0.07239315427087534
BET1,2.0728407,0.0058270176,0.03818710638398261,0.07278207681060367
EMC7,2.07226,0.20375279,0.03824120811137955,0.0728774971006793
NRL,2.072094,0.23965622,0.03825667771207188,0.07289928253494128
ITGB5,2.0712643,0.23218244,0.038334105544139574,0.07303911423623766
DTWD2,2.0706005,0.15054846,0.038396143688350856,0.07314959708799051
MAT1A,2.0702686,0.6298391,0.038427194750872265,0.07319330521602627
FBXW4,2.069356,0.14705892,0.0385126952509571,0.07334068432125829
DCLRE1C,2.0682774,-0.0065939804,0.03861394970018513,0.07351799556395719
CLN3,2.0682774,0.08752622,0.03861394970018513,0.07351799556395719
BANP,2.0671988,0.38584456,0.03871543028663956,0.07370343382523505
CCM2,2.0671158,0.19574167,0.038723245863315416,0.07371053960042527
C1orf174,2.0668669,0.05293302,0.03874670063737325,0.07373963594839757
FAM111A,2.0668669,0.20583779,0.03874670063737325,0.07373963594839757
TNRC6A,2.0650415,0.089532815,0.038919071418438055,0.07405206537911702
ZNF829,2.0647097,0.8775278,0.03895048144339026,0.07410401954869052
GHSR,2.0642118,0.1576251,0.038997636854340996,0.07418591550383752
TMEM187,2.063465,0.30239046,0.03906846088664577,0.0743128147072612
EXOC3,2.0632992,0.19743817,0.0390842143874179,0.07433494757017019
RTN4R,2.0625525,0.36186075,0.03915517192035195,0.07446205821954216
SLC44A4,2.0623865,0.5245481,0.039170955109306585,0.07448422715276089
ORMDL3,2.0620546,0.18723825,0.03920253769596926,0.07452858182659361
WWP2,2.0617228,0.07420722,0.03923414190373269,0.0745808111812242
PAAF1,2.061142,-0.026712209,0.039289501327137044,0.07467818145491736
SLC39A3,2.060976,0.09365905,0.03930533048197954,0.07470040332573709
DNAAF4,2.0603123,0.17300707,0.03936870126024792,0.07481296461592166
ADCY1,2.0598145,0.46777803,0.03941628625044797,0.07489550738652112
GCDH,2.0576572,-0.008641545,0.03962305250258458,0.0752804637791159
ADPRM,2.0569935,-0.007008347,0.039686857799251594,0.0753937539566336
CAB39,2.0561638,0.16480951,0.03976673702213778,0.07553755297355359
PARS2,2.0552511,-0.035692263,0.03985476170489991,0.07568882948228046
BRF1,2.0532598,0.15010513,0.04004738954197441,0.07604665229843947
RNF144B,2.0531769,0.117643796,0.0400554328113852,0.07605392601429711
PAXX,2.052596,0.21695875,0.04011177407577835,0.07614488510936138
HIRIP3,2.0522642,-0.0757326,0.04014399925422595,0.07619804631863537
TMEM86B,2.0520153,0.046590943,0.0401681825462157,0.0762359335057645
FOXO1,2.0519323,0.1444881,0.04017624638890625,0.07624322254377426
PCSK9,2.0515175,0.6347072,0.040216586200584464,0.07631175432826902
C10orf88,2.0509367,0.12305586,0.04027311964441135,0.07641099621025309
THAP9,2.0496922,0.11512156,0.04039448971113362,0.07661711733085683
CNTNAP3,2.0495262,1.9378593,0.04041069579604155,0.07663980367748063
WDTC1,2.0486965,0.16634226,0.04049180893820862,0.0767855700379706
GJB3,2.0485306,-0.010809572,0.04050804812017026,0.07680829668243186
DDX50,2.0482817,-0.048077993,0.04053241724576779,0.0768383627573082
CTTN,2.047701,0.17782293,0.040589326876241665,0.07693009113877068
ELMO1,2.047452,0.001294662,0.04061373744552766,0.0769601975547508
FLACC1,2.0458755,0.8869037,0.04076862688435412,0.07722938312101205
SLC35A1,2.0456266,-0.09864087,0.040793128818646815,0.0772514795513512
SF3B2,2.044548,0.21316983,0.04089944813115859,0.07744469657140823
RNF19B,2.0439672,0.042370904,0.040956794188610854,0.07754515002485492
DENND6A,2.0423076,0.049418803,0.04112101561474182,0.07783974991013254
CHPF2,2.0404823,0.15573697,0.041302303141649996,0.07817471992201797
SENP6,2.038325,0.21240212,0.041517424340255064,0.07855640486248879
ZNF416,2.038325,0.080472365,0.041517424340255064,0.07855640486248879
ZSCAN20,2.038242,0.20837146,0.041525717144116236,0.07855640486248879
ZNF628,2.038242,0.201856,0.041525717144116236,0.07855640486248879
GTF2A1,2.0374954,0.08643557,0.041600415514779596,0.0786894699589602
DDX10,2.0372465,0.24049728,0.04162534024008441,0.0787283674546091
LBHD1,2.0369146,0.04387177,0.041658592873825444,0.07878300619643523
MIA3,2.0367486,0.1759611,0.04167522762251244,0.07880620972758114
FAM126B,2.0366657,-0.013927631,0.04168354710544104,0.0788136862059622
CSTF2T,2.0364997,0.15003617,0.04170019028936991,0.07883689761168657
RNF212,2.0354211,0.331032,0.04180850816601919,0.07901685489124209
SLC25A28,2.0351722,0.16622218,0.04183353839272849,0.0790558849161444
KIAA0753,2.0345085,0.073450126,0.04190034768248102,0.07916556532829197
RGS14,2.0345085,0.030068949,0.04190034768248102,0.07916556532829197
BAG5,2.0343425,0.18251714,0.04191706410786274,0.07918886127451298
CTTNBP2,2.0339277,0.1946788,0.04195887986727083,0.07925127204894751
SMAGP,2.0318534,-0.117171936,0.04216848858615044,0.07962218642880178
TNFRSF10A,2.0309408,-0.047504395,0.04226099671050546,0.07978851428725739
NUP62CL,2.030443,0.65184486,0.042311528012035346,0.07987556365170702
KCNQ5,2.0287836,0.59419066,0.04248033497830616,0.0801774686213655
SPG21,2.0284517,0.20644979,0.04251416463600191,0.08023293060565989
KIF24,2.0266263,0.8364183,0.042700635291042364,0.08057641569030917
NPTXR,2.0257967,0.66122735,0.04278562302136859,0.08072834995869223
PTPMT1,2.025133,0.460837,0.04285371613376908,0.08084837886539169
POLG,2.0243862,0.13350737,0.042930430371528154,0.08098464571548565
NT5DC2,2.0238883,0.09013968,0.04298163766315902,0.08107277240967607
ANO10,2.0235565,0.040761363,0.04301580453238576,0.08112874208348936
KTI12,2.0234735,-0.12278108,0.04302434983571154,0.08113638228184482
CLN5,2.0213993,-0.069218285,0.04323844919317079,0.08151459098624815
DUSP7,2.0213993,0.016560106,0.04323844919317079,0.08151459098624815
NLRC5,2.0210674,0.22399345,0.04327278849729815,0.08157081035206469
CFAP221,2.0203207,0.43310905,0.04335013619262636,0.08170808192581788
SPATS2L,2.0201547,0.24009573,0.043367340423354765,0.08172344432806092
DHRSX,2.0200717,0.066179655,0.04337594470172122,0.08173112719968409
IFIT1,2.019408,0.2851003,0.04344483086479739,0.0818523827595687
TBC1D10B,2.019076,0.19296338,0.04347930858941607,0.08190794259135174
KBTBD3,2.0189931,0.018312374,0.04348793163120293,0.08190794259135174
WARS2,2.0184953,-0.08786107,0.043539700225296844,0.08199689215181347
GMFB,2.0179975,0.33281556,0.043591520865098723,0.08207735984330697
BLOC1S5,2.0179145,-0.07369544,0.04360016270116956,0.08208507010576849
MAP3K9,2.0176656,-0.02604502,0.043626096892072426,0.08212533130266772
BRICD5,2.0170019,0.03992471,0.04369531843971591,0.08224706326683259
APOBEC3B,2.0155914,1.7214584,0.04384272225850534,0.08251591586038334
SNTA1,2.0154254,0.14991134,0.043860091457041686,0.08254000115438064
GABRB3,2.0151765,0.4045714,0.04388615614891217,0.08258044371026801
FBXO25,2.0150106,-0.01387291,0.04390353987500587,0.08260454459233778
HRNR,2.0136,0.041367006,0.044051536418286213,0.08287436295949573
MLH1,2.0131023,-0.018268898,0.044103870945318445,0.08296417444783098
TMEM9B,2.0126874,0.07149078,0.044147523133820636,0.08302898584590727
ZMYM4,2.0126874,0.17055234,0.044147523133820636,0.08302898584590727
SAMD10,2.0120237,0.2696702,0.044217442488461496,0.08315182179627036
TDRKH,2.0116918,-0.012248927,0.044252437199829076,0.08320896247979527
SEC14L4,2.0115259,0.4752254,0.044269943319163445,0.0832332104499956
KLRG2,2.011443,0.6910943,0.044278698570385744,0.08324100232127186
DHX58,2.0106132,0.034795888,0.04436633148339089,0.08338837920558623
USP2,2.0092027,0.6151677,0.04451564331950143,0.08366030697969597
CUZD1,2.00829,-0.015424028,0.04461248260524767,0.08383357431794902
EGFL8,2.0074604,-0.03623643,0.04470067248103808,0.08397307391260983
ATF7IP2,2.0072114,0.1449552,0.044727158102471534,0.0840053459450602
SCARA3,2.0061328,-0.13772841,0.04484208214101925,0.08420367265361145
FAM171A2,2.0052202,0.1978105,0.044939519985068406,0.08436031551319954
TRAPPC2L,2.0045564,0.038403887,0.04501049596377566,0.08448476644146828
ZFP37,2.0042245,0.4064802,0.045046019384572894,0.08454265390889848
LRRC49,2.0040586,0.25870156,0.04506378995799747,0.08456721414882831
CRAT,2.0034778,-0.069951154,0.04512603352105721,0.08465762061266192
KDM4A,2.003146,0.18652573,0.04516163380432538,0.0847156042258402
