Study_ID	GSM_ID	IN_VIVO	Cancer_type	Cell_Line	sub_clone	Condition	ICB	ICB_study	ICB_group	ICB_Baseline_TYPE	Baseline	Cell_treatment	Cell_genotype	Tumor	Mouse_genotype	Mouse_strain	Mouse_treatment	Timepoint	Implantation	Implantation_site	SRX_ID	SampleName	Tacstd2	Cldn4
GSE83848	GSM2219662	in_vivo	Melanoma	B16	B16F10		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	unknown	SRX1884265	SRX1884265	0.0	0.0
GSE83848	GSM2219663	in_vivo	Melanoma	B16	B16F10		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	unknown	SRX1884266	SRX1884266	0.0	0.0
GSE83848	GSM2219664	in_vivo	Melanoma	B16	B16F10		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	unknown	SRX1884267	SRX1884267	0.0	0.0
GSE83848	GSM2219665	in_vivo	Melanoma	B16	B16F10		0				0	IFNg	WT	primary	WT	C57BL/6	no_treatment		subcutaneous	unknown	SRX1884268	SRX1884268	0.0	0.0
GSE83848	GSM2219666	in_vivo	Melanoma	B16	B16F10		0				0	IFNg	WT	primary	WT	C57BL/6	no_treatment		subcutaneous	unknown	SRX1884269	SRX1884269	0.0	0.0
GSE83848	GSM2219667	in_vivo	Melanoma	B16	B16F10		0				0	IFNg	WT	primary	WT	C57BL/6	no_treatment		subcutaneous	unknown	SRX1884270	SRX1884270	0.0	0.0
GSE84535	GSM2241614	in_vivo	Lung carcinoma	LLC	parental		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	flank	SRX1959194	SRX1959194	0.5074254488131309	0.018037088211530102
GSE84535	GSM2241615	in_vivo	Lung carcinoma	LLC	parental		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	flank	SRX1959195	SRX1959195	0.4990126424036122	0.3766066964674926
GSE84535	GSM2241616	in_vivo	Lung carcinoma	LLC	parental		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	flank	SRX1959196	SRX1959196	0.38421072009442647	0.014011367083703121
GSE84535	GSM2241617	in_vivo	Lung carcinoma	LLC	parental		0				0		WT	primary	KO	C57BL/6 p110g_KO	no_treatment		subcutaneous	flank	SRX1959197	SRX1959197	0.6143398430537981	0.011165094231742709
GSE84535	GSM2241618	in_vivo	Lung carcinoma	LLC	parental		0				0		WT	primary	KO	C57BL/6 p110g_KO	no_treatment		subcutaneous	flank	SRX1959198	SRX1959198	0.497300904378839	0.010320006962192594
GSE84535	GSM2241619	in_vivo	Lung carcinoma	LLC	parental		0				0		WT	primary	KO	C57BL/6 p110g_KO	no_treatment		subcutaneous	flank	SRX1959199	SRX1959199	0.7007527943209565	0.016123647783105332
GSE85353	GSM3385837	in_vivo	Mammary carcinoma	4T1	parental		0				1		WT	primary	WT	BALB/c	vehicle		orthotopic	mammary gland	SRX4673405	SRX4673405	3.4267263041960123	6.575952836449009
GSE85353	GSM3385838	in_vivo	Mammary carcinoma	4T1	parental		0				1		WT	primary	WT	BALB/c	vehicle		orthotopic	mammary gland	SRX4673406	SRX4673406	3.0678011273139596	6.506487399697502
GSE85353	GSM3385839	in_vivo	Mammary carcinoma	4T1	parental		0				1		WT	primary	WT	BALB/c	vehicle		orthotopic	mammary gland	SRX4673407	SRX4673407	3.0396990906367787	6.341773108213228
GSE85353	GSM3385840	in_vivo	Mammary carcinoma	4T1	parental		0				1		WT	primary	WT	BALB/c	vehicle		orthotopic	mammary gland	SRX4673408	SRX4673408	3.1949786017324553	6.184016903514685
GSE85353	GSM3385841	in_vivo	Mammary carcinoma	4T1	parental		0				1		WT	primary	WT	BALB/c	vehicle		orthotopic	mammary gland	SRX4673409	SRX4673409	2.45640538826657	6.640375571828865
GSE85353	GSM3385842	in_vivo	Mammary carcinoma	4T1	parental		0				0		WT	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673410	SRX4673410	3.842482301715474	6.674357985122992
GSE85353	GSM3385843	in_vivo	Mammary carcinoma	4T1	parental		0				0		WT	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673411	SRX4673411	3.6077828270629824	6.174795810293474
GSE85353	GSM3385844	in_vivo	Mammary carcinoma	4T1	parental		0				0		WT	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673412	SRX4673412	3.9789605744952428	6.250795879770209
GSE85353	GSM3385845	in_vivo	Mammary carcinoma	4T1	parental		0				0		WT	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673413	SRX4673413	3.4319741137226605	6.468800142934878
GSE85353	GSM3385846	in_vivo	Melanoma	B16	parental		0				1		WT	primary	WT	C57BL/6	isotype		subcutaneous	mammary gland	SRX4673414	SRX4673414	0.0	0.0
GSE85353	GSM3385847	in_vivo	Melanoma	B16	parental		0				1		WT	primary	WT	C57BL/6	isotype		subcutaneous	mammary gland	SRX4673415	SRX4673415	0.032987192521167275	0.3196640085464376
GSE85353	GSM3385848	in_vivo	Melanoma	B16	parental		0				1		WT	primary	WT	C57BL/6	isotype		subcutaneous	mammary gland	SRX4673416	SRX4673416	0.0	0.0
GSE85353	GSM3385849	in_vivo	Melanoma	B16	parental		0				1		WT	primary	WT	C57BL/6	isotype		subcutaneous	mammary gland	SRX4673417	SRX4673417	0.040011744789168815	0.0
GSE85353	GSM3385850	in_vivo	Melanoma	B16	parental		0				1		WT	primary	WT	C57BL/6	isotype		subcutaneous	mammary gland	SRX4673418	SRX4673418	0.01674856487036548	0.0
GSE85353	GSM3385965	in_vivo	Mammary carcinoma	4T1	parental		0				1		WT	primary	WT	BALB/c	vehicle		orthotopic	mammary gland	SRX4673533	SRX4673533	2.988374131748416	6.340740798690138
GSE85353	GSM3385966	in_vivo	Mammary carcinoma	4T1	parental		0				1		WT	primary	WT	BALB/c	vehicle		orthotopic	mammary gland	SRX4673534	SRX4673534	2.476189023358339	6.640375571828865
GSE85353	GSM3385967	in_vivo	Mammary carcinoma	4T1	parental		0				1		WT	primary	WT	BALB/c	vehicle		orthotopic	mammary gland	SRX4673535	SRX4673535	1.4087353817737929	6.1451233240451915
GSE85353	GSM3385968	in_vivo	Mammary carcinoma	4T1	parental		0				1		WT	primary	WT	BALB/c	vehicle		orthotopic	mammary gland	SRX4673536	SRX4673536	1.6818175353748472	6.436035092118911
GSE85353	GSM3385969	in_vivo	Mammary carcinoma	4T1	parental		0				1		WT	primary	WT	BALB/c	vehicle		orthotopic	mammary gland	SRX4673537	SRX4673537	2.4593136284537676	6.531557895744101
GSE85353	GSM3385970	in_vivo	Mammary carcinoma	4T1	parental		0				1		WT	primary	WT	BALB/c	vehicle		orthotopic	mammary gland	SRX4673538	SRX4673538	2.2792687681535937	6.610178383142311
GSE85353	GSM3385971	in_vivo	Mammary carcinoma	4T1	parental		0				1		WT	primary	WT	BALB/c	vehicle		orthotopic	mammary gland	SRX4673539	SRX4673539	2.5736549757202716	6.236150328690064
GSE85353	GSM3385972	in_vivo	Mammary carcinoma	4T1	parental	Hif1b_KO	0				0	sgHif1b	Hif1b_KO	primary	WT	BALB/c	vehicle		orthotopic	mammary gland	SRX4673540	SRX4673540	2.2529668172052744	6.737858555877766
GSE85353	GSM3385973	in_vivo	Mammary carcinoma	4T1	parental	Hif1b_KO	0				0	sgHif1b	Hif1b_KO	primary	WT	BALB/c	vehicle		orthotopic	mammary gland	SRX4673541	SRX4673541	2.0571665252076343	7.427308730962444
GSE85353	GSM3385974	in_vivo	Mammary carcinoma	4T1	parental	Hif1b_KO	0				0	sgHif1b	Hif1b_KO	primary	WT	BALB/c	vehicle		orthotopic	mammary gland	SRX4673542	SRX4673542	2.1927204047714905	6.758287279940888
GSE85353	GSM3385975	in_vivo	Mammary carcinoma	4T1	parental	Hif1b_KO	0				0	sgHif1b	Hif1b_KO	primary	WT	BALB/c	vehicle		orthotopic	mammary gland	SRX4673543	SRX4673543	2.057728116214687	7.014265343511925
GSE85353	GSM3385976	in_vivo	Mammary carcinoma	4T1	parental	Hif1b_KO	0				0	sgHif1b	Hif1b_KO	primary	WT	BALB/c	vehicle		orthotopic	mammary gland	SRX4673544	SRX4673544	3.00767503143453	7.1506680345333065
GSE85353	GSM3385977	in_vivo	Mammary carcinoma	4T1	parental	Hif1b_KO	0				0	sgHif1b	Hif1b_KO	primary	WT	BALB/c	vehicle		orthotopic	mammary gland	SRX4673545	SRX4673545	2.0494649731077343	6.386522866556493
GSE85353	GSM3385978	in_vivo	Mammary carcinoma	4T1	parental		0				0		WT	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673546	SRX4673546	2.91122236343973	6.327670323124508
GSE85353	GSM3385979	in_vivo	Mammary carcinoma	4T1	parental		0				0		WT	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673547	SRX4673547	2.8177084539468007	4.603244142179821
GSE85353	GSM3385980	in_vivo	Mammary carcinoma	4T1	parental		0				0		WT	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673548	SRX4673548	2.483302534704291	6.355088463538773
GSE85353	GSM3385981	in_vivo	Mammary carcinoma	4T1	parental		0				0		WT	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673549	SRX4673549	3.080837501783667	6.329803285687785
GSE85353	GSM3385982	in_vivo	Mammary carcinoma	4T1	parental		0				0		WT	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673550	SRX4673550	2.191767709850282	5.301084607020324
GSE85353	GSM3385983	in_vivo	Mammary carcinoma	4T1	parental		0				0		WT	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673551	SRX4673551	4.3482625802800365	5.255801371470631
GSE85353	GSM3385984	in_vivo	Mammary carcinoma	4T1	parental		0				0		WT	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673552	SRX4673552	2.3354039926205945	5.748197934886953
GSE85353	GSM3385985	in_vivo	Mammary carcinoma	4T1	parental		0				0		WT	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673553	SRX4673553	2.907306979743799	6.531557895744101
GSE85353	GSM3385986	in_vivo	Mammary carcinoma	4T1	parental	Hif1b_KO	0				0	sgHif1b	Hif1b_KO	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673554	SRX4673554	3.3324561322129207	6.883920447777166
GSE85353	GSM3385987	in_vivo	Mammary carcinoma	4T1	parental	Hif1b_KO	0				0	sgHif1b	Hif1b_KO	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673555	SRX4673555	2.6775760123797596	6.238500478666019
GSE85353	GSM3385988	in_vivo	Mammary carcinoma	4T1	parental	Hif1b_KO	0				0	sgHif1b	Hif1b_KO	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673556	SRX4673556	3.0396990906367787	6.492717882806397
GSE85353	GSM3385989	in_vivo	Mammary carcinoma	4T1	parental	Hif1b_KO	0				0	sgHif1b	Hif1b_KO	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673557	SRX4673557	1.892496054260705	4.450110434941609
GSE85353	GSM3385990	in_vivo	Mammary carcinoma	4T1	parental	Hif1b_KO	0				0	sgHif1b	Hif1b_KO	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673558	SRX4673558	3.070974745774455	6.653031241413834
GSE85353	GSM3385991	in_vivo	Mammary carcinoma	4T1	parental	Hif1b_KO	0				0	sgHif1b	Hif1b_KO	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673559	SRX4673559	3.154097960714258	5.731167569975229
GSE85353	GSM3385992	in_vivo	Mammary carcinoma	4T1	parental	Hif1b_KO	0				0	sgHif1b	Hif1b_KO	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673560	SRX4673560	3.5251488271471914	6.985695315939217
GSE85353	GSM3385993	in_vivo	Mammary carcinoma	4T1	parental	Hif1b_KO	0				0	sgHif1b	Hif1b_KO	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673561	SRX4673561	3.602047552330269	6.807553763630727
GSE85353	GSM3385994	in_vivo	Mammary carcinoma	4T1	parental		0				0		WT	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673562	SRX4673562	2.711988360466973	6.047353695153324
GSE85353	GSM3385995	in_vivo	Mammary carcinoma	4T1	parental		0				0		WT	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673563	SRX4673563	3.028993319620516	6.469964674950284
GSE85353	GSM3385996	in_vivo	Mammary carcinoma	4T1	parental		0				0		WT	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673564	SRX4673564	2.2782694516696163	6.072242853274626
GSE85353	GSM3385997	in_vivo	Mammary carcinoma	4T1	parental		0				0		WT	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673565	SRX4673565	3.8183351678161195	6.42391095916431
GSE85353	GSM3385998	in_vivo	Mammary carcinoma	4T1	parental		0				0		WT	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673566	SRX4673566	4.315656150331199	5.797374579031784
GSE85353	GSM3385999	in_vivo	Mammary carcinoma	4T1	parental		0				0		WT	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673567	SRX4673567	2.459730299815213	6.077903770960167
GSE85353	GSM3386000	in_vivo	Mammary carcinoma	4T1	parental		0				0		WT	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673568	SRX4673568	3.177882568319561	6.620319395647456
GSE85353	GSM3386001	in_vivo	Mammary carcinoma	4T1	parental		0				0		WT	primary	WT	BALB/c	aza		orthotopic	mammary gland	SRX4673569	SRX4673569	3.5114619411695798	6.487564807299269
GSE90885	GSM2416969	in_vivo	Melanoma	B16	B16F10		0	Baseline		unknown	1		WT	primary	WT	C57BL/6	isotype		subcutaneous	flank	SRX2396156	SRX2396156	1.5440757643323975	1.100136462982944
GSE90885	GSM2416970	in_vivo	Melanoma	B16	B16F10		0	Baseline		unknown	1		WT	primary	WT	C57BL/6	isotype		subcutaneous	flank	SRX2396157	SRX2396157	0.0	0.0
GSE90885	GSM2416971	in_vivo	Melanoma	B16	B16F10		0	Baseline		unknown	1		WT	primary	WT	C57BL/6	isotype		subcutaneous	flank	SRX2396158	SRX2396158	0.0	0.0
GSE90885	GSM2416972	in_vivo	Melanoma	B16	B16F10		0	Baseline		unknown	1		WT	primary	WT	C57BL/6	isotype		subcutaneous	flank	SRX2396159	SRX2396159	0.2918859346930422	0.0
GSE90885	GSM2416973	in_vivo	Melanoma	B16	B16F10		0	Baseline		unknown	1		WT	primary	WT	C57BL/6	isotype		subcutaneous	flank	SRX2396160	SRX2396160	0.0	0.6626515233373766
GSE90885	GSM2416974	in_vivo	Melanoma	B16	B16F10		1	unknown	antiPD1		0		WT	primary	WT	C57BL/6	antiPD1		subcutaneous	flank	SRX2396161	SRX2396161	0.3573825978106544	0.3368554142413574
GSE90885	GSM2416975	in_vivo	Melanoma	B16	B16F10		1	unknown	antiPD1		0		WT	primary	WT	C57BL/6	antiPD1		subcutaneous	flank	SRX2396162	SRX2396162	0.04622327090333075	0.0
GSE90885	GSM2416976	in_vivo	Melanoma	B16	B16F10		1	unknown	antiPD1		0		WT	primary	WT	C57BL/6	antiPD1		subcutaneous	flank	SRX2396163	SRX2396163	0.0	0.0
GSE90885	GSM2416977	in_vivo	Melanoma	B16	B16F10		1	unknown	antiPD1		0		WT	primary	WT	C57BL/6	antiPD1		subcutaneous	flank	SRX2396164	SRX2396164	0.0	0.0
GSE90885	GSM2416978	in_vivo	Melanoma	B16	B16F10	antiCD40	0	Baseline		unknown	0		WT	primary	WT	C57BL/6	antiCD40;		subcutaneous	flank	SRX2396165	SRX2396165	0.0	0.0
GSE90885	GSM2416979	in_vivo	Melanoma	B16	B16F10	antiCD40	0	Baseline		unknown	0		WT	primary	WT	C57BL/6	antiCD40;		subcutaneous	flank	SRX2396166	SRX2396166	3.536173059858633	2.6839379872682776
GSE90885	GSM2416980	in_vivo	Melanoma	B16	B16F10	antiCD40	0	Baseline		unknown	0		WT	primary	WT	C57BL/6	antiCD40;		subcutaneous	flank	SRX2396167	SRX2396167	1.0002100514107963	1.0933472885717501
GSE90885	GSM2416981	in_vivo	Melanoma	B16	B16F10	antiCD40	1	unknown	antiPD1		0		WT	primary	WT	C57BL/6	antiPD1; antiCD40;		subcutaneous	flank	SRX2396168	SRX2396168	0.0	0.0
GSE90885	GSM2416982	in_vivo	Melanoma	B16	B16F10	antiCD40	1	unknown	antiPD1		0		WT	primary	WT	C57BL/6	antiPD1; antiCD40;		subcutaneous	flank	SRX2396169	SRX2396169	0.058140007638705686	0.0
GSE90885	GSM2416983	in_vivo	Melanoma	B16	B16F10	antiCD40	1	unknown	antiPD1		0		WT	primary	WT	C57BL/6	antiPD1; antiCD40;		subcutaneous	flank	SRX2396170	SRX2396170	0.0	0.0
GSE90885	GSM2416984	in_vivo	Melanoma	B16	B16F10	ARE-del.het	0	Baseline		unknown	1		WT	primary	KO	C57BL/6 ARE-del +/-	isotype		subcutaneous	flank	SRX2396171	SRX2396171	0.0	0.0
GSE90885	GSM2416985	in_vivo	Melanoma	B16	B16F10	ARE-del.het	0	Baseline		unknown	1		WT	primary	KO	C57BL/6 ARE-del +/-	isotype		subcutaneous	flank	SRX2396172	SRX2396172	0.0	0.28531213832889807
GSE90885	GSM2416986	in_vivo	Melanoma	B16	B16F10	ARE-del.het	0	Baseline		unknown	1		WT	primary	KO	C57BL/6 ARE-del +/-	isotype		subcutaneous	flank	SRX2396173	SRX2396173	0.0	0.0
GSE90885	GSM2416987	in_vivo	Melanoma	B16	B16F10	ARE-del.het	0	Baseline		unknown	1		WT	primary	KO	C57BL/6 ARE-del +/-	isotype		subcutaneous	flank	SRX2396174	SRX2396174	0.0	0.0
GSE90885	GSM2416988	in_vivo	Melanoma	B16	B16F10	ARE-del.het	1	unknown	antiPD1		0		WT	primary	KO	C57BL/6 ARE-del +/-	antiPD1		subcutaneous	flank	SRX2396175	SRX2396175	0.2507767001495465	0.305979273405001
GSE90885	GSM2416989	in_vivo	Melanoma	B16	B16F10	ARE-del.het	1	unknown	antiPD1		0		WT	primary	KO	C57BL/6 ARE-del +/-	antiPD1		subcutaneous	flank	SRX2396176	SRX2396176	0.0	0.0
GSE90885	GSM2416990	in_vivo	Melanoma	B16	B16F10	ARE-del.het	1	unknown	antiPD1		0		WT	primary	KO	C57BL/6 ARE-del +/-	antiPD1		subcutaneous	flank	SRX2396177	SRX2396177	0.10403431722196844	0.0
GSE90885	GSM2416991	in_vivo	Melanoma	B16	B16F10	antiCD40_ARE-del.het	0	Baseline		unknown	0		WT	primary	KO	C57BL/6 ARE-del +/-	antiCD40;		subcutaneous	flank	SRX2396178	SRX2396178	0.048682415947608804	0.0
GSE90885	GSM2416992	in_vivo	Melanoma	B16	B16F10	antiCD40_ARE-del.het	0	Baseline		unknown	0		WT	primary	KO	C57BL/6 ARE-del +/-	antiCD40;		subcutaneous	flank	SRX2396179	SRX2396179	0.0	0.0
GSE90885	GSM2416993	in_vivo	Melanoma	B16	B16F10	antiCD40_ARE-del.het	0	Baseline		unknown	0		WT	primary	KO	C57BL/6 ARE-del +/-	antiCD40;		subcutaneous	flank	SRX2396180	SRX2396180	2.947428980640942	1.8569328198647608
GSE90885	GSM2416994	in_vivo	Melanoma	B16	B16F10	antiCD40_ARE-del.het	0	Baseline		unknown	0		WT	primary	KO	C57BL/6 ARE-del +/-	antiCD40;		subcutaneous	flank	SRX2396181	SRX2396181	2.995373946785297	1.7799343614101801
GSE90885	GSM2416995	in_vivo	Melanoma	B16	B16F10	antiCD40_ARE-del.het	1	unknown	antiPD1		0		WT	primary	KO	C57BL/6 ARE-del +/-	antiPD1; antiCD40;		subcutaneous	flank	SRX2396182	SRX2396182	1.8350692233986707	1.2077532854841002
GSE90885	GSM2416996	in_vivo	Melanoma	B16	B16F10	antiCD40_ARE-del.het	1	unknown	antiPD1		0		WT	primary	KO	C57BL/6 ARE-del +/-	antiPD1; antiCD40;		subcutaneous	flank	SRX2396183	SRX2396183	0.9715956794339023	0.6250957787485909
GSE90885	GSM2416997	in_vivo	Melanoma	B16	B16F10	antiCD40_ARE-del.het	1	unknown	antiPD1		0		WT	primary	KO	C57BL/6 ARE-del +/-	antiPD1; antiCD40;		subcutaneous	flank	SRX2396184	SRX2396184	0.4541746520763957	0.10577076133780992
GSE90885	GSM2416998	in_vivo	Melanoma	B16	B16F10	antiCD40_ARE-del.het	1	unknown	antiPD1		0		WT	primary	KO	C57BL/6 ARE-del +/-	antiPD1; antiCD40;		subcutaneous	flank	SRX2396185	SRX2396185	0.15250590869435904	0.25850074105419674
GSE93017	GSM2442590	in_vivo	Colorectal carcinoma	MC38	parental	day23	0				1		WT	primary	WT	C57BL/6N	no_treatment	day23	subcutaneous	flank	SRX2452230	SRX2452230	0.0	0.0
GSE93017	GSM2442591	in_vivo	Colorectal carcinoma	MC38	parental	day23	0				1		WT	primary	WT	C57BL/6N	no_treatment	day23	subcutaneous	flank	SRX2452231	SRX2452231	0.4942992570372863	0.0
GSE93017	GSM2442592	in_vivo	Colorectal carcinoma	MC38	parental	day23	0				1		WT	primary	WT	C57BL/6N	no_treatment	day23	subcutaneous	flank	SRX2452232	SRX2452232	0.0	0.0
GSE93017	GSM2442593	in_vivo	Colorectal carcinoma	MC38	parental	day46	0				1		WT	primary	WT	C57BL/6N	no_treatment	day46	subcutaneous	flank	SRX2452233	SRX2452233	0.0	0.0
GSE93017	GSM2442594	in_vivo	Colorectal carcinoma	MC38	parental	day46	0				1		WT	primary	WT	C57BL/6N	no_treatment	day46	subcutaneous	flank	SRX2452234	SRX2452234	0.0	0.0
GSE93017	GSM2442595	in_vivo	Colorectal carcinoma	MC38	parental	day46	0				1		WT	primary	WT	C57BL/6N	no_treatment	day46	subcutaneous	flank	SRX2452235	SRX2452235	0.0	0.0
GSE93017	GSM2442596	in_vivo	Colorectal carcinoma	MC38	parental	day13	0				0		WT	primary	immunodeficient	C57BL/6N Rag1_KO	no_treatment	day13	subcutaneous	flank	SRX2452236	SRX2452236	0.0	0.0
GSE93017	GSM2442597	in_vivo	Colorectal carcinoma	MC38	parental	day13	0				0		WT	primary	immunodeficient	C57BL/6N Rag1_KO	no_treatment	day13	subcutaneous	flank	SRX2452237	SRX2452237	0.0	0.0
GSE93017	GSM2442598	in_vivo	Colorectal carcinoma	MC38	parental	day13	0				0		WT	primary	immunodeficient	C57BL/6N Rag1_KO	no_treatment	day13	subcutaneous	flank	SRX2452238	SRX2452238	0.0	0.0
GSE93017	GSM2442599	in_vivo	Colorectal carcinoma	MC38	parental	day23	0				0		WT	primary	immunodeficient	C57BL/6N Rag1_KO	no_treatment	day23	subcutaneous	flank	SRX2452239	SRX2452239	0.0	0.0
GSE93017	GSM2442600	in_vivo	Colorectal carcinoma	MC38	parental	day23	0				0		WT	primary	immunodeficient	C57BL/6N Rag1_KO	no_treatment	day23	subcutaneous	flank	SRX2452240	SRX2452240	0.0	0.0
GSE93017	GSM2442601	in_vivo	Colorectal carcinoma	MC38	parental	day23	0				0		WT	primary	immunodeficient	C57BL/6N Rag1_KO	no_treatment	day23	subcutaneous	flank	SRX2452241	SRX2452241	0.0	0.0
GSE93017	GSM2442602	in_vivo	Colorectal carcinoma	MC38	parental		1	R	antiPDL1		0		WT	primary	WT	C57BL/6N	antiPDL1		subcutaneous	flank	SRX2452242	SRX2452242	0.1492891340577097	0.0
GSE93017	GSM2442603	in_vivo	Colorectal carcinoma	MC38	parental		1	R	antiPDL1		0		WT	primary	WT	C57BL/6N	antiPDL1		subcutaneous	flank	SRX2452243	SRX2452243	0.0	0.0991324192003727
GSE93017	GSM2442604	in_vivo	Colorectal carcinoma	MC38	parental		1	R	antiPDL1		0		WT	primary	WT	C57BL/6N	antiPDL1		subcutaneous	flank	SRX2452244	SRX2452244	0.14934376235314006	0.14272695896693538
GSE93017	GSM2442605	in_vivo	Colorectal carcinoma	MC38	parental		0	Baseline		R	1		WT	primary	WT	C57BL/6N	isotype		subcutaneous	flank	SRX2452245	SRX2452245	0.0	0.0
GSE93017	GSM2442606	in_vivo	Colorectal carcinoma	MC38	parental		0	Baseline		R	1		WT	primary	WT	C57BL/6N	isotype		subcutaneous	flank	SRX2452246	SRX2452246	0.0	0.0
GSE93017	GSM2442607	in_vivo	Colorectal carcinoma	MC38	parental		0	Baseline		R	1		WT	primary	WT	C57BL/6N	isotype		subcutaneous	flank	SRX2452247	SRX2452247	0.0	0.2636054931570067
GSE98672	GSM2609283	in_vivo	Lung carcinoma	LLC	parental		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	back	SRX2790943	SRX2790943	0.18740180424729252	0.0
GSE98672	GSM2609284	in_vivo	Lung carcinoma	LLC	parental		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	back	SRX2790944	SRX2790944	0.1827375550189289	0.0
RU31562203	RU_moc1e1_1	in_vivo	Head and neck squamous cell carcinoma	MOC1	MOC1e1		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	flank		moc1e1_1	8.02277887260957	4.415594204514144
RU31562203	RU_moc1e1_2	in_vivo	Head and neck squamous cell carcinoma	MOC1	MOC1e1		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	flank		moc1e1_2	8.092958517580186	4.702522464467199
RU31562203	RU_moc1e1_3	in_vivo	Head and neck squamous cell carcinoma	MOC1	MOC1e1		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	flank		moc1e1_3	8.103453839941642	5.1122411492944515
RU31562203	RU_moc1e2_1	in_vivo	Head and neck squamous cell carcinoma	MOC1	MOC1e2		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	flank		moc1e2_1	8.712186164317488	6.419902266696046
RU31562203	RU_moc1e2_2	in_vivo	Head and neck squamous cell carcinoma	MOC1	MOC1e2		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	flank		moc1e2_2	8.420958648993592	6.002327465421894
RU31562203	RU_moc1e2_3	in_vivo	Head and neck squamous cell carcinoma	MOC1	MOC1e2		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	flank		moc1e2_3	8.257946109507367	5.7891103401643935
RU31562203	RU_moc1_3	in_vivo	Head and neck squamous cell carcinoma	MOC1	parental		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	flank		moc1_3	8.702945333453414	7.418003365654134
RU31562203	RU_moc1_4	in_vivo	Head and neck squamous cell carcinoma	MOC1	parental		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	flank		moc1_4	8.74374555099827	7.4643894529681285
RU31562203	RU_moc1_5	in_vivo	Head and neck squamous cell carcinoma	MOC1	parental		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	flank		moc1_5	8.72350273582071	7.3796075424205005
RU31562203	RU_MOC2_in_vivo_d10_m5_L	in_vivo	Head and neck squamous cell carcinoma	MOC2	parental		0				1		WT	primary	WT	C57BL/6	no_treatment	day10	subcutaneous	flank		Ravi_MOC2_invivo_d10_m5_L	7.361311655914483	9.107326091084126
RU31562203	RU_MOC2_in_vivo_d10_m5_R	in_vivo	Head and neck squamous cell carcinoma	MOC2	parental		0				1		WT	primary	WT	C57BL/6	no_treatment	day10	subcutaneous	flank		Ravi_MOC2_invivo_d10_m5_R	6.691598760925152	8.988951765108283
RU31562203	RU_MOC2_in_vivo_d10m1R_2	in_vivo	Head and neck squamous cell carcinoma	MOC2	parental		0				1		WT	primary	WT	C57BL/6	no_treatment	day10	subcutaneous	flank		Ravi_MOC2_invivo_d10m1R_2	7.327679730373575	9.190623435074276
