contrast	filter	set	arm	method	n_A	n_B	n_genes	effect	alternative	p	n_perm	thesis	n_KO_in_low	fdr_sweep	fdr_full10
Trop2KO_minus_WT	drop_KO172	HALLMARK_DNA_REPAIR	nhej	gene_rank_welch	4	5	142	-0.07515187827189676	less	0.0369890770167271	0	True		0.0690675351881301	
Trop2KO_minus_WT	drop_KO162	STING_CORE	sting	gene_rank_welch	4	5	14	0.045597135512458094	greater	0.03752112243995049	0	True		0.06994040551199034	
Trop2KO_minus_WT	drop_RESUB-169R	STING_CORE	sting	gene_rank_modt	5	4	14	0.025846818434037657	greater	0.0382149148241114	0	True		0.07111125902837225	
Trop2KO_minus_WT	all10	GOBP_TJ_ASSEMBLY	barrier	sample_mean_z_perm	5	5	33	-0.46445291177065456	less	0.03968253968253968	252	True		0.07198691872058706	0.06416751097602161
Trop2KO_minus_WT	drop_KO162	HALLMARK_ALLOGRAFT	immune	sample_mean_z_perm	4	5	173	0.40174087695722305	greater	0.03968253968253968	126	True		0.07198691872058706	
Trop2KO_minus_WT	drop_KO162	STING_CORE	sting	sample_mean_z_perm	4	5	14	0.3466488168598979	greater	0.03968253968253968	126	True		0.07198691872058706	
Trop2KO_minus_WT	drop_KO165	HALLMARK_ALLOGRAFT	immune	sample_mean_z_perm	4	5	173	0.36815913474385487	greater	0.03968253968253968	126	True		0.07198691872058706	
Trop2KO_minus_WT	drop_RESUB-KO163R	BULK_IMMUNE	immune	sample_median_z_perm	4	5	15	0.8034931312915736	greater	0.03968253968253968	126	True		0.07198691872058706	
Trop2KO_minus_WT	drop_RESUB-KO163R	STING_CORE	sting	sample_median_z_perm	4	5	14	0.35475825054699656	greater	0.03968253968253968	126	True		0.07198691872058706	
Trop2KO_minus_WT	drop_RESUB-171R	BULK_IMMUNE	immune	sample_median_z_perm	5	4	15	0.8441934732262606	greater	0.03968253968253968	126	True		0.07198691872058706	
Trop2KO_minus_WT	drop_RESUB-170R	BULK_IMMUNE	immune	sample_median_z_perm	5	4	15	0.900982629400936	greater	0.03968253968253968	126	True		0.07198691872058706	
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_ALLOGRAFT	immune	sample_mean_z_perm	5	4	173	0.3891582779638024	greater	0.03968253968253968	126	True		0.07198691872058706	
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_INFLAMMATORY	inflammatory	sample_median_z_perm	5	4	178	0.44824436399077816	greater	0.03968253968253968	126	True		0.07198691872058706	
Trop2KO_minus_WT	drop_RESUB-169R	BARRIER_STRUCT	barrier	sample_median_z_perm	5	4	21	-0.8735242039143847	less	0.03968253968253968	126	True		0.07198691872058706	
Trop2KO_minus_WT	drop_RESUB-168R	BARRIER_STRUCT	barrier	sample_median_z_perm	5	4	21	-0.7955687929690499	less	0.03968253968253968	126	True		0.07198691872058706	
Trop2KO_minus_WT	drop_RESUB-168R	HALLMARK_ALLOGRAFT	immune	sample_median_z_perm	5	4	173	0.6093297565857663	greater	0.03968253968253968	126	True		0.07198691872058706	
Trop2KO_minus_WT	drop_RESUB-168R	HALLMARK_INFLAMMATORY	inflammatory	sample_median_z_perm	5	4	178	0.4221204814828238	greater	0.03968253968253968	126	True		0.07198691872058706	
Trop2KO_minus_WT	drop_control170	BULK_IMMUNE	immune	sample_median_z_perm	5	4	15	0.8230169677323683	greater	0.03968253968253968	126	True		0.07198691872058706	
Spearman_Cldn4	all10	HALLMARK_APICAL_JUNCTION	barrier	spearman_score	10	0	169	0.5757575757575757	rho_positive	0.04077640738630122	0	True		0.07384757391198031	
Trop2KO_minus_WT	drop_KO164	STING_CORE	sting	gene_rank_welch	4	5	14	0.0325872957618909	greater	0.04176006905094424	0	True		0.07550276257457864	
Trop2KO_minus_WT	drop_control170	HALLMARK_DNA_REPAIR	nhej	gene_rank_modt	5	4	142	-0.07380863535415522	less	0.042316703954681706	0	True		0.07638165063820047	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	GOBP_KERATINIZATION	epithelial_program	sample_median_z_perm	4	4	38	-0.8716394717957472	less	0.04285714285714286	70	True		0.0771001423825344	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_INFLAMMATORY	inflammatory	sample_median_z_perm	4	4	178	0.49383838037378636	greater	0.04285714285714286	70	True		0.0771001423825344	
Trop2KO_minus_WT	drop_KO172	HALLMARK_DNA_REPAIR	nhej	gene_rank_modt	4	5	142	-0.07515187827189676	less	0.04411378847756153	0	True		0.07922924199203837	
Trop2KO_minus_WT	all10	STING_CORE	sting	gene_rank_modt	5	5	14	0.03606628297243132	greater	0.04450049919921342	0	True		0.07979145800123863	0.07045912373208792
Trop2KO_minus_WT	drop_RESUB-171R	STING_CORE	sting	gene_rank_welch	5	4	14	0.034503464024463186	greater	0.04624764981698877	0	True		0.08278711529222949	
Trop2KO_minus_WT	all10	HALLMARK_ALLOGRAFT	immune	sample_mean_z_perm	5	5	173	0.3307795546053152	greater	0.047619047619047616	252	True		0.08371985157699442	0.07238095238095237
Trop2KO_minus_WT	all10	STING_CORE	sting	sample_mean_z_perm	5	5	14	0.2969079652180129	greater	0.047619047619047616	252	True		0.08371985157699442	0.07238095238095237
Trop2KO_minus_WT	drop_KO162	HALLMARK_IFNG	ifn_gamma	sample_mean_z_perm	4	5	184	0.3947678849226769	greater	0.047619047619047616	126	True		0.08371985157699442	
Trop2KO_minus_WT	drop_KO164	BULK_IMMUNE	immune	sample_median_z_perm	4	5	15	0.8893804360728206	greater	0.047619047619047616	126	True		0.08371985157699442	
Trop2KO_minus_WT	drop_KO165	GOBP_TJ_ORGANIZATION	barrier	sample_mean_z_perm	4	5	62	-0.4277360775036688	less	0.047619047619047616	126	True		0.08371985157699442	
Trop2KO_minus_WT	drop_KO165	GOBP_TJ_ASSEMBLY	barrier	sample_median_z_perm	4	5	33	-0.5075168557507996	less	0.047619047619047616	126	True		0.08371985157699442	
Trop2KO_minus_WT	drop_KO165	BULK_IMMUNE	immune	sample_median_z_perm	4	5	15	0.9047925549574878	greater	0.047619047619047616	126	True		0.08371985157699442	
Trop2KO_minus_WT	drop_RESUB-171R	STING_CORE	sting	sample_median_z_perm	5	4	14	0.3790638536714024	greater	0.047619047619047616	126	True		0.08371985157699442	
Trop2KO_minus_WT	drop_RESUB-168R	HALLMARK_IL6_STAT3	inflammatory	sample_mean_z_perm	5	4	80	0.45134819260300574	greater	0.047619047619047616	126	True		0.08371985157699442	
Trop2KO_minus_WT	drop_RESUB-168R	HALLMARK_IL6_STAT3	inflammatory	sample_median_z_perm	5	4	80	0.5426588340632019	greater	0.047619047619047616	126	True		0.08371985157699442	
Trop2KO_minus_WT	drop_control170	GOBP_TJ_ASSEMBLY	barrier	sample_mean_z_perm	5	4	33	-0.5036360163633462	less	0.047619047619047616	126	True		0.08371985157699442	
Trop2KO_minus_WT	drop_RESUB-KO163R	STING_CORE	sting	gene_rank_welch	4	5	14	0.03176175984832457	greater	0.04837572618289317	0	True		0.08491233623350616	
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_INFLAMMATORY	inflammatory	gene_rank_welch	3	3	178	0.12852779440028864	greater	0.04871524343126496	0	True	2.0	0.0852444892780608	
Trop2KO_minus_WT	drop_RESUB-KO163R	STING_CORE	sting	gene_rank_modt	4	5	14	0.03176175984832457	greater	0.04872238122171711	0	True		0.0852444892780608	
Cldn4low_minus_Cldn4high_top3	all10	BARRIER_STRUCT	barrier	sample_mean_z_perm	3	3	20	-0.9553778720115763	less	0.05	20	True	2.0	0.08650159744408946	
Cldn4low_minus_Cldn4high_top3	all10	BARRIER_STRUCT	barrier	sample_median_z_perm	3	3	20	-1.1736506268980103	less	0.05	20	True	2.0	0.08650159744408946	
Cldn4low_minus_Cldn4high_top3	all10	GOBP_TJ_ORGANIZATION	barrier	sample_mean_z_perm	3	3	61	-0.5926733387755125	less	0.05	20	True	2.0	0.08650159744408946	
Cldn4low_minus_Cldn4high_top3	all10	GOBP_TJ_ORGANIZATION	barrier	sample_median_z_perm	3	3	61	-0.8760713090319421	less	0.05	20	True	2.0	0.08650159744408946	
Cldn4low_minus_Cldn4high_top3	all10	GOBP_TJ_ASSEMBLY	barrier	sample_mean_z_perm	3	3	32	-0.5973516158871279	less	0.05	20	True	2.0	0.08650159744408946	
Cldn4low_minus_Cldn4high_top3	all10	GOBP_TJ_ASSEMBLY	barrier	sample_median_z_perm	3	3	32	-0.8497793545199931	less	0.05	20	True	2.0	0.08650159744408946	
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_ALLOGRAFT	immune	sample_median_z_perm	3	3	173	0.4217155994484949	greater	0.05	20	True	2.0	0.08650159744408946	
Trop2KO_minus_WT	drop_KO165	STING_CORE	sting	gene_rank_welch	4	5	14	0.0338724375450709	greater	0.05013525118250378	0	True		0.08659725204250653	
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_INFLAMMATORY	inflammatory	gene_rank_modt	3	3	178	0.12852779440028864	greater	0.05467657933496288	0	True	2.0	0.093863754550182	
Trop2KO_minus_WT	drop_KO162	GOBP_TJ_ASSEMBLY	barrier	sample_mean_z_perm	4	5	33	-0.4702254830112719	less	0.05555555555555555	126	True		0.093863754550182	
Trop2KO_minus_WT	drop_KO162	HALLMARK_IL6_STAT3	inflammatory	sample_mean_z_perm	4	5	80	0.3986565669244083	greater	0.05555555555555555	126	True		0.093863754550182	
Trop2KO_minus_WT	drop_KO162	HALLMARK_IL6_STAT3	inflammatory	sample_median_z_perm	4	5	80	0.45392542424718696	greater	0.05555555555555555	126	True		0.093863754550182	
Trop2KO_minus_WT	drop_KO164	BARRIER_STRUCT	barrier	sample_median_z_perm	4	5	21	-0.7661749195630908	less	0.05555555555555555	126	True		0.093863754550182	
Trop2KO_minus_WT	drop_KO165	HALLMARK_INFLAMMATORY	inflammatory	sample_mean_z_perm	4	5	178	0.267953967163851	greater	0.05555555555555555	126	True		0.093863754550182	
Trop2KO_minus_WT	drop_KO172	STING_CORE	sting	sample_mean_z_perm	4	5	14	0.3101892572281131	greater	0.05555555555555555	126	True		0.093863754550182	
Trop2KO_minus_WT	drop_RESUB-169R	EPITHELIAL_ISG	ifn_isg	sample_median_z_perm	5	4	16	0.5403941162262079	greater	0.05555555555555555	126	True		0.093863754550182	
Trop2KO_minus_WT	drop_RESUB-169R	HALLMARK_IFNG	ifn_gamma	sample_mean_z_perm	5	4	184	0.41710841006859045	greater	0.05555555555555555	126	True		0.093863754550182	
Trop2KO_minus_WT	drop_RESUB-169R	HALLMARK_ALLOGRAFT	immune	sample_median_z_perm	5	4	173	0.5023359370059945	greater	0.05555555555555555	126	True		0.093863754550182	
Trop2KO_minus_WT	drop_RESUB-169R	HALLMARK_INFLAMMATORY	inflammatory	sample_mean_z_perm	5	4	178	0.2902634178175265	greater	0.05555555555555555	126	True		0.093863754550182	
Trop2KO_minus_WT	drop_RESUB-168R	HALLMARK_INFLAMMATORY	inflammatory	sample_mean_z_perm	5	4	178	0.29089277744428654	greater	0.05555555555555555	126	True		0.093863754550182	
Trop2KO_minus_WT	drop_control170	STING_CORE	sting	sample_mean_z_perm	5	4	14	0.3192460987717057	greater	0.05555555555555555	126	True		0.093863754550182	
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_ALLOGRAFT	immune	sample_mean_z_perm	5	5	173	0.32462905304875944	greater	0.05555555555555555	252	True	3.0	0.093863754550182	
Trop2KO_minus_WT	drop_KO162	EPITHELIAL_ISG	ifn_isg	gene_rank_modt	4	5	16	0.08200740648802746	greater	0.05645299710122298	0	True		0.09523145772682942	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_INFLAMMATORY	inflammatory	sample_mean_z_perm	4	4	178	0.2935838404846173	greater	0.05714285714285714	70	True		0.09624527882692735	
Trop2KO_minus_WT	drop_KO164	STING_CORE	sting	gene_rank_modt	4	5	14	0.0325872957618909	greater	0.05755409790654801	0	True		0.09678740377762654	
Trop2KO_minus_WT	drop_KO162	STING_CORE	sting	gene_rank_modt	4	5	14	0.045597135512458094	greater	0.05791631254951401	0	True		0.0972455294436026	
Trop2KO_minus_WT	all10	HALLMARK_INFLAMMATORY	inflammatory	sample_mean_z_perm	5	5	178	0.236668179794747	greater	0.06349206349206349	252	True		0.10466043342755671	0.09461562402738873
Trop2KO_minus_WT	drop_KO164	GOBP_TJ_ASSEMBLY	barrier	sample_mean_z_perm	4	5	33	-0.46004890265100257	less	0.06349206349206349	126	True		0.10466043342755671	
Trop2KO_minus_WT	drop_KO164	HALLMARK_ALLOGRAFT	immune	sample_median_z_perm	4	5	173	0.46271925812176185	greater	0.06349206349206349	126	True		0.10466043342755671	
Trop2KO_minus_WT	drop_KO172	GOBP_TJ_ASSEMBLY	barrier	sample_mean_z_perm	4	5	33	-0.42556871660106976	less	0.06349206349206349	126	True		0.10466043342755671	
Trop2KO_minus_WT	drop_RESUB-KO163R	BARRIER_STRUCT	barrier	sample_median_z_perm	4	5	21	-0.7505481703092982	less	0.06349206349206349	126	True		0.10466043342755671	
Trop2KO_minus_WT	drop_RESUB-KO163R	HALLMARK_ALLOGRAFT	immune	sample_median_z_perm	4	5	173	0.3815266292809279	greater	0.06349206349206349	126	True		0.10466043342755671	
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_ALLOGRAFT	immune	sample_median_z_perm	5	4	173	0.4110328006763998	greater	0.06349206349206349	126	True		0.10466043342755671	
Trop2KO_minus_WT	drop_RESUB-170R	STING_CORE	sting	sample_median_z_perm	5	4	14	0.369642532672532	greater	0.06349206349206349	126	True		0.10466043342755671	
Trop2KO_minus_WT	drop_RESUB-168R	GOBP_TJ_ASSEMBLY	barrier	sample_mean_z_perm	5	4	33	-0.3465139968669969	less	0.06349206349206349	126	True		0.10466043342755671	
Trop2KO_minus_WT	drop_RESUB-168R	APM_MHCI	apm	sample_mean_z_perm	5	4	22	0.7260749658962855	greater	0.06349206349206349	126	True		0.10466043342755671	
Trop2KO_minus_WT	drop_control170	HALLMARK_INFLAMMATORY	inflammatory	sample_median_z_perm	5	4	178	0.33965627238942675	greater	0.06349206349206349	126	True		0.10466043342755671	
Trop2KO_minus_WT	drop_control170	STING_CORE	sting	sample_median_z_perm	5	4	14	0.38728294935665675	greater	0.06349206349206349	126	True		0.10466043342755671	
Trop2KO_minus_WT	drop_KO165	STING_CORE	sting	gene_rank_modt	4	5	14	0.0338724375450709	greater	0.0645377461300583	0	True		0.10617594625475135	
Trop2KO_minus_WT	drop_KO162	EPITHELIAL_ISG	ifn_isg	gene_rank_welch	4	5	16	0.08200740648802746	greater	0.06460752408299274	0	True		0.10617594625475135	
Trop2KO_minus_WT	drop_RESUB-171R	STING_CORE	sting	gene_rank_modt	5	4	14	0.034503464024463186	greater	0.06533966131032472	0	True		0.10721644424103284	
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_ALLOGRAFT	immune	sample_median_z_perm	5	5	173	0.4148870741771734	greater	0.06746031746031746	252	True	3.0	0.11052878034723723	
Trop2KO_minus_WT	all10	GOBP_TJ_ORGANIZATION	barrier	sample_mean_z_perm	5	5	62	-0.37557060150394683	less	0.07142857142857142	252	True		0.11443364327979712	0.10242587601078167
Trop2KO_minus_WT	all10	GOBP_TJ_ASSEMBLY	barrier	sample_median_z_perm	5	5	33	-0.44141483364491463	less	0.07142857142857142	252	True		0.11443364327979712	0.10242587601078167
Trop2KO_minus_WT	drop_KO162	GOBP_TJ_ASSEMBLY	barrier	sample_median_z_perm	4	5	33	-0.515152839728569	less	0.07142857142857142	126	True		0.11443364327979712	
Trop2KO_minus_WT	drop_KO162	HALLMARK_IFNG	ifn_gamma	sample_median_z_perm	4	5	184	0.4604624550443466	greater	0.07142857142857142	126	True		0.11443364327979712	
Trop2KO_minus_WT	drop_KO164	STING_CORE	sting	sample_median_z_perm	4	5	14	0.43454047926620953	greater	0.07142857142857142	126	True		0.11443364327979712	
Trop2KO_minus_WT	drop_KO172	HALLMARK_ALLOGRAFT	immune	sample_median_z_perm	4	5	173	0.46260391008871937	greater	0.07142857142857142	126	True		0.11443364327979712	
Trop2KO_minus_WT	drop_RESUB-171R	GOBP_TJ_ASSEMBLY	barrier	sample_mean_z_perm	5	4	33	-0.44441934840656244	less	0.07142857142857142	126	True		0.11443364327979712	
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_APICAL_JUNCTION	barrier	sample_mean_z_perm	5	4	170	-0.2750558801332224	less	0.07142857142857142	126	True		0.11443364327979712	
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_INFLAMMATORY	inflammatory	sample_mean_z_perm	5	4	178	0.26426145901221554	greater	0.07142857142857142	126	True		0.11443364327979712	
Trop2KO_minus_WT	drop_RESUB-169R	EPITHELIAL_ISG	ifn_isg	sample_mean_z_perm	5	4	16	0.5343863833596738	greater	0.07142857142857142	126	True		0.11443364327979712	
Trop2KO_minus_WT	drop_RESUB-169R	HALLMARK_IFNG	ifn_gamma	sample_median_z_perm	5	4	184	0.4849302003560134	greater	0.07142857142857142	126	True		0.11443364327979712	
Trop2KO_minus_WT	drop_RESUB-169R	STING_CORE	sting	sample_mean_z_perm	5	4	14	0.30657971053655814	greater	0.07142857142857142	126	True		0.11443364327979712	
Trop2KO_minus_WT	drop_RESUB-168R	HALLMARK_IFNG	ifn_gamma	sample_mean_z_perm	5	4	184	0.37493649439106075	greater	0.07142857142857142	126	True		0.11443364327979712	
Trop2KO_minus_WT	drop_control170	GOBP_TJ_ASSEMBLY	barrier	sample_median_z_perm	5	4	33	-0.5250748557754766	less	0.07142857142857142	126	True		0.11443364327979712	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	BULK_IMMUNE	immune	sample_median_z_perm	4	4	15	0.8913017033810631	greater	0.07142857142857142	70	True		0.11443364327979712	
Trop2KO_minus_WT	drop_KO162	GOBP_TJ_ORGANIZATION	barrier	sample_mean_z_perm	4	5	62	-0.39036976745506324	less	0.07936507936507936	126	True		0.12474946437210586	
Trop2KO_minus_WT	drop_KO162	APM_MHCI	apm	sample_mean_z_perm	4	5	22	0.6068234113139861	greater	0.07936507936507936	126	True		0.12474946437210586	
Trop2KO_minus_WT	drop_KO164	GOBP_TJ_ORGANIZATION	barrier	sample_mean_z_perm	4	5	62	-0.3803712044544611	less	0.07936507936507936	126	True		0.12474946437210586	
Trop2KO_minus_WT	drop_KO164	HALLMARK_ALLOGRAFT	immune	sample_mean_z_perm	4	5	173	0.3024088113770197	greater	0.07936507936507936	126	True		0.12474946437210586	
Trop2KO_minus_WT	drop_KO164	STING_CORE	sting	sample_mean_z_perm	4	5	14	0.26685249605187156	greater	0.07936507936507936	126	True		0.12474946437210586	
Trop2KO_minus_WT	drop_KO165	STING_CORE	sting	sample_mean_z_perm	4	5	14	0.27170433007376493	greater	0.07936507936507936	126	True		0.12474946437210586	
Trop2KO_minus_WT	drop_KO165	STING_CORE	sting	sample_median_z_perm	4	5	14	0.42226343235899405	greater	0.07936507936507936	126	True		0.12474946437210586	
Trop2KO_minus_WT	drop_KO172	HALLMARK_ALLOGRAFT	immune	sample_mean_z_perm	4	5	173	0.2988448532265385	greater	0.07936507936507936	126	True		0.12474946437210586	
Trop2KO_minus_WT	drop_RESUB-169R	GOBP_TJ_ASSEMBLY	barrier	sample_mean_z_perm	5	4	33	-0.4439236635430783	less	0.07936507936507936	126	True		0.12474946437210586	
Trop2KO_minus_WT	drop_RESUB-169R	HALLMARK_IFNA	ifn_alpha	sample_median_z_perm	5	4	92	0.5232757031866087	greater	0.07936507936507936	126	True		0.12474946437210586	
Trop2KO_minus_WT	drop_RESUB-169R	STING_CORE	sting	sample_median_z_perm	5	4	14	0.3900222638410965	greater	0.07936507936507936	126	True		0.12474946437210586	
Trop2KO_minus_WT	drop_RESUB-168R	APM_MHCI	apm	sample_median_z_perm	5	4	22	0.7212406527211362	greater	0.07936507936507936	126	True		0.12474946437210586	
Trop2KO_minus_WT	drop_control170	GOBP_TJ_ORGANIZATION	barrier	sample_mean_z_perm	5	4	62	-0.4050825094241236	less	0.07936507936507936	126	True		0.12474946437210586	
Cldn4low_minus_Cldn4high_median	all10	KRT_EPITHELIAL	epithelial_program	gene_rank_modt	5	5	13	-0.4771777971922415	less	0.08039085744182872	0	True	3.0	0.12617869363695725	
Trop2KO_minus_WT	drop_KO162	APM_MHCI	apm	sample_median_z_perm	4	5	22	0.6647682244270858	greater	0.0873015873015873	126	True		0.13506802721088434	
Trop2KO_minus_WT	drop_RESUB-KO163R	GOBP_TJ_ASSEMBLY	barrier	sample_mean_z_perm	4	5	33	-0.4013325428190946	less	0.0873015873015873	126	True		0.13506802721088434	
Trop2KO_minus_WT	drop_RESUB-KO163R	HALLMARK_ALLOGRAFT	immune	sample_mean_z_perm	4	5	173	0.26963679445413824	greater	0.0873015873015873	126	True		0.13506802721088434	
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_ALLOGRAFT	immune	sample_mean_z_perm	5	4	173	0.25637477628733407	greater	0.0873015873015873	126	True		0.13506802721088434	
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_IL6_STAT3	inflammatory	sample_mean_z_perm	5	4	80	0.3665714514927735	greater	0.0873015873015873	126	True		0.13506802721088434	
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_IL6_STAT3	inflammatory	sample_median_z_perm	5	4	80	0.4343038200930164	greater	0.0873015873015873	126	True		0.13506802721088434	
Trop2KO_minus_WT	drop_RESUB-169R	HALLMARK_IFNA	ifn_alpha	sample_mean_z_perm	5	4	92	0.4167702239274273	greater	0.0873015873015873	126	True		0.13506802721088434	
Trop2KO_minus_WT	drop_RESUB-169R	HALLMARK_ALLOGRAFT	immune	sample_mean_z_perm	5	4	173	0.3162463241113802	greater	0.0873015873015873	126	True		0.13506802721088434	
Trop2KO_minus_WT	drop_RESUB-169R	HALLMARK_IL6_STAT3	inflammatory	sample_mean_z_perm	5	4	80	0.3672044435809272	greater	0.0873015873015873	126	True		0.13506802721088434	
Trop2KO_minus_WT	drop_control170	HALLMARK_ALLOGRAFT	immune	sample_median_z_perm	5	4	173	0.4406561599077927	greater	0.0873015873015873	126	True		0.13506802721088434	
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_APICAL_JUNCTION	barrier	sample_median_z_perm	5	5	169	-0.24833051843311993	less	0.09126984126984126	252	True	3.0	0.14080518247184912	
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_INFLAMMATORY	inflammatory	sample_median_z_perm	5	5	178	0.2734028003960739	greater	0.09126984126984126	252	True	3.0	0.14080518247184912	
Spearman_Cldn4	all10	HALLMARK_ALLOGRAFT	immune	spearman_score	10	0	173	-0.4545454545454545	rho_negative	0.09345240517466598	0	True		0.14396721878259353	
Trop2KO_minus_WT	drop_KO164	EPITHELIAL_ISG	ifn_isg	gene_rank_modt	4	5	16	0.056275686146037895	greater	0.09361344647623931	0	True		0.14401045814455565	
Trop2KO_minus_WT	all10	HALLMARK_IL6_STAT3	inflammatory	sample_median_z_perm	5	5	80	0.3828183410070527	greater	0.09523809523809523	252	True		0.14527162977867203	0.13403880070546736
Trop2KO_minus_WT	drop_KO172	HALLMARK_INFLAMMATORY	inflammatory	sample_mean_z_perm	4	5	178	0.22854730313991378	greater	0.09523809523809523	126	True		0.14527162977867203	
Trop2KO_minus_WT	drop_RESUB-171R	GOBP_TJ_ASSEMBLY	barrier	sample_median_z_perm	5	4	33	-0.41690165378074007	less	0.09523809523809523	126	True		0.14527162977867203	
Trop2KO_minus_WT	drop_RESUB-171R	STING_CORE	sting	sample_mean_z_perm	5	4	14	0.271683315534385	greater	0.09523809523809523	126	True		0.14527162977867203	
Trop2KO_minus_WT	drop_RESUB-168R	HALLMARK_IFNG	ifn_gamma	sample_median_z_perm	5	4	184	0.44000899808851646	greater	0.09523809523809523	126	True		0.14527162977867203	
Trop2KO_minus_WT	drop_control170	HALLMARK_APICAL_JUNCTION	barrier	sample_mean_z_perm	5	4	170	-0.2425704454582865	less	0.09523809523809523	126	True		0.14527162977867203	
Trop2KO_minus_WT	drop_RESUB-KO163R	HALLMARK_APICAL_JUNCTION	barrier	gene_rank_modt	4	5	170	-0.22159091494412061	less	0.09732208734015907	0	True		0.14824166046328027	
Trop2KO_minus_WT	drop_KO172	EPITHELIAL_ISG	ifn_isg	gene_rank_modt	4	5	16	0.04725316055989287	greater	0.09931117365200037	0	True		0.15105899025999495	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_APICAL_JUNCTION	barrier	sample_mean_z_perm	4	4	170	-0.286198726878775	less	0.1	70	True		0.15125698324022346	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	STING_CORE	sting	sample_median_z_perm	4	4	14	0.391169431271143	greater	0.1	70	True		0.15125698324022346	
Cldn4low_minus_Cldn4high_top3	all10	GOBP_SKIN_BARRIER	epithelial_program	sample_mean_z_perm	3	3	16	-0.4888537727981701	less	0.1	20	True	2.0	0.15125698324022346	
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_ALLOGRAFT	immune	sample_mean_z_perm	3	3	173	0.30946177112690687	greater	0.1	20	True	2.0	0.15125698324022346	
Cldn4low_minus_Cldn4high_median	all10	KRT_EPITHELIAL	epithelial_program	gene_rank_welch	5	5	13	-0.4771777971922415	less	0.1002922290293855	0	True	3.0	0.1514874254376911	
Trop2KO_minus_WT	all10	HALLMARK_IL6_STAT3	inflammatory	sample_mean_z_perm	5	5	80	0.3114458957301113	greater	0.10317460317460317	252	True		0.1541215106732348	0.14256854256854257
Trop2KO_minus_WT	drop_KO165	GOBP_TJ_ORGANIZATION	barrier	sample_median_z_perm	4	5	62	-0.40273920027123533	less	0.10317460317460317	126	True		0.1541215106732348	
Trop2KO_minus_WT	drop_KO165	HALLMARK_IFNG	ifn_gamma	sample_mean_z_perm	4	5	184	0.308303814472181	greater	0.10317460317460317	126	True		0.1541215106732348	
Trop2KO_minus_WT	drop_KO172	GOBP_TJ_ASSEMBLY	barrier	sample_median_z_perm	4	5	33	-0.47603478280224026	less	0.10317460317460317	126	True		0.1541215106732348	
Trop2KO_minus_WT	drop_RESUB-KO163R	STING_CORE	sting	sample_mean_z_perm	4	5	14	0.24923989125212495	greater	0.10317460317460317	126	True		0.1541215106732348	
Trop2KO_minus_WT	drop_RESUB-171R	GOBP_TJ_ORGANIZATION	barrier	sample_mean_z_perm	5	4	62	-0.3654300508942218	less	0.10317460317460317	126	True		0.1541215106732348	
Trop2KO_minus_WT	drop_RESUB-170R	STING_CORE	sting	sample_mean_z_perm	5	4	14	0.19974441945301288	greater	0.10317460317460317	126	True		0.1541215106732348	
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_INFLAMMATORY	inflammatory	sample_mean_z_perm	5	5	178	0.2124980161445385	greater	0.10317460317460317	252	True	3.0	0.1541215106732348	
Trop2KO_minus_WT	drop_KO172	EPITHELIAL_ISG	ifn_isg	gene_rank_welch	4	5	16	0.04725316055989287	greater	0.10429821658841415	0	True		0.15544883847628774	
Trop2KO_minus_WT	drop_KO164	EPITHELIAL_ISG	ifn_isg	gene_rank_welch	4	5	16	0.056275686146037895	greater	0.10435023598546739	0	True		0.15544883847628774	
Trop2KO_minus_WT	all10	HALLMARK_IFNG	ifn_gamma	sample_mean_z_perm	5	5	184	0.28655371939589436	greater	0.10714285714285714	252	True		0.1593897174254317	0.14540816326530612
Trop2KO_minus_WT	drop_KO162	HALLMARK_IFNA	ifn_alpha	sample_mean_z_perm	4	5	92	0.35981279754282536	greater	0.1111111111111111	126	True		0.16438979963570127	
Trop2KO_minus_WT	drop_KO172	GOBP_TJ_ORGANIZATION	barrier	sample_mean_z_perm	4	5	62	-0.3347068437110575	less	0.1111111111111111	126	True		0.16438979963570127	
