contrast	filter	set	arm	method	n_A	n_B	n_genes	effect	alternative	p	n_perm	thesis	n_KO_in_low	fdr_sweep	fdr_full10
Trop2KO_minus_WT	drop_RESUB-KO163R	GOBP_TJ_ASSEMBLY	barrier	sample_median_z_perm	4	5	33	-0.4199619405763645	less	0.1111111111111111	126	True		0.16438979963570127	
Trop2KO_minus_WT	drop_control170	HALLMARK_ALLOGRAFT	immune	sample_mean_z_perm	5	4	173	0.27572778748972615	greater	0.1111111111111111	126	True		0.16438979963570127	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_IL6_STAT3	inflammatory	sample_mean_z_perm	4	4	80	0.34039944877037576	greater	0.11428571428571428	70	True		0.16885597349444553	
Trop2KO_minus_WT	all10	HALLMARK_IFNG	ifn_gamma	sample_median_z_perm	5	5	184	0.36122336848001746	greater	0.11904761904761904	252	True		0.1737581825182903	0.15873015873015872
Trop2KO_minus_WT	drop_KO164	HALLMARK_INFLAMMATORY	inflammatory	sample_mean_z_perm	4	5	178	0.18788914166727522	greater	0.11904761904761904	126	True		0.1737581825182903	
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_INFLAMMATORY	inflammatory	sample_mean_z_perm	5	4	178	0.16520107934054434	greater	0.11904761904761904	126	True		0.1737581825182903	
Trop2KO_minus_WT	drop_RESUB-169R	GOBP_TJ_ORGANIZATION	barrier	sample_mean_z_perm	5	4	62	-0.35423426768533617	less	0.11904761904761904	126	True		0.1737581825182903	
Trop2KO_minus_WT	drop_RESUB-169R	HALLMARK_APICAL_JUNCTION	barrier	sample_mean_z_perm	5	4	170	-0.23911688846113358	less	0.11904761904761904	126	True		0.1737581825182903	
Trop2KO_minus_WT	drop_RESUB-169R	HALLMARK_IL6_STAT3	inflammatory	sample_median_z_perm	5	4	80	0.37965105700116375	greater	0.11904761904761904	126	True		0.1737581825182903	
Trop2KO_minus_WT	drop_RESUB-168R	GOBP_TJ_ASSEMBLY	barrier	sample_median_z_perm	5	4	33	-0.34899712197296273	less	0.11904761904761904	126	True		0.1737581825182903	
Trop2KO_minus_WT	drop_RESUB-168R	HALLMARK_IFNA	ifn_alpha	sample_median_z_perm	5	4	92	0.4289310365581569	greater	0.11904761904761904	126	True		0.1737581825182903	
Trop2KO_minus_WT	drop_control170	HALLMARK_INFLAMMATORY	inflammatory	sample_mean_z_perm	5	4	178	0.20117779967644456	greater	0.11904761904761904	126	True		0.1737581825182903	
Trop2KO_minus_WT	drop_KO165	HALLMARK_APICAL_JUNCTION	barrier	sample_mean_z_perm	4	5	170	-0.21853101954429638	less	0.12698412698412698	126	True		0.18385536032594857	
Trop2KO_minus_WT	drop_KO165	HALLMARK_IL6_STAT3	inflammatory	sample_median_z_perm	4	5	80	0.36020091667645987	greater	0.12698412698412698	126	True		0.18385536032594857	
Trop2KO_minus_WT	drop_KO172	HALLMARK_IL6_STAT3	inflammatory	sample_median_z_perm	4	5	80	0.3670240155483657	greater	0.12698412698412698	126	True		0.18385536032594857	
Trop2KO_minus_WT	drop_RESUB-KO163R	GOBP_TJ_ORGANIZATION	barrier	sample_mean_z_perm	4	5	62	-0.32402320946220725	less	0.12698412698412698	126	True		0.18385536032594857	
Trop2KO_minus_WT	drop_RESUB-KO163R	HALLMARK_IL6_STAT3	inflammatory	sample_mean_z_perm	4	5	80	0.3160461016472462	greater	0.12698412698412698	126	True		0.18385536032594857	
Trop2KO_minus_WT	drop_RESUB-KO163R	HALLMARK_IL6_STAT3	inflammatory	sample_median_z_perm	4	5	80	0.3743201185067899	greater	0.12698412698412698	126	True		0.18385536032594857	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_IFNG	ifn_gamma	sample_mean_z_perm	4	4	184	0.2937449219863307	greater	0.12857142857142856	70	True		0.18565714285714283	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_IL6_STAT3	inflammatory	sample_median_z_perm	4	4	80	0.4063548468475653	greater	0.12857142857142856	70	True		0.18565714285714283	
Trop2KO_minus_WT	all10	HALLMARK_APICAL_JUNCTION	barrier	sample_mean_z_perm	5	5	170	-0.20022151474400232	less	0.1349206349206349	252	True		0.19251521425434467	0.1767925561029009
Trop2KO_minus_WT	drop_KO162	GOBP_TJ_ORGANIZATION	barrier	sample_median_z_perm	4	5	62	-0.353021331705455	less	0.1349206349206349	126	True		0.19251521425434467	
Trop2KO_minus_WT	drop_KO162	HALLMARK_IFNA	ifn_alpha	sample_median_z_perm	4	5	92	0.3717864976192864	greater	0.1349206349206349	126	True		0.19251521425434467	
Trop2KO_minus_WT	drop_KO164	HALLMARK_APICAL_JUNCTION	barrier	sample_mean_z_perm	4	5	170	-0.21185704893404983	less	0.1349206349206349	126	True		0.19251521425434467	
Trop2KO_minus_WT	drop_KO165	HALLMARK_IFNG	ifn_gamma	sample_median_z_perm	4	5	184	0.3607480637992129	greater	0.1349206349206349	126	True		0.19251521425434467	
Trop2KO_minus_WT	drop_KO165	HALLMARK_IL6_STAT3	inflammatory	sample_mean_z_perm	4	5	80	0.29513326287229535	greater	0.1349206349206349	126	True		0.19251521425434467	
Trop2KO_minus_WT	drop_RESUB-KO163R	HALLMARK_INFLAMMATORY	inflammatory	sample_mean_z_perm	4	5	178	0.19775844132918477	greater	0.1349206349206349	126	True		0.19251521425434467	
Trop2KO_minus_WT	drop_RESUB-KO163R	NHEJ_CORE	nhej	sample_median_z_perm	4	5	17	-0.29021193561411707	less	0.1349206349206349	126	True		0.19251521425434467	
Trop2KO_minus_WT	drop_RESUB-168R	HALLMARK_IFNA	ifn_alpha	sample_mean_z_perm	5	4	92	0.35398653597554625	greater	0.1349206349206349	126	True		0.19251521425434467	
Trop2KO_minus_WT	drop_RESUB-KO163R	HALLMARK_APICAL_JUNCTION	barrier	gene_rank_welch	4	5	170	-0.22159091494412061	less	0.1366478892739979	0	True		0.194723242215447	
Spearman_Cldn4	all10	KEGG_TIGHT_JUNCTION	barrier	spearman_score	10	0	134	0.38181818181818183	rho_positive	0.1381276666927181	0	True		0.19657327598976834	
Trop2KO_minus_WT	all10	EPITHELIAL_ISG	ifn_isg	gene_rank_modt	5	5	16	0.03507110999303498	greater	0.13970445914718954	0	True		0.19855633760683236	0.1799582863590916
Trop2KO_minus_WT	drop_KO162	HALLMARK_APICAL_JUNCTION	barrier	sample_mean_z_perm	4	5	170	-0.20138128432425856	less	0.14285714285714285	126	True		0.20092764378478664	
Trop2KO_minus_WT	drop_KO164	GOBP_TJ_ASSEMBLY	barrier	sample_median_z_perm	4	5	33	-0.4199173071532962	less	0.14285714285714285	126	True		0.20092764378478664	
Trop2KO_minus_WT	drop_KO172	HALLMARK_APICAL_JUNCTION	barrier	sample_mean_z_perm	4	5	170	-0.20377368571122972	less	0.14285714285714285	126	True		0.20092764378478664	
Trop2KO_minus_WT	drop_KO172	HALLMARK_IL6_STAT3	inflammatory	sample_mean_z_perm	4	5	80	0.2832965116803111	greater	0.14285714285714285	126	True		0.20092764378478664	
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_IFNG	ifn_gamma	sample_mean_z_perm	5	4	184	0.27512121347502727	greater	0.14285714285714285	126	True		0.20092764378478664	
Trop2KO_minus_WT	drop_RESUB-168R	GOBP_TJ_ORGANIZATION	barrier	sample_mean_z_perm	5	4	62	-0.20866297829027208	less	0.14285714285714285	126	True		0.20092764378478664	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_APICAL_JUNCTION	barrier	sample_median_z_perm	4	4	170	-0.3348717485500803	less	0.14285714285714285	70	True		0.20092764378478664	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_IFNG	ifn_gamma	sample_median_z_perm	4	4	184	0.36179582954550604	greater	0.14285714285714285	70	True		0.20092764378478664	
Trop2KO_minus_WT	all10	EPITHELIAL_ISG	ifn_isg	gene_rank_welch	5	5	16	0.03507110999303498	greater	0.14491786520286976	0	True		0.20356167057679372	0.18356262925696837
Cldn4low_minus_Cldn4high_top3	all10	KEGG_TIGHT_JUNCTION	barrier	sample_median_z_perm	3	3	134	-0.4379949018718656	less	0.15	20	True	2.0	0.20988372093023255	
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_APICAL_JUNCTION	barrier	sample_mean_z_perm	3	3	169	-0.2832109299297118	less	0.15	20	True	2.0	0.20988372093023255	
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_APICAL_JUNCTION	barrier	sample_median_z_perm	3	3	169	-0.4296893721179028	less	0.15	20	True	2.0	0.20988372093023255	
Trop2KO_minus_WT	drop_KO172	HALLMARK_IFNG	ifn_gamma	sample_mean_z_perm	4	5	184	0.2539655796126615	greater	0.15079365079365079	126	True		0.20990941363692003	
Trop2KO_minus_WT	drop_KO172	HALLMARK_IFNG	ifn_gamma	sample_median_z_perm	4	5	184	0.3340565637568173	greater	0.15079365079365079	126	True		0.20990941363692003	
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_IFNG	ifn_gamma	sample_median_z_perm	5	4	184	0.34873723387826205	greater	0.15079365079365079	126	True		0.20990941363692003	
Trop2KO_minus_WT	drop_RESUB-169R	NHEJ_CORE	nhej	sample_median_z_perm	5	4	17	-0.29701765894315646	less	0.15079365079365079	126	True		0.20990941363692003	
Trop2KO_minus_WT	drop_RESUB-170R	STING_CORE	sting	gene_rank_modt	5	4	14	0.003493404252748419	greater	0.15156830329887433	0	True		0.2107169094642887	
Spearman_Cldn4	all10	GOBP_SKIN_BARRIER	epithelial_program	spearman_score	10	0	16	0.35757575757575755	rho_positive	0.15518804585284013	0	True		0.21547263289567417	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	STING_CORE	sting	sample_mean_z_perm	4	4	14	0.17159123012219638	greater	0.15714285714285714	70	True		0.21790744466800804	
Trop2KO_minus_WT	drop_RESUB-170R	STING_CORE	sting	gene_rank_welch	5	4	14	0.003493404252748419	greater	0.15753049412864956	0	True		0.21816563317305304	
Trop2KO_minus_WT	drop_KO164	HALLMARK_IFNG	ifn_gamma	sample_mean_z_perm	4	5	184	0.25239662607748725	greater	0.15873015873015872	126	True		0.21926627793974732	
Trop2KO_minus_WT	drop_KO164	HALLMARK_IL6_STAT3	inflammatory	sample_mean_z_perm	4	5	80	0.24524952658783597	greater	0.15873015873015872	126	True		0.21926627793974732	
Cldn4low_minus_Cldn4high_median	all10	GOBP_SKIN_BARRIER	epithelial_program	gene_rank_welch	5	5	16	-0.02772704885060988	less	0.16576197641487117	0	True	3.0	0.2286881789265038	
Trop2KO_minus_WT	drop_KO164	HALLMARK_IFNG	ifn_gamma	sample_median_z_perm	4	5	184	0.2883486085004647	greater	0.16666666666666666	126	True		0.22906091370558374	
Trop2KO_minus_WT	drop_RESUB-169R	GOBP_TJ_ASSEMBLY	barrier	sample_median_z_perm	5	4	33	-0.3342109245750945	less	0.16666666666666666	126	True		0.22906091370558374	
Trop2KO_minus_WT	drop_RESUB-169R	APM_MHCI	apm	sample_mean_z_perm	5	4	22	0.43865925732125044	greater	0.16666666666666666	126	True		0.22906091370558374	
Cldn4low_minus_Cldn4high_top3	all10	BULK_IMMUNE	immune	gene_rank_modt	3	3	15	0.2535186891690909	greater	0.17224400071485874	0	True	2.0	0.2364261758861749	
Trop2KO_minus_WT	all10	APM_MHCI	apm	sample_mean_z_perm	5	5	22	0.38701175586090175	greater	0.1746031746031746	252	True		0.23905845524050326	0.21753838147280768
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_IL6_STAT3	inflammatory	sample_mean_z_perm	5	4	80	0.20361890895493145	greater	0.1746031746031746	126	True		0.23905845524050326	
Trop2KO_minus_WT	all10	GOBP_TJ_ORGANIZATION	barrier	sample_median_z_perm	5	5	62	-0.2707319622649197	less	0.18253968253968253	252	True		0.24893218880822648	0.22375832053251407
Trop2KO_minus_WT	drop_KO165	APM_MHCI	apm	sample_mean_z_perm	4	5	22	0.41992796926602016	greater	0.18253968253968253	126	True		0.24893218880822648	
Trop2KO_minus_WT	drop_control170	HALLMARK_APICAL_JUNCTION	barrier	sample_median_z_perm	5	4	170	-0.25972920035588815	less	0.18253968253968253	126	True		0.24893218880822648	
Spearman_Cldn4	all10	HALLMARK_INFLAMMATORY	inflammatory	spearman_score	10	0	178	-0.32121212121212117	rho_negative	0.18273415521933523	0	True		0.24893218880822648	
Cldn4low_minus_Cldn4high_median	all10	GOBP_SKIN_BARRIER	epithelial_program	gene_rank_modt	5	5	16	-0.02772704885060988	less	0.1839228691686438	0	True	3.0	0.2502367679769362	
Cldn4low_minus_Cldn4high_median	all10	BULK_IMMUNE	immune	gene_rank_modt	5	5	15	0.17501086115559736	greater	0.18590407294646233	0	True	3.0	0.25261494479425184	
Trop2KO_minus_WT	drop_RESUB-168R	EPITHELIAL_ISG	ifn_isg	gene_rank_modt	5	4	16	0.06065024536997282	greater	0.18676478318967904	0	True		0.2534664914717073	
Trop2KO_minus_WT	drop_KO164	HALLMARK_IL6_STAT3	inflammatory	sample_median_z_perm	4	5	80	0.26756118625561853	greater	0.19047619047619047	126	True		0.2568937911403665	
Trop2KO_minus_WT	drop_RESUB-KO163R	HALLMARK_DNA_REPAIR	nhej	sample_median_z_perm	4	5	142	-0.34380151006056703	less	0.19047619047619047	126	True		0.2568937911403665	
Trop2KO_minus_WT	drop_RESUB-171R	GOBP_TJ_ORGANIZATION	barrier	sample_median_z_perm	5	4	62	-0.2943906316484696	less	0.19047619047619047	126	True		0.2568937911403665	
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_IL6_STAT3	inflammatory	sample_median_z_perm	5	4	80	0.26484522156128526	greater	0.19047619047619047	126	True		0.2568937911403665	
Trop2KO_minus_WT	drop_control170	HALLMARK_IFNG	ifn_gamma	sample_mean_z_perm	5	4	184	0.21323681105133468	greater	0.19047619047619047	126	True		0.2568937911403665	
Trop2KO_minus_WT	all10	HALLMARK_DNA_REPAIR	nhej	gene_rank_welch	5	5	142	-0.041416111287162806	less	0.1929239958227285	0	True		0.2598715018358395	0.2309027777777778
Trop2KO_minus_WT	all10	APM_MHCI	apm	sample_median_z_perm	5	5	22	0.4124096212128201	greater	0.19444444444444445	252	True		0.26159420289855073	0.2309027777777778
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	STING_CORE	sting	gene_rank_welch	4	4	14	0.0012995588253879983	greater	0.19587601301016044	0	True		0.2631932035856126	
Trop2KO_minus_WT	drop_RESUB-KO163R	HALLMARK_IFNG	ifn_gamma	sample_mean_z_perm	4	5	184	0.20825974058446972	greater	0.1984126984126984	126	True		0.26561304373418093	
Trop2KO_minus_WT	drop_RESUB-KO163R	HALLMARK_DNA_REPAIR	nhej	sample_mean_z_perm	4	5	142	-0.23942875864697605	less	0.1984126984126984	126	True		0.26561304373418093	
Trop2KO_minus_WT	drop_control170	HALLMARK_IFNG	ifn_gamma	sample_median_z_perm	5	4	184	0.266662183911204	greater	0.1984126984126984	126	True		0.26561304373418093	
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_INFLAMMATORY	inflammatory	sample_mean_z_perm	3	3	178	0.16897359158588082	greater	0.2	20	True	2.0	0.26684449462092114	
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_INFLAMMATORY	inflammatory	sample_median_z_perm	3	3	178	0.24679503807280467	greater	0.2	20	True	2.0	0.26684449462092114	
Trop2KO_minus_WT	drop_RESUB-168R	EPITHELIAL_ISG	ifn_isg	gene_rank_welch	5	4	16	0.06065024536997282	greater	0.20007177251356228	0	True		0.26684449462092114	
Spearman_Cldn4	all10	HALLMARK_IFNG	ifn_gamma	spearman_score	10	0	184	-0.29696969696969694	rho_negative	0.20235083563507852	0	True		0.2692210749297175	
Spearman_Cldn4	all10	BULK_IMMUNE	immune	spearman_score	10	0	15	-0.29696969696969694	rho_negative	0.20235083563507852	0	True		0.2692210749297175	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	STING_CORE	sting	gene_rank_modt	4	4	14	0.0012995588253879983	greater	0.20479543169843162	0	True		0.2718432454955688	
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_IL6_STAT3	inflammatory	gene_rank_modt	5	5	80	0.07815432918127405	greater	0.2048237195977693	0	True	3.0	0.2718432454955688	
Trop2KO_minus_WT	drop_KO164	GOBP_TJ_ORGANIZATION	barrier	sample_median_z_perm	4	5	62	-0.2875953423518606	less	0.20634920634920634	126	True		0.27319827686575854	
Trop2KO_minus_WT	drop_KO164	HALLMARK_APICAL_JUNCTION	barrier	sample_median_z_perm	4	5	170	-0.2283016096007307	less	0.20634920634920634	126	True		0.27319827686575854	
Cldn4low_minus_Cldn4high_top3	all10	BULK_IMMUNE	immune	gene_rank_welch	3	3	15	0.2535186891690909	greater	0.2066808906245638	0	True	2.0	0.2733033022544598	
Cldn4low_minus_Cldn4high_median	all10	BULK_IMMUNE	immune	gene_rank_welch	5	5	15	0.17501086115559736	greater	0.2071558043405758	0	True	3.0	0.2735972391473702	
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_IFNG	ifn_gamma	sample_mean_z_perm	5	5	184	0.19083822374686982	greater	0.21031746031746032	252	True	3.0	0.27743460356127836	
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_IL6_STAT3	inflammatory	gene_rank_welch	5	5	80	0.07815432918127405	greater	0.21222465039215	0	True	3.0	0.279609849604256	
Trop2KO_minus_WT	all10	HALLMARK_IFNA	ifn_alpha	sample_mean_z_perm	5	5	92	0.2383535531559144	greater	0.21428571428571427	252	True		0.28027950310559	0.247919186104153
Trop2KO_minus_WT	drop_KO162	HALLMARK_APICAL_JUNCTION	barrier	sample_median_z_perm	4	5	170	-0.20578356008104065	less	0.21428571428571427	126	True		0.28027950310559	
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_IFNG	ifn_gamma	sample_mean_z_perm	5	4	184	0.18332917001481486	greater	0.21428571428571427	126	True		0.28027950310559	
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_APICAL_JUNCTION	barrier	sample_median_z_perm	5	4	170	-0.29110675536100794	less	0.21428571428571427	126	True		0.28027950310559	
Trop2KO_minus_WT	drop_control170	HALLMARK_IL6_STAT3	inflammatory	sample_mean_z_perm	5	4	80	0.2043170611592131	greater	0.21428571428571427	126	True		0.28027950310559	
Trop2KO_minus_WT	drop_control170	HALLMARK_IL6_STAT3	inflammatory	sample_median_z_perm	5	4	80	0.19749351381027513	greater	0.21428571428571427	126	True		0.28027950310559	
Trop2KO_minus_WT	all10	HALLMARK_DNA_REPAIR	nhej	gene_rank_modt	5	5	142	-0.041416111287162806	less	0.21529824056413288	0	True		0.2812641671060988	0.247919186104153
Trop2KO_minus_WT	all10	HALLMARK_IFNA	ifn_alpha	sample_median_z_perm	5	5	92	0.2552682025580033	greater	0.2222222222222222	252	True		0.2882235528942116	0.25207296849087896
Trop2KO_minus_WT	drop_KO165	HALLMARK_APICAL_JUNCTION	barrier	sample_median_z_perm	4	5	170	-0.21959612578874413	less	0.2222222222222222	126	True		0.2882235528942116	
Trop2KO_minus_WT	drop_KO172	NHEJ_CORE	nhej	sample_median_z_perm	4	5	17	-0.22602099939840758	less	0.2222222222222222	126	True		0.2882235528942116	
Trop2KO_minus_WT	drop_RESUB-KO163R	HALLMARK_IFNG	ifn_gamma	sample_median_z_perm	4	5	184	0.22969433800200936	greater	0.2222222222222222	126	True		0.2882235528942116	
Trop2KO_minus_WT	drop_RESUB-169R	APM_MHCI	apm	sample_median_z_perm	5	4	22	0.4193699456620008	greater	0.2222222222222222	126	True		0.2882235528942116	
Trop2KO_minus_WT	drop_RESUB-169R	HALLMARK_DNA_REPAIR	nhej	sample_mean_z_perm	5	4	142	-0.2141609234499651	less	0.2222222222222222	126	True		0.2882235528942116	
Spearman_Cldn4	all10	KRT_EPITHELIAL	epithelial_program	spearman_score	10	0	13	0.2727272727272727	rho_positive	0.2229191707713758	0	True		0.28878165304473685	
Trop2KO_minus_WT	all10	NHEJ_CORE	nhej	sample_median_z_perm	5	5	17	-0.1871151343011082	less	0.23015873015873015	252	True		0.297448573701557	0.2572362278244631
Trop2KO_minus_WT	drop_control170	GOBP_TJ_ORGANIZATION	barrier	sample_median_z_perm	5	4	62	-0.29522204620953507	less	0.23015873015873015	126	True		0.297448573701557	
Trop2KO_minus_WT	all10	HALLMARK_APICAL_JUNCTION	barrier	sample_median_z_perm	5	5	170	-0.19107481920455072	less	0.23412698412698413	252	True		0.3022163573415063	0.2578789970094318
Trop2KO_minus_WT	drop_KO165	HALLMARK_IFNA	ifn_alpha	sample_median_z_perm	4	5	92	0.25505926987110716	greater	0.23809523809523808	126	True		0.3062436375975568	
Trop2KO_minus_WT	drop_KO165	APM_MHCI	apm	sample_median_z_perm	4	5	22	0.4104048248868952	greater	0.23809523809523808	126	True		0.3062436375975568	
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_IFNG	ifn_gamma	sample_median_z_perm	5	4	184	0.23005435879625452	greater	0.23809523809523808	126	True		0.3062436375975568	
Trop2KO_minus_WT	drop_KO164	APM_MHCI	apm	sample_mean_z_perm	4	5	22	0.29509294487919946	greater	0.24603174603174602	126	True		0.3131050304963348	
Trop2KO_minus_WT	drop_KO172	HALLMARK_APICAL_JUNCTION	barrier	sample_median_z_perm	4	5	170	-0.2033096158023914	less	0.24603174603174602	126	True		0.3131050304963348	
Trop2KO_minus_WT	drop_KO172	APM_MHCI	apm	sample_mean_z_perm	4	5	22	0.32652883119663667	greater	0.24603174603174602	126	True		0.3131050304963348	
Trop2KO_minus_WT	drop_KO172	APM_MHCI	apm	sample_median_z_perm	4	5	22	0.35476791211903463	greater	0.24603174603174602	126	True		0.3131050304963348	
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_APICAL_JUNCTION	barrier	sample_mean_z_perm	5	4	170	-0.1981150778774076	less	0.24603174603174602	126	True		0.3131050304963348	
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_APICAL_JUNCTION	barrier	sample_median_z_perm	5	4	170	-0.21925488188567738	less	0.24603174603174602	126	True		0.3131050304963348	
Trop2KO_minus_WT	drop_RESUB-169R	GOBP_TJ_ORGANIZATION	barrier	sample_median_z_perm	5	4	62	-0.24002119106364028	less	0.24603174603174602	126	True		0.3131050304963348	
Trop2KO_minus_WT	drop_RESUB-169R	HALLMARK_DNA_REPAIR	nhej	sample_median_z_perm	5	4	142	-0.2643714477248224	less	0.24603174603174602	126	True		0.3131050304963348	
Trop2KO_minus_WT	drop_control170	HALLMARK_DNA_REPAIR	nhej	sample_mean_z_perm	5	4	142	-0.19412293254983407	less	0.24603174603174602	126	True		0.3131050304963348	
Cldn4low_minus_Cldn4high_top3	all10	KRT_EPITHELIAL	epithelial_program	sample_mean_z_perm	3	3	13	-0.6216870931461764	less	0.25	20	True	2.0	0.31778169014084506	
Trop2KO_minus_WT	drop_KO164	NHEJ_CORE	nhej	sample_median_z_perm	4	5	17	-0.18174055014075174	less	0.25396825396825395	126	True		0.3213173119715176	
Trop2KO_minus_WT	drop_KO172	GOBP_TJ_ORGANIZATION	barrier	sample_median_z_perm	4	5	62	-0.20844990664242835	less	0.25396825396825395	126	True		0.3213173119715176	
Trop2KO_minus_WT	drop_RESUB-168R	GOBP_TJ_ORGANIZATION	barrier	sample_median_z_perm	5	4	62	-0.17614810613469628	less	0.25396825396825395	126	True		0.3213173119715176	
Cldn4low_minus_Cldn4high_median	all10	KEGG_TIGHT_JUNCTION	barrier	sample_median_z_perm	5	5	134	-0.23075515877910635	less	0.25396825396825395	252	True	3.0	0.3213173119715176	
Trop2KO_minus_WT	drop_KO165	HALLMARK_IFNA	ifn_alpha	sample_mean_z_perm	4	5	92	0.23202815188090178	greater	0.2619047619047619	126	True		0.3294342127094741	
