gene	log2FC_high_minus_low	t_stat	p_ttest	spearman_r_vs_TACSTD2	padj_ttest	spearman_p_vs_TACSTD2	spearman_padj_vs_TACSTD2
ACSM4	-0.0248522123893805	-0.91650986111199	0.35978337721439	-0.0313361503608523	0.4545168133783414	0.3181146410152511	0.40496642773256686
TBCA	-0.0394963126843599	-0.916739106833494	0.3596073600428807	-0.0296422897822836	0.4543783297439894	0.34499053577294686	0.43377362196341246
LOC100302650	-0.0841005899705047	-0.9168104121555508	0.3595760648224539	-0.0193144040621155	0.4543783297439894	0.5383931353444624	0.6248988618623821
TTC9C	-0.0339905604719739	-0.9171270777201594	0.3594076667019896	-0.0631274285373538	0.4542098736467742	0.044146914634499324	0.07314997384049625
ZNF404	-0.0805581120943994	-0.9176506578705234	0.3591310999244763	-0.0372105321476542	0.4539162397001477	0.235775798997903	0.31443920705644723
ARID5B	-0.0530091445427682	-0.9183052321261826	0.3587969915699696	-0.0334138625183899	0.4535777239489825	0.28707078659457025	0.3714118508184098
CBFA2T3	-0.0946871681415899	-0.918670527146674	0.3586001042924759	-0.0257544325181573	0.4533567424794957	0.4119618186589785	0.5018737323207233
PNRC2	-0.033908407079652	-0.9195385869092442	0.3581419357216738	-0.0374065808388442	0.4528611690296849	0.23331523675149576	0.31172470457557
AGPAT3	-0.0440550147492615	-0.9213725824921752	0.3571866451870414	-0.0107534948760664	0.451792361880966	0.7319582269324207	0.7981252601934671
GRINA	-0.0400148967551761	-0.923795593426318	0.3559303195305998	-0.014592083974359	0.4503975258853065	0.6420744000729239	0.7178449835809578
DAB1	-0.106819469026548	-0.9238422393850164	0.3558981171214788	-0.0521973952750253	0.4503845370464132	0.0961754263405312	0.14522517672632432
C12orf52	-0.0338564896755197	-0.9239595733187228	0.3558377636550603	-0.0069981685659075	0.4503359196053747	0.8236110591793216	0.8753040702261281
MSH6	-0.0516678466076641	-0.924720240577665	0.3554535876966953	-0.0393494644454954	0.4499606705767144	0.20990962065625532	0.2841891659240914
OS9	-0.0375218289085612	-0.924962902437262	0.3553338203340027	0.0266579555584776	0.4498367966613477	0.39574815497844357	0.48569521889690614
SNORD22	-0.0300362831858406	-0.9254145520676196	0.3550984534367387	-0.0419012884733823	0.4495942799294631	0.181813023346306	0.2506124190479161
HPR	-0.1253659292035409	-0.9259332159673704	0.3548165094706599	-0.0269816241248868	0.4492927243220039	0.39003488954947907	0.47960087939930557
CST11	-0.0357681415929202	-0.9263315889926096	0.3546640559959951	0.0046834369669932	0.4491827926957298	0.8814163413332429	0.9205146753266598
C10orf53	-0.0352471976401179	-0.9268499704996732	0.3543454234093808	-0.0341899333806679	0.4488346213348092	0.27601741927120155	0.35951260104287325
LOC388152	-0.0677566371681397	-0.9269094710756528	0.354308609128683	-0.0204647288364969	0.4488346213348092	0.5144690274746863	0.6018086304047326
LOC200726	-0.0700617994100294	-0.9269906068008518	0.3542797071699761	0.0162258470317018	0.4488346213348092	0.6052629509905442	0.6854994419283871
TPSG1	-0.0718786135693216	-0.9273442268384152	0.3540842467538451	-0.0109399550196905	0.4486698917328997	0.7274937535510717	0.7944386574682714
RAB5C	-0.0286688790560347	-0.9274174751462416	0.3540428628249641	-0.026915400193805	0.448645143743998	0.39119975504592874	0.48083164527886707
IMPA1	-0.0461550147492744	-0.9276698872274264	0.3539118594921711	-0.0304740499253962	0.4485068194675477	0.3316174486516727	0.419424976639899
C7orf40	-0.0616895280236029	-0.9278809678165943	0.353800525842304	-0.0294262621528435	0.4483934067252609	0.3485192578403287	0.4373800576723485
KRTAP10-6	-0.0158917404129793	-0.9279912093017008	0.3537471980125868	-0.1039787828576005	0.4483811801690687	0.0008974180163177873	0.0022227038092657945
RGS4	-0.1062755162241906	-0.9283372336558102	0.3535652209702641	-0.0503882690570864	0.4481781913138751	0.10828534097383134	0.1609657555711214
TPTE2P3	-0.0455716814159288	-0.9284391498244126	0.3535156444981226	-0.0466332945840343	0.4481430183109884	0.13724320500388526	0.19726969115240245
INTS12	-0.0295073746312688	-0.9293946427931729	0.3530166184611038	-0.0248985762033012	0.4476486211863163	0.4276770626069961	0.5175789964231096
FAM71A	-0.0442778761061948	-0.9294226048838178	0.3530051230188957	-0.0332269301429906	0.4476486211863163	0.28977719566619825	0.3743943251747671
OR5K2	-0.0400674041297931	-0.9294714912674296	0.3529767193889043	-0.0328464287555312	0.4476486211863163	0.2953389425246381	0.3804309505603476
LOC100128023	-0.0384606194690262	-0.9296295273176536	0.3528947711294381	-0.0331957758545949	0.4475770464747862	0.29022991004807436	0.37487124054044957
DLAT	-0.0367067846607529	-0.9300793032331476	0.3526693489055626	-0.0390617331742716	0.4473187775257136	0.2132645424734709	0.2880730412133564
USP54	-0.0612666666666807	-0.9301762799825806	0.3526119353418898	0.0051030505478597	0.4472735886666047	0.8708810752764128	0.9122500370133555
C5orf44	-0.0391705014749401	-0.9303440587799432	0.3525300549036489	-0.0474920147701639	0.4472406174617306	0.13014442326126519	0.18855786941099326
GGNBP1	-0.0389174041297935	-0.9307818261136992	0.3523000784936907	-0.069934786505581	0.4470161070133171	0.0257315638993758	0.045638791088914485
SELK	-0.0419750737463093	-0.9321006586898172	0.3516175329972735	-0.0400401787004717	0.4462052140211414	0.20201203997359254	0.274783487753121
ZNF793	-0.1037716814159246	-0.9333523947957812	0.3509744035367667	-0.0245780711246971	0.4454992274397069	0.4336507259347537	0.5233891477625217
TMPRSS9	-0.0815051622418865	-0.93409753523532	0.3505871690081512	-0.0338724507028313	0.445035217939612	0.280503701102757	0.36447727744554437
ARL6IP5	-0.062346460177002	-0.9342489966239562	0.3505148403824712	-0.0179231233092214	0.4449829426402797	0.5680544316137539	0.6516992165985118
GRLF1	-0.04994837758111	-0.9343186691317538	0.3504775934993749	-0.0337106033396833	0.4449786638554215	0.28280966007144026	0.3668205669783657
HMX1	-0.1356989675516217	-0.9344387902359088	0.3504226706287038	0.010979182572468	0.4449364480182627	0.7265556848855168	0.7936675646855198
GPX5	-0.0256547197640118	-0.9351039746537372	0.3501182907303474	-0.015839450591928	0.444632469917978	0.6138837501018511	0.6930836663875387
PEX12	-0.0405181415929218	-0.9353724488592629	0.3499318977966901	-0.0340644289641457	0.4444232515784749	0.2777850210918647	0.36153965278407396
C1orf49	-0.0650023598820054	-0.9354912214489044	0.3498713344892117	-0.0155142833179108	0.4443738243667111	0.6211800732929765	0.6991681417053075
DECR2	-0.0582485250737505	-0.9357590928154113	0.3497342647339345	-0.0127770207868325	0.4442272136971896	0.6840224617344104	0.7558930530416323
SEC14L5	-0.106793215339235	-0.9359514127586828	0.3496613514447595	-0.0154152833372812	0.4441620805074194	0.6234089540646935	0.7011771120883229
PIH1D2	-0.0762557522123916	-0.9361446873898908	0.3495350134606645	-0.0437875144634088	0.4440290716136033	0.16290882406583732	0.22837269771742164
HIST2H2AC	-0.0788548672566342	-0.9362971865951364	0.3494559784486683	-0.0354213606842209	0.4439561409375718	0.25908026174855375	0.3410218486694755
HLF	-0.1347988200589878	-0.9364696911401394	0.3493658365301571	-0.0126273241403947	0.4438994888176018	0.6875282352195011	0.759031763231682
BUB3	-0.0339877581120955	-0.9374096743573715	0.3488835012953196	-0.0172035914149313	0.4434209299568447	0.5836947156204487	0.66547745386171
RASL11B	-0.1062853982300922	-0.9374575715926592	0.3488767858417863	-0.037449033237363	0.4434209299568447	0.23278482984114782	0.3111068591181072
CD300LB	-0.0846159292035424	-0.9378131660096064	0.3486753868157461	0.000371349782992	0.4432112990729533	0.9905628865343057	1.0
ABHD15	-0.0446110619468953	-0.9381940165891672	0.3484818474656961	-0.0272942037350189	0.4430475804106231	0.3845651581965993	0.4739244806088614
TK2	-0.0526194690265491	-0.9388043662337502	0.3481717640664781	-0.0253529765935352	0.4427081826015605	0.4192903568044773	0.5092605469559202
PER4	-0.0170504424778761	-0.9395294780274186	0.3477992395368556	-0.0231856665334034	0.4423166937800685	0.46015538011445783	0.5494991829775372
PCYT1B	-0.1630629793510332	-0.9395493311377692	0.347789967791574	-0.0489928045632751	0.4423166937800685	0.11842510440625727	0.17379851264997226
MMAA	-0.0412278761061966	-0.9399671633340856	0.347571388214128	-0.015464176269486	0.4420857821735325	0.6223077488208002	0.7001303202154224
ZNF207	-0.0233265486725819	-0.9400423283705098	0.3475324111503993	-0.0401257194432196	0.4420857821735325	0.20104922787629867	0.2737095920623615
SEPT14	-0.1008392330383477	-0.9402548076682484	0.3474340862991321	-0.0028897435053451	0.4419934827828379	0.9266646349757294	0.956241515760328
LOC407835	-0.0423597345132762	-0.94033816970117	0.3473860943489731	-0.0223713862957313	0.4419829274283849	0.47606539613116655	0.5650799365502341
ZDHHC20	-0.0660831858407027	-0.9405686522583916	0.3472633877112407	-0.0638580795604394	0.4418815761566736	0.04174674469550928	0.06974210013823788
VAT1	-0.0507411504424748	-0.9406624972242512	0.3472141733151386	-0.0363785102265536	0.4418463384466495	0.2464221340893973	0.3265375597273173
SPACA5	-0.0288035398230089	-0.9408969118294862	0.347106026893049	-0.0106224615189401	0.4417360979490637	0.7351010392303695	0.8007192687630903
LRCH4	-0.0523479351032474	-0.9421763565473864	0.3464409844391556	-0.0160793027969555	0.4409717533967305	0.608526090268016	0.6883976544634323
DAOA	-0.002604424778761	-0.9423784005147218	0.3464069491582509	-0.0195750354102267	0.4409557704748816	0.5329241572464668	0.619772546981906
CCDC63	-0.0268741887905604	-0.9424964776878348	0.3462829548123802	-0.0349328910405921	0.4408252658459829	0.2657106435530929	0.34829775968235194
GPR151	-0.0287966076696165	-0.9428041742117788	0.3461186653792983	-0.0522630509338136	0.4406434453824255	0.09575717179271526	0.14466809455474605
IMMP2L	-0.0622833333333332	-0.9433374543814728	0.3458454429026392	-0.0331696697916788	0.4403502197216065	0.29060963263606504	0.3752809006175881
ZCCHC13	-0.0067141592920353	-0.9433895926432744	0.345836555350778	-0.0543575927054486	0.4403502197216065	0.0831602705779586	0.12779044573094986
BARHL2	-0.0610489675516223	-0.9437255038867088	0.3456602210021751	-0.0575756472920023	0.4402235941175344	0.06644982375552537	0.10479450619918082
CDKL1	-0.090752064896753	-0.9445887406962034	0.3452063960387694	-0.0295407575635922	0.439700168176941	0.34664617954201327	0.43542866287307463
TAS2R31	-0.0686671091445421	-0.9457116969551908	0.3446345155085142	-0.0376669502736098	0.4390262225980266	0.2300755858949957	0.3078771854011381
PARN	-0.035930088495574	-0.9459704883958486	0.3445151093683165	-2.167566642713442e-07	0.4389013462818205	0.9999944914338069	1.0
WDR36	-0.0318702064896729	-0.9461357760037702	0.3444195352949104	-0.0461858207461596	0.438806817649529	0.14105864898983134	0.20200996346144573
OTUD4	-0.0347435103244926	-0.946300360528528	0.3443341120405748	-0.0286417900683069	0.4387252107114132	0.36152498017386137	0.4508480000431704
PRO0611	-0.038994395280236	-0.9468443468086504	0.3440573988302666	-0.0205365368333965	0.4383998509176621	0.5129940979344675	0.6003744630369752
ERCC8	-0.0389730088495605	-0.947909444914078	0.3435215917761004	-0.05495836796033	0.4377714636352167	0.07980561197831995	0.1232071900973762
SMG1	-0.0444920353982229	-0.94836695078909	0.3432857337265151	-0.0204183856348793	0.4375252119074594	0.515422079894713	0.6027349795077727
RBM25	-0.0344870206489744	-0.9487247256703965	0.3431113258634364	-0.0214088647640875	0.4373300751211491	0.4952537526675646	0.5836046115408736
ST7OT2	-0.044221238938053	-0.9490868280286066	0.3429291798400732	-0.0091879601634635	0.4371250504232399	0.7697867070092788	0.8299225811423455
YIPF6	-0.0447581120944011	-0.949305477188596	0.3428060579897021	-0.0209585808339077	0.4369952418831782	0.5043700135344295	0.5921040929701415
IFITM1	-0.0877690265486652	-0.950161682071709	0.3423698264060286	-0.0439080816258099	0.4365204655394216	0.16175279903354875	0.22692257510993274
HOXA5	-0.0778520648967617	-0.9504122790876284	0.3422518661336587	-0.0493603602194531	0.436397168605926	0.11568487606262097	0.1704593774180441
CYP4F2	-0.0992733038348087	-0.9512608945897906	0.3418387683230355	0.0425286012849901	0.4359504851455968	0.17535354848072757	0.24316708367442505
GPR113	-0.0648790560471974	-0.9515928395600898	0.3416443058058274	-0.017821384578281	0.4357307323223977	0.5702537027211703	0.6536379050229258
PNPLA2	-0.0580082595870088	-0.9522042711465192	0.3413340942071727	-0.0194907184885891	0.4354162392241366	0.5346903529593436	0.6213388207536834
LMAN2	-0.0420634218288977	-0.9522883557620692	0.3412942562052772	-0.007566319067699	0.4353924737397838	0.8095551693365676	0.864148475353805
VEGFA	-0.0725154867256492	-0.9529738018219924	0.3409440917126713	-0.0111622036665147	0.4349998261674938	0.7221844366090533	0.7897750217644417
ANKRD20A4	-0.0661286135693214	-0.9538977874912232	0.3404798164594433	-0.0260224960597082	0.4345533190746613	0.40711086362895293	0.4969026934609329
LRRC7	-0.1272769911504423	-0.953935908087821	0.3404693538370189	-0.0205288305403776	0.4345533190746613	0.5131522790440295	0.6004568987616943
CECR2	-0.1521075221238925	-0.9540079650983532	0.3404207094201264	-0.0251266738009457	0.4345533190746613	0.42345501458642687	0.5135592774964168
WNT5B	-0.1169228613569304	-0.9542980277442054	0.3402750764268327	-0.0506222012527274	0.4344162252996005	0.10665474762110529	0.15888701608455782
C2orf82	-0.0757141592920347	-0.9543181196189304	0.3402714831629524	-0.0119326484219536	0.4344162252996005	0.7038838607851379	0.7737809560099237
C12orf35	-0.0512924778761014	-0.9552311739466413	0.339804506541934	-0.0396027591981829	0.4339503930894443	0.2069879438609167	0.2807520142352418
FAM120C	-0.0572994100295005	-0.9554141035370688	0.3397111074718019	-0.0346497718848691	0.4338581049079996	0.2696066033381287	0.3524819185207783
CFHR1	-0.1154250737463131	-0.9559876670679162	0.3394247437575859	-0.0093566387125528	0.4335463192523636	0.7656826571453096	0.8265688993254843
C4orf35	-0.0338731563421829	-0.9560037710882724	0.339418090232834	-0.0531740065158976	0.4335463192523636	0.09010273514034799	0.13709398595059247
NACA2	-0.0715687315634205	-0.956299152140854	0.339263987538568	-0.0193088965666313	0.4333949140791987	0.5385090048965069	0.6249626834666641
PRH1	-0.0683967551622437	-0.9567936521883724	0.3390148406823679	-0.0685460581012507	0.4331305419882391	0.028826815483890354	0.050401509273059864
PCDHGC4	-0.0913601769911518	-0.9568820269824784	0.338972080084873	-0.0134131270161387	0.4331250816973404	0.6692018646039405	0.742071636616555
PIK3C2G	-0.1905473451327424	-0.957015697343014	0.33891819931599	0.0236788339273428	0.4330879267992826	0.4506658168582267	0.5401464895848791
OR1N1	-0.0189548672566371	-0.9587366452750518	0.3380376893564913	-0.0402268422413628	0.4319896521935119	0.19991534750156675	0.27236459514282074
RPL7	-0.0567323008849616	-0.9598246423110512	0.3375034949485394	-0.0202524960121266	0.4313606892419544	0.5188411021997761	0.6058025600205351
SEMA6D	-0.138732448377592	-0.9600739075542762	0.3373622056329705	-0.0484594803856492	0.431206953159313	0.12249124595305384	0.17910890360668189
SNX14	-0.0405554572271302	-0.9602875367824046	0.3372545246376397	-0.0489042986396851	0.4311230006731472	0.11909247400078059	0.17464060651685898
ANKS6	-0.0490535398230136	-0.9616980304699254	0.3365463767035344	-0.0380487144284991	0.4303488546840208	0.22538343789196333	0.3023867455183641
ASCL3	-0.0464334808259586	-0.9625125293409436	0.3361461279179409	-0.0271454031826439	0.4298934782380445	0.3871631056736285	0.47658343683173005
TREML2P1	-0.0048256637168141	-0.9626606948544058	0.3360802291888496	-0.0455930124555534	0.429835977152198	0.14623802743149583	0.20824489860363524
GLI1	-0.1321820058997067	-0.9632493450439368	0.3357824958620644	-0.0177041671047076	0.4295197893163965	0.5727925887082937	0.6557425888686372
ACPL2	-0.0710893805309798	-0.9639973337456	0.3353941926481461	-0.0195899017147467	0.4291189564418821	0.5326130570207046	0.6195210232654428
TPD52	-0.0620318584070673	-0.9645663716435358	0.3351228471306705	-0.0064901736375737	0.4288252338315049	0.8362268843276993	0.8854826663527784
ERCC2	-0.0443883480826006	-0.9646555412190022	0.3350623316352254	-0.0399478813178922	0.4288012509955852	0.20305466153801613	0.27601881754455876
ARMC6	-0.0442410029498496	-0.964773767055526	0.3350071888912311	-0.0315016535937966	0.428757408387069	0.3155641583206991	0.4021934548251771
DKFZP586I1420	-0.0511470501474766	-0.964792865604372	0.3349966595549949	-0.0350516194574466	0.428757408387069	0.2640884165840818	0.34652532228500565
FOLH1	-0.1370367256637203	-0.9656523630294236	0.3345661663004776	-0.0524083392582053	0.4282831429195561	0.09483679190061915	0.14342536557787927
CDKL4	-0.0614129793510324	-0.9662246487094848	0.3342790883555108	-0.0302989321007867	0.4280077421469143	0.3344048250422365	0.42227402251919766
C17orf39	-0.0421331858407043	-0.9667169380279416	0.3340407574737414	-0.0540294249624521	0.4277338458763744	0.0850403535511003	0.13025055643122121
G6PC2	-0.0388902654867255	-0.967214648773101	0.3337846632806248	-0.0292940207986463	0.4274592437871142	0.350690625541837	0.4395676501846214
ZNF596	-0.0712665191740473	-0.9673282677615715	0.3337259751736861	-0.0348684622367711	0.4274107467445898	0.2665938183119608	0.3492547437907316
C7orf66	-0.0146498525073746	-0.9673439386519542	0.3338056873206389	-0.0189881059247576	0.4274595035362223	0.5452794379408671	0.6308942099259469
SNTA1	-0.0710997050147455	-0.967941565044535	0.3334204544974218	-0.0502487764642837	0.4270460996214405	0.10926699235387946	0.16222529310277303
GOLGA2P3	-0.0054097345132743	-0.9688328037227136	0.3329769800314832	-0.0468967683751554	0.4265579308652409	0.1350341295542866	0.19455756051298362
CD1B	-0.1342901179940989	-0.9695795752040736	0.3326029571565508	-0.0416614229414171	0.4261053797456467	0.18432896948719113	0.25360365524541173
FAM153C	-0.0807858407079652	-0.9699296849395488	0.3324336109717933	0.0037643050568957	0.4259681708432727	0.9045638475476545	0.938435281729918
TEX10	-0.0504749262536829	-0.9701873425220384	0.3323001165882429	-0.0424204709965981	0.425850274254471	0.17645460629691706	0.24432542437955806
C9orf40	-0.0593026548672561	-0.9706393740616316	0.3320754057868399	-0.0499256083993824	0.4256393634241768	0.11156821746611789	0.16514026709296326
GTF2IRD2P1	-0.0615705014749261	-0.9712810877845596	0.3317562382662704	-0.0265776918610156	0.4252860175839233	0.3971727101452774	0.48697776751567995
LMTK2	-0.0658889380530887	-0.972464882592042	0.331167259070721	-0.0191500856237282	0.4246481402168636	0.5418555147633355	0.6278526762665807
ACTN3	-0.0693778761061949	-0.9725681666546384	0.3311759071121384	-0.004061153274473	0.4246481402168636	0.8970781664585415	0.9325542942626897
FAM41AY1	-0.0386893805309734	-0.9728750447552876	0.3309813103465801	-0.0057992224603257	0.4244573920901735	0.8534534783181092	0.8985333287113223
CHRNB3	-0.0386438053097344	-0.972898521102812	0.330960923019707	-0.0409221588288426	0.4244573920901735	0.19224488552623772	0.26329469645454706
SNRPE	-0.0452084070796434	-0.9730431851875382	0.3308854883119468	-0.0506579600002617	0.424408289081861	0.10640721721777478	0.15861033685333017
C17orf42	-0.0457013274336235	-0.9733820140987685	0.3307134364534426	-0.0461125296139153	0.4242141112395612	0.1416912610070436	0.2028253791991776
SGSH	-0.0510187315634045	-0.974337801271049	0.3302374338961289	-0.0061955099428561	0.4236829469995954	0.8435642688307889	0.8915508076754748
DCAF8L2	-0.1005150442477872	-0.9745608209730848	0.3301367723263201	-0.0170084007170329	0.4236067459912095	0.5879718089810247	0.6694244253760225
MC3R	-0.0568256637168141	-0.9750666504514264	0.3298875644366621	-0.0033463729680179	0.4233663623107253	0.9151171439039081	0.9471202336103708
RBP7	-0.1130979351032452	-0.9753108009081982	0.3297577619918111	-0.0497441040784695	0.4232791580400076	0.11287732640447493	0.16684941400272663
HILS1	-0.0508156342182889	-0.975375022967118	0.3297242992479425	-0.0192808834383407	0.4232626688901557	0.5390985528908735	0.6254347474485552
WRB	-0.0498349557522157	-0.9764089999878393	0.3292238784404129	-0.0417973866196957	0.4226995762590168	0.18289970749035547	0.25193789801564065
?|100130426	-0.006898820058997	-0.9766248535838488	0.3291182813067101	-0.042868205333101	0.422616857344681	0.17192874740089192	0.23930150400951264
AK5	-0.1199610619469053	-0.9772236483934468	0.3288098718580394	-0.0368152360328421	0.4223000731464216	0.24079268531643128	0.32025614340155056
SNAR-C4	-0.0081492625368731	-0.9778304184533456	0.3287009832992251	-0.0162912120195352	0.4221866358316499	0.6038099808435589	0.6841935592625159
HIGD2A	-0.0434746312684364	-0.9781511777255084	0.3283494797377261	-0.0223299118750695	0.4218671267923849	0.47688373380633053	0.5658495449665973
HSDL2	-0.0500072271386411	-0.9781905632508412	0.3283332529317787	-0.0322549960662232	0.4218671267923849	0.30412469999105357	0.38981582636051254
IKBKB	-0.0583702064896698	-0.9783111836788336	0.3282778479782035	-0.0022849717230239	0.4218278912807484	0.9419818001803735	0.9681545110239334
SEPT11	-0.0533284660766959	-0.9783262995470448	0.3282674648160078	-0.0523806392789414	0.4218278912807484	0.09501171895803119	0.1436581669029592
LASS4	-0.0893318584070801	-0.9783384761501251	0.3282575961565249	-0.0048386474426822	0.4218278912807484	0.8775169171839499	0.917796235660833
HIPK1	-0.0437585545722747	-0.9784527157980536	0.3282025314068796	-0.0350462914071238	0.4218278912807484	0.26416106908111586	0.34659850119737384
SLC25A25	-0.0580330383480767	-0.9786718673609952	0.3281087258300972	-0.0691581544116202	0.4217425583077821	0.027425166229522745	0.04822187929874117
C14orf64	-0.1237628318584067	-0.9793461335047652	0.3277593638922361	-0.042397974129164	0.4213198760696015	0.1766843302976286	0.2445775268700907
ZC3HC1	-0.0359994100295022	-0.980436775621873	0.3272308944633631	-0.045888505797454	0.4207459299388015	0.14363841752683068	0.20525486961967246
BACH2	-0.1008380530973385	-0.9806470612126258	0.3271208464387781	-0.0253263632874606	0.4206571235445108	0.41977887077011533	0.5097332594138799
LOC493754	-0.0336861356932196	-0.980823608134797	0.3270315972795024	-0.0311851641764781	0.4205686978293775	0.3204531393784257	0.4074128654594426
MORN3	-0.1108758112094432	-0.9809438632601084	0.3269731766074283	-0.0122420594364776	0.4205199095251834	0.696581563788894	0.7672936744600276
C8orf59	-0.0549460176991143	-0.9818603793700592	0.3265212750736276	-0.0339906991597722	0.4199650280203969	0.2788270113900233	0.3625969813034255
NEAT1	-0.1028306784660717	-0.9819771849169716	0.3264624691825677	-0.0109150580746412	0.4199157002893375	0.7280893387163218	0.7950195166759474
LOC646627	-0.045917256637168	-0.9823721722818526	0.3262774877500206	-0.0400824272112221	0.4197303605180728	0.20153608914956356	0.27426328451813203
DSCR4	-0.1007646017699115	-0.9827306869941138	0.3260996701576475	-0.0328581230642573	0.4195541911597733	0.29516695187918196	0.38025542766149734
AHSP	-0.0390823008849557	-0.9842537618888528	0.325355942700765	-0.0169213440089398	0.4186760375859787	0.5898840834058615	0.6711921649571766
PRAME	-0.2910516224188884	-0.9842566417961476	0.3253415743160113	-0.0574951094614431	0.4186760375859787	0.06683149273427262	0.10532360066282466
SLC22A7	-0.0410719764011799	-0.984512583218456	0.3252221722588035	-0.0752480371505863	0.418556368886236	0.016388571840176204	0.030528752370820932
C4orf43	-0.0378179941002851	-0.9850811093651816	0.3249385351617317	-0.0386613043043979	0.41824376970974	0.21799757122042068	0.2935902740196298
DNER	-0.1807778761061893	-0.9851319541120022	0.3249229907974178	-0.0283679027839977	0.41824376970974	0.366136388269323	0.45556242734358793
DDX1	-0.0350557522123899	-0.9851341768326874	0.3249137924462532	-0.0127529323497098	0.41824376970974	0.6845861368373806	0.756353104578163
PUM2	-0.029402212389396	-0.985257091103696	0.3248527543852961	-0.0069542781737451	0.4182120177795278	0.8246993120987116	0.8760776610465978
GUCY2E	-0.1006874631268436	-0.9856757167168756	0.3246538358746698	-0.0023463174744969	0.4179821428889358	0.9404270128017703	0.9669819554362575
MMP23B	-0.100615486725661	-0.9861430512568452	0.3244160398477477	-0.0405535807424356	0.417702182381578	0.19628354567897074	0.2680748531658641
C12orf62	-0.0480560471976367	-0.9868110281353424	0.3240904472144398	-0.0212119125103714	0.4173091370617441	0.49923032019183916	0.587312960491574
TRIM28	-0.0471774336283115	-0.9871677875563428	0.3239168055764321	-0.0411375543784718	0.4171117116279339	0.18991313101858717	0.26034432290408616
THRA	-0.0591939528023583	-0.9875374023350744	0.3237365757339011	-0.0527183048769252	0.4169319302312897	0.09289686430734571	0.14084429689312514
CNTFR	-0.1579868731563434	-0.9876177359854006	0.3237040296131999	-0.0267155403729758	0.4169161686297989	0.39472801596053286	0.48464602402187307
USP18	-0.0688973451327488	-0.9887058656870216	0.323164123065094	-0.0475911171114423	0.4162991432845818	0.12934383189766882	0.18758327697507354
C2orf60	-0.0356576696165182	-0.9900748203690114	0.3224922592161995	-0.0487328101734443	0.4156196955262234	0.1203939373707643	0.17633498852977036
TOP2A	-0.0928834808259502	-0.9901507917973504	0.3224949707614583	-0.0963497235786554	0.4156196955262234	0.002097873010095378	0.0047998810762574515
KRTAP20-4	-0.0122053097345132	-0.9902600900216062	0.3224636075126201	-0.0497281592315302	0.4156196955262234	0.11299290461484143	0.1669962084617878
FAM179A	-0.1253594395280268	-0.9921512934807644	0.321479270010049	-0.0364191940507188	0.4144147565808305	0.2458938574699973	0.32600586980039037
HMSD	-0.1329547197640104	-0.9924587158445464	0.3213308560812523	-0.0327733956357315	0.4142494490014512	0.2964145719711474	0.38167280246912044
CASC1	-0.1334361356932158	-0.9927552645060884	0.3211881533697489	-0.0347018829888922	0.4140914838408029	0.26888658711989794	0.35160774736124234
RNF40	-0.036948672566373	-0.9927904304599968	0.3211681524551412	-0.0246307212988944	0.4140914838408029	0.4326661236002495	0.5223850574872455
CDS2	-0.0407514749262496	-0.9935074918263348	0.3208195792885852	-0.0113942729468295	0.4136942379746658	0.7166547410685131	0.7852755035299197
GMPR2	-0.0420672566371624	-0.9935444787707916	0.3208038089726227	-0.0263658557600189	0.4136942379746658	0.40094727307303524	0.4906973184017534
PPIL6	-0.1022342182890874	-0.9936166754605538	0.3207679610576319	-0.0380896259449228	0.413679643225905	0.22488468417123408	0.301796480980222
YWHAE	-0.0401075221238897	-0.9941357105764262	0.3205127897468262	-0.0501211739628781	0.4133765280501534	0.11017111040491467	0.16335496869947266
ANKRD46	-0.0509961651917478	-0.9941411695806516	0.3205103048065599	-0.0292651730286179	0.4133765280501534	0.3511654337404638	0.43995758554138353
FAM165B	-0.0523905604719834	-0.9943564038051748	0.3204065590685774	-0.049056261612328	0.4132914461974048	0.11794841837786373	0.17319798507242276
CAV3	-0.0619227138643063	-0.9952474129947276	0.3199720715588589	-0.0454345903164207	0.412782872257344	0.14764647394011352	0.20998836924077105
DEFB122	-0.0041539823008849	-0.9953362935402128	0.3201477748398127	-0.0091869707381168	0.4129835889074053	0.7698107994492783	0.8299225811423455
SNORA65	-0.0186017699115044	-0.9954076446094172	0.3199031202708117	-0.0252496178789454	0.4127198554112842	0.42118947903385295	0.5111740366850911
EFTUD2	-0.036026253687309	-0.9960460146698246	0.3195963504658417	-0.0364166767192323	0.4123759081807385	0.24592652181447408	0.32600706998457757
RPL10L	-0.0698427728613568	-0.996311398364588	0.3194622446445651	-0.021386835571658	0.4122546912158477	0.4956976927185072	0.5839601555925261
C5orf33	-0.0521336283185824	-0.996469229954274	0.3193820435184933	-0.0206321365703848	0.412177102931523	0.5110339072206471	0.5983886386242253
ORC4L	-0.0410162241887892	-0.996728702481242	0.3192559709933632	-0.052284793800011	0.412040302036446	0.09561898139159626	0.1445018541015437
CCDC140	-0.0581811209439528	-0.9969170484850884	0.3191788763553665	-0.0359113933461157	0.4119667000864879	0.2525445581912132	0.3334452234655352
PELO	-0.0408941002949774	-0.9974589351669124	0.3188989034755731	-0.0311350924090978	0.4116383916448648	0.3212311301850873	0.40823919931930264
C11orf94	-0.0165144542772861	-0.9974921909532326	0.3189044626941829	0.0056085184514828	0.4116383916448648	0.8582207360909757	0.90222473075101
