interaction_name	pathway_name	ligand	receptor	annotation	family	thesis_expect	requested_name	cohort	patient	prob_high	prob_low	pval_high	pval_low	delta	detected
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE205335	P1079	0.00383528224204891	0.000358358953221179	0	0.9	0.00347692328882773	TRUE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE205335	P1079	0.00917447832523973	0.000893780938906982	0	0.89	0.00828069738633275	TRUE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE205335	P1079	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE205335	P1079	1.64999783015568e-05	0	0	1	1.64999783015568e-05	TRUE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE205335	P1079	0	0	1	1	0	FALSE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE205335	P1079	0	0	1	1	0	FALSE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE205335	P1079	0.0210314798660132	0.0142917875192932	0	0	0.00673969234671993	TRUE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE205335	P1079	0.0229711091275672	0.0166656142739105	0	0	0.00630549485365674	TRUE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE205335	P1079	0.0191133416266674	0.0126015832149743	0	0	0.00651175841169319	TRUE
JAM1_ITGAL_ITGB2	JAM	F11R	ITGAL_ITGB2	Cell-Cell Contact	barrier_inhibitory	high>low	JAM1_ITGAL_ITGB2	GSE205335	P1084	0.00594939698316931	0.00249442278936747	0	0	0.00345497419380184	TRUE
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE205335	P1084	0.0020327242407852	0.000700269603143579	0	0	0.00133245463764162	TRUE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE205335	P1084	0.0016597751084204	0.000618272677626943	0	0	0.00104150243079346	TRUE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE205335	P1084	0.00206202367600963	0.000769899668074355	0	0	0.00129212400793527	TRUE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE205335	P1084	0	0	1	1	0	FALSE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE205335	P1084	0.00577341210197511	0.0030826352153839	0	0	0.00269077688659121	TRUE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE205335	P1084	0.00889179155731306	0.004814559039471	0	0	0.00407723251784206	TRUE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE205335	P1084	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE205335	P1084	0	0	1	1	0	FALSE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE205335	P1084	0	0	1	1	0	FALSE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE205335	P1084	0	0	1	1	0	FALSE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE205335	P1084	0.0143536936258228	0.0117052689174677	0	0.01	0.00264842470835513	TRUE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE205335	P1084	0.0150148799833606	0.0137484719916228	0	0	0.00126640799173782	TRUE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE205335	P1084	0.0145997247915258	0.0134828326572672	0	0	0.00111689213425859	TRUE
JAM1_ITGAL_ITGB2	JAM	F11R	ITGAL_ITGB2	Cell-Cell Contact	barrier_inhibitory	high>low	JAM1_ITGAL_ITGB2	GSE205335	P1089	0	0	1	1	0	FALSE
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE205335	P1089	0	0	1	1	0	FALSE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE205335	P1089	0.000266626833466981	0.000144058080501367	0	0	0.000122568752965613	TRUE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE205335	P1089	0.000105906569384398	5.71830461640918e-05	0	0	4.87235232203066e-05	TRUE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE205335	P1089	0	0	1	1	0	FALSE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE205335	P1089	0	0	1	1	0	FALSE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE205335	P1089	0	0	1	1	0	FALSE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE205335	P1089	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE205335	P1089	0	0	1	1	0	FALSE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE205335	P1089	0	0	1	1	0	FALSE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE205335	P1089	0	0	1	1	0	FALSE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE205335	P1089	0	0	1	1	0	FALSE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE205335	P1089	0	0	1	1	0	FALSE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE205335	P1089	0	0	1	1	0	FALSE
JAM1_ITGAL_ITGB2	JAM	F11R	ITGAL_ITGB2	Cell-Cell Contact	barrier_inhibitory	high>low	JAM1_ITGAL_ITGB2	GSE205335	P1090	0.005565359521881	0.00291695877179792	0	0	0.00264840075008308	TRUE
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE205335	P1090	0.00270291514144069	0.000419348710270518	0	0	0.00228356643117017	TRUE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE205335	P1090	0.00191681948095518	0.000261918674716956	0	0.01	0.00165490080623822	TRUE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE205335	P1090	0	0	1	1	0	FALSE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE205335	P1090	0.00185428060338498	0.00281525837841008	0	0	-0.000960977775025098	TRUE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE205335	P1090	0.00303350563054152	0.00458218662596643	0	0	-0.00154868099542491	TRUE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE205335	P1090	0.0059262670884694	0.00884144665211646	0	0	-0.00291517956364706	TRUE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE205335	P1090	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE205335	P1090	6.35045853133338e-05	0.00117209681782032	0.03	0	-0.00110859223250699	TRUE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE205335	P1090	0	2.63168557369847e-05	1	0	-2.63168557369847e-05	TRUE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE205335	P1090	0	9.45728284614744e-06	1	0	-9.45728284614744e-06	TRUE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE205335	P1090	0.0340815855758624	0.0342771890455275	0	0	-0.000195603469665094	TRUE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE205335	P1090	0.0365220565051648	0.037082308647096	0	0	-0.000560252141931283	TRUE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE205335	P1090	0.0345085755087379	0.03430799904013	0	0	0.000200576468607938	TRUE
JAM1_ITGAL_ITGB2	JAM	F11R	ITGAL_ITGB2	Cell-Cell Contact	barrier_inhibitory	high>low	JAM1_ITGAL_ITGB2	GSE205335	P1115	0	0	1	1	0	FALSE
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE205335	P1115	0	0	1	1	0	FALSE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE205335	P1115	0	0	1	1	0	FALSE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE205335	P1115	0	0	1	1	0	FALSE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE205335	P1115	0	0	1	1	0	FALSE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE205335	P1115	0	0	1	1	0	FALSE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE205335	P1115	0	0	1	1	0	FALSE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE205335	P1115	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE205335	P1115	0	0	1	1	0	FALSE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE205335	P1115	0	0	1	1	0	FALSE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE205335	P1115	0	0	1	1	0	FALSE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE205335	P1115	1.26701695151498e-05	9.54249011606057e-06	0	0	3.12767939908926e-06	TRUE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE205335	P1115	7.1771712460986e-07	8.85158477213963e-07	0	0	-1.67441352604103e-07	TRUE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE205335	P1115	7.27905850885318e-06	3.5582786283854e-06	0	0	3.72077988046778e-06	TRUE
JAM1_ITGAL_ITGB2	JAM	F11R	ITGAL_ITGB2	Cell-Cell Contact	barrier_inhibitory	high>low	JAM1_ITGAL_ITGB2	GSE205335	P1119	0.00493929860473205	6.07549766574534e-05	0	0.96	0.00487854362807459	TRUE
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	Cell-Cell Contact	barrier_inhibitory	high>low	NECTIN2_TIGIT	GSE205335	P1119	0.00355373163369446	0.000172871783197999	0	0.69	0.00338085985049646	TRUE
CDH1_ITGAE_ITGB7	CDH1	CDH1	ITGAE_ITGB7	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_ITGAE_ITGB7	GSE205335	P1119	0.00125273225778756	0	0	1	0.00125273225778756	TRUE
CDH1_KLRG1	CDH1	CDH1	KLRG1	Cell-Cell Contact	barrier_inhibitory	high>low	CDH1_KLRG1	GSE205335	P1119	5.38857653867107e-05	0	0	1	5.38857653867107e-05	TRUE
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_HAVCR2	GSE205335	P1119	0.000362872813117825	0	0	1	0.000362872813117825	TRUE
LGALS9_CD44	GALECTIN	LGALS9	CD44	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD44	GSE205335	P1119	0.000342390072376426	0	0	1	0.000342390072376426	TRUE
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	Secreted Signaling	barrier_inhibitory	high>low	LGALS9_CD45	GSE205335	P1119	0.000748923014810386	0	0	1	0.000748923014810386	TRUE
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL9_CXCR3	GSE205335	P1119	0	0	1	1	0	FALSE
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	Secreted Signaling	ifn_recruit	low>high	CXCL10_CXCR3	GSE205335	P1119	0	0	1	1	0	FALSE
CCL5_CCR5	CCL	CCL5	CCR5	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR5	GSE205335	P1119	0	1.33009101010361e-05	1	0.41	-1.33009101010361e-05	TRUE
CCL5_CCR1	CCL	CCL5	CCR1	Secreted Signaling	ifn_recruit	low>high	CCL5_CCR1	GSE205335	P1119	0	4.66057267671435e-06	1	0.01	-4.66057267671435e-06	TRUE
HLA-A_CD8A	MHC-I	HLA-A	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-A_CD8A	GSE205335	P1119	0.0281384741441367	0.0266641902576133	0	0	0.00147428388652335	TRUE
HLA-B_CD8A	MHC-I	HLA-B	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-B_CD8A	GSE205335	P1119	0.0283312350197127	0.0262946421801821	0	0	0.00203659283953053	TRUE
HLA-C_CD8A	MHC-I	HLA-C	CD8A	Cell-Cell Contact	ifn_recruit	low>high	HLA-C_CD8A	GSE205335	P1119	0.0229525103068471	0.0207774365084979	0	0	0.00217507379834917	TRUE
