gsm,cell_type,spotid,tissue,scan,neg_geomean,total_counts,q3,signal_to_bg,epi_score,t_score,b_score,tb_score
GSM8382567,CD68,9,Lung Cancer,DSP-1001250002072-B-D06.dcc,3.454198653900442,75675.0,5.0,1.4475137364650572,0.3649048561857704,0.0247106207881278,0.07390272163536205,0.05974286243776161
GSM8382568,CK,9,Lung Cancer,DSP-1001250002072-B-D07.dcc,33.85765862115973,1263891.0,69.0,2.037943638455781,0.31153569969552075,-0.4040912311595708,-0.08802554306703803,-0.27781657595402764
GSM8382569,CD45,9,Lung Cancer,DSP-1001250002072-B-D08.dcc,8.80798452811675,287016.0,15.0,1.7030002666463784,-0.2001892537039498,-0.058274918031782086,0.11292798252659964,0.005778687482542733
GSM8382570,CD68,90,Lung Cancer,DSP-1001250002072-B-D09.dcc,66.68846544627675,1996283.0,106.0,1.5894802690488063,-0.7093431594267257,-0.14497584272363095,-0.024877955552363495,-0.10013912426515503
GSM8382571,CK,90,Lung Cancer,DSP-1001250002072-B-D10.dcc,62.86115810508058,1897151.0,102.0,1.6226236212430858,-0.13769602558633132,-0.23596098441428826,-0.05708794892050939,-0.17627264373228435
GSM8382572,CD68,93,Lung Cancer,DSP-1001250002072-B-D11.dcc,15.44091950099492,578281.0,26.0,1.6838375459651038,-0.5358724547335454,0.02687278669780735,0.2488357986104801,0.11320201948604458
GSM8382573,CK,93,Lung Cancer,DSP-1001250002072-B-D12.dcc,68.71116582443939,3181907.0,158.0,2.299480704543687,1.0317670207782648,-0.47422873436749846,-0.250605556508777,-0.3846433011016508
GSM8382574,CD45,93,Lung Cancer,DSP-1001250002072-B-E01.dcc,2.100750089418525,8234.0,1.0,0.4760204486183285,-1.3744290248105042,0.13265267024586258,-1.0374816385018029,-0.2414294628418555
GSM8382575,CD68,94,Lung Cancer,DSP-1001250002072-B-E02.dcc,21.144756447994464,679488.0,34.0,1.6079636615168877,-0.5855935760930557,-0.11372035198725294,0.1500399656603033,-0.0030472441502507053
GSM8382576,CK,94,Lung Cancer,DSP-1001250002072-B-E03.dcc,16.769654960535018,653337.0,35.0,2.087103168333963,0.5137604681418142,-0.27712169189219926,-0.2628016938724458,-0.27322116821054543
GSM8382577,CD45,94,Lung Cancer,DSP-1001250002072-B-E04.dcc,13.237726230865267,743856.0,24.0,1.8130001770274766,-0.8668525093296364,-0.08585171601276409,0.4053089028576231,0.09817983025538579
GSM8382578,CD68,96,Lung Cancer,DSP-1001250002072-B-E05.dcc,3.667286785587177,63495.0,4.0,1.0907246239155393,-0.419053437523921,-0.04608638693989864,-0.08661591476006691,-0.03946622324883853
GSM8382579,CK,96,Lung Cancer,DSP-1001250002072-B-E06.dcc,11.860583607738485,318565.0,18.0,1.5176318969882585,0.7532009234526553,-0.08893523344589171,0.1355231323192112,0.03458605327502573
GSM8382580,CD45,96,Lung Cancer,DSP-1001250002072-B-E07.dcc,4.8953149708752575,120056.0,7.0,1.429938633498885,-0.05044412860207492,0.31126279838888404,0.35166185436982467,0.33157814788964934
GSM8382581,CD68,98,Lung Cancer,DSP-1001250002072-B-E08.dcc,2.674054810644439,28198.0,2.0,0.7479278255773696,0.8530760079733164,0.5090236186334578,-1.0896856547888036,-0.056308896050270896
GSM8382582,CK,98,Lung Cancer,DSP-1001250002072-B-E09.dcc,34.67185839905795,918272.0,49.0,1.413249888022482,1.0619369424391651,-0.09133156260798136,-0.1935691178516179,-0.10600324317704146
GSM8382583,CD45,98,Lung Cancer,DSP-1001250002072-B-E10.dcc,2.8599338326752983,39024.0,3.0,1.0489753174442076,1.0674611229161979,-0.07928736348761589,0.6734539214231363,0.23270875166082927
GSM8382584,CD68,99,Lung Cancer,DSP-1001250002072-B-E11.dcc,3.156711921228235,46973.0,3.0,0.950355963692987,-0.18735227618738692,0.1938734756862326,0.22903371669220673,0.2669418925161682
GSM8382585,CK,99,Lung Cancer,DSP-1001250002072-B-E12.dcc,10.88846330802576,458503.0,21.0,1.9286468077199788,0.3403258993883491,-0.3779268076511193,-0.1850154504221697,-0.3012360312729001
GSM8382586,CD45,99,Lung Cancer,DSP-1001250002072-B-F01.dcc,3.1248959180390767,53057.0,4.0,1.2800426333911517,-1.1711969621595895,-0.1090124049896195,-0.5871877176265299,-0.2911026943950388
GSM8382421,CD45,94,Lung Cancer,DSP-1001250002070-D-E04.dcc,2.245520666878705,5417.0,1.0,0.4453310159865994,-1.2601581971530635,-0.8217894741164555,-0.8048266428209729,-0.9965660573789304
GSM8382436,CD45,100,Lung Cancer,DSP-1001250002073-A-A07.dcc,2.1111001188884817,5084.0,1.0,0.4736866769381413,-1.273763791020453,0.8957139027365677,-0.10729324810082896,0.41937505472474346
GSM8382487,CK,25,Lung Cancer,DSP-1001250002073-A-E10.dcc,3.073584299844752,42638.0,3.0,0.9760591242451139,-0.1075149595271041,0.035017958031822616,0.019370446686033382,0.023271297573956407
GSM8382500,CD68,33,Lung Cancer,DSP-1001250002073-A-F11.dcc,2.0389909290362427,4442.0,1.0,0.49043867030475896,-0.9071306724070193,-0.44309906086267603,-0.9080137814713085,-0.5246617853030938
GSM8382502,CD45,33,Lung Cancer,DSP-1001250002073-A-G01.dcc,2.3007390600701685,6532.0,1.0,0.4346429446760041,0.632728425769401,0.6556867192975615,-1.1103318134288578,-0.2892108484577365
GSM8382565,CD68,88,Lung Cancer,DSP-1001250002072-B-D04.dcc,2.4853074820744707,22144.0,2.0,0.8047294004565634,-1.6339904263554044,-0.3988307914870366,-0.5406198142647611,-0.5785663635924119
GSM8382553,CD45,77,Lung Cancer,DSP-1001250002072-B-C04.dcc,2.075096471587838,4713.0,1.0,0.4819053059421437,-0.9940628899970955,-0.46326798958594073,0.6153283200642281,0.004927112199769601
GSM8382482,CK,23,Lung Cancer,DSP-1001250002073-A-E05.dcc,2.0,1730.0,1.0,0.5,1.306273633140971,0.09492106826441293,0.9020940936019045,0.4241538845924702
